Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9_10,Mut3,Mut4,Mut5,Mut6,Mut7_8,Mut9_10
SERPINB3,0,0,0,0.346262012,0.466250707,0,0,0.098747001,0.046326194,0,0,0.04874501,0.061876113,0.187076762
SERPINB4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059244301
SERPINB5,6.648220191,5.934546046,1.586412518,6.011544559,6.909780587,3.444072667,6.315376293,6.042434323,6.405419109,6.306021433,5.157201515,6.670451312,7.011295661,7.120995262
SERPINB6,7.015662685,6.375081197,6.768683432,6.432461698,6.963290476,9.04329491,6.921600634,6.608592448,7.072484827,6.170811644,6.447480511,6.664598783,6.58519058,7.366720096
SERPINB7,0.988025108,0,0,0.346262012,0.187428942,0.21024071,0.181086352,0.938989746,0.046326194,0.060962895,0.15858777,0.04874501,0.137181829,0.965774296
SERPINB8,4.599799226,3.134504722,1.625960468,4.133153748,4.896611089,4.365283016,3.323930894,4.488361218,4.782922525,3.7193606,2.482761099,4.170770275,4.340581489,5.540260449
SERPINB9,4.565255998,4.138301466,4.559226736,4.590725853,5.175285758,5.94994593,4.502422118,4.779199521,3.712206973,4.08856687,3.940162662,4.802585956,4.302397667,5.032182841
SERPINC1,0.076746668,0.335221017,0.058980731,0.054850966,0.604305789,0.143507655,0.14664195,0.215569735,0.696000724,0.060962895,0.301456492,0.185814524,0.353472318,0.247809846
SERPIND1,0.317150059,0,0,0.054850966,0,0.556447634,0.075183341,0.081924547,0.257966373,0,0,0.141556047,0.095002509,0.199016128
SERPINE1,5.666805603,2.299701823,3.904906747,5.53537955,6.481201228,9.963622811,4.52773656,5.118782683,7.375496435,5.183862995,4.731328565,6.665575855,5.98524481,7.318412522
SERPINE2,9.294154155,6.079700802,6.371382005,6.542111201,7.362215528,7.586751018,6.611748338,8.258206142,7.338451745,6.228419737,6.734765615,6.944870587,6.848773409,7.296785713
SERPINE3,0.038883608,0,0,0,0.096756081,0,0,0,0,0,0,0,0.053324589,0.148126029
SERPINF1,6.900962079,3.76079491,1.060024828,4.444333164,7.244730544,9.31431199,4.522709082,5.839459294,6.533925419,3.331127673,3.690404012,6.132203968,5.731167154,7.284678148
SERPINF2,0.218981154,0.258432086,0.115644602,0.301600234,0.272738469,0.073537465,0.14664195,0.082309758,0.886301715,0.281916388,0.231789928,0.228755571,0.154451655,0.353443435
SERPING1,7.455866108,4.18572949,3.068004204,6.052552261,8.537699857,10.05148506,5.16827788,6.856047278,7.253380278,4.324402916,4.646862736,7.292871532,6.753753034,8.561078147
SERPINH1,8.094257386,7.381153695,8.928342443,7.824333086,8.863209562,11.23002904,7.570648869,7.910823352,8.749329977,7.563985209,7.520413127,8.509271554,7.98278798,8.594975562
SERPINI1,1.671512773,2.975672352,5.453335926,3.257636168,3.193856427,1.895021023,3.62224784,2.089963384,3.564843929,4.106752251,3.554336281,2.589104998,3.071942732,2.464096544
SERTAD1,6.181393091,5.1321482,4.271967727,5.0018106,5.230972506,5.163000477,5.211618432,5.114936186,5.636688103,5.142152082,4.866761629,5.224667998,5.199982735,5.574482472
SERTAD2,6.552373513,6.288420314,5.985133701,6.21639943,6.225745323,5.542262158,6.326958892,6.54600596,6.324316832,6.469534051,6.334658908,6.039523286,6.2541175,6.329071523
SERTAD3,4.847143583,3.997736842,4.402951057,4.006697219,3.829268616,4.235126729,4.24393877,4.16217437,4.159527267,4.156484623,4.065596803,3.998468963,3.83055559,3.971440579
SERTAD4,5.618687781,6.305219856,6.844505888,5.803066483,6.175401758,5.096199377,5.839875037,6.131220891,5.519447005,5.905903674,5.818250549,6.62093905,6.050139219,6.025369727
SERTM1,0,0,0,0,0,0.073537465,0.214727532,0,0,0,0,0,0,0
SESN1,4.50751367,4.370386973,6.000260752,4.315484691,4.83658534,5.860584285,4.610627411,4.835852331,3.839339948,3.926020321,4.194788602,4.470451195,4.378215024,5.024734869
SESN2,5.289442917,5.622338494,5.495314546,5.661130888,5.240268832,4.922996183,5.37302696,5.403793521,5.474624471,5.561517042,5.518877398,5.329488717,5.290288363,5.406875402
SESN3,6.128857388,7.787778049,7.099751856,7.280802275,7.265042073,6.401102858,7.520670658,7.657045906,6.787645563,7.422335009,7.550680131,7.090942007,7.54357929,7.027552349
SESTD1,5.837798654,6.447131609,5.814847955,6.091606919,6.133252332,5.874796581,6.259052204,5.928024683,6.205587302,6.513136523,6.402612504,6.36775383,6.435642643,6.31285292
SET,8.329906068,8.437128837,8.349973703,8.509742594,8.502950309,7.776591142,8.240395711,8.340991589,8.611089416,8.255058048,8.397243293,8.273118917,8.528645412,8.278911943
SETBP1,3.370575239,4.370386973,4.74131117,3.96075948,4.376386791,4.511372236,4.105087765,3.999396653,4.226444498,3.926020321,3.760109127,4.22744913,4.465490321,4.65727347
SETD1A,4.472435696,4.85412875,4.40863137,4.536349927,4.483158736,4.354259442,4.256106865,4.403171469,5.129387335,4.616073057,4.450011568,4.441081174,4.652809649,4.668268442
SETD2,6.128857388,6.542314684,6.716399304,6.449193969,6.62956855,6.484352217,6.399146504,6.53890876,6.436190212,6.464606974,6.471292418,6.386838168,6.663869351,6.544683686
SETD3,7.450918902,7.011661559,7.298694543,6.982304014,6.660564991,6.949260649,7.066539543,6.981487358,6.945701998,7.178497126,6.893347556,6.762827417,6.908749971,6.764292471
SETD4,2.922915545,3.296899307,2.738814111,2.621521718,2.749044535,2.373926121,2.654434598,2.561837208,3.06042741,2.456496926,2.482761099,2.781647504,2.6000119,2.69441707
SETD5,6.716144938,7.587507063,7.408012246,7.4824609,7.473667311,7.173821105,7.407265105,7.545751895,7.373226549,7.503845573,7.491827655,7.380574275,7.561258711,7.416868182
SETD6,4.297086702,4.673683596,3.716254439,4.142680604,4.268884454,3.524946249,4.24393877,4.078904555,4.487950348,4.14597106,4.287837191,4.131708236,4.212091712,3.850707271
SETD7,4.997830848,7.184403278,2.370987679,6.794628203,6.794158838,7.729378582,7.020024204,6.495095703,6.801639474,6.870596773,6.91642879,6.607782606,6.880887682,6.83954372
SETDB1,6.027373546,6.501247284,6.085178463,6.070132995,6.256831501,6.005020843,5.947589497,6.138956085,6.285614728,6.06782498,6.140412556,5.911118527,6.23810743,6.13147029
SETDB2,2.792465259,2.939236341,3.636205496,2.945618951,3.324467241,3.471537349,3.232461305,3.240086526,2.767335666,3.08918403,3.322654083,3.445865306,3.318774881,3.30502367
SETX,5.367890617,6.086658309,6.325577468,6.030484556,6.145320219,6.108144898,6.0003832,6.071828016,5.778945592,5.813705718,6.173303613,5.933193522,6.191039976,6.029733441
SEZ6,4.874272778,0.335221017,0.115644602,0.88950425,2.863472219,0.143507655,0.311185811,2.689797023,3.255437389,0.517646222,0.081471877,2.951492722,1.740002953,1.533823262
SEZ6L,0.438443198,1.033005438,0.503140234,0.301600234,0.35328387,0,0.59282931,0.780436026,0.091210978,0.332244572,0.231789928,0.350404423,0.358505583,0.438312024
SEZ6L2,3.06626314,1.122386459,2.001631168,1.163535671,1.296716842,2.564527097,1.224887793,1.067857328,2.33524497,1.251674523,1.360992759,1.046356337,1.065726514,1.574351366
SF3A1,6.970179315,6.76249413,6.735169376,6.736569508,6.773268491,6.264502699,6.641814629,6.837276655,7.10704499,6.81748215,6.912955282,6.646402563,6.896280858,6.667636835
SF3A3,6.464952798,6.346382288,5.992717053,6.132822533,6.196705844,5.663317395,6.151337868,6.13424955,6.386411324,6.22092593,6.276380078,5.970832581,6.258537655,6.089340473
SF3B1,8.152761029,8.907680397,8.485816266,8.210104625,8.441524772,8.291151645,8.192657737,8.244010535,8.597419805,8.23597686,8.472558228,8.25586815,8.374258121,8.298022804
SF3B2,8.398903039,8.307044986,8.174594458,8.13731383,8.022828461,7.572949456,7.997039875,8.236318124,8.303318091,8.335716734,8.253866087,8.003598558,8.120499313,7.959326403
SF3B3,7.807363711,7.590936463,8.023146054,7.461044346,7.616666894,7.13891706,7.314070629,7.619479052,7.917814023,7.57447718,7.502960287,7.481119182,7.657142426,7.447333975
SF3B4,6.519671471,6.064275144,5.825503347,6.135210699,6.210960951,5.564751444,5.882361335,6.244590999,6.622115946,6.360843176,6.03953639,6.31455468,6.430016661,6.190159575
SF3B5,6.169396035,5.49215007,5.64237585,5.808064374,5.351071411,5.297606121,5.808546206,5.830231269,5.621468102,5.812598226,5.782151682,5.871020191,5.767171928,5.643197338
SF3B6,6.301682756,5.983080654,5.878654442,6.281091755,6.037471175,5.728798367,6.19149136,6.098321155,6.187614719,6.102675076,6.161642699,6.160896468,6.110594995,5.977949827
SFI1,4.199641017,4.867117541,4.447779403,4.064643848,4.106993797,3.947953126,4.155761256,3.943934345,4.412584829,4.051493626,4.162389238,3.722409718,4.080257471,4.071992484
SFMBT1,4.894290047,4.97304132,5.559272887,4.970055413,4.860896148,5.000458974,4.798449578,4.960387654,4.451835668,4.966079547,4.705861797,4.762963808,4.75088489,4.935446766
SFMBT2,2.642739126,4.432871888,3.596941237,5.138234219,4.407371015,2.314500332,4.495595904,4.724079659,4.064246354,3.806498413,5.254823547,3.938295117,3.340733591,3.272053233
SFN,0.797096826,5.195308334,1.924433449,7.426037492,8.208003176,3.908305635,6.036104335,5.735245981,8.894098615,6.126935177,5.63136868,7.299495779,8.10460336,8.910369651
SFPQ,8.11046261,8.318320057,8.168748477,7.87093201,8.144525186,7.546558855,7.557394122,7.950191875,8.399724297,7.978432842,8.074271472,7.702436939,7.898215301,7.846641707
SFR1,6.491038788,6.650509604,6.431904705,6.47833001,6.63964035,6.907765848,6.387209627,6.420841321,6.801639474,6.661373589,6.406569941,6.550224778,6.60394291,6.631106289
SFRP1,6.541413951,6.279946611,2.514863369,5.457363997,6.445476953,8.20633752,5.180034224,6.507967838,4.921413702,4.613531618,5.212500498,6.026652807,5.282455931,6.698356051
SFRP2,5.405570747,1.854277625,0.322363253,1.716488659,5.157170531,7.672085609,1.710848782,3.691761905,4.116749476,1.754415931,1.515562935,5.267771833,3.484619263,5.611229077
SFRP4,1.920862114,0,0.058980731,1.496377589,3.247527827,6.881132159,0.849938124,2.594570282,5.613797463,0.380876088,0.081471877,0.99752917,2.407001509,2.536782105
SFRP5,0.678980706,0,0.170166772,1.236531026,1.255395263,2.810191966,0.430517479,0.196854731,1.225220308,0,0,1.442671408,1.034535755,1.891702017
SFSWAP,5.721609491,6.07130726,5.761467773,5.603654611,5.771360821,5.660336997,5.772291944,5.702472971,6.185675738,5.703309161,5.769915173,5.602741119,5.748386368,5.806360294
SFT2D1,4.416321162,4.261467711,4.681569784,4.123563563,4.603303964,4.90043884,4.38174095,4.207374168,4.342377281,4.449371985,4.391311618,4.406432631,4.435211925,4.578521522
SFT2D2,7.463925121,8.305852994,9.242365941,8.278138404,7.861148564,7.064779063,8.536201585,8.051313667,7.720786048,8.320409314,8.690892794,8.221731968,7.865579446,7.708046405
SFT2D3,3.075643347,3.045894773,2.428034929,2.760011618,2.29842208,2.102491851,2.62345923,2.541427722,2.559442403,2.456496926,2.678752529,2.538802454,2.51025978,2.556137199
SFTPC,0.317150059,0,0,0.158667125,0.096756081,0,0.03808137,0.587988418,0.218049484,0,0.231789928,0.095896736,0.232835804,0.215784395
SFTPD,0.727393645,3.689463011,0.369725108,4.281390625,3.605016595,3.709274275,3.525035188,3.070360731,0.911548674,5.091914433,4.616433035,4.37332555,3.615965276,3.64804988
SFXN1,6.582295627,6.875275634,7.470446835,6.853827939,6.694295685,5.886321579,6.97195901,6.901005302,6.830468057,6.888576697,7.196796364,6.658722416,6.68749222,6.434019259
SFXN2,3.913517121,3.644907147,4.305845207,3.402134488,3.421058752,3.275120194,3.264938735,3.455424438,3.071670205,3.449852609,3.630756086,2.970593147,3.159632292,3.087874186
SFXN3,6.748028137,7.2900535,4.98129258,7.047149225,6.710153161,6.36036198,7.057877087,6.688346708,6.893597266,7.259569473,6.954095406,6.92460825,7.049887965,6.802666438
SFXN4,2.978978256,1.122386459,1.720332473,1.060082107,1.451095998,2.373926121,1.191485455,1.885317745,1.482724039,1.055920354,0.811685461,1.268407196,0.981662239,1.25801038
SFXN5,3.117115515,5.51914459,4.496600368,5.144570139,4.833078683,4.740307793,5.206402182,4.564070934,4.504637655,5.492654335,5.1287363,5.024445433,4.883083071,4.579878654
SGCA,2.06910783,0,0.058980731,0.158667125,0.142804739,5.502874221,1.424970231,0.428707799,0.134741349,0.119453828,0.081471877,0,0.111012165,0.808822688
SGCB,7.073866568,4.496946726,5.01146912,4.640887396,4.727490598,6.287864756,4.521029355,5.869176028,4.734227834,4.54316374,4.367146157,4.477144817,4.727487215,4.947532383
SGCD,0.218981154,0,0.115644602,0.107692669,0.846162028,4.637971552,0.784236992,0.234747297,0.5101678,0.060962895,0,0.498125184,0.239429704,0.383190335
SGCE,3.849339842,1.62880406,0.585687692,3.769040082,3.402250892,5.482769514,2.875612314,2.167610361,2.408011355,3.828580776,1.424821449,3.436737171,3.21388486,3.292832811
SGCG,1.15661341,0,0.058980731,0.107692669,0.187428942,5.988480367,2.118835367,0.414734931,0.091210978,0.175665483,0,0,0.095002509,1.18163448
SGF29,4.541758958,4.111262874,3.88874029,3.982143414,4.086522744,3.882960997,4.082488227,4.000254171,4.464685507,4.308777975,4.325948521,4.222146069,4.104778726,4.159524281
SGIP1,0.727393645,0.667695961,1.29897089,0.431640214,0.466250707,1.104646681,0.486675053,0.629733467,0.371489597,0.56049917,0.301456492,0.388776653,0.651336373,1.013102441
SGK1,6.507593604,6.744129996,5.904010661,6.603766558,6.944726001,6.821681614,6.430801822,6.949982531,6.835835624,6.831218708,6.140412556,6.541735502,6.355937696,7.206736201
SGK2,0,0.177325074,0,0.472506407,1.053234558,1.446623128,1.289458262,0.201770477,0.574808569,0.681912194,0.606795547,0.42615466,0.521149355,0.365727573
SGMS1,4.639871982,5.268112092,5.400154024,5.322759382,5.195909149,5.874796581,5.42335161,5.415636853,5.379441595,5.024641005,5.470548398,5.379174895,5.00898684,5.297630854
SGMS2,1.889293222,1.773797469,1.460815758,1.328445815,1.732820619,1.578775357,1.835016783,2.118954326,2.732341673,1.469694459,1.573034006,1.932782782,1.606240275,1.566387402
SGO1,4.611132251,4.026966781,4.456031825,4.104189797,4.144257594,3.638343451,4.033844606,4.209699108,4.304758729,3.858939026,4.279229523,3.97343782,4.144378813,3.911597251
SGO2,3.385737496,4.666271692,4.783455179,4.68719483,4.831322152,4.62579999,4.466218669,4.872168225,5.198966575,4.521637352,5.052491209,4.77930461,4.944956235,4.555644009
SGPL1,6.842062964,6.88648238,6.931415061,7.121703366,7.295938614,7.820639878,7.105450096,7.082918728,7.204105097,6.699019136,6.769751883,7.011324314,7.107381072,7.602484953
SGPP1,6.651752261,6.321826025,7.027297361,6.406334733,6.338245168,6.309903897,6.518859527,6.675120456,5.968302582,6.33562151,6.591759507,6.174001937,6.099576161,6.219501223
SGPP2,0.113641384,0,0.115644602,0.389582602,0.502022617,0,2.118835367,0.082676796,0.334632228,0,0.081471877,0.141556047,0.237551348,0.546405542
SGSH,4.311052781,4.899086938,4.866286019,4.99481405,4.901641806,5.417190804,4.83946181,5.230104658,4.425787451,5.101014703,4.886731522,5.172009029,4.911531088,5.196384949
SGSM1,1.291534849,2.59341001,4.994572549,3.571586245,2.793025293,2.893775506,3.710376571,2.650823946,4.374507613,3.500249021,4.203913474,3.837858162,2.836975622,2.498713897
SGSM2,5.951068803,5.205571333,5.316514296,4.787771016,4.442314257,4.365283016,4.847526184,5.43623797,4.639188555,5.249171991,4.855224912,4.858342519,4.948861469,4.685720975
SGSM3,5.482515574,5.860163216,6.005892752,5.731214763,5.681596316,5.135362722,5.887585215,5.560908296,5.660152497,6.350196878,6.340876481,6.160896468,5.657400867,5.384782713
SGTA,7.945353323,7.306238185,7.174586926,7.220976601,6.874820609,6.781784949,7.166086986,7.242393481,7.454921109,7.377352779,7.210443206,7.16915314,7.052562758,7.007808727
SGTB,2.447030172,1.717536405,1.197623232,2.238839449,2.575236935,2.883588576,1.988763709,2.046449477,2.991066155,1.808748424,1.732868122,1.89329034,2.708782553,3.080273718
SH2B1,6.585171892,6.759014174,6.820737408,6.33955964,6.264011271,6.375888505,6.426321937,6.414413949,6.708379399,6.546827484,6.453231315,6.283705159,6.254346014,6.296084168
SH2B2,3.650276162,1.122386459,2.046041754,3.571586245,4.035563443,4.368938902,2.05526493,3.267009608,3.737134153,3.438410246,1.707428757,3.327389627,4.128363377,4.425475669
SH2B3,5.37645486,5.323349223,5.780212013,5.389631947,5.482227201,6.447656135,5.503794774,5.462594376,5.255518319,5.585057492,5.315015088,5.225993275,5.334452806,5.619077142
SH2D1A,0.038883608,0,0,0.301600234,0.142804739,0,0.247602099,0.178421367,0,0,0.231789928,0.867701908,0.044724407,0.673485152
SH2D1B,0.252451853,0.835691276,0.170166772,1.212607273,1.212855167,0.606856548,1.439270494,1.124072639,0.574808569,1.025654177,0.492293075,1.308992246,1.264282898,1.161344535
SH2D2A,0.576990294,0.72589526,0,1.236531026,1.276203988,0.21024071,0.953198841,1.00812541,0.134741349,0.517646222,0.606795547,1.614419986,0.647430448,1.228923527
SH2D3C,4.021813152,4.066918604,4.057326213,4.020542592,3.884520288,5.053673434,3.976166295,3.460957151,4.188218071,4.099505583,4.024985224,3.823922323,3.603283868,4.205542885
SH2D4A,5.10478084,5.403546033,5.168695541,4.381346897,4.435392989,2.943658348,5.322812749,5.133229633,3.355418397,5.348798403,5.194302005,4.727846497,4.330997019,4.239829679
SH2D4B,0.75100421,0.543741997,0.170166772,0.696019351,0.636849807,0.835443866,0.540728322,1.070406289,1.431282419,1.085564604,0.811685461,0.754712163,0.84914127,0.521640655
SH2D5,3.217981455,1.361444967,1.756418034,1.980075113,2.367923544,3.570110213,1.157291394,1.928423767,4.646725723,1.492003935,0.904160241,2.045160516,2.631403626,2.89513608
SH2D6,0.076746668,0.091385254,0,0.054850966,0.142804739,1.032717721,0.14664195,0,0.542850187,0.060962895,0.081471877,0.04874501,0.186834368,0.383190335
SH2D7,0,0,0,0.255511563,0.142804739,0.073537465,0.075183341,0.020860466,0.218049484,0.175665483,0.367913316,0.141556047,0.178097269,0.0341438
SH3BGRL,7.896402949,7.646139936,7.628176658,7.514612765,7.512824091,8.211946045,7.604948377,7.884840164,7.160345846,7.658550654,7.405970792,7.430285964,7.410019819,7.628874359
SH3BGRL2,5.223461039,6.725529087,6.621149577,6.596852133,6.2955668,4.864633215,6.879615553,6.152413921,6.572524639,6.448298501,6.781989771,6.628475085,6.329271239,6.312332677
SH3BGRL3,6.575286445,6.032920028,5.272024046,6.126434695,6.163583915,7.06082898,6.011790874,6.160978275,6.438905981,6.215070382,6.002102345,6.080393471,6.292614775,6.695033608
SH3BP1,3.756158458,3.416585023,3.009398794,3.417912998,3.673283158,3.491798094,2.972205219,3.367904664,3.596324039,3.044599805,3.106131476,3.989133104,3.241048494,3.976229406
SH3BP2,6.045984536,5.531435259,4.614339832,5.617385892,5.788662452,5.852772703,5.693951546,5.708820959,6.01345653,5.88498208,5.354474448,6.179484611,5.771426475,6.058169142
SH3BP4,8.963735483,7.316927978,7.250483124,7.595752784,6.939435931,5.700061985,7.76500849,7.851984254,7.27451503,7.743815168,8.142004487,7.421347661,7.222414129,6.88084985
SH3BP5,6.84720675,6.015525589,6.001200947,5.742745439,5.450539049,6.226721233,5.901854114,6.504258546,4.885232146,6.07892149,5.553198252,5.422590447,5.337035854,5.407539266
