gene_id,MCF7_1,MCF7_2,MCF7_3,TamR_1,TamR_2,TamR_3
A1BG,2.280956314,2.541019153,2.801158656,2.693765712,2.531069493,2.462052319
A1BG-AS1,1.963474124,2.244887059,1.843983844,2.500802053,2.675815931,2.510961919
A1CF,0,0.028569152,0,0.028569152,0,0.014355293
A2M,0.713695815,0.948600847,0.59454855,0.275007047,0.084064265,0.124328135
A2M-AS1,1.310340121,0.948600847,1.321928095,1.117695043,1.111031312,1.327687364
A2ML1,0.176322773,0.214124805,0.298658316,0.028569152,0.137503524,0.124328135
A2MP1,0.070389328,0.084064265,0.097610797,0,0,0
A3GALT2,0.150559677,0,0.124328135,0,0,0
A4GALT,3.396433531,3.628773595,3.407352751,4.051372102,4.224194664,4.14974712
A4GNT,0.042644337,0,0,0,0,0
AA06,0,0,0,0,0,0
AAAS,5.71259578,5.914086097,5.763145958,6.312338439,6.364222221,6.455984709
AACS,5.610286657,5.541019153,5.469560422,5.507160349,5.466300829,5.373300197
AACSP1,0.275007047,0.35614381,0.111031312,0.150559677,0.084064265,0.201633861
AADAC,0.056583528,0.124328135,0.084064265,0.275007047,0,0
AADACL2,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0
AADAT,2.855989697,2.618238656,3.010779839,3.438292852,3.367371066,3.5360529
AAED1,3.56193706,3.010779839,3.458119481,3.275007047,2.901108243,3.195347598
AAGAB,6.61176256,6.277612871,6.378858383,6.546431489,6.361241988,6.367021533
AAK1,2.257010618,1.937344392,1.855989697,2.13093087,1.807354922,1.831877241
AAMDC,5.560409266,5.642412773,5.426600226,5.719457275,5.676662335,5.61176256
AAMP,7.815703503,7.906469748,7.941517176,7.863071186,7.950818314,7.915461146
AANAT,0.150559677,0.111031312,0,0.555816155,0.344828497,0.40053793
AAR2,5.445594291,5.502712486,5.461724992,5.728192635,5.802710219,5.80451827
AARD,5.817879032,5.394719913,5.621172753,1.049630768,0.59454855,0.555816155
AARS,7.735860608,7.67616866,7.642123916,7.769705632,7.660566438,7.708945914
AARS2,3.776103988,3.762348816,3.808385051,3.989139007,3.83491343,4.131754091
AARSD1,4.433627167,4.603477988,4.521678952,4.535430915,4.556429415,4.447579197
AASDH,2.678071905,2.182692298,2.482848283,2.801158656,2.266036894,2.40053793
AASDHPPT,5.06091205,4.500802053,4.713695815,4.321928095,4.294988268,4.22342255
AASS,1.042644337,0.918386234,0.879705766,1.40599236,1.22650853,1.292781749
AATF,5.587064898,5.416501993,5.468257468,5.484460413,5.346247774,5.18705509
AATK,1.906890596,1.925999419,1.918386234,0.411426246,0.485426827,0.344828497
AATK-AS1,0,0,0,0.042644337,0.056583528,0
ABAT,6.056800263,5.905206469,5.917431755,6.573344228,6.503666755,6.523875551
ABCA1,0.604071324,0.5360529,0.622930351,0.056583528,0.201633861,0.084064265
ABCA10,0.201633861,0.189033824,0.163498732,0.565597176,0.704871964,0.422233001
ABCA11P,3.168321116,3.292781749,3.331991778,3.316145742,3.367371066,3.305970521
ABCA12,4.279471296,3.857980995,3.917431755,2.776103988,2.538538164,2.606442228
ABCA13,0.056583528,0.042644337,0.056583528,0.028569152,0.028569152,0.056583528
ABCA17P,0.526068812,0.454175893,0.389566812,0.526068812,0.50589093,0.50589093
ABCA2,5.923386916,5.9800253,6.029452886,6.084702108,6.128458384,6.14363831
ABCA3,4.63343121,4.61117238,4.718087584,5.218781168,5.101818134,5.130519083
ABCA4,0.669026766,0.526068812,0.464668267,0.014355293,0,0
ABCA5,2.819668183,2.140778656,2.427606173,3.111031312,2.875780063,2.837943242
ABCA6,0.056583528,0,0.028569152,0.111031312,0.056583528,0.163498732
ABCA7,2.782408565,2.895302621,2.99095486,2.625270489,2.653060017,2.773996325
ABCA8,0,0,0,0,0,0
ABCA9,0.40053793,0.344828497,0.59454855,0.584962501,0.516015147,0.516015147
ABCB1,0.028569152,0.028569152,0.028569152,0.028569152,0.097610797,0
ABCB10,3.901108243,3.559491813,3.659924558,4.174725988,3.9800253,3.885574364
ABCB11,0,0,0,0,0,0
ABCB4,1.097610797,0.933572638,1.077242999,1.89917563,1.970853654,2.166715445
ABCB5,0.565597176,0.378511623,0.713695815,0.565597176,0.321928095,0.50589093
ABCB6,5.589164237,5.530133184,5.517590658,4.939696741,4.820689561,4.933100475
ABCB7,3.835924074,3.854993017,3.807354922,3.945794957,3.967168608,4.008988783
ABCB8,4.539158811,4.816087659,4.638073837,4.583759754,4.803743669,4.785027362
ABCB9,3.87774425,3.964398632,4.069530325,3.820689561,3.862947248,3.821710215
ABCC1,4.13093087,4.046141782,3.964398632,3.690417096,3.605257263,3.554588852
ABCC10,3.61117238,3.681449265,3.593353771,3.261530815,3.411426246,3.459431619
ABCC11,1.327687364,1.10433666,1.201633861,0.50589093,0.40053793,0.411426246
ABCC12,0.014355293,0.014355293,0.097610797,0,0,0
ABCC13,0.782408565,0.5360529,0.669026766,0.097610797,0.042644337,0
ABCC2,1.007195501,0.669026766,0.98550043,1.500802053,1.304511042,1.263034406
ABCC3,6.378338212,6.492654371,6.424082287,5.432291338,5.491853096,5.547511524
ABCC4,3.313245852,2.861955364,2.965322548,2.214124805,2.032100843,2.111031312
ABCC5,5.820178962,5.859472667,5.834154981,5.458447627,5.411426246,5.475733431
ABCC5-AS1,0,0,0,0.150559677,0,0
ABCC6,0.704871964,0.918386234,1.220329955,0.918386234,1.333423734,1.03562391
ABCC6P1,0,0,0,0.028569152,0,0.042644337
ABCC6P2,0.97819563,0.575312331,0,0.887525271,0.687060688,0.443606651
ABCC8,1.448900951,1.560714954,1.659924558,1.448900951,1.604071324,1.769771739
ABCC9,4.169925001,3.552131108,3.676944359,4.107687869,3.626439137,3.592158002
ABCD1,5.177917792,5.283180979,5.294620749,3.799087306,3.795974694,3.655351829
ABCD2,0,0,0,0,0,0
ABCD3,5.192588722,4.602884409,4.821199978,4.414812061,4.227278994,4.35614381
ABCD4,3.797012978,3.795974694,3.727920455,4.412104045,4.447579197,4.465974465
ABCE1,5.486714373,4.736063628,5.007644031,5.307428525,5.039138394,4.950468414
ABCF1,6.051589621,6.019701914,5.997969782,6.382321407,6.318136041,6.352087578
ABCF2,6.040015679,5.888499736,5.886550147,5.956985925,5.775577361,5.756222713
ABCF3,5.73470962,5.884842094,5.890933022,5.253989266,5.289465631,5.356848079
ABCG1,4.764473551,4.740387932,4.627606838,3.976363636,3.916476644,4.036503334
ABCG2,4.129283017,3.85698569,3.904002316,3.476381688,3.371558863,3.496973581
ABCG4,0.028569152,0,0.028569152,0.056583528,0,0.028569152
ABCG5,0,0,0,0.028569152,0,0.084064265
ABCG8,0,0,0,0,0,0
ABHD1,0.632268215,0.50589093,1.195347598,0.925999419,1.049630768,0.748461233
ABHD10,3.659924558,3.250961574,3.298658316,3.897240426,3.886550147,3.991861931
ABHD11,6.960465374,6.987093437,6.974070367,6.748327048,6.644433152,6.642123916
ABHD12,7.449643906,7.272116528,7.377297306,8.317503062,8.211012193,8.261765855
ABHD12B,0,0,0,0,0.124328135,0
ABHD13,2.937344392,2.277984747,2.56315813,2.891419187,2.680324357,2.759155834
ABHD14A,4.353323291,4.493134922,4.543495883,4.184280294,4.307428525,4.391630262
ABHD14A-ACY1,1.454175893,1,1.700439718,1.839959587,2.942983598,0.910732662
ABHD14B,4.892391026,5.085339669,4.930264245,4.721919446,5.027242536,4.972233124
ABHD15,4.465321514,4.207892852,4.205548911,4.377817853,4.121844298,4.263785614
ABHD16A,5.651912745,5.801417366,5.841469999,5.833902077,5.989366114,5.932155684
ABHD16B,3.917431755,3.607626221,4.085764554,3.999098034,3.762348816,3.897240426
ABHD17A,6.195544459,5.936637939,6.214707673,6.202025845,5.692092375,5.792334806
ABHD17B,3.608809243,3.478971805,3.324810603,3.396433531,3.3305584,3.333423734
ABHD17C,6.28872768,5.747655933,6.027905997,7.212374788,7.000676105,7.031108429
ABHD2,5.331275267,5.06608919,5.115615931,4.545968369,4.323370069,4.402585758
ABHD3,3.327687364,3.084064265,3.447579197,3.153805336,3.040892431,2.726831217
ABHD4,4.781359714,5.097189387,5.019257119,4.322649262,4.436961338,4.438958148
ABHD5,3.264536431,2.972692654,3.14404637,3.260025656,3.056583528,3.206330648
ABHD6,1.560714954,1.510961919,1.555816155,1.10433666,1.321928095,1.475084883
ABHD8,3.148934105,3.317593505,3.270528942,3.331991778,3.23878686,3.422233001
ABI1,5.148120631,4.966245873,4.978653265,5.450551443,5.372255648,5.359310317
ABI2,4.942983598,4.683696454,4.765004246,5.036503334,4.956521363,4.961160258
ABI3,0,0.189033824,0,0.23878686,0.042644337,0.298658316
ABI3BP,0.014355293,0,0.084064265,0.042644337,0,0.028569152
ABL1,5.100136671,5.145269857,4.934044647,5.037382222,5.059182199,5.017921908
ABL2,2.803227036,2.533563348,2.56315813,2.735522177,2.587364991,2.639232163
ABLIM1,3.768713657,3.478971805,3.459431619,2.414135533,2.111031312,2.049630768
ABLIM2,1.589763487,1.495695163,1.575312331,1.40599236,1.321928095,1.280956314
ABLIM3,3.737686761,3.807354922,3.684818738,4.486714373,4.460742564,4.395748328
ABO,0,0,0,0,0,0
ABR,5.861459166,5.942279902,5.858975614,5.829595899,5.809157165,5.875534352
ABRA,0,0,0,0.042644337,0.028569152,0
ABRACL,6.231893162,6.264911693,6.182295025,5.890933022,5.94673086,5.841469999
ABT1,5.149340669,5.324810603,5.117695043,5.371558863,5.500802053,5.475733431
ABTB1,3.168321116,3.228049048,3.426264755,2.682573297,2.6622055,3.003602237
ABTB2,3.962549023,4.09085343,4.027684877,3.744161096,3.814550423,3.754887502
ACAA1,6.635464198,6.637349411,6.566054038,6.651482282,6.563920775,6.617357262
ACAA2,6.93321853,6.799475911,6.802193217,6.251340383,6.18030702,6.120600774
ACACA,4.509695842,4.468583317,4.44625623,4.981396032,4.868884273,4.868390453
ACACB,2.010779839,1.941106311,2,2.931683057,2.970853654,3.021479727
ACAD10,3.582556003,3.57167681,3.360364277,3.543495883,3.69265037,3.606442228
ACAD11,4.073820233,3.884597921,3.931683057,2.604071324,2.56315813,2.835924074
ACAD8,4.511594542,4.452858965,4.502712486,4.650764559,4.545350645,4.57167681
ACAD9,5.393690764,5.283921772,5.23227701,5.328046556,5.233811384,5.236492618
ACADL,0.263034406,0.23878686,0,0,0.042644337,0
ACADM,3.868884273,3.763411574,3.737686761,4.352617299,4.216454865,4.185073638
ACADS,4.328405659,4.444932049,4.545350645,4.689858236,4.713145902,4.758622982
ACADSB,3.723558561,3.40599236,3.588564737,4.485426827,4.435628594,4.308885057
ACADVL,7.844046634,7.885025196,7.849248703,8.045868849,8.032211069,8.025859346
ACAN,0.014355293,0.042644337,0,0.014355293,0,0
ACAP1,1.070389328,1.627606838,0.98550043,1.280956314,0.948600847,0.871843649
ACAP2,3.859969548,3.044394119,3.350497247,3.812498225,3.374343989,3.382667253
ACAP3,4.808385051,4.89772447,4.893362211,4.951867504,4.950001749,5.057450272
ACAT1,5.535741941,5.432959407,5.589763487,5.872336288,5.787118983,5.839707698
ACAT2,6.473949222,6.427438564,6.288543133,6.646162657,6.542103246,6.578183968
ACBD3,5.578636862,5.17990909,5.297558281,5.737416366,5.555816155,5.496014873
ACBD4,3.619413011,3.753818443,3.813524689,3.500802053,3.791814071,3.628773595
ACBD5,4.976363636,4.600507645,4.739848103,4.861955364,4.588564737,4.66106548
ACBD6,6.573344228,6.303050085,6.408032466,6.356495988,6.147713722,6.246408087
ACBD7,3.50589093,3.114367025,3.404630684,4.509695842,4.465974465,4.40599236
ACCS,2.761285273,3.03562391,2.809414444,2.845991771,3.054848477,2.931683057
ACCSL,0,0,0,0,0,0
ACD,4.512226887,4.805808349,4.782408565,4.328405659,4.550285049,4.60940039
ACE,1.163498732,0.839959587,1.063502942,0.485426827,0.555816155,0.432959407
ACE2,0.176322773,0.201633861,0.137503524,0.070389328,0.084064265,0.028569152
ACER1,0.070389328,0.097610797,0.111031312,0.389566812,0.807354922,0.201633861
ACER2,3.001802243,2.937344392,2.983677695,3.207892852,3.030336078,3.111031312
ACER3,3.481557281,2.807354922,3.122672719,3.714795011,3.508428653,3.484138131
ACHE,2.901108243,2.691534165,2.687060688,2.881664619,2.959770155,2.608809243
ACIN1,6.486231678,6.598573638,6.526851312,6.465484779,6.524659241,6.545041683
ACLY,7.282995721,7.185866545,7.167217409,7.704802815,7.622125051,7.622198279
ACMSD,0.189033824,0,0,0,0,0
ACN9,0,0,0,0,0,0
ACO1,4.128458384,3.895302621,3.937344392,4.359661722,4.327687364,4.34978987
ACO2,6.604516165,6.680324357,6.492974756,6.574555686,6.483009577,6.453846774
ACOT1,3.460742564,3.737686761,3.504620392,3.572889668,3.61117238,4.224966365
ACOT11,1.15704371,1.150559677,1.10433666,0.956056652,1.339137385,0.765534746
ACOT12,0.042644337,0,0.056583528,0.097610797,0.097610797,0
ACOT13,3.991861931,3.965322548,4.059182199,4.018812186,4.040015679,3.99004722
ACOT2,5.963242904,5.712045449,5.980939266,6.233044401,5.916476644,5.765269521
ACOT4,4.609991295,4.367371066,4.529196268,5.528571319,5.472812666,5.377123749
ACOT6,0,0,0,0.659924558,0.263034406,0.321928095
ACOT7,6.000225403,6.097610797,6.000901403,5.719457275,5.789468437,5.794415866
ACOT8,4.551516018,4.710393192,4.59812696,4.956521363,4.972692654,5.075960413
ACOT9,4.560714954,4.59454855,4.456149035,4.704318678,4.66618849,4.801676029
ACOX1,4.34269696,4.000901403,4.059182199,4.559491813,4.311067102,4.341985747
ACOX2,1.952333566,1.82374936,1.883620816,0.189033824,0.333423734,0.310340121
ACOX3,4.215678597,4.189824559,4.08491466,3.791814071,3.725741157,3.576522138
ACOXL,1.220329955,0.918386234,1.150559677,0.641546029,0.565597176,0.422233001
ACP1,7.549130061,7.361856069,7.387155718,7.496174702,7.405226575,7.432458385
ACP2,5.855740592,5.99095486,5.816343705,5.619119511,5.634883637,5.723558561
ACP5,0.622930351,0.82374936,0.782408565,0.176322773,0.070389328,0.150559677
ACP6,5.21800615,5.346956889,5.385085854,5.020591095,4.945794957,5.06307145
ACPL2,2.957914599,2.849999259,2.912649865,2.763411574,2.462052319,2.629939409
ACPP,0.659924558,0.86393845,1.042644337,0.739848103,0.584962501,0.555816155
ACPT,0.176322773,0,0.176322773,0.150559677,0.321928095,0.163498732
ACR,0.584962501,0.286881148,0.176322773,0.321928095,0.321928095,0.163498732
ACRBP,0.163498732,0.35614381,0.070389328,0.201633861,0.150559677,0.22650853
ACRC,1.09085343,1.117695043,0.839959587,1.292781749,1.257010618,1.021479727
ACRV1,0.713695815,1.250961574,0.992768431,1.189033824,0.90303827,1.13093087
ACSBG1,0.111031312,0.176322773,0.201633861,0.111031312,0.124328135,0.310340121
ACSBG2,0.163498732,0.111031312,0,0.070389328,0.22650853,0.201633861
ACSF2,5.489928219,5.557042415,5.541019153,6.242030802,6.331812684,6.256444596
ACSF3,4.164303583,4.366671916,4.303780748,4.446917865,4.480265122,4.549053029
ACSL1,5.538538164,5.270155139,5.14363831,5.067380578,5.038260575,4.963936452
ACSL3,7.515305605,7.051807107,7.279842694,7.549053029,7.242126102,7.270528942
ACSL4,0.097610797,0.056583528,0.163498732,0.378511623,0.214124805,0.214124805
ACSL5,0.641546029,0.86393845,0.40053793,0.042644337,0.111031312,0.070389328
ACSL6,0.201633861,0.137503524,0.070389328,0.475084883,0.378511623,0.321928095
ACSM1,0,0.097610797,0.056583528,0.275007047,0.137503524,0.555816155
ACSM2A,0.056583528,0.070389328,0,0.042644337,0,0
ACSM2B,0,0,0,0,0,0
ACSM3,0.286881148,0.367371066,0.35614381,0.687060688,0.378511623,0.695993813
ACSM4,0,0.056583528,0.070389328,0.042644337,0.056583528,0
ACSM5,0,0,0,0,0,0
ACSS1,4.849498932,4.886062338,4.910252963,5.935459748,5.976821852,5.992768431
ACSS2,4.959770155,4.860466259,4.832890014,5.370513052,5.319039816,5.355086762
ACSS3,5.422569411,5.209063395,5.242221395,5.114367025,4.933572638,4.924575003
ACTA1,0,0.263034406,0,0.214124805,0.23878686,0.411426246
ACTA2,3.901108243,4.115199749,3.951401292,2.803227036,2.720278465,3.158660175
ACTB,11.61396438,11.54539891,11.46109058,11.47577902,11.34300245,11.29467818
ACTBL2,0,0,0,0,0,0
ACTC1,0,0,0,0,0,0
ACTG1,11.4012742,11.54634467,11.49762234,11.22583404,11.30757652,11.35203791
ACTG1P4,0,0.150559677,0.056583528,0.028569152,0.097610797,0.097610797
ACTG2,6.504143652,6.570614722,6.448405435,3.531069493,3.805292456,3.655351829
ACTL10,2.503348735,1.989139007,2.516015147,2.627606838,2.361768359,2.361768359
ACTL6A,6.13996057,5.918624756,5.930027641,5.601696516,5.407692649,5.519479002
ACTL6B,0,0,0,0.042644337,0,0
ACTL7A,0.056583528,0,0,0,0,0
ACTL7B,0.056583528,0.070389328,0,0.042644337,0,0
ACTL8,0,0.263034406,0.189033824,0,0,0.056583528
ACTL9,0,0,0,0,0,0
ACTN1,7.184776185,7.119356177,7.085976949,6.86777294,6.736063628,6.758756214
ACTN1-AS1,0.485426827,0,0,0,0,0.516015147
ACTN2,0.014355293,0,0,0,0,0
ACTN3,0.056583528,0.097610797,0.111031312,0.111031312,0.201633861,0.070389328
ACTN4,8.318587999,8.343363404,8.301404738,8.375908263,8.311385042,8.335926241
ACTR10,5.402244655,5.014355293,5.155020578,5.427606173,5.230741003,5.200849575
ACTR1A,6.174925683,6.185073638,6.152183419,6.622930351,6.597978037,6.653490009
ACTR1B,6.214707673,6.440453944,6.360013042,5.721646078,5.868884273,5.799864411
ACTR2,7.488884504,6.896514054,7.132885254,7.554972496,7.288081662,7.250393173
ACTR3,6.19711838,5.852747965,5.95489422,5.876762491,5.691254979,5.756222713
ACTR3B,3.510961919,3.465974465,3.538538164,3.64038956,3.769771739,3.782408565
ACTR3BP2,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0
ACTR3C,2.526068812,2.572889668,2.09085343,2.327687364,2.599317794,1.867896464
ACTR5,3.019701914,3.097610797,2.970853654,3.252476214,3.3950628,2.998195503
ACTR6,4.708739041,4.028569152,4.15704371,4.764473551,4.348374075,4.336283388
ACTR8,3.889473543,3.694880193,3.583759754,3.812498225,3.701549057,3.753818443
ACTRT1,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0
ACTRT3,1.316145742,1.580145484,1.59454855,0.5360529,0.925999419,0.641546029
ACVR1,4.657068301,4.61176256,4.350497247,4.328405659,4.148934105,4.28169825
ACVR1B,4.59812696,4.61176256,4.62058641,4.607626221,4.734438666,4.694880193
ACVR1C,0.097610797,0.124328135,0.042644337,0.150559677,0.028569152,0.056583528
ACVR2A,1.970853654,1.500802053,1.575312331,1.63691458,1.464668267,1.650764559
ACVR2B,1.851998837,1.485426827,1.718087584,1.89917563,1.735522177,1.778208576
ACVR2B-AS1,0.659924558,0.97819563,0.704871964,0.632268215,0.555816155,0.765534746
ACVRL1,0,0.028569152,0,0,0,0
ACY1,4.715893371,5.142821844,4.715344295,5.066519781,5.080231272,5.067380578
ACY3,0,0,0,0.056583528,0.070389328,0.250961574
ACYP1,3.733354341,3.71259578,3.725741157,4.150559677,4.099295204,3.868884273
ACYP2,3.648465443,3.697106574,3.937344392,3.925999419,3.659924558,3.576522138
ADA,2.560714954,2.367371066,2.140778656,1.189033824,1.070389328,1.042644337
ADAD1,0,0,0,0,0,0
ADAD2,0.042644337,0,0.124328135,0,0.137503524,0
ADAL,3.198494154,2.883620816,2.859969548,3.473786912,3.053111336,3.163498732
ADAM10,5.205939832,4.754887502,4.912170803,5.505255801,5.229972385,5.170726276
ADAM11,1.263034406,1.40053793,1.521050737,1.739848103,1.669026766,1.86393845
ADAM12,0.23878686,0.137503524,0.124328135,0.084064265,0.111031312,0.070389328
ADAM15,7.775313975,7.827183896,7.7382274,7.449643906,7.438043286,7.413035499
ADAM17,4.951867504,4.643278996,4.743622676,4.532940288,4.289096702,4.309612772
ADAM18,0.111031312,0,0,0,0,0
ADAM19,0.056583528,0.111031312,0.042644337,0.056583528,0,0.111031312
ADAM1A,1.40053793,1.521050737,1.195347598,1.996388746,1.815575429,1.89917563
ADAM2,0.189033824,0.275007047,0.056583528,0.084064265,0,0.084064265
ADAM20,0.084064265,0,0,0.097610797,0.070389328,0.084064265
ADAM20P1,0.097610797,0,0.150559677,0.263034406,0.124328135,0.176322773
ADAM21,0.163498732,0,0,0.367371066,0.22650853,0.411426246
ADAM21P1,0.084064265,0.201633861,0.124328135,0.056583528,0,0
ADAM22,2.13422094,1.918386234,1.925999419,2.46727948,1.992768431,2.03562391
ADAM23,0.201633861,0.201633861,0.275007047,0.014355293,0,0
ADAM28,0.042644337,0,0,0,0,0
ADAM29,0.250961574,0.201633861,0.111031312,0.028569152,0.097610797,0
ADAM30,0,0,0,0,0,0
ADAM32,1.344828497,1.214124805,0.992768431,0.910732662,0.807354922,1.084064265
ADAM33,0,0,0,0,0,0
ADAM3A,0,0,0,0,0,0
ADAM5,0.042644337,0.124328135,0,0,0,0
ADAM6,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0
ADAM8,2.592158002,2.673556424,2.809414444,3.94204526,3.960697039,3.934516502
ADAM9,5.501120634,5.213736096,5.205548911,4.817623258,4.612352499,4.704318678
ADAMDEC1,0,0,0,0,0,0
ADAMTS1,0.070389328,0.176322773,0.124328135,0.028569152,0,0
ADAMTS10,0.014355293,0,0.056583528,0,0.028569152,0
ADAMTS12,0.014355293,0,0.070389328,0,0,0
ADAMTS13,1.570462931,1.713695815,1.86393845,1.778208576,1.929790998,1.59454855
ADAMTS14,0.014355293,0.014355293,0.028569152,0,0.097610797,0
ADAMTS15,0.565597176,0.782408565,0.454175893,0.084064265,0.176322773,0.084064265
ADAMTS16,0,0,0,0,0,0
ADAMTS17,0.59454855,0.367371066,0.333423734,0.344828497,0.35614381,0.411426246
ADAMTS18,0,0,0,0.014355293,0,0.056583528
ADAMTS19,3.785550552,3.584962501,3.593353771,3.039138394,2.881664619,2.887525271
ADAMTS2,0.042644337,0,0.042644337,0.042644337,0.150559677,0.214124805
ADAMTS20,0.367371066,0.475084883,0.275007047,0.659924558,0.704871964,0.722466024
ADAMTS3,0,0,0,0,0,0
ADAMTS4,0.310340121,0.855989697,0.378511623,0.5360529,0.367371066,0.40053793
ADAMTS5,0,0,0,0,0,0
ADAMTS6,0.070389328,0.028569152,0,0,0,0.056583528
ADAMTS7,0.263034406,0.378511623,0.432959407,0.485426827,0.432959407,0.333423734
ADAMTS8,0.028569152,0,0,0.014355293,0,0.028569152
ADAMTS9,2.5360529,2.671293372,2.508428653,1.195347598,1.049630768,0.970853654
ADAMTS9-AS2,0,0,0,0.028569152,0,0
ADAMTSL1,0.014355293,0,0,0,0,0
ADAMTSL2,0.263034406,0.084064265,0.275007047,0.189033824,0.214124805,0.50589093
ADAMTSL3,1.207892852,0.941106311,0.963474124,0.739848103,0.669026766,0.815575429
ADAMTSL4,0.275007047,0.275007047,0.298658316,0.389566812,0.475084883,0.275007047
ADAMTSL5,1.516015147,1.389566812,1.516015147,2.657640005,2.50589093,2.510961919
ADAP1,4.733896605,4.857980995,4.799605422,4.815575429,4.742545234,4.762348816
ADAP2,1.084064265,0.879705766,1.056583528,1.555816155,1.438292852,1.189033824
ADAR,8.029452886,7.864309976,7.856736756,7.95890066,7.826866227,7.861707287
ADARB1,4.075532631,3.971773447,3.883620816,3.727920455,3.648465443,3.790772038
ADARB2,0.042644337,0.111031312,0.028569152,0.042644337,0.070389328,0.014355293
ADARB2-AS1,0,0,0,0,0,0
ADAT1,4.894332742,4.657640005,4.628190335,4.841469999,4.690975738,4.765534746
ADAT2,1.042644337,0.956056652,0.992768431,1.10433666,0.970853654,1.007195501
ADAT3,2.910732662,2.298658316,3.142413438,3.193771743,2.641546029,2.244887059
ADC,1.007195501,1.250961574,1.195347598,0.887525271,1.189033824,1.220329955
ADCK1,3.666756592,3.832890014,3.879705766,3.693765712,3.845991771,4.022367813
ADCK2,4.956985925,4.809928866,4.964398632,5.162290614,4.977279923,5.10349764
ADCK3,4.198494154,4.40599236,4.221103725,4.308156975,4.263034406,4.442943496
ADCK4,4.906409617,4.983677695,5.051372102,4.844988157,5.075104722,5.02989455
ADCK5,4.337711092,4.539779192,4.627606838,4.029452886,4.300123725,4.369466484
ADCY1,2.046141782,1.867896464,1.922197848,3.513490746,3.456806149,3.477677328
ADCY10,0.097610797,0.124328135,0.097610797,0.056583528,0.042644337,0
ADCY10P1,0.298658316,0.137503524,0.367371066,0.084064265,0.124328135,0.056583528
ADCY2,0.028569152,0.014355293,0.028569152,0.042644337,0.014355293,0.042644337
ADCY3,4.781884235,4.87036472,4.911212202,4.561326136,4.577730931,4.541019153
ADCY4,0.111031312,0,0.070389328,0.014355293,0.084064265,0.163498732
ADCY5,5.073820233,5.123914459,5.005399988,6.209648311,6.182493675,6.260966565
ADCY6,4.516645558,4.714795011,4.556429415,5.432291338,5.541019153,5.579843886
ADCY7,0.321928095,0.575312331,0.475084883,0.378511623,0.454175893,0.495695163
ADCY8,0,0,0,0.014355293,0,0
ADCY9,3.415488271,3.368768349,3.173127433,3.319039816,3.209453366,3.232660757
ADCYAP1,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0
ADD1,6.374343989,6.306699707,6.28965006,6.698774109,6.570007463,6.593054922
ADD2,0.028569152,0,0.097610797,0.137503524,0.124328135,0.22650853
ADD3,2.13422094,1.650764559,1.790772038,1.176322773,1.214124805,1.169925001
ADD3-AS1,0,0,0,0.056583528,0,0
ADGB,0,0,0,0,0,0
ADH1A,0,0,0,0,0.056583528,0
ADH1B,0,0,0,0,0,0
ADH1C,0,0,0,0,0.070389328,0
ADH4,0.150559677,0.150559677,0.137503524,0.163498732,0.097610797,0.454175893
ADH5,6.11727946,5.949067966,6.007195501,6.270902649,6.291124643,6.261342756
ADH6,0.028569152,0.150559677,0.526068812,0.042644337,0,0
ADH7,0.070389328,0,0,0,0.042644337,0.056583528
ADHFE1,1.22650853,1.232660757,1.339137385,1.831877241,1.761285273,1.86393845
ADI1,7.386293635,7.237448996,7.307701737,7.924396853,7.883193125,7.915640403
ADIG,0,0,0,0,0,0
ADIPOQ,0.111031312,0,0.028569152,0.163498732,0.250961574,0.333423734
ADIPOQ-AS1,0.042644337,0,0.070389328,0.042644337,0,0
ADIPOR1,7.445014846,7.355879621,7.367982544,7.20310325,7.140574178,7.021923839
ADIPOR2,7.979225105,7.766926382,7.860466259,7.381196836,7.255689555,7.207111961
ADIRF,3.910732662,4.140778656,3.881664619,5.054848477,5.063502942,4.914564523
ADK,6.416333089,6.120808102,6.254178286,6.661350569,6.478324711,6.509220776
ADM,4.854993017,4.765534746,4.719731057,2.786596362,2.765534746,2.799087306
ADM2,2.488000771,2.625270489,2.523561956,2.414135533,2.62058641,2.592158002
ADM5,2.23572706,2.257010618,2.269033146,2.803227036,3.077242999,2.996388746
ADNP,6.840589118,6.484299281,6.560714954,6.945326777,6.666614587,6.755421735
ADNP2,4.231893162,4.084064265,4.059182199,4.197708158,4.15704371,4.010779839
ADO,4.244887059,3.746312766,3.968090752,4.569855608,4.381975479,4.374343989
ADORA1,2.166715445,2.35614381,2.307428525,1.989139007,2.13093087,1.757023247
ADORA2A,0.632268215,0.389566812,0.40053793,0.454175893,0.97819563,1.627606838
ADORA2A-AS1,0.097610797,0.378511623,0.137503524,0.263034406,0.485426827,0.189033824
ADORA2B,1.555816155,1.117695043,1.321928095,1.682573297,1.66448284,1.5360529
ADORA3,0.042644337,0,0,0,0,0
ADPGK,5.323730338,5.216842843,5.236875245,5.403267722,5.28281044,5.44625623
ADPGK-AS1,0.124328135,0.042644337,0,0.084064265,0,0.042644337
