gene_id,MCF7_1,MCF7_2,MCF7_3,TamR_1,TamR_2,TamR_3
CREBBP,4.43629512,4.354028938,4.335569006,4.771885579,4.656496371,4.751677946
CREBL2,4.917909074,4.34269696,4.617651119,5.626439137,5.465974465,5.43162296
CREBRF,2.427606173,1.851998837,2.053111336,2.12763328,1.819668183,1.948600847
CREBZF,4.783456654,4.60940039,4.691534165,5.048323387,5.028569152,4.873321063
CREG1,6.546740153,5.866907978,6.207111961,7.168220814,6.788946667,6.865423978
CREG2,0.344828497,0.250961574,0.163498732,0.070389328,0.124328135,0.214124805
CRELD1,3.837943242,3.932628157,3.803227036,3.853995647,3.950468414,3.773996325
CRELD2,5.69543711,5.897482468,5.790772038,5.745775149,5.900625333,5.89917563
CREM,4.34978987,4.10349764,4.341274184,4.655924213,4.433627167,4.147306699
CRH,0,0,0,0,0,0
CRHBP,0,0,0,0,0,0
CRHR1,0.097610797,0,0.111031312,0.084064265,0.084064265,0.189033824
CRHR1-IT1,1.855989697,1.925999419,1.678071905,2.277984747,1.941106311,1.570462931
CRHR2,0,0,0,0,0,0
CRIM1,3.697106574,3.553360503,3.531069493,3.927896454,3.888499736,3.955126781
CRIP1,4.410069692,4.59275601,4.846994687,4.716990894,5.023255352,5.06436554
CRIP2,8.84639929,9.06091205,8.976965015,9.157195331,9.222770757,9.270996061
CRIP3,0,0,0,0.201633861,0,0
CRIPAK,2.053111336,1.819668183,1.956056652,2.324810603,2.298658316,2.09423607
CRIPT,4.037382222,3.805292456,3.762348816,4.023255352,3.918386234,3.833902077
CRISP1,0.286881148,0.056583528,0.35614381,0.713695815,0.475084883,0.526068812
CRISP2,0,0,0,0,0,0
CRISP3,3.042644337,2.972692654,2.857980995,4.410748128,4.173127433,4.147306699
CRISPLD1,0.695993813,0.650764559,0.622930351,2.541019153,2.40053793,2.241840184
CRISPLD2,2.948600847,2.944858446,2.994579724,2.715893371,2.675815931,2.718087584
CRK,6.10370744,5.886062338,5.93239194,6.196331634,5.965784285,6.057016965
CRKL,5.371210343,5.191799501,5.179112901,5.12722055,4.969012308,4.995936704
CRLF1,5.091699834,4.922197848,5.118941073,6.71630504,6.592307527,6.624247146
CRLF2,0,0,0,0,0,0
CRLF3,2.324810603,2,2.324810603,2.370164281,2.266036894,2.427606173
CRLS1,3.926948248,3.385431037,3.531069493,4.252476214,4.102658131,4.066950244
CRMP1,0,0,0,0,0,0
CRNDE,5.988002938,5.144454314,5.499527024,6.122258568,5.908812908,5.780310099
CRNKL1,5.098874287,4.772413555,4.864433796,5.484460413,5.300123725,5.371558863
CRNN,0.124328135,0,0.070389328,0,0.097610797,0
CROCC,2.448900951,2.117695043,2.531069493,2.111031312,1.98550043,2.060047384
CROCCP2,4.037382222,3.926948248,4.095080492,3.879705766,4.117695043,3.614709844
CROCCP3,1.250961574,0.970853654,1.056583528,1.189033824,1.124328135,1.063502942
CROT,5.080657663,4.417515003,4.795974694,4.645009884,4.380590934,4.358958826
CRP,0,0,0,0,0,0
CRSP8P,0,0,0,0,0,0
CRTAC1,0,0.070389328,0,0,0.070389328,0
CRTAM,0.321928095,0,0.150559677,0.250961574,0.298658316,0.137503524
CRTAP,5.521364878,5.371210343,5.445594291,5.130107179,4.860466259,4.926948248
CRTC1,3.068670811,3.033863452,3.040892431,3.111031312,2.908812908,2.937344392
CRTC2,5.449891473,5.699607154,5.501757586,5.350143602,5.534497434,5.549977143
CRTC3,4.192194165,4.23572706,4.201633861,4.22881869,4.168321116,4.152994605
CRX,1.137503524,0.910732662,1.14404637,1.232660757,1.176322773,1.077242999
CRY1,4.352617299,4.107687869,4.283180979,4.352617299,4.355439197,4.243364426
CRY2,3.930737338,4.070389328,4.004501392,3.59812696,3.580145484,3.690417096
CRYAA,0,0,0,0,0,0.286881148
CRYAB,0,0,0,0,0.263034406,0
CRYBA1,0.097610797,0,0,0,0,0
CRYBA2,0,0,0,0,0,0
CRYBA4,0,0.250961574,0,0.084064265,0,0
CRYBB1,0,0,0,0,0,0
CRYBB2,0.948600847,0.704871964,1.124328135,1.15704371,1.021479727,1.298658316
CRYBB2P1,3.793895883,3.947666157,3.803227036,3.824767853,4.004501392,3.956985925
CRYBB3,0.344828497,0.23878686,0.40053793,0.150559677,0.214124805,0.565597176
CRYBG3,0.084064265,0.084064265,0.042644337,0.659924558,0.659924558,0.584962501
CRYGA,0,0,0,0,0,0
CRYGB,0,0,0,0,0,0
CRYGC,0,0,0,0,0,0
CRYGD,0,0,0,0,0,0
CRYGN,0,0,0,0,0,0
CRYGS,0.432959407,0.948600847,0.150559677,0.163498732,0,0.137503524
CRYL1,5.336640446,5.323009711,5.241840184,5.111865964,5.119356177,5.152589069
CRYM,0,0.163498732,0.097610797,0.042644337,0,0
CRYM-AS1,0.739848103,0.584962501,1.111031312,1.042644337,0.82374936,0.790772038
CRYZ,3.605257263,3.119356177,3.346247774,3.904965719,3.963474124,3.893362211
CRYZL1,3.468583317,3.280956314,3.218781168,3.056583528,2.914564523,2.82984956
CS,7.530601415,7.433126376,7.373561216,7.918147674,7.815191137,7.769903945
CSAD,4.010779839,4.430954271,4.372952098,4.498250868,4.766595162,4.786073552
CSAG1,0,0,0,0.111031312,0,0
CSAG2,0.097610797,0,0,0,0,0
CSAG3,0.097610797,0.871843649,0,0.176322773,0.344828497,0.150559677
CSAG4,0,0.263034406,0.163498732,0,0,0
CSDC2,0.028569152,0,0,0,0,0
CSDE1,11.3752947,11.02389293,11.08009133,11.26619506,10.99455851,11.01644618
CSE1L,7.385948658,6.858975614,7.111761659,7.558726823,7.292505697,7.309976492
CSF1,1.855989697,1.575312331,1.613531653,1.063502942,1.077242999,1.169925001
CSF1R,0.056583528,0.084064265,0.150559677,0.014355293,0.028569152,0.214124805
CSF2,0,0,0,0,0,0
CSF2RA,0.526068812,1.15704371,1.15704371,0.50589093,1.176322773,0.97819563
CSF2RB,0.042644337,0,0,0.111031312,0.042644337,0.042644337
CSF3,0,0,0,0,0,0.084064265
CSF3R,0.028569152,0,0.042644337,0,0,0
CSGALNACT1,1.304511042,1.531069493,1.321928095,2.087462841,2.017921908,1.835924074
CSGALNACT2,3.092545742,2.737686761,2.983677695,3.541019153,3.351910961,3.423578171
CSH1,0,0,0,0,0,0
CSH2,0,0,0,0,0,0
CSHL1,0,0,0,0,0,0
CSK,6.398316163,6.441118245,6.377817853,6.691534165,6.684818738,6.724786677
CSMD1,0,0,0,0,0,0
CSMD2,0,0,0,0,0,0
CSMD3,0.042644337,0,0.042644337,0,0,0
CSN1S1,0,0,0,0,0,0
CSN1S2AP,0,0,0,0,0,0
CSN1S2BP,0,0,0,0,0,0
CSN2,0,0,0,0,0,0
CSN3,0,0,0,0,0,0
CSNK1A1,7.647242546,7.273422641,7.375387027,7.465892862,7.326159799,7.260025656
CSNK1A1L,0.028569152,0,0.150559677,0.028569152,0,0
CSNK1A1P1,0,0,0,0,0,0
CSNK1D,6.742545234,6.817879032,6.840714991,6.77939106,6.806968434,6.746715848
CSNK1E,5.27686883,5.221877081,5.222263604,5.005399988,5.053545818,4.964398632
CSNK1G1,3.71259578,3.468583317,3.578938713,3.912649865,3.721372659,3.688180359
CSNK1G2,5.609104847,5.529196268,5.657640005,5.384395238,5.434294618,5.397460726
CSNK1G2-AS1,0,0,0,0,0.137503524,0
CSNK1G3,4.128458384,3.475084883,3.737686761,4.189824559,3.826802684,3.800123353
CSNK2A1,6.573647187,6.29553937,6.329482431,6.902194201,6.72492307,6.707911254
CSNK2A2,4.66732447,4.278728213,4.161081482,4.544732656,4.18030702,4.086613947
CSNK2A3,0,0,0,0,0.411426246,0.422233001
CSNK2B,8.277519887,8.339092835,8.274494636,8.376602952,8.300306796,8.366147332
CSPG4,0.22650853,0.286881148,0.321928095,0.443606651,0.464668267,0.344828497
CSPG4P1Y,0,0,0,0,0,0
CSPG4P8,1.22650853,1.384049807,1.350497247,1.700439718,1.929790998,1.655351829
CSPG5,1.803227036,1.613531653,1.769771739,1.521050737,1.819668183,1.575312331
CSPP1,2.724650272,2.666756592,2.526068812,2.214124805,1.989139007,2.153805336
CSRNP1,3.995484519,4.046141782,4.083213368,4.101818134,4.121015401,4.128458384
CSRNP2,3.595742339,3.462052319,3.500802053,4.0721058,4.052241981,3.929790998
CSRNP3,0,0,0,0,0,0
CSRP1,9.131445438,9.184453876,9.090085948,8.244125943,8.254414526,8.285355978
CSRP2,1.384049807,1.659924558,1.682573297,2.912649865,3.056583528,2.86393845
CSRP2BP,4.397802962,4.265286858,4.116863758,4.237257771,4.025914699,3.822730148
CSRP3,0,0,0,0,0,0
CST1,0,0,0,0,0,0
CST11,0,0,0,0,0,0.389566812
CST13P,0,0,0,0,0,0
CST2,0,0,0,0,0,0
CST3,9.431079674,9.386099596,9.458509147,9.596767464,9.464137286,9.414685236
CST4,0,0,0,0,0,0
CST5,0,0.150559677,0,0,0,0
CST6,1.613531653,1.910732662,2.073820233,0.659924558,0.659924558,0
CST7,0,0,0.137503524,0.150559677,0,0
CST8,0,0,0,0,0,0
CST9,0,0,0,0,0,0
CST9L,0,0,0,0,0,0.124328135
CSTA,1.316145742,1.214124805,1.819668183,0.678071905,1.063502942,0.773996325
CSTB,8.103812329,8.128870759,8.123345461,7.804324659,7.760753208,7.75575553
CSTF1,6.926948248,6.704318678,6.764473551,6.953032377,6.890689878,6.896150731
CSTF2,5.631104282,5.5987225,5.579240501,5.515384461,5.491532462,5.587364991
CSTF2T,3.866907978,3.49057013,3.619413011,4.212569339,4.165107985,4.21490191
CSTF3,4.945794957,4.511594542,4.627023106,5.081083929,5.166715445,4.917909074
CSTF3-AS1,0.321928095,0.831877241,0.084064265,0.321928095,0.641546029,0.344828497
CSTL1,0,0,0,0,0.124328135,0
CT45A1,0.084064265,0.111031312,0,0,0,0
CT45A2,0.150559677,0,0,0,0,0
CT45A3,0.084064265,0.111031312,0,0.028569152,0.070389328,0
CT45A4,0,0.214124805,0,0.042644337,0.124328135,0
CT45A5,0,0.150559677,0,0,0,0
CT45A6,0,0.111031312,0,0,0,0
CT47A1,0,0,0,0,0,0
CT47A10,0,0,0,0,0,0
CT47A11,0,0,0,0,0,0
CT47A12,0,0,0,0,0,0
CT47A2,0,0,0,0,0,0
CT47A3,0,0,0,0,0,0
CT47A4,0,0,0,0,0,0
CT47A5,0,0,0,0,0,0
CT47A6,0,0,0,0,0,0
CT47A7,0,0,0,0,0,0
CT47A8,0,0,0,0,0,0
CT47A9,0,0,0,0,0,0
CT47B1,0,0,0,0,0,0
CT49,0.545968369,0.933572638,0.59454855,0.910732662,0.910732662,0
CT60,0,0,0,0,0,0
CT62,0.641546029,0.5360529,0.90303827,0.298658316,0.411426246,0.176322773
CT64,0.495695163,0.722466024,0.443606651,0.286881148,0.124328135,0.40053793
CTAG1A,0.056583528,0,0,0.176322773,0.298658316,0
CTAG1B,0.056583528,0,0,0.176322773,0.298658316,0
CTAG2,0,0,0,0,0,0
CTAGE1,0.014355293,0.028569152,0,0,0,0
CTAGE10P,0.084064265,0.070389328,0.084064265,0.250961574,0.214124805,0.35614381
CTAGE11P,0.028569152,0,0,0,0,0
CTAGE15,0.704871964,0.641546029,0.516015147,0.641546029,0.757023247,0.704871964
CTAGE4,2.280956314,2.422233001,1.748461233,1.761285273,1.339137385,1.744161096
CTAGE5,4.967629753,4.568640195,4.670727054,4.931210275,4.725195817,4.798569004
CTAGE6,0,0,0.176322773,0,0,0
CTAGE7P,0.310340121,0.367371066,0.454175893,0.298658316,0.485426827,0.40053793
CTAGE8,2.523561956,1.996388746,2.722466024,2.837943242,2.713695815,2.737686761
CTAGE9,0.443606651,0.214124805,0,0.097610797,0,0
CTBP1,6.865423978,6.880318194,6.804260116,6.990160706,6.996501735,6.93593114
CTBP1-AS2,4.23572706,4.135863165,3.97819563,4.384049807,4.359661722,4.469885976
CTBP2,6.180505944,6.125155131,6.050066298,6.328585177,6.269968201,6.243745235
CTBS,3.617063344,3.169925001,3.324810603,3.762348816,3.617063344,3.532316959
CTC1,2.94673086,3.042644337,2.849999259,2.780310099,2.713695815,2.655351829
CTCF,5.844486088,5.628773595,5.566510756,6.104126951,5.889230152,5.87036472
CTCFL,0.485426827,0.084064265,0.367371066,0.344828497,0.411426246,0.263034406
CTDNEP1,6.737281149,6.708739041,6.694880193,6.830356747,6.813652946,6.835545166
CTDP1,3.656496371,3.676944359,3.780310099,3.615887074,3.586164246,3.381283373
CTDSP1,6.836429131,7.051045762,7.004164275,7.184577849,7.399171094,7.333513184
CTDSP2,6.408372204,6.297741678,6.31596467,6.855117639,6.768184325,6.76884596
CTDSPL,3.884597921,3.713695815,3.762348816,4.363171077,4.183486514,4.308156975
CTDSPL2,3.734438666,3.097610797,3.266036894,3.895302621,3.64038956,3.62058641
CTF1,0.344828497,0.669026766,0.150559677,1.891419187,1.510961919,2.010779839
CTGF,2.807354922,2.666756592,2.682573297,2.46727948,2.080657663,2.295723025
CTH,1.201633861,1.604071324,1.13093087,1.411426246,1.580145484,1.304511042
CTHRC1,1.459431619,1.097610797,1.263034406,2.063502942,2.295723025,1.448900951
CTIF,2.5360529,2.613531653,2.381283373,1.996388746,2.039138394,1.98550043
CTLA4,0,0,0,0,0,0
CTNNA1,8.253185655,8.100872552,8.08687928,8.405652061,8.267161218,8.30492167
CTNNA2,0,0,0,0,0,0
CTNNA3,0.871843649,0.669026766,0.575312331,0.422233001,0.565597176,0.176322773
CTNNAL1,4.493134922,4.046141782,4.084064265,4.107687869,3.659924558,3.804260116
CTNNB1,7.25190841,7.139551352,7.162693432,7.133912814,7.073498932,7.024474828
CTNNBIP1,4.670160514,4.375734539,4.444269502,4.551516018,4.518535139,4.442943496
CTNNBL1,5.912649865,5.869871406,5.881175155,6.162492037,6.150965784,6.184875343
CTNND1,6.175923742,6.011450912,6.035843816,6.284847229,6.12742693,6.168321116
CTNND2,5.14363831,5.075532631,5.107687869,5.009436756,4.937344392,4.910252963
CTNS,3.092545742,3.147306699,3.10433666,3.458119481,3.459431619,3.408711861
CTPS1,5.194165869,5.187451054,5.202025845,5.258141996,5.187846909,5.229587923
CTPS2,4.259272487,4.022367813,4.119356177,3.878725341,3.836934011,3.964398632
CTR9,4.615887074,4.260778432,4.292045492,4.63691458,4.347665656,4.396433531
CTRB1,0.411426246,0,0.137503524,0.22650853,0.464668267,0
CTRB2,0,0,0.263034406,0,0.124328135,0.35614381
CTRC,0.40053793,0.333423734,0.378511623,0.214124805,0.298658316,0
CTRL,0.871843649,1.077242999,0.748461233,1.021479727,1.475084883,0.704871964
CTSA,6.994353437,7.155121802,7.102658131,7.299208018,7.325170512,7.325260476
CTSB,6.251150991,6.323550215,6.25190841,5.556429415,5.514753498,5.535430915
CTSC,5.290940402,5.189429246,5.319401167,0.970853654,0.687060688,0.90303827
CTSD,10.40824481,10.45741166,10.46407601,8.903008133,8.854369742,8.80196697
CTSE,0,0.097610797,0,0.070389328,0,0
CTSF,4.017921908,3.820689561,3.977279923,4.510329019,4.576522138,4.455491621
CTSG,0,0,0,0,0,0
CTSH,6.421391632,6.427438564,6.370164281,5.865671418,5.853247167,5.907131025
CTSK,3.087462841,3.204766751,3.214124805,3.531069493,3.688180359,3.59454855
CTSL1,6.460906348,6.543341212,6.40053793,6.300306796,6.268097486,6.326788992
CTSL1P2,0.070389328,0,0.310340121,0.124328135,0,0
CTSL1P8,0,0.35614381,0,0.124328135,0,0
CTSL2,3.347665656,3.277984747,3.329123596,3.539779192,3.592158002,3.495695163
CTSL3P,0,0,0,0,0,0
CTSO,2.032100843,1.232660757,1.744161096,0.389566812,0.344828497,0.432959407
CTSS,0.344828497,0.22650853,0.201633861,0.443606651,0.516015147,0.35614381
CTSW,0.176322773,0.163498732,0.189033824,0.097610797,0,0
CTSZ,1.070389328,1.214124805,1.23878686,0.925999419,0.925999419,0.286881148
CTTN,8.137452291,7.984817174,7.998816054,8.089741771,7.950760003,7.944682782
CTTNBP2,0,0.014355293,0.056583528,0,0,0
CTTNBP2NL,3.6622055,3.246408087,3.174725988,3.346247774,3.026800059,3.084064265
CTU1,2.821710215,2.204766751,2.59454855,2.952333566,2.414135533,2.358958826
CTU2,5.102658131,5.18030702,5.183089461,5.168321116,5.314696526,5.279471296
CTXN1,5.778208576,5.261530815,5.555816155,5.102658131,4.709842019,4.537917249
CTXN2,0.084064265,0,0,0.056583528,0,0.042644337
CTXN3,0,0,0,0,0,0
CUBN,0.028569152,0.028569152,0.014355293,0.028569152,0.014355293,0
CUEDC1,5.610581958,5.608809243,5.565901767,6.077242999,5.941575862,5.923624611
CUEDC2,5.582254908,5.936402378,5.663913842,6.126807703,6.298291731,6.321206567
CUL1,6.04701482,5.814294058,5.850499414,6.115199749,5.915759896,5.870857864
CUL2,5.025471815,4.496973581,4.818134761,5.14689956,4.85847839,4.914564523
CUL3,5.010332283,4.386121157,4.645009884,5.058316496,4.681449265,4.777156666
CUL4A,5.358958826,5.13093087,5.021923839,5.147713722,4.983221651,5.008092421
CUL4B,5.257387843,4.446917865,4.818646083,5.017031081,4.771885579,4.723558561
CUL5,3.888499736,3.112700133,3.545968369,4.017921908,3.789729251,3.651912745
CUL7,5.254367281,5.3950628,5.298658316,5.135863165,5.20867332,5.241458871
CUL9,3.760220946,3.925049965,3.830863757,3.868884273,3.970853654,3.833902077
CUTA,7.83750179,8.018812186,8.031659854,8.167066838,8.24164954,8.298612498
CUTC,4.136683578,4.123500664,4.207111961,4.418864577,4.504620392,4.515384461
CUX1,6.950001749,6.998534018,6.895181422,7.014243694,6.942162586,6.923743445
CUX2,0.042644337,0,0.042644337,0.111031312,0.070389328,0.070389328
CUZD1,0.748461233,0.963474124,0.695993813,1.189033824,0.124328135,0.839959587
CWC15,5.585263031,5.255123015,5.41379715,5.499208091,5.475409193,5.266411766
CWC22,4.393004257,3.825785627,3.942983598,4.045268215,3.833902077,3.933572638
CWC25,3.297191417,3.292781749,3.253989266,3.498250868,3.533563348,3.374343989
CWC27,4.656496371,4.321928095,4.544114402,4.663913842,4.492494152,4.545350645
CWF19L1,4.511594542,4.40053793,4.286141873,5.245267467,5.018367116,5.061776198
CWF19L2,2.887525271,2.485426827,2.419538892,3.184280294,2.807354922,2.89917563
CWH43,0,0,0,0,0.042644337,0
CX3CL1,0.464668267,0.378511623,0.613531653,0.056583528,0.056583528,0
CX3CR1,0.443606651,0.422233001,0.475084883,0.495695163,0.765534746,0.575312331
CXADR,1.292781749,0.659924558,0.933572638,1.974529312,1.416839742,1.641546029
CXADRP2,0,0,0,0,0,0.097610797
CXADRP3,0.23878686,0.070389328,0.070389328,0.163498732,0,0
CXCL1,0,0,0,0,0,0
CXCL10,0.992768431,0.910732662,1.124328135,0.748461233,0.475084883,0.687060688
CXCL11,1.042644337,0.250961574,0.782408565,0.59454855,0.275007047,0.687060688
CXCL12,2.40599236,2.060047384,2.23878686,0.201633861,0.028569152,0
CXCL13,0,0,0,0,0,0
CXCL14,0,0,0,0,0,0
CXCL16,5.4747605,5.503984704,5.446587085,5.225352061,5.23572706,5.013908845
CXCL17,2.599317794,2.500802053,2.3950628,1.673556424,1.811471031,1.82374936
CXCL2,0,0,0,0,0,0
CXCL3,0,0,0,0,0,0
CXCL5,0.028569152,0.124328135,0,0.111031312,0,0
CXCL6,0,0,0,0,0,0
CXCL9,0.176322773,0.084064265,0.042644337,0.056583528,0,0
CXCR1,0.070389328,0.084064265,0,0.056583528,0,0
CXCR2,0.056583528,0,0.163498732,0,0,0.084064265
CXCR2P1,0,0,0,0.028569152,0,0
CXCR3,0,0,0,0,0,0
CXCR4,5.736334277,5.82527683,5.767919586,6,5.99004722,6.11997861
CXCR5,0.367371066,0.526068812,0.422233001,0.35614381,0.59454855,0.739848103
CXCR6,0.042644337,0,0,0.070389328,0.097610797,0.056583528
CXCR7,7.834850241,8.051317717,7.973094623,7.736875423,7.918147674,7.895605575
CXXC1,4.678071905,4.753818443,4.835924074,4.527946099,4.712045449,4.669593751
CXXC11,0,0,0,0,0.056583528,0
CXXC1P1,0,0,0,0,0,0
CXXC4,1.327687364,1.137503524,0.855989697,0.176322773,0.111031312,0.056583528
CXXC5,7.465648026,7.534808661,7.514674609,7.108733528,7.242411963,7.185767456
CXorf21,0.084064265,0,0.070389328,0.014355293,0.150559677,0.124328135
CXorf22,0.321928095,0.367371066,0.189033824,0.070389328,0,0
CXorf23,1.992768431,1.669026766,1.550900665,1.970853654,1.744161096,1.981852653
CXorf27,0,0,0,0,0,0
CXorf28,0,0,0,0,0,0
CXorf30,0.22650853,0.042644337,0.124328135,0.028569152,0.028569152,0.042644337
CXorf31,1.201633861,0.40053793,0.454175893,0.389566812,0.50589093,0
CXorf36,0.411426246,0.555816155,0.526068812,0.5360529,0.555816155,0.526068812
CXorf38,4.22881869,3.868884273,3.99004722,3.967168608,3.929790998,3.758089934
CXorf40A,4.74092756,4.96208625,4.800641097,4.645009884,4.82374936,4.791814071
CXorf40B,6.125775068,6.067165427,6.161081482,5.955824241,5.987320866,5.988457473
CXorf48,0.847996907,0.956056652,0.956056652,1.510961919,1.427606173,1.378511623
CXorf49,0,0.056583528,0.137503524,0.056583528,0.028569152,0
CXorf49B,0,0.056583528,0.137503524,0.056583528,0.028569152,0
CXorf51A,0,0,0,0,0,0
CXorf51B,0,0,0,0,0,0
CXorf56,5.177120503,5.09212285,5.062208078,5.093813673,4.930737338,4.998646839
CXorf57,0.432959407,0.389566812,0.389566812,1.608809243,1.50589093,1.416839742
CXorf58,0.150559677,0,0,0.084064265,0.124328135,0
CXorf61,0,0,0,0,0,0
CXorf64,0,0,0,0,0,0
CXorf65,0.097610797,0,0,0,0,0
CXorf66,0,0,0,0,0,0
CYB561,8.596077915,8.730436171,8.689369057,8.661991815,8.7482264,8.737281149
CYB561A3,5.231125158,5.242221395,5.208283138,5.446587085,5.536985376,5.521678952
CYB561D1,5.176721693,5.204766751,5.165510018,4.829342194,4.855989697,4.90303827
CYB561D2,4.649040566,4.95930649,4.858975614,4.608809243,4.996388746,4.849999259
CYB5A,7.535897429,7.731794193,7.699537752,7.043081982,7.171827303,7.100452095
CYB5B,6.147917191,5.99004722,6.059398544,6.305788167,6.295355693,6.271836493
CYB5D1,4.277240898,4.240314329,4.09000653,4.566206293,4.358958826,4.509695842
CYB5D2,5.353676158,5.353676158,5.40599236,5.154615611,4.995032192,4.976821852
CYB5R1,7.053654418,7.140983105,7.100346961,6.56193706,6.727512087,6.709566354
CYB5R2,0.056583528,0.22650853,0,0.056583528,0,0
CYB5R3,6.423746229,6.687760584,6.472325297,6.263973355,6.34091827,6.317593505
CYB5R4,4.266786541,3.56924803,3.868884273,3.881664619,3.746312766,3.762348816
CYB5RL,2.066950244,1.887525271,1.925999419,2.087462841,1.925999419,2.063502942
CYBA,9.579693063,9.705355916,9.775050541,6.790641731,6.747924416,6.777288197
CYBB,0.275007047,0.189033824,0.378511623,0.111031312,0.124328135,0
CYBRD1,0.042644337,0.028569152,0.084064265,0.056583528,0.042644337,0
CYC1,8.76493792,8.835513585,8.807129483,8.77445764,8.806388508,8.788783575
CYCS,5.397802962,4.875288598,5.080231272,5.403949364,5.40599236,5.253611152
CYCSP52,0,0,0,0.443606651,0.807354922,0
CYFIP1,5.999098034,5.83541884,5.949534933,6.125981654,5.955591792,6.05853297
CYFIP2,4.182692298,4.045268215,4.062639828,4.717539343,4.619413011,4.648465443
CYGB,0.321928095,0.604071324,0.35614381,0.687060688,0.516015147,0.831877241
CYHR1,6.273888824,6.504302583,6.448240225,6.06995989,6.298841573,6.377644358
CYLC1,0,0,0,0,0,0
CYLC2,0,0,0,0,0,0
CYLD,1.811471031,1.541019153,1.761285273,1.650764559,1.627606838,1.510961919
CYMP,0,0,0,0,0,0
CYP11A1,0,0,0,0,0,0
CYP11B1,0,0,0,0,0,0
CYP11B2,0,0,0,0,0,0
CYP17A1,0,0.056583528,0.070389328,0.111031312,0,0
CYP19A1,0.014355293,0.028569152,0.056583528,0.042644337,0,0.028569152
CYP1A1,1.220329955,1.40053793,1.454175893,1.454175893,1.459431619,1.713695815
CYP1A2,0.22650853,0.298658316,0.275007047,0.263034406,0.565597176,0.485426827
CYP1B1,4.644433152,3.97819563,4.136683578,3.263034406,2.963474124,2.9202933
CYP1B1-AS1,0.773996325,0.722466024,0.765534746,0.526068812,0.298658316,0.799087306
CYP20A1,2.286881148,2.063502942,2.272023189,2.35614381,2.286881148,2.263034406
CYP21A1P,0.321928095,0,0.378511623,0.298658316,0.344828497,0.411426246
CYP21A2,0.298658316,0.545968369,0.40053793,0.333423734,0.389566812,0.378511623
CYP24A1,0.137503524,0.310340121,0.367371066,0.163498732,0.201633861,0.137503524
CYP26A1,0.970853654,0.992768431,0.871843649,0.214124805,0.286881148,0
CYP26B1,0.411426246,0.310340121,0.378511623,0.963474124,0.925999419,1.021479727
CYP26C1,0,0,0.084064265,0,0.124328135,0
CYP27A1,0.286881148,0.411426246,0.250961574,0.298658316,0.333423734,0.056583528
CYP27B1,1.992768431,2.111031312,2.007195501,2.3950628,2.353323291,2.195347598
CYP27C1,0.028569152,0,0.056583528,0.097610797,0.042644337,0.070389328
CYP2A13,0,0,0,0,0,0
CYP2A6,0,0,0,0.070389328,0,0
CYP2A7,0,0,0,0,0,0.111031312
CYP2B6,0.124328135,0,0.056583528,0.028569152,0.163498732,0
CYP2B7P1,0.475084883,0.35614381,0.367371066,0.344828497,0.40053793,0.275007047
CYP2C18,0.028569152,0,0.056583528,0.056583528,0.150559677,0
CYP2C19,0,0,0,0.042644337,0,0
CYP2C8,1.361768359,0.910732662,0.948600847,0.5360529,0.565597176,0.678071905
CYP2C9,0.042644337,0,0,0,0.056583528,0
CYP2D6,0.704871964,0.555816155,0.731183242,0.98550043,1.275007047,0.526068812
CYP2D7P1,1.298658316,1.632268215,1.475084883,1.516015147,1.310340121,1.339137385
CYP2E1,1.321928095,0.963474124,1.40053793,1.875780063,1.944858446,1.875780063
CYP2F1,0.321928095,0,0.250961574,0.422233001,0.201633861,0.056583528
CYP2G1P,0,0.163498732,0,0.028569152,0,0.042644337
CYP2J2,4.005399988,3.596935142,3.694880193,4.772413555,4.636334602,4.575917361
CYP2R1,3.333423734,2.970853654,2.853995647,2.929790998,2.63691458,2.715893371
CYP2S1,0.555816155,0.367371066,0.650764559,0.097610797,0.111031312,0.124328135
CYP2U1,2.124328135,1.831877241,2.111031312,2.310340121,2.028569152,2.137503524
CYP2W1,0.298658316,0.443606651,0.263034406,0.422233001,0.411426246,0.367371066
CYP39A1,0,0,0,0,0,0
CYP3A4,0.056583528,0.150559677,0.042644337,0.084064265,0.163498732,0.124328135
CYP3A43,0.042644337,0,0,0.056583528,0.042644337,0.111031312
CYP3A5,0.321928095,0.298658316,0,0.201633861,0,0
CYP3A7,0.042644337,0.23878686,0,0,0,0.056583528
CYP3A7-CYP3AP1,0,0,0,0.028569152,0,0
CYP46A1,0.575312331,0.871843649,0.378511623,0.565597176,0.5360529,0.250961574
CYP4A11,0.310340121,0.40053793,0.23878686,0.263034406,0,0.344828497
CYP4A22,0,0,0,0.084064265,0,0
CYP4B1,1.443606651,1.438292852,1.521050737,1.189033824,1.257010618,1.056583528
CYP4F11,3.731183242,3.803227036,3.69265037,1.389566812,1.40599236,1.389566812
CYP4F12,0.321928095,0.59454855,0.321928095,0.214124805,0.250961574,0.40053793
CYP4F2,0.22650853,0.286881148,0.137503524,0.35614381,0.333423734,0.659924558
CYP4F22,1.3950628,1.49057013,1.207892852,1.521050737,1.201633861,1.584962501
CYP4F24P,0.028569152,0.163498732,0.097610797,0.201633861,0.137503524,0.097610797
CYP4F3,0,0.176322773,0.056583528,0.070389328,0,0.056583528
CYP4F30P,0.526068812,0.59454855,0.933572638,0.189033824,0.163498732,0.475084883
