Human,WT1,WT2,WT4,WT5,WT6,WT7,WT8,WT9,WT10,Mut3,Mut4,Mut5,Mut6,Mut7,Mut8,Mut9,Mut10
ZBTB24,4.502306038,4.471657248,4.299744541,4.329456138,4.33978879,3.841460055,4.400133849,4.374367874,4.231172629,4.365400304,4.605880327,4.387312046,4.297195606,4.23086598,4.199915933,4.278233764,4.06218693
ZBTB25,3.469957172,3.207811016,3.561685941,3.057292345,3.171816025,3.668322889,3.335445289,3.382054269,3.114031954,3.364588737,3.059614824,3.086531016,3.192895581,3.356963297,3.290565513,3.204345655,3.153942958
ZBTB26,2.809431341,3.637345527,4.002038671,3.680245203,3.790017193,3.416074975,3.470379396,3.301939704,3.767295679,3.792543363,3.379796224,3.56853527,3.436737171,3.878574933,3.696998052,3.519964892,3.543956411
ZBTB3,2.610834638,1.827946612,2.370987679,2.115251075,1.968416488,2.252521196,1.757246635,1.986962611,1.828900833,2.297437516,2.140706462,2.389864202,1.796706435,2.055163007,2.203530769,2.117123796,2.422887443
ZBTB32,2.011624304,1.467593539,0.273393639,1.516058543,1.487240959,0.335104354,1.174489729,0.775146416,1.418154514,1.413719369,1.085564604,1.515562935,1.308992246,1.420388099,1.319691946,1.312479793,1.047100183
ZBTB33,5.208616241,6.839476775,6.838205817,6.65514951,6.62906311,5.427745576,6.625492559,6.486768174,6.536174843,6.482730299,6.841028665,6.772054408,6.433472919,6.750995933,6.654519607,6.199124652,6.448367137
ZBTB34,3.705699591,4.921051338,4.21151039,5.15402215,5.262599325,4.954968695,5.039268491,4.565275381,5.11373104,5.096741006,5.113659408,5.267934823,4.842877552,5.3476669,5.080576343,5.036219383,5.114333611
ZBTB37,2.692362696,4.463127941,4.67687017,3.809476411,4.309826882,4.152693496,3.948939537,4.808993591,4.2623874,4.006834619,3.714625303,4.287837191,3.872119958,4.064384403,3.975548288,3.891241953,3.836043466
ZBTB38,5.961858419,6.887279541,7.338667596,6.875416199,6.800008219,6.24573564,6.754751453,7.215655429,6.686348618,6.776953007,7.29647964,6.818092639,6.892836809,6.977319567,6.804649914,6.570068304,6.857661557
ZBTB39,3.174990406,3.606696376,4.268848142,3.905870443,4.118562433,3.743473395,3.736667244,3.743039328,4.033393024,4.42797619,3.752079497,3.988487413,3.78848216,4.116581562,4.318385923,4.202003701,4.318486294
ZBTB4,6.366169186,6.103220692,6.603303838,5.818008512,5.55959138,6.671391028,5.941323403,6.401322547,5.761653108,5.64235446,5.958921089,5.769915173,5.677297635,5.544938778,5.766558723,5.993539587,5.990425394
ZBTB40,5.905770671,5.353659437,4.604474602,4.911816003,5.04797025,4.670923349,4.864845873,6.273386083,4.817575377,5.503968899,5.166629763,5.265757868,4.571908946,4.540022946,4.827344077,4.740720154,4.756445705
ZBTB41,5.160941179,5.715053767,6.061937,5.884816131,5.881555025,5.346635745,5.849945607,6.035313745,5.698660101,5.612835759,5.873344552,6.128481624,5.873559255,6.007091495,6.06489839,5.577866213,5.980491952
ZBTB42,4.672693706,5.037655808,4.405794009,4.49727693,4.161136925,3.601525917,5.114712543,4.326150435,4.623446016,4.676486691,5.026552699,4.846511426,4.613008318,4.380108404,4.829292171,4.638658174,4.545063068
ZBTB43,4.541758958,5.063276952,4.922951801,5.350429731,5.04797025,4.628852521,4.929587183,5.155803521,5.046155818,5.368087497,4.956083957,5.014099832,5.03506916,5.249164054,5.2222272,5.208644461,5.204331888
ZBTB44,4.558581517,5.289979175,4.964036721,4.791813284,5.054007698,4.942755284,4.763358985,4.714433042,4.688913602,5.115874361,4.881995598,5.052491209,4.688011449,4.91963072,5.005031227,4.887007973,5.236220896
ZBTB45,4.844402393,4.266378312,3.975494362,4.240568346,4.158337382,3.888065669,4.196319843,4.394839584,4.405078556,4.4625518,4.267342977,4.325948521,4.271755058,4.238423738,4.430430481,4.591630488,4.268564857
ZBTB46,2.983968469,2.071845241,2.23692938,2.178368256,2.726540934,4.005453372,2.363410908,3.369696639,2.284811967,2.75343976,1.86110878,2.290571356,2.538802454,2.382969623,2.273881596,2.940460666,2.5831727
ZBTB48,4.622376944,4.295496005,3.847513369,3.688941264,3.850236741,3.846713431,3.776634701,3.691013986,3.637259203,4.449682856,4.058984881,3.861617833,3.516882872,3.893012619,3.975548288,3.934959358,3.457478999
ZBTB49,3.028120258,3.371719321,3.353637053,3.009495196,3.149433677,2.766511215,3.058109063,2.798604502,3.217771998,3.279878437,2.959101852,3.163384023,3.038540949,3.119774608,3.160434156,3.274086652,3.138143758
ZBTB5,4.761101126,4.586057232,5.002106578,4.479844,4.407371015,4.278534429,4.266169131,4.815082604,4.486643344,4.47953375,4.455061204,4.283539776,4.553025222,4.427162885,4.396670589,4.615335943,4.499416939
ZBTB6,4.41262481,4.85412875,4.655530378,4.964694256,4.779429578,4.62579999,4.821832801,4.996148362,4.872074195,4.93686614,4.737754317,4.83187097,4.664744784,4.864530018,4.653531417,4.704867129,4.885071273
ZBTB7A,5.955521363,6.047256887,6.16537451,6.37636499,6.56444629,6.541353025,6.405988503,5.959690431,6.289023814,6.971065258,6.309165984,6.160471407,6.373744849,6.585668818,6.74604638,7.001577476,6.89162809
ZBTB7B,7.693551239,7.008734148,6.941735993,7.168700778,6.872687285,6.591500767,7.410897734,7.526798744,6.984231855,7.309956155,7.379972005,7.369941732,7.006319763,6.972229253,7.054915386,7.299990002,7.167889167
ZBTB7C,3.785036127,1.65899197,0.545004278,2.923682544,3.068242254,2.220503659,1.979008267,3.856614327,2.996957574,2.567406744,1.659051455,1.68153275,3.026422461,3.168062233,2.819920882,3.921439434,3.750302808
ZBTB8A,3.018424858,3.652429341,4.020704261,3.337235993,3.411685471,3.563744139,3.850721616,3.450149161,3.456270527,3.448917356,4.318173232,3.873103743,3.463950117,4.032134883,4.267568357,3.877304054,3.898335187
ZBTB8B,0.628886581,2.876387003,2.729766921,2.527688542,2.137158346,0.274022962,2.678744788,1.294175253,2.539013954,2.024109294,3.132431653,2.704698042,2.580842097,2.475414466,2.203530769,2.252859692,2.019240173
ZBTB8OS,4.707804745,4.811088913,4.886780243,4.734164121,4.57419259,4.274641803,4.827280091,4.681483513,4.45611229,4.124867527,4.896702768,4.77484152,4.533891043,4.580726137,4.407142642,4.459417867,4.508662434
ZBTB9,0,0.091385254,0.058980731,0,0.142804739,0,0,0,0,0.17699666,0,0,0,0.035138963,0.05430985,0,0.195869645
ZC2HC1A,4.809690684,4.911678941,4.293617968,4.26694348,4.721813166,4.354259442,4.739000339,4.842169538,5.072812458,4.349322848,4.610985694,4.387312046,4.387607429,4.703211662,5.052499983,4.786184704,4.933931121
ZC2HC1C,0.906270111,1.286075998,0.73783578,1.516058543,1.053234558,0.877115752,1.439270494,0.588691985,1.651632498,1.14233732,1.960451719,0.991062888,1.58166712,0.798809899,1.052515513,1.098482185,0.704986193
ZC3H10,3.90564936,4.492762479,4.368391341,4.509601301,4.514146004,4.247095307,4.560812676,4.345210505,4.623446016,4.823391365,4.62871353,4.560698391,4.606917558,4.513793056,4.543918607,4.632033062,4.474468642
ZC3H11A,2.510656001,3.543372707,3.204878555,3.504204498,3.768148506,3.952833321,3.296701112,3.805538867,3.581775037,3.619491381,3.181301333,3.411982108,3.525519216,3.505296002,3.811796486,3.434977685,4.015387754
ZC3H12A,4.153879198,4.038494927,2.626312949,4.35426876,4.693085955,4.262900506,3.81278135,3.917308952,4.335496385,4.737761062,4.247810227,3.820681363,4.503612997,4.700478142,4.987692336,5.182812126,5.116350998
ZC3H12B,0.409062478,0.177325074,1.808908457,0.301600234,1.053234558,2.048802482,0.458869493,0.799919418,0.435192727,0.636676851,0.229768854,0.301456492,0.228755571,0.479735772,0.821502186,0.800612455,0.747258942
ZC3H12C,1.812829673,1.827946612,4.071718602,1.994177091,2.648888011,4.092053074,2.091933146,3.382054269,2.138667254,2.344544027,2.667224242,2.341071834,2.459898905,2.716364629,2.250810403,2.869011366,3.138143758
ZC3H12D,4.293071434,3.502335845,1.908485535,3.448961567,2.994816918,2.831546199,3.815524707,3.911637283,3.301729279,2.102937147,3.331127673,2.452455275,2.970593147,2.449600532,2.486320744,3.063734089,3.114115731
ZC3H14,6.59906133,6.798535659,6.755371087,6.823051156,6.601502969,6.358524295,6.6941801,6.938672025,6.752227708,6.885656486,6.835586926,6.720530036,6.574876973,6.834401572,6.742432629,6.48577132,6.513345671
ZC3H18,6.389862365,6.449292478,6.347922602,6.263734121,6.398206307,6.055803965,6.257539885,6.36546765,6.308915347,6.573513584,6.480035749,6.461814765,6.25996553,6.373398027,6.458265121,6.342978322,6.292946103
ZC3H3,3.699645535,2.963628972,3.48848047,2.792652199,2.87033135,3.083724547,2.519617221,3.446231325,2.857906001,3.071670205,3.014092662,2.908210128,3.08602191,2.894350106,2.772110134,3.204345655,2.996369071
ZC3H4,5.768635574,6.488695593,6.386572492,6.111957801,6.318945298,6.056937604,6.055380379,6.434825818,6.313180395,6.473223717,6.104486177,6.219026997,6.110841917,6.299455228,6.521681912,6.2855639,6.177887306
ZC3H6,2.160099402,3.123721572,2.224101218,2.363575304,2.090926187,2.458712923,2.572472314,2.130594101,2.3191467,2.124690319,2.565704656,1.806600634,2.033097737,2.737852978,2.525297153,2.352943404,2.314597998
ZC3H7A,5.832275326,7.152266161,6.614406463,6.094064237,6.507288123,6.604739289,5.976680986,6.035965594,6.136724885,6.924542908,6.407068989,6.136843625,5.992019068,6.191169218,6.285983129,6.308596856,6.289374257
ZC3H7B,6.003613461,6.575336789,7.641504291,6.472045952,6.391665706,6.403778443,6.402343475,6.65871882,6.562389274,6.007614601,6.671183005,6.690007783,6.883629243,6.383232507,6.525892289,6.491729947,6.468248806
ZC3H8,2.212061214,2.810674502,2.382579018,2.51796063,2.434230115,2.842105945,2.400426618,2.03991615,2.3191467,2.65969945,2.42205484,2.541527269,2.29794883,2.519506411,2.167025624,2.408271891,1.94853227
ZC3HAV1,6.648220191,6.670096631,6.668673,6.733945762,6.51223012,6.414431434,6.602247479,6.893708492,6.278156339,6.541526183,6.664446203,6.680233458,6.599114988,6.37725429,6.42965905,6.382985629,6.572587448
ZC3HAV1L,3.846602826,3.416585023,4.380003476,3.370050136,4.00160394,4.156928962,2.854425952,4.541601364,3.456270527,4.012679701,3.331127673,3.396146654,3.432151354,3.836865634,3.679826347,3.596824724,3.781149398
ZC3HC1,5.449525108,4.942686348,4.597031156,4.987783404,4.820737822,4.726125311,5.033388987,5.012137935,4.997956517,5.066152041,4.917456292,5.097251688,5.029008041,5.119082238,5.120897205,4.821552139,4.753856195
ZC4H2,3.491142234,2.049229251,2.525358501,2.319454525,2.741582269,2.913936081,2.363410908,3.783970663,2.213589373,2.477283119,1.717023137,1.782439421,2.246638327,2.950646765,3.003654972,2.695594382,2.80950949
ZCCHC12,0.038883608,0.091385254,0,0.107692669,0.142804739,0.335104354,0.03808137,0.083084411,0.041720932,0.091210978,0,0,0.141556047,0.069442376,0.05430985,0.155916668,0
ZCCHC14,5.213935506,5.962047381,6.232566336,5.995861092,6.126822347,6.444194613,6.047817502,5.524295529,6.036462036,6.241496762,6.070607119,6.194058646,5.856547143,5.966142273,6.170864477,6.057977532,6.11268665
ZCCHC17,6.137840556,5.273000167,5.458821654,5.471293335,5.091179876,5.337335476,5.576757995,5.691664398,5.410978401,5.207910421,5.653458361,5.621187455,5.227317334,5.242602328,5.195290008,5.102418215,5.033370602
ZCCHC18,0.076746668,0.177325074,0.115644602,0.255511563,0.571010675,0.143507655,0.214727532,0.161643446,0.082269181,0,0,0.081471877,0.185814524,0.069442376,0.106649177,0.51398068,0.195869645
ZCCHC2,5.18930284,6.238065452,6.009635242,6.240260898,5.958403142,5.202464942,5.783544448,6.018921081,5.994586513,6.118827761,5.87758725,6.337771044,5.703221916,5.671068965,5.919774446,5.636137618,5.742627946
ZCCHC24,5.035571041,4.190904299,3.556578398,4.676303312,5.376588599,7.733638383,4.502422118,5.837138289,5.043591214,5.474624471,4.055244116,3.722506231,5.064998574,4.266417861,4.465924964,5.712699763,5.6100308
ZCCHC3,3.773554329,3.629744066,4.01326698,3.523779687,3.471550723,2.923911696,3.47385672,3.674363657,3.47542593,3.903664068,3.631652099,3.617159289,3.230356442,3.431387558,3.696998052,3.450122322,3.222973334
ZCCHC4,3.53600307,4.026966781,3.626489158,3.821389561,3.874320495,3.471537349,3.603322293,3.73342641,3.723103811,3.715794477,3.666397343,4.065596803,3.596912842,3.744346715,3.471092983,3.739253645,3.482720261
ZCCHC7,4.880976108,5.7592687,4.872464913,4.59535875,5.02048464,4.41564112,4.618503377,4.852567513,4.703608748,5.347422187,4.881995598,4.817080419,4.936515973,4.962472707,4.701116074,4.676173217,4.612363691
ZCCHC8,5.828812477,5.798783307,5.638755425,5.618524288,5.719125204,5.192183767,5.680471023,5.695795267,5.622516596,5.758219896,5.570717359,5.768378286,5.451202671,5.600245306,5.691437641,5.478887399,5.420579264
ZCCHC9,4.719819699,5.06609586,5.082483674,4.975396721,4.881412818,4.885202254,4.981810985,4.644348107,4.980631954,5.283588512,5.034174242,5.102140423,4.930025373,5.123170473,4.947003866,4.992924382,4.87318995
ZCRB1,5.542938584,5.277871737,5.296739869,5.221507058,5.224295406,5.329851852,5.255716308,5.079448594,5.27218909,5.129387335,5.236014156,5.42249977,5.413313376,5.192900681,4.948796998,4.948289803,5.037634955
ZCWPW1,1.931233413,1.854277625,1.940206996,1.862003734,2.159730462,1.954626321,1.835016783,2.261211813,1.524976879,1.940724135,1.790863986,1.327987216,1.677776007,2.037942646,1.506596037,1.800045538,2.086643923
ZCWPW2,0.379070953,0.091385254,0.222703262,0.207901806,0.429569225,0.450016744,0.075183341,0.500763485,0.082269181,0.17699666,0,0.301456492,0.04874501,0.229696944,0.106649177,0.155916668,0.133488473
ZDBF2,0.113641384,0,0,0,0.096756081,0.957013528,0.11135503,0,0,0,0,0,0,0,0,0.227979997,0
ZDHHC1,5.012557299,5.502592438,4.093041505,4.680669791,4.78488516,5.009855793,4.7548087,4.477782964,4.757810906,5.180910803,5.049297591,4.72183113,4.74458761,4.601387885,4.515162828,4.909096501,4.449081315
ZDHHC12,4.045874461,4.026966781,4.13476453,4.167782212,3.989054115,3.589041607,4.02675967,3.633600901,4.192337934,3.322855237,4.066437438,4.04543391,3.777678091,3.811755388,3.815732178,4.051254522,3.718782243
ZDHHC13,4.697208946,4.728091371,5.098386872,5.377579345,5.848069013,4.659027777,5.063704046,4.958135421,5.439545952,6.006882694,4.867136954,5.03470229,5.258735593,5.753160345,5.711644271,6.043696675,6.212247204
ZDHHC14,1.444173522,2.220945688,3.611790843,2.938343813,3.236952095,3.967375629,2.648292501,1.648047151,2.310639319,3.220509009,2.876719131,2.255894767,3.176538294,3.421462059,2.827737536,4.095268782,3.944486064
ZDHHC15,3.272020492,1.65899197,3.956230601,1.414853761,1.791815196,2.651147407,1.574979017,3.327722905,1.524976879,2.024109294,2.140706462,1.899391641,1.796706435,1.618738241,1.467104079,1.86928162,1.712885797
ZDHHC16,4.39024558,5.674991112,5.937795161,5.615106402,5.548942819,5.376000011,5.624470862,5.559177349,5.694579114,5.669432431,5.618396264,5.646507055,5.515475906,5.50633199,5.455787629,5.561398377,5.249149504
ZDHHC17,3.873742096,4.669982404,4.523025842,4.104189797,4.522878622,5.139649299,4.272172974,4.521261534,4.157181781,4.436698087,4.113962701,3.983197241,3.888950485,4.23086598,4.604323577,4.31592343,4.314977202
ZDHHC18,5.53360953,5.405773129,4.992682879,5.62872963,5.728592782,6.030635839,5.637707498,5.357008935,5.614762849,5.728339263,5.870154321,5.404802898,5.520884938,5.399992086,5.757379733,6.077614288,5.93435349
ZDHHC2,4.669599802,2.824058633,5.186990088,3.251778814,3.825744107,4.313103359,3.6128161,4.679816116,3.773499734,3.27502324,4.017293112,3.339312352,3.347011787,4.01903048,4.193880393,3.627124092,3.791286752
ZDHHC20,6.022531481,6.178092957,6.206716162,6.50381224,6.719204775,6.890700733,6.587476628,6.30671956,6.450679948,6.260657615,6.205820519,6.287152839,6.518129088,6.860655247,6.810085536,6.716991531,6.986222684
ZDHHC21,5.613867023,5.917477899,7.013850809,5.894246744,6.117483703,5.309069443,5.996761956,6.346675074,5.654802845,5.886311179,5.991583498,6.111610802,6.018263246,6.134070724,6.135088215,6.035561913,6.460328987
ZDHHC23,4.658718585,4.021167979,4.930868236,3.785350868,3.537673753,4.096470085,3.431565218,4.977267086,3.983420652,3.832746941,2.771217536,4.060582436,3.266869165,2.889558032,2.425807685,3.116896203,2.915262353
ZDHHC24,4.930928395,5.040525175,5.341970832,4.837503108,4.751837853,4.776542718,4.964612247,4.579653242,4.628588818,4.691140073,4.966079547,4.920335365,4.34676915,4.547647727,4.555733055,4.864575991,4.698374367
ZDHHC3,6.987986329,7.515603567,6.737992142,7.447976093,7.300389582,6.994928442,7.639225785,7.278149528,7.47655988,7.093320112,7.821295156,7.399035251,7.379383712,7.479540999,7.465464393,7.296590223,7.301114331
ZDHHC4,5.210746301,5.449607947,5.224508699,5.128677858,4.749979506,4.610439696,5.10913318,4.859949022,5.039735738,5.034900433,5.401311191,5.283082217,5.073857648,4.870622187,4.833180487,4.992924382,4.542064516
ZDHHC5,6.976765392,6.913341744,7.255219794,7.390826432,7.480687968,7.223633956,7.319154052,7.30408699,7.460066518,7.384822145,7.322777779,7.200790045,7.264132271,7.441780726,7.564393114,7.506961542,7.700589759
ZDHHC6,6.374743624,6.499162904,6.228557653,6.387760187,6.267263028,5.957249974,6.440164542,6.359230618,6.44534665,6.1296262,6.543493573,6.516853646,6.286248362,6.177473691,6.10886487,6.007683467,6.016584979
ZDHHC7,6.156746066,5.892285382,5.772523268,5.905482705,5.789567341,6.212548493,6.11226768,5.754004446,5.99126322,6.027958689,6.1153053,6.071045443,5.865928619,5.785119236,5.905072324,6.026749796,5.812729251
ZDHHC8,4.553555314,4.180536052,4.347842452,4.312674092,4.038611397,4.70603265,4.24393877,4.851086669,4.424921128,4.523183011,4.426388064,4.248691701,4.463726373,4.244066187,4.562775561,4.434886394,4.155392955
ZDHHC9,7.198773102,7.042045988,6.144250772,7.059775709,6.960882527,6.550235535,7.147155082,7.184833268,7.018917013,6.83253487,7.248555449,6.944600444,6.861203038,6.888842904,6.958529757,6.820407517,6.927688174
ZEB1,3.366759644,2.356069967,3.009398794,2.683752796,4.050739225,6.479287526,2.696712324,3.681046866,2.840281998,3.427199081,1.790863986,2.570036408,3.050558491,2.805558723,3.178885766,3.948353758,3.724083728
ZEB2,3.374380768,3.296899307,3.541146368,4.384026967,5.724813203,7.387144077,3.882466134,4.762487917,4.512838073,3.849173307,3.361737369,4.030124632,4.695684361,4.686732311,4.450819846,5.795072617,6.141698976
ZER1,5.32821922,5.299592495,5.141664191,4.817815511,4.736903616,5.053673434,4.801220297,4.906316856,4.930153448,5.043490957,4.892515996,4.790069197,4.712800647,4.929002258,4.980698008,5.073370851,4.722414022
ZFAND1,4.759646951,5.250872216,5.146771299,4.748793811,4.509759792,3.537995154,5.026301807,4.889103083,4.753109436,4.458274894,4.718961884,4.834810971,4.486021608,4.82617331,4.640276686,4.419580115,4.386933192
