"","SUM44_P1","SUM44_P2","SUM44_P3","SUM44_TamR1","SUM44_TamR2","SUM44_TamR3"
"SCN3B",4.99129,4.887,4.86998,4.75121,4.98275,5.03093
"SCN4A",4.51243,4.67831,4.64399,4.79556,4.59683,4.95408
"SCN5A",4.83931,5.06415,4.81252,5.00763,4.88248,5.16052
"SCN7A",3.62037,3.64623,3.71067,3.87182,3.86546,3.80454
"SCN8A",4.29738,4.22088,4.10096,4.41851,4.32082,4.56829
"SCN9A",3.88982,3.84629,3.74089,3.87683,3.78089,3.64705
"SCNN1A",8.45338,8.01922,7.64403,6.48566,6.31752,6.58899
"SCNN1B",5.299,5.43299,5.42297,5.53451,5.50577,5.7561
"SCNN1D",5.19167,5.25374,5.28464,5.22754,5.1901,5.23937
"SCNN1G",4.81965,4.79798,4.93913,4.8324,4.78721,4.83193
"SCO2",8.75406,8.19068,8.34161,8.5242,8.46089,7.78489
"SCP2",8.54971,8.53856,8.56401,8.26331,8.14088,8.42244
"SCPEP1",7.62835,7.34256,6.71738,6.69476,6.36966,5.68726
"SCRG1",4.21412,4.09909,4.18789,4.0417,3.99538,4.42107
"SCRIB",8.15674,7.62113,8.17873,7.95146,7.84598,7.47328
"SCRN1",10.9211,10.8332,10.8349,10.78,10.7358,10.8628
"SCTR",5.03828,5.01367,5.02841,5.09187,5.02637,5.42456
"SCUBE3",4.6216,4.79715,4.64137,4.78241,4.69771,4.79807
"SCYL3",8.50195,8.14286,7.91599,8.03818,8.53729,8.15679
"SDAD1",7.94484,7.72577,8.23856,7.4807,7.63968,7.73262
"SDC1",11.1352,11.1687,11.0304,11.5733,11.2349,10.9348
"SDC2",8.99535,8.62274,8.23634,8.10581,8.2405,7.71738
"SDC3",6.76507,6.66911,6.5043,6.81712,6.62613,6.79344
"SDC4",9.94292,9.64028,9.65459,9.83494,9.87953,9.48048
"SDCBP",10.5136,10.7129,10.4671,10.2495,10.1524,10.4615
"SDF2",7.76049,7.60106,7.49353,7.72404,7.78847,7.43941
"SDF2L1",8.46444,9.12854,9.47928,9.9956,9.67667,9.70962
"SDF4",9.83262,10.0217,9.82167,10.0313,9.9472,9.68351
"SDHA",10.1529,9.88317,9.76661,9.32511,9.43757,9.04818
"SDHB",9.63695,9.89165,10.0694,9.84296,9.91528,9.70604
"SDHC",10.7866,10.8866,10.7184,10.951,10.861,10.6993
"SDHD",7.7044,7.85618,7.92459,7.68476,7.55894,7.56093
"SDR39U1",8.58889,8.38822,8.34738,8.83544,8.73345,8.16019
"SDS",5.44326,5.31208,5.39711,5.59259,5.70781,5.75793
"SEC11A",11.3428,11.2999,10.9286,11.3023,11.4229,11.272
"SEC13",11.4199,11.4323,11.2544,11.743,11.6417,11.3526
"SEC14L1",8.84436,8.61372,8.4686,8.71484,9.01554,8.38756
"SEC14L1P1",4.00862,3.91071,3.99519,4.06161,3.99856,4.29353
"SEC14L2",5.11817,5.2515,5.42837,5.49945,5.22932,5.5675
"SEC14L3",4.44441,4.27825,4.57342,4.56431,4.35245,4.55251
"SEC14L4",4.72177,4.6365,4.49388,4.80769,4.65713,5.5251
"SEC14L5",4.98781,4.95957,4.90484,5.00946,5.02986,4.73267
"SEC16A",9.4592,9.3105,8.97817,9.84937,9.66608,9.18086
"SEC22A",4.73002,4.73672,4.7165,4.7509,4.75402,4.58521
"SEC22B",8.00501,8.56712,7.97487,8.28499,8.1305,7.98759
"SEC23A",6.71757,6.92849,6.89407,6.48724,6.54814,7.06295
"SEC23B",9.23853,9.46227,9.22015,9.38723,9.16981,9.04514
"SEC23IP",7.17005,7.45241,7.15853,7.06489,6.89077,6.75152
"SEC24A",8.84647,8.75504,8.64585,8.43755,8.11716,8.62496
"SEC24B",8.90033,9.00062,8.90525,7.99696,8.10079,8.35815
"SEC24C",9.41419,9.46174,9.37807,9.801,9.77327,9.37009
"SEC24D",6.91081,7.49466,7.21928,7.34718,7.50057,7.29326
"SEC31A",10.2837,10.3076,10.3078,10.3328,10.3856,10.2452
"SEC31B",5.74859,5.77679,5.91349,5.82199,5.80424,5.74467
"SEC61A1",9.37732,9.37156,9.2858,10.4052,10.5141,10.1534
"SEC61B",11.0716,11.2892,11.1458,11.3591,11.1105,11.2524
"SEC61G",10.1261,10.3534,10.2113,10.8632,10.5392,10.6858
"SEC62",9.01292,9.11935,9.15503,9.07849,8.90008,9.25554
"SEC63",9.11332,8.86864,8.99804,8.64902,8.58492,9.13439
"SECISBP2",5.69536,5.55996,5.90198,5.39437,5.63603,5.66781
"SECISBP2L",6.77625,6.94337,5.87265,5.61136,5.65906,5.49137
"SECTM1",8.19891,8.05882,7.8542,7.30606,7.4376,7.00447
"SEL1L",8.59157,8.89086,8.91227,8.24284,8.00154,8.21524
"SEL1L3",7.76705,6.59936,5.91553,5.87401,5.63112,5.38907
"SELE",3.79331,3.83932,3.86433,3.83548,3.81113,3.79
"SELENBP1",9.93773,10.0741,9.9263,10.0446,10.0423,9.60643
"SELENOF",8.18738,8.04997,7.97479,7.82296,7.82788,7.66701
"SELENOP",11.0174,11.2333,10.6896,10.1209,10.1806,10.5032
"SELENOT",9.75912,9.80324,9.76315,9.70338,9.79094,9.27366
"SELENOW",10.9566,11.1625,10.9204,11.321,11.3585,11.015
"SELL",4.6357,4.71504,4.71116,4.56448,4.6448,4.46777
"SELP",6.10366,6.06042,6.14873,6.05593,6.14211,5.99122
"SELPLG",5.88622,5.84012,5.79315,5.90554,5.86443,5.98398
"SEM1",9.22046,9.2314,9.197,9.38926,9.13495,9.18797
"SEMA3A",5.09214,4.99343,4.72935,4.86053,4.90607,4.94273
"SEMA3B",4.58002,4.62893,4.63086,5.07315,4.71801,5.32507
"SEMA3C",8.85387,9.51746,9.14759,7.72421,7.17582,7.16954
"SEMA3D",3.82048,3.97609,3.89522,4.02738,3.96858,4.12259
"SEMA3E",3.48493,3.54526,3.46185,3.50668,3.60961,3.49594
"SEMA3F",8.59317,8.63952,8.58499,8.57082,8.81767,8.56665
"SEMA4D",6.6458,6.50858,6.44947,6.81166,6.86323,6.17429
"SEMA4F",7.02796,7.16341,7.13973,7.23201,7.11724,6.8622
"SEMA5A",6.56496,6.5611,6.23581,6.43412,6.42715,6.54134
"SEMA6A",5.98003,6.07486,6.00693,6.18543,6.14001,6.54462
"SEMA6C",6.51591,6.51169,6.42618,6.72979,6.78281,7.06838
"SEMA7A",5.86638,5.88098,5.82359,6.07207,5.8545,6.19906
"SEMG1",3.97543,4.01415,3.99596,3.88396,3.95497,4.0278
"SEMG2",3.68053,3.74437,3.67547,3.67112,3.80507,3.72728
"SENP2",7.17547,7.12134,7.1782,6.69664,7.07043,6.60894
"SENP3",7.95765,7.88338,8.16274,8.121,8.25768,7.47247
"SENP5",7.08326,7.12559,7.12468,7.03646,7.0739,7.13464
"SENP6",7.60746,7.53426,7.49379,7.17524,7.09336,7.28736
"SEPHS1",9.57627,9.61698,9.78793,8.83715,9.1122,8.8022
"SEPHS2",10.1423,10.0437,9.95627,10.1715,10.4703,10.0769
"SEPT5-GP1BB",6.18075,6.25231,6.10665,6.45001,6.3564,6.34712
"SEPTIN10",9.79895,9.43776,9.44246,8.90377,9.13842,9.09815
"SEPTIN11",8.13424,8.36061,8.86684,7.7204,7.63852,7.90579
"SEPTIN2",10.183,10.4637,10.5295,9.88248,10.0097,10.2973
"SEPTIN4",4.43355,4.36045,4.49545,4.53847,4.56745,4.88008
"SEPTIN6",5.46145,5.7709,6.3145,6.21246,6.26826,5.52409
"SEPTIN7",10.8984,10.9172,11.1679,10.7472,10.4856,10.9027
"SEPTIN8",7.79806,8.0841,8.52709,8.52222,8.60013,8.41625
"SEPTIN9",11.0502,11.2466,11.391,11.5682,11.4594,11.1762
"SERBP1",10.3869,10.5564,10.8764,9.89551,9.94793,10.1644
"SERHL2",7.45615,6.82166,6.05741,5.94429,6.06932,5.75828
"SERINC1",9.14126,9.06835,8.74544,8.27125,8.48796,8.71261
"SERINC3",9.65057,9.45529,9.45527,9.48718,9.80756,9.35448
"SERINC5",9.447,9.34403,9.24206,8.4399,8.35383,8.06784
"SERP1",11.112,11.2311,11.0529,11.4271,11.3048,11.2659
"SERPINA1",8.90791,8.09079,7.25924,11.5359,11.9165,11.4466
"SERPINA2",4.22033,4.4055,4.27569,4.41337,4.25919,5.44708
"SERPINA3",9.85332,9.00943,8.94798,6.43683,6.17144,6.19248
"SERPINA4",6.09043,6.1194,6.3129,6.08966,6.17867,6.01074
"SERPINA5",9.57662,8.35519,8.02032,6.05233,6.62013,5.37509
"SERPINA6",4.76078,4.85364,4.81999,5.05631,4.98397,5.07285
"SERPINA7",4.60888,4.65077,4.52125,4.66582,4.61964,4.61001
"SERPINB1",8.19714,7.93349,7.68618,7.87902,8.06177,7.28717
"SERPINB10",4.5862,4.74521,4.47644,4.53354,4.32641,5.25878
"SERPINB13",4.83023,4.77334,4.76231,4.75816,4.73485,5.12808
"SERPINB2",4.00706,4.14655,4.2515,4.08702,4.06434,4.03365
"SERPINB3",4.45763,4.26951,4.37588,4.33956,4.43066,4.27209
"SERPINB4",3.85401,3.79664,3.82836,3.68941,3.77782,3.77263
"SERPINB5",4.72763,4.63051,4.59083,4.60797,4.32604,4.38554
"SERPINB6",10.5591,10.4515,10.4857,10.6093,10.7874,10.3412
"SERPINB7",4.66349,4.64158,4.70306,4.63819,4.65175,4.32887
"SERPINB8",6.10163,5.8831,5.96857,6.16105,5.9761,6.38862
"SERPINB9",4.23479,4.29158,4.35094,4.52246,4.2155,4.78231
"SERPINC1",4.35022,4.44747,4.27185,4.62385,4.51766,4.83633
"SERPIND1",4.28008,4.19014,4.32159,4.1959,4.42026,4.19296
"SERPINE1",4.83702,4.91533,4.86343,4.98511,4.89203,5.03212
"SERPINE2",5.00615,4.75897,4.78493,4.911,5.06098,4.78298
"SERPINF1",4.69627,4.82737,4.74214,4.87843,4.79601,4.72141
"SERPINF2",4.57578,4.42775,4.46863,4.72569,4.53371,4.92716
"SERPING1",4.6052,4.52803,4.51661,4.62636,4.6879,4.55491
"SERPINH1",10.3824,10.4663,10.3652,10.1342,9.76293,9.75098
"SERPINI1",7.27976,6.78086,6.18552,6.86847,6.29217,6.43026
"SERPINI2",4.36576,4.29523,4.30802,4.3767,4.33217,4.43655
"SERTAD2",9.19254,9.21176,9.35654,8.86028,9.07195,9.12867
"SESN1",7.42842,7.32745,7.08738,7.10445,7.46214,7.19849
"SET",10.3797,10.9669,10.5771,10.3559,10.033,10.5224
"SETBP1",7.05298,6.55687,6.29366,6.34555,6.58368,6.85471
"SETD1A",6.12632,5.91931,6.01229,6.14439,6.21866,6.09188
"SETD1B",9.35831,9.38044,9.42402,9.80167,9.76647,9.50015
"SETD2",7.64531,7.36365,7.46617,7.02674,7.06632,7.14673
"SETD3",9.85872,9.28629,9.8021,9.44654,9.66756,9.30804
"SETD4",7.25559,7.59207,7.73601,7.50611,7.29279,7.49259
"SETDB1",7.57695,7.50227,7.52328,7.6496,7.89252,7.37431
"SETMAR",7.43341,7.38801,7.1492,7.23069,7.16282,6.67979
"SETX",6.59773,6.55936,6.55461,6.05763,6.15045,6.36126
"SEZ6L",5.66589,5.65738,5.61839,5.88581,5.61402,5.63093
"SEZ6L2",8.37932,8.46201,8.53593,9.10598,9.13985,8.66125
"SF1",8.90199,8.77008,8.90177,9.1325,9.11328,8.63893
"SF3A1",8.88746,8.66912,8.71037,9.25286,9.2088,8.76381
"SF3A2",6.69048,6.52917,6.698,6.84758,6.77744,6.71079
"SF3A3",6.18324,6.33979,6.55599,6.77685,6.80801,6.44101
"SF3B1",10.6459,10.8041,10.506,9.79689,9.66733,10.3814
"SF3B2",9.45604,9.77171,9.94453,9.58862,9.45605,9.25288
"SF3B3",8.60589,8.6354,8.90327,9.3638,9.22828,8.92092
"SF3B4",8.86345,8.7665,8.58314,9.11607,8.86446,8.39557
"SFI1",6.90578,7.08377,7.31038,7.36576,7.14182,7.20836
"SFMBT1",6.65142,6.57195,6.72374,6.81478,6.95133,6.6344
"SFN",10.8191,11.177,11.5283,11.7332,11.3132,11.2431
"SFPQ",9.98872,10.0685,10.2905,9.91732,10.0503,10.0111
"SFRP1",5.00039,4.94978,4.887,4.75298,4.91168,4.8817
"SFRP4",4.99214,5.18532,5.09706,5.14945,5.04684,5.3038
"SFRP5",4.32285,4.43777,4.29641,4.56703,4.27549,4.88665
"SFSWAP",7.44166,7.41302,7.52557,7.8067,7.92815,7.56309
"SFT2D2",6.23149,6.72304,6.45984,6.90991,6.76359,6.71127
"SFTPB",6.69735,6.74347,6.71475,6.91137,6.59938,7.21489
"SFTPC",7.8144,7.4936,7.39427,7.5839,7.67346,7.62581
"SFTPD",6.65009,6.41841,6.47892,7.44075,7.12558,7.06186
"SFXN1",6.858,6.836,6.96194,6.77294,6.90607,6.51193
"SFXN3",7.53467,7.44728,7.36016,7.5817,7.48236,7.16511
"SGCA",4.76734,4.72154,4.71373,4.60631,4.55194,5.16254
"SGCB",5.94298,6.41542,6.46176,5.65954,5.73821,5.28548
"SGCD",6.04192,5.96439,5.95325,5.85594,5.95829,5.64884
"SGCE",9.32225,8.58816,8.00973,7.66841,8.03345,7.97014
"SGCG",4.51873,4.4663,4.72384,4.4882,4.4922,5.2636
"SGK1",5.08552,5.12307,5.04497,4.43483,4.55733,4.36303
"SGMS1",6.5123,6.20733,5.94317,5.91207,5.97009,5.86149
"SGPL1",8.96875,8.37482,8.00249,8.54032,8.76508,7.77757
"SGSH",7.19542,7.23485,7.26991,7.63798,7.64724,7.49865
"SGSM2",8.95957,8.84524,8.88821,8.95047,8.96632,9.05628
"SGSM3",8.38787,8.0879,8.0586,8.55206,8.42115,8.13842
"SGTA",7.6139,7.53742,7.40479,7.72013,7.79202,7.60089
"SH2B1",6.33874,6.42362,6.6228,6.52417,6.69998,6.52644
"SH2B2",5.63839,5.54968,5.59152,5.45147,5.41137,5.30443
"SH2B3",5.76893,5.74004,5.80269,5.66067,5.62266,5.30232
"SH2D1A",5.691,5.69716,5.66694,5.82299,5.73876,6.11072
"SH2D2A",5.95732,5.90418,5.8325,6.16105,5.83234,6.60776
"SH2D3C",4.37057,4.26135,4.36639,4.372,4.36509,4.4672
"SH3BGR",7.16471,6.80668,6.75718,7.46196,7.69737,7.19005
"SH3BGRL",7.96323,7.78384,7.18459,8.19236,8.25127,8.10645
"SH3BP1",5.47445,5.64285,5.66099,5.70126,5.52603,5.96963
"SH3BP2",7.39404,7.13129,7.30323,7.16596,7.05751,7.31768
"SH3BP5",8.01203,7.98923,7.87336,8.15578,8.38789,8.10342
"SH3GL1",8.65865,8.28044,8.51397,8.78274,8.69205,8.45525
"SH3GL2",3.84318,3.72807,3.74178,3.71927,3.79801,4.02344
"SH3GL3",5.66996,5.50239,5.67585,5.51083,5.61152,5.45074
"SH3GLB1",9.12372,9.13934,8.96563,9.21026,9.23876,9.01473
"SH3GLB2",6.68665,6.56467,6.5446,6.7251,6.90096,6.04057
"SH3PXD2A",5.36442,5.30712,5.19239,5.33497,5.35066,5.51182
"SH3YL1",9.60087,9.52453,9.55066,9.09375,9.30007,9.22311
"SHANK2",10.2893,10.1558,10.0034,9.35933,9.47234,9.10441
"SHB",7.25803,6.92947,7.01496,7.24563,7.36053,6.95896
"SHBG",6.44464,6.60591,6.55072,6.53138,6.63876,6.44596
"SHC1",9.31116,9.08436,9.27322,9.61382,9.48241,9.03173
"SHC2",5.97728,5.99017,5.78892,5.68269,5.83806,5.76984
"SHC3",5.3335,5.35372,5.12786,5.29282,5.14012,5.00624
"SHFL",7.25181,7.54746,7.42251,7.05693,7.10331,6.84234
"SHH",4.16858,4.14191,4.26039,4.42453,4.22025,4.5941
"SHISA6",4.05427,3.99501,4.114,4.05733,4.11099,4.09441
"SHMT1",4.23276,4.19227,4.17882,4.27761,4.20161,4.44751
"SHMT2",11.7564,10.9362,10.8632,11.064,11.5687,10.9104
"SHOC2",7.31596,6.91301,6.90281,6.61871,6.68223,6.19128
"SHOX",5.08467,5.04759,5.08503,4.97712,5.08421,5.12367
"SHOX2",5.50081,5.57184,5.50209,5.74192,5.69169,5.68043
"SHROOM2",8.49891,8.16164,8.04133,8.48975,8.71692,8.03899
"SI",3.53669,3.47387,3.51619,3.56656,3.55174,3.47198
"SIAH1",9.75997,9.70667,9.74925,9.83294,10.0158,9.75384
"SIAH2",8.59131,8.46461,8.42706,7.97858,7.84394,6.99422
"SIDT2",9.51397,9.15929,8.7342,9.57936,9.73972,9.15872
"SIGLEC15",8.76772,8.87051,8.55317,6.74842,6.49152,6.84777
"SIGLEC6",5.72939,5.84124,5.69942,5.78851,5.55888,5.86409
"SIGLEC7",5.65104,5.79795,5.83672,5.9646,5.82913,6.35158
"SIGLEC8",5.00786,4.91443,4.98499,5.27664,5.3582,5.30522
"SIGLEC9",5.059,4.90165,5.0769,5.08199,4.97861,5.45208
"SIGMAR1",7.55591,7.77217,7.96281,7.878,7.83411,7.41129
"SIK2",6.05136,5.75188,5.39711,5.67493,5.80591,5.52854
"SIK3",8.00073,7.75638,7.60444,7.83568,7.86268,7.36315
"SIKE1",5.01372,4.83803,4.68855,4.85384,4.59408,4.81654
"SIL1",7.99792,7.7519,7.63452,8.28735,8.15851,7.95816
"SIM1",3.89722,3.92185,3.99346,4.07621,3.96531,3.90567
"SIM2",5.13979,5.08462,5.32516,5.20541,5.16617,5.63172
"SIN3B",6.6065,6.449,6.58184,6.56336,6.84957,6.35491
"SIPA1",6.40609,6.02,6.06846,6.23508,6.13334,6.54949
"SIPA1L1",7.31741,7.58661,7.53793,7.38466,7.59741,7.30588
"SIPA1L3",8.4381,8.13497,8.38976,8.4908,8.39383,8.44399
"SIRPA",5.33307,5.60048,5.33089,5.5445,5.43584,6.61949
"SIRPB1",5.4522,5.32396,5.37218,5.48524,5.36293,5.45788
"SIRT1",6.61101,6.66975,6.73753,6.00181,5.95462,5.90515
"SIRT7",7.23037,7.14619,7.28965,7.70557,7.71813,7.40879
"SIT1",5.13335,4.92595,4.9016,4.99213,4.77592,5.70194
"SIVA1",8.96719,8.94692,9.37143,9.65156,9.40582,9.23337
"SIX1",4.75912,4.76599,4.75872,4.88227,4.83975,5.60436
"SIX2",8.11259,7.86379,8.25706,8.64451,8.69415,8.32101
"SIX3",4.28002,4.23723,4.36087,4.44468,4.18525,4.40319
"SIX5",4.75594,4.83365,4.90236,4.87002,4.72864,5.26899
"SIX6",4.68366,4.6883,4.64153,4.67522,4.71538,4.71151
"SKA1",4.83524,5.2072,5.60977,5.09403,5.47918,5.17606
"SKAP1",5.6303,6.14379,6.30914,5.67015,5.63947,6.12331
"SKAP2",7.50523,7.64724,7.77811,6.78082,6.50509,7.13041
"SKI",6.03302,6.14022,6.06872,6.27168,6.13926,5.97716
"SKIL",5.46975,5.40061,5.42164,5.53942,5.65844,5.80113
"SKIV2L",8.34684,8.20125,8.2527,8.59618,8.70669,8.52213
"SKP1",12.3229,12.4602,12.3876,12.2968,12.3129,12.3209
"SKP2",6.5152,6.72984,7.16803,6.4128,6.25889,6.38459
"SLA",6.19197,6.01594,5.99948,6.12491,6.14829,6.22096
"SLAMF1",4.68169,4.45179,4.58461,4.48505,4.53916,4.44121
"SLBP",8.74073,9.1318,9.53295,8.56521,7.89228,7.75209
"SLC10A1",5.87446,5.72342,6.00516,5.80541,5.80576,5.97121
"SLC10A2",4.80203,4.83085,4.84061,4.78382,4.92304,4.8416
"SLC10A3",7.02209,7.04776,7.28682,7.48445,7.26884,6.86566
"SLC11A1",6.13997,6.17038,6.25487,6.35999,6.15246,6.06128
"SLC11A2",8.30341,8.32714,8.54679,7.71574,8.12858,7.94432
"SLC12A2",9.46497,10.0319,8.74767,8.67936,8.59471,8.96588
"SLC12A3",5.97722,5.91467,6.24908,6.11982,6.10539,6.11228
"SLC12A4",6.61781,6.60369,6.67067,6.80911,6.67128,6.6172
"SLC12A5",4.93807,4.95475,4.92827,5.01623,5.2139,6.44768
"SLC12A7",9.37134,9.1464,9.31516,8.96339,8.71936,8.71646
"SLC13A2",5.17969,5.10948,5.16453,5.40572,5.45383,5.35351
"SLC13A3",6.16337,6.01265,5.94208,6.22224,5.74456,6.12024
"SLC14A1",3.81305,3.82343,4.01085,3.52304,3.55978,3.55032
"SLC14A2",5.28169,5.35195,5.26853,5.58894,5.32276,5.98832
"SLC15A1",3.97207,4.02015,4.09814,3.99844,4.12384,3.86277
"SLC15A2",4.32132,4.22707,4.26928,4.15616,4.17177,4.31602
"SLC16A1",8.2884,7.90906,7.83187,7.43958,7.64287,7.85135
"SLC16A2",7.82602,7.56175,7.32559,8.82285,8.9292,8.50196
"SLC16A4",4.17904,3.92338,3.90592,3.80126,3.97447,3.83285
"SLC16A5",6.25477,5.91902,5.96857,6.43892,6.6207,6.09807
"SLC16A6",4.66524,5.21324,5.41481,4.62484,4.2406,4.22295
"SLC16A7",4.33736,4.24165,4.33999,4.17502,4.23577,4.49108
"SLC17A1",4.89233,4.88359,4.87924,4.87358,5.0228,4.99665
"SLC17A2",4.45433,4.51369,4.33541,4.26461,4.44369,4.23428
"SLC17A3",4.65423,4.58084,4.62511,4.77643,4.70891,4.68393
"SLC17A4",5.15719,5.39693,5.20586,5.25067,5.08122,5.10808
"SLC17A7",6.05275,6.0912,5.98741,6.00441,6.01709,6.27345
"SLC18A1",4.20288,4.30944,4.26063,4.32726,4.30148,4.58496
"SLC18A2",4.04676,3.83809,3.81958,3.92179,4.04676,3.84741
"SLC18A3",4.8799,4.90446,4.92632,4.8406,4.90634,4.96459
"SLC19A1",7.51442,7.64569,7.41672,7.53929,7.48282,7.5146
"SLC19A2",8.28147,7.95547,7.72421,7.60305,7.85032,7.31596
"SLC1A1",6.95326,6.23852,6.14984,5.1584,5.04913,5.17444
"SLC1A2",4.84886,4.72824,4.68107,4.62078,4.52122,4.74363
"SLC1A3",5.27726,5.37471,5.31745,5.27141,5.32693,5.35374
"SLC1A4",9.86707,9.53802,9.51648,10.0271,10.208,9.67306
"SLC1A5",10.4475,9.91418,9.98197,10.2715,10.5095,9.94333
"SLC1A6",4.78306,4.82095,4.91645,5.02278,4.92876,5.55596
"SLC1A7",6.2269,6.08536,6.10591,6.17734,5.97865,6.73245
"SLC20A1",9.76193,9.62705,9.81199,9.47622,9.42182,9.08757
"SLC20A2",6.72926,6.84455,6.55578,6.78017,6.99458,6.30032
"SLC22A1",4.60117,4.59876,4.4558,4.4244,4.42347,4.95583
"SLC22A13",5.18309,5.12053,5.23432,5.3743,5.09453,6.10058
"SLC22A14",6.72468,6.52335,6.5572,6.74925,6.61272,6.419
"SLC22A17",6.75425,6.49339,6.54041,6.69664,6.83438,6.4765
"SLC22A18",8.77324,8.29891,8.28784,8.55557,8.48249,8.04549
"SLC22A18AS",6.27951,6.34461,6.26823,6.40343,6.33403,6.81413
"SLC22A2",4.83219,4.89818,4.9462,5.21737,4.9626,4.89252
"SLC22A3",3.41467,3.40127,3.46043,3.51889,3.45496,3.43358
"SLC22A4",7.93014,7.80595,7.84751,6.94179,7.16285,6.84461
"SLC22A5",8.14362,8.16522,7.86444,7.58943,7.69383,7.3072
"SLC22A6",5.1587,5.03463,4.81661,5.05658,5.03893,5.43997
"SLC23A2",6.03234,5.9639,5.87291,5.88434,5.84963,5.63535
"SLC24A1",6.41771,6.38845,6.12746,6.53866,6.60463,5.96757
"SLC25A1",9.10792,8.98014,9.18927,9.82794,9.84637,9.35776
"SLC25A10",7.5052,7.54481,7.64533,8.23043,7.93088,7.62796
"SLC25A11",7.64258,7.79549,7.91887,8.09487,7.92475,7.39883
"SLC25A12",6.96075,7.18701,7.17222,6.48096,6.83587,6.38893
"SLC25A13",7.2588,7.37196,7.44674,7.81608,7.66709,7.35759
"SLC25A14",7.93773,8.09976,7.94943,8.2604,8.34815,8.41095
"SLC25A15",6.8489,7.1114,7.52242,7.19327,6.93174,6.45017
"SLC25A16",7.80913,7.97761,8.01103,8.02736,7.97041,7.60381
"SLC25A17",7.30933,7.20824,7.29985,7.44837,7.32933,6.9217
"SLC25A20",7.35897,7.21928,7.35644,8.0537,8.09881,7.45952
"SLC25A22",6.93298,7.11229,7.13971,7.49533,7.15661,7.57515
"SLC25A24",8.63265,8.75073,8.71164,8.26819,8.32533,8.70734
"SLC25A3",12.6506,12.4063,12.4359,12.7202,12.8378,12.4499
"SLC25A36",9.07037,9.06886,9.13995,8.39269,8.31415,8.40836
"SLC25A37",5.48431,5.77479,5.45297,6.17036,6.39331,5.83381
"SLC25A38",8.76741,8.54058,8.41715,8.56448,8.75323,8.33638
"SLC25A4",9.01722,8.90508,9.13075,8.8867,9.08378,8.84292
"SLC25A40",4.82788,4.96751,5.19656,4.7683,5.10605,4.49039
"SLC25A42",4.16744,4.13564,4.15256,4.06515,4.20849,4.69717
"SLC25A44",8.34253,8.07975,8.0765,8.38542,8.36474,8.04947
"SLC25A46",6.92125,7.1702,7.17051,7.00511,6.94162,6.97604
"SLC25A5",11.8164,12.0389,12.0407,11.915,12.1461,11.9028
"SLC25A6",11.879,11.489,11.6903,11.6258,12.0089,11.5327
"SLC26A10",5.08491,4.83506,5.13015,5.18857,5.21343,4.87051
"SLC26A2",5.81901,5.88268,4.8123,4.49748,4.10036,4.33536
"SLC26A3",4.09812,3.98995,3.92047,3.80611,3.76482,3.7811
"SLC26A4",4.06121,3.88789,4.08313,3.94898,4.00621,3.84535
"SLC27A2",7.76567,7.73561,8.07286,9.16003,8.86677,9.08263
"SLC28A1",5.04198,5.07076,4.99102,5.04954,5.08122,5.48157
"SLC28A2",5.09982,5.04465,5.30524,5.14644,5.11981,5.26878
"SLC29A1",9.92609,9.80103,9.76116,9.72315,9.74511,8.85236
"SLC29A2",5.92574,5.98637,6.48039,5.97202,5.70045,5.78549
"SLC2A1",7.93036,7.60914,7.40076,8.81987,8.64186,8.15713
"SLC2A2",3.86881,3.86794,3.76862,3.71016,3.77516,3.76888
"SLC2A3",4.5188,4.63803,4.56458,4.78683,4.6621,4.60972
"SLC2A4",4.19039,4.23202,4.15902,4.19864,4.22378,4.54857
"SLC2A4RG",8.48599,8.43892,8.65043,8.7601,8.56832,8.28741
"SLC2A5",5.76044,5.7338,5.83312,5.81179,5.81442,5.80217
"SLC30A1",9.29248,9.21271,9.51401,8.98604,9.04198,9.49659
"SLC30A3",7.14927,7.09008,7.14479,7.15562,7.05432,6.82279
"SLC30A4",4.286,4.10609,4.3073,4.08384,4.24271,4.12392
"SLC30A9",8.53021,8.60264,8.71661,7.13104,7.17793,7.09914
"SLC31A1",8.33289,8.02604,7.99553,8.34416,8.4449,8.19606
"SLC31A2",5.60308,5.62341,5.63156,5.67374,5.78676,5.67047
"SLC33A1",6.53801,6.28078,6.48486,6.07801,5.82507,5.7138
"SLC34A1",5.65487,5.56162,5.65132,5.5866,5.58787,5.95817
"SLC34A2",4.22432,4.14313,4.17965,4.13301,4.0526,4.17568
"SLC35A1",8.50985,8.11147,7.79822,7.66524,7.6312,7.43983
"SLC35A2",8.22541,7.73717,7.84816,8.38285,8.45386,7.79654
"SLC35A3",10.2688,10.4899,10.2912,9.68362,9.32793,9.50152
"SLC35A5",5.26047,5.23959,5.33371,4.98759,5.32627,5.04435
"SLC35B1",8.92595,8.75981,8.72009,9.10738,9.05363,8.63293
"SLC35C1",6.5408,6.08016,6.14785,6.59002,6.46463,6.40199
"SLC35D1",6.3332,6.50866,6.63934,6.85318,6.57949,7.13609
"SLC35D2",6.91494,7.11016,7.04955,6.89034,6.90878,6.5088
"SLC35F2",8.19324,8.12977,8.40858,7.82164,8.14734,7.60596
"SLC36A1",6.36536,6.29537,6.50383,6.69747,6.52699,6.52757
"SLC37A4",7.21757,7.18632,7.34162,7.34767,7.39197,6.85651
"SLC38A1",10.3789,10.4612,10.0737,9.46841,9.41851,9.83868
