"","MCF7_rep1","MCF7_rep2","MCF7_shCtrl_rep1","MCF7_shCtrl_rep2","TamR_rep1","TamR_rep2","TamR_rep3","TamR_rep4"
"CXXC1",5.01472649637267,5.01089565500202,5.17514632197771,5.16120590476268,5.06250934835538,5.05604904773785,5.13826278377528,5.18453578109842
"CXXC1P1",0,0,0,0,0,0,0,0
"CXXC4",1.78494563448688,2.41492398173542,2.0177526071942,2.09548638280769,4.71904145112262,4.72912094468435,4.60821082547946,4.5247742496484
"CXXC5",7.49512518262364,7.45184335427836,7.32194812050477,7.27549325745066,8.09120494560536,8.1353826161618,8.06588615436255,8.0777658655233
"CXorf21",0,0,0,0,0,0,0,0
"CXorf23",4.28091845464868,4.59149231074132,4.5845667080843,4.65992216200105,3.95020959973695,3.87772977485804,3.74597414596614,4.08080030413358
"CXorf36",0,0,0,0,0,0,0,0
"CXorf38",4.85974850252771,4.98342506500288,5.10017075578784,5.09365460103356,4.33818343538664,4.31582214252477,4.68309674324622,4.56249284659287
"CXorf40A",3.40545615604831,3.38211215764933,3.42740225412653,3.56610136677268,2.76822655709471,2.4827962271417,2.87829516352757,2.95887607337365
"CXorf40B",3.27131671560041,3.17914462308864,3.27212030861796,3.2204320802887,2.2632180863672,2.39014110764887,2.69744364781615,2.46972206081568
"CXorf49",0,0,0,0,0,0,0,0
"CXorf49B",0,0,0,0,0,0,0,0
"CXorf51A",0,0,0,0,0,0,0,0
"CXorf51B",0,0,0,0,0,0,0,0
"CXorf56",5.05611124846115,4.98688763071709,4.73752444744786,4.79009600875649,3.62378631107339,3.87772977485804,4.29464102111867,4.29511650808655
"CXorf57",1.02493615349342,1.14812484750665,0.937236979062066,0.628182898991922,0.456920653790866,0.638156515242526,0.954927999276457,1.10553098430396
"CXorf58",0,0,0,0,0,0,0.100561918588521,0.26694289759043
"CXorf65",0,0,0,0,0,0,0,0
"CXorf66",0,0,0,0,0,0,0,0
"CXorf67",0,0,0,0.184476142895448,0,0,0,0
"CYB561",7.1642598437951,6.98648522253814,7.21821884496073,7.20054516472317,7.74687038874106,7.74292912377716,7.81244735242393,7.82581424790955
"CYB561A3",4.40782800285011,4.23754589929795,4.16634248574456,4.12405620985273,4.67342459083511,4.77747818180518,4.35695845360342,4.55419574496093
"CYB561D1",5.87224679551571,5.84307670372663,5.99318135767778,5.82234100949533,5.447131589573,5.5102238507576,5.32911312762647,5.29820075746461
"CYB561D2",3.50445428735413,3.41332812699835,3.13861518087226,3.56610136677268,2.75235846285394,2.88711592880117,2.68129730776402,2.45196772178304
"CYB5A",5.139337158188,5.07411545969415,4.5549260174062,4.52539788662551,5.02337584342922,4.96903468287343,5.20754594196054,5.14916448464857
"CYB5B",6.41279391637735,6.46503441982895,6.2249374175477,6.1602950360848,6.4807226496929,6.48537877506104,6.77672834461868,6.76364541011443
"CYB5D1",5.06424762419429,5.19580104622761,4.90840346352751,4.98910086293414,4.06385642546703,4.14487646760527,4.3104745481728,4.37736849889966
"CYB5D2",4.09487062442254,4.14759378940448,3.97257404836303,3.77458636353482,3.25851976364056,2.88711592880117,2.64845218206907,3.35251063430849
"CYB5R1",4.97211944383682,5.06103430198513,5.40641919221824,5.38490885566229,5.52391191340068,5.5102238507576,5.64644708059138,5.74896169205794
"CYB5R2",0.729925297124303,0.383014806922359,0.937236979062066,0.628182898991922,0.456920653790866,0.187875149804185,0,0
"CYB5R3",6.00497565307714,5.90478327827947,5.93827637458469,5.94719612960132,5.76243062481432,5.76391663307486,5.55193032510306,5.60576890642361
"CYB5R4",4.21667048446811,4.44310109862887,4.6027875820944,4.55918003854472,4.95222911555143,4.8523235972764,5.45316387025474,5.41276815327045
"CYB5RL",2.33496816086522,2.41492398173542,2.03931924740244,2.0722773609092,2.61870929660749,2.60326316265309,2.4530806781736,2.71273830273811
"CYBA",6.90474677908511,6.83910213468427,6.76108913040657,6.73297856279351,6.58407192229481,6.64326215476735,6.11763395514264,6.13008831304852
"CYBB",0.248726769600225,0.296367056700623,0.383997267292723,0.807539098443124,0,0,0,0.0945763299468143
"CYBRD1",0.248726769600225,0.204180865780158,0.242415299225356,0.184476142895448,6.51404220358397,6.49764401179655,6.84173178634253,6.83473024869345
"CYC1",7.41944589795988,7.33851283424049,7.1411482573045,7.13695178011193,7.26532611482776,7.34471304644941,7.07048541841524,7.10349634762895
"CYCS",6.68887728506715,6.75122945529278,6.49063658351543,6.43846047613784,6.37976049501844,6.39289479476041,7.07048541841524,6.97419732194656
"CYCSP52",0.129716953799761,0.383014806922359,0.242415299225356,0.628182898991922,0,0.0969936745882134,0,0
"CYFIP1",7.04906879113137,7.02067076691269,6.90826575508994,6.88306911663421,8.10805850691278,8.10873450092935,8.24408544896188,8.27082875087943
"CYFIP2",6.70847712473684,6.71619473575569,6.00144584784048,6.06797988902815,6.9803809568771,7.00452020226265,7.16640814555617,7.14828328147051
"CYGB",1.47897261672171,0.991468976285963,0.314942392960503,0,0.103694735842031,0,0,0.0945763299468143
"CYHR1",5.27871966615693,5.19879012786575,5.50271534952393,5.30999857731074,5.2150210401519,5.25043480336483,4.88692235998505,4.97363690419439
"CYLC1",0,0,0,0,0,0,0,0
"CYLC2",0,0,0,0,0,0,0,0
"CYLD",5.35033562974575,5.22834519011214,4.96865647731458,5.01975446149022,4.3903814742182,4.24351210169987,4.52470639708725,4.39605895571615
"CYMP",0,0,0,0,0,0,0,0
"CYMP-AS1",0,0,0,0,0,0,0,0
"CYP11A1",0,0,0,0,0,0,0,0
"CYP11B1",0,0,0,0,0,0,0,0
"CYP11B2",0,0,0,0,0,0,0,0
"CYP17A1",0,0,0,0,0,0.0969936745882134,0,0
"CYP19A1",1.26974261550851,0.991468976285963,1.43708594771624,1.0165190965828,0.803407155558496,0.572207478243677,0,0.0945763299468143
"CYP1A1",0.358663045541559,0.296367056700623,0.686975514642814,0.423320690739237,0.533195252192086,0.35407927318435,0.590086441370835,0.559993523863203
"CYP1A2",0,0,0,0,0,0,0.100561918588521,0
"CYP1B1",2.33496816086522,2.47533442409005,2.23891529218671,1.87179754469991,5.94802273866494,5.97800840331682,6.21337965873596,6.06003107804801
"CYP1B1-AS1",0.129716953799761,0.204180865780158,0.166048232672891,0,0,0.187875149804185,0.194568688943449,0.18333227976665
"CYP20A1",5.62241917933608,5.75240491391096,5.34279761698396,5.35155919858822,5.07212908473902,4.82426697804214,4.81104050842972,4.83668071317779
"CYP21A1P",0,0,0,0,0,0,0,0
"CYP21A2",0.129716953799761,0.204180865780158,0.314942392960503,0.423320690739237,0.200433510174067,0,0,0
"CYP24A1",1.32496291550893,0.815706821434541,0.686975514642814,0.494889458966766,0.456920653790866,0.430512224133745,0.590086441370835,0.26694289759043
"CYP26A1",1.47897261672171,0.615521961161118,0.740621462373367,1.28228838909734,0.103694735842031,0,0.100561918588521,0.26694289759043
"CYP26B1",4.94593783740611,4.82994019548044,2.6142861818956,2.70583914604632,1.72690767050658,1.80880774555632,1.81831259741651,1.91755541385813
"CYP26C1",0.129716953799761,0.204180865780158,0.242415299225356,0.348015394552092,0,0,0,0
"CYP27A1",0,0,0.242415299225356,0.0951846650560229,0.291091171894499,0.572207478243677,0.657665548875869,0.624816237224786
"CYP27B1",2.00379252932819,1.87206478322782,2.36383091279528,2.3090956946573,1.69405717658403,1.75036705760684,1.62925810486546,1.31645834925951
"CYP27C1",0,0,0,0,0,0.0969936745882134,0,0
"CYP2A13",0,0,0,0,0,0,0,0
"CYP2A6",0.556203912676246,0.991468976285963,0.842276062981256,0.494889458966766,0.376387245260064,0.187875149804185,0.100561918588521,0.18333227976665
"CYP2A7",0,0.383014806922359,0.166048232672891,0.0951846650560229,0.103694735842031,0.187875149804185,0.100561918588521,0.0945763299468143
"CYP2B6",0,0,0.242415299225356,0.348015394552092,0,0,0.100561918588521,0
"CYP2B7P",1.66166646824483,1.49793661470524,2.10214973602153,2.26882937003339,0.533195252192086,0.0969936745882134,0.657665548875869,0.492120630042134
"CYP2C18",0,0,0.0854117320096367,0,0,0,0,0
"CYP2C19",0.129716953799761,0.105699570434955,0,0,0,0,0,0
"CYP2C8",0.358663045541559,0.383014806922359,0.383997267292723,0.184476142895448,0,0,0,0.0945763299468143
"CYP2C9",0,0,0.0854117320096367,0,0,0,0,0
"CYP2D6",0,0,0,0,0,0,0,0
"CYP2D7",0.645677848117698,0.615521961161118,0.842276062981256,0.423320690739237,0.740449320081205,0.92907225879607,0.954927999276457,0.803450078128011
"CYP2E1",0.645677848117698,0.815706821434541,0.631257469206972,0.348015394552092,0.921635468588053,0.761646102262004,0.954927999276457,0.962382588961748
"CYP2F1",0,0,0,0.0951846650560229,0,0,0,0
"CYP2G1P",0.358663045541559,0.752015728901208,0.573300801118949,0.423320690739237,0.291091171894499,0.0969936745882134,0.100561918588521,0.0945763299468143
"CYP2J2",4.75808413809944,4.60957397492609,4.45013895439644,4.45984179754753,3.68358016008158,3.60837473248167,4.1139641504651,4.10939666650321
"CYP2R1",3.27131671560041,3.21501801263432,3.13861518087226,3.12214931215502,3.43787701237866,3.16950428723435,3.50122406392072,3.32351265811805
"CYP2S1",1.4294405745202,1.60995953676806,1.67611294061762,1.63889217809051,0.456920653790866,0.572207478243677,0.194568688943449,0.26694289759043
"CYP2U1",2.16379629180591,2.39421165191269,1.92810981962187,2.04868885609193,3.06654681216293,3.28722732566523,3.47336336292403,3.72195486855322
"CYP2W1",1.78494563448688,1.53625224979209,1.88110927562337,1.97551703948597,0.200433510174067,0.35407927318435,0.100561918588521,0.0945763299468143
"CYP39A1",0,0,0,0,1.44042131239669,1.48959552613578,1.56030251270754,1.69412662951886
"CYP3A4",0,0,0,0,0,0,0.100561918588521,0
"CYP3A43",0,0,0.0854117320096367,0,0,0,0,0
"CYP3A5",0.884958320537649,0.815706821434541,1.02633153613407,0.915809739793649,0.977304279855247,0.701222189508388,0.194568688943449,0.18333227976665
"CYP3A7",0,0,0,0,0,0,0,0
"CYP3A7-CYP3A51P",0,0,0.166048232672891,0,0.291091171894499,0,0,0
"CYP46A1",0.129716953799761,0.464752054953458,0.166048232672891,0.0951846650560229,0.200433510174067,0.273369309914827,0.444619318985731,0.18333227976665
"CYP4A11",0,0,0,0,0,0,0,0
"CYP4A22",0.129716953799761,0,0.0854117320096367,0.268561814287331,0,0,0,0
"CYP4B1",2.10190754893021,1.60995953676806,1.92810981962187,2.02470825219208,0.200433510174067,0.0969936745882134,0.194568688943449,0.18333227976665
"CYP4F11",5.78877966694322,5.89928138773336,4.5549260174062,4.55500027715452,2.2406469126803,2.31147891035208,2.52722186267947,2.46972206081568
"CYP4F12",0,0.105699570434955,0.0854117320096367,0.0951846650560229,0,0.0969936745882134,0,0
"CYP4F2",1.4294405745202,1.49793661470524,0.242415299225356,0.184476142895448,0,0,0,0
"CYP4F22",2.36162164505017,2.4949218906629,2.18188133866686,1.87179754469991,0,0,0,0.0945763299468143
"CYP4F24P",0,0,0,0.0951846650560229,0,0,0,0
"CYP4F29P",0.248726769600225,0.296367056700623,0.383997267292723,0.423320690739237,0.291091171894499,0.572207478243677,0.444619318985731,0.492120630042134
"CYP4F3",0.729925297124303,0.464752054953458,0.166048232672891,0.268561814287331,0,0,0,0
"CYP4F30P",0,0,0,0,0,0,0,0
"CYP4F35P",0.129716953799761,0.383014806922359,0.242415299225356,0.494889458966766,0.376387245260064,0.430512224133745,0.365988061065639,0.420896273298475
"CYP4F62P",0,0,0,0,0,0,0,0
"CYP4F8",0.884958320537649,1.28942405986742,0.937236979062066,1.0165190965828,0,0,0,0
"CYP4V2",1.78494563448688,1.71390731896474,1.6483123441177,1.81700052625675,4.08301440131664,3.970250512083,4.03991676063843,4.06336639591437
"CYP4X1",0,0,0,0,0,0,0,0.0945763299468143
"CYP4Z1",0.129716953799761,0,0,0,0.103694735842031,0,0,0
"CYP4Z2P",0,0.105699570434955,0.383997267292723,0.0951846650560229,0,0,0,0
"CYP51A1",6.97978744635675,7.02235896383357,6.32491251607928,6.35677638988667,6.48792762064567,6.42243794785335,6.48158591149921,6.4736908882885
"CYP51A1-AS1",0.645677848117698,0.615521961161118,0.242415299225356,0.494889458966766,0.291091171894499,0.273369309914827,0,0.0945763299468143
"CYP7A1",0,0,0,0,0.103694735842031,0,0,0
"CYP7B1",0,0,0,0,0,0,0,0
"CYP8B1",0,0,0,0,0,0,0,0.0945763299468143
"CYR61",6.4918332558585,6.41321767219648,3.93279592991346,3.81709200375662,8.42480109885137,8.36634445536474,8.5583085188573,8.56057932846799
"CYS1",0,0,0.242415299225356,0,0.200433510174067,0,0,0.26694289759043
"CYSLTR1",0,0,0,0,0,0.0969936745882134,0,0
"CYSLTR2",0,0,0,0.0951846650560229,0,0,0,0
"CYSRT1",2.33496816086522,2.35187298152964,2.52538202152067,2.56329319184703,1.88079692121851,1.59298536808917,1.20128120087825,1.15025576785805
"CYSTM1",4.45190638198973,4.14759378940448,4.37579850202932,4.28412742488457,4.85898516468669,4.75536068462761,4.50190387934918,4.50338537293433
"CYTH1",4.8690673865701,4.87174328183145,5.07167322389194,5.09365460103356,5.12853819249708,5.10351238104838,5.3029696300225,5.16014061574104
"CYTH2",6.64750701755955,6.78642734385891,7.21940022187344,7.24078456659506,6.47469089808706,6.4559668519108,6.46870830107273,6.56736660382898
"CYTH3",3.05972980583742,3.02600446424044,4.01128476560301,4.02478746399111,4.66497339384554,4.78113168881083,4.93197210870709,4.96113946113726
"CYTH4",0,0.296367056700623,0.573300801118949,0.268561814287331,0,0,0,0
"CYTIP",0,0,0.0854117320096367,0,0,0,0,0
"CYTL1",0,0,0,0,0,0,0,0
"CYTOR",2.84984237017709,2.76069323551669,3.09808623494463,3.30250576306771,3.54307707181559,3.58348285567183,2.9201751757759,3.13610228016981
"CYYR1",0,0,0,0,0,0,0,0
"CYYR1-AS1",0,0,0,0.0951846650560229,0.103694735842031,0.0969936745882134,0,0.0945763299468143
"D21S2088E",0,0,0,0,0,0,0,0
"D2HGDH",4.44569132473042,4.24334789921218,4.55117774290558,4.41902891264226,4.00480707450848,4.13348879577923,3.60757931266513,3.86298294152709
"DAAM1",8.56214575603374,8.63342950800287,8.61788591111308,8.65188809087311,7.26322807505649,7.1711092901846,7.38029770882463,7.37718137249605
"DAAM2",0.358663045541559,0.383014806922359,1.06889702483959,0.750195968497967,1.13247721618194,0.92907225879607,0.590086441370835,0.559993523863203
"DAB1",0,0.105699570434955,0.0854117320096367,0,0.200433510174067,0.0969936745882134,0.194568688943449,0.26694289759043
"DAB1-AS1",0,0,0,0,0,0,0,0
"DAB2",1.26974261550851,1.28942405986742,1.8570220474804,2.02470825219208,2.09725973776849,2.13998594632756,2.0622611445787,2.26126024182273
"DAB2IP",5.37670927549968,5.22541678141923,5.48514262488255,5.57234565374165,6.30558451054325,6.27087404137004,6.0594807922922,6.13148321906284
"DACH1",0,0,0,0,2.21771698957856,1.80880774555632,1.84754626977061,2.13342871753189
"DACH2",0.129716953799761,0,0,0.0951846650560229,0.605638939976352,0,0.444619318985731,0.559993523863203
"DACT1",0.129716953799761,0,0.0854117320096367,0.0951846650560229,0,0,0,0
"DACT2",0,0,0,0,0,0,0,0
"DACT3",0.129716953799761,0,0,0.0951846650560229,1.47950111904188,1.25752239476635,1.20128120087825,1.15025576785805
"DACT3-AS1",0.248726769600225,0.105699570434955,0.242415299225356,0.348015394552092,0,0.273369309914827,0.100561918588521,0
"DAD1",6.90701048864757,6.95677670870655,6.78362671848328,6.78029435415551,6.72793676805504,6.78373905877086,6.53759321137773,6.60801546646604
"DAG1",8.05386285307597,7.96989102649764,8.3710384920856,8.33500640379635,7.50849159219422,7.53253726917112,7.49962381775859,7.45667590162598
"DAGLA",3.70510603253652,3.47380404808352,3.3859178477154,3.43577613743145,3.53382418433543,3.48835209035894,3.07650301908124,3.02040245500314
"DAGLB",4.17219181063802,4.34937147788518,4.5549260174062,4.60032483311657,4.21623303897313,4.17850989604453,4.25154852148126,4.34406598007997
"DALRD3",4.21667048446811,4.20223518515735,4.34582121315315,4.31905368791654,3.4962075197221,3.61657749146528,3.13695044988087,3.48062316434306
"DANCR",4.60475925266309,4.49751991711176,3.88595030534374,4.13529823758812,5.41473357340297,5.50581449598459,5.34969209152584,5.36613226095682
"DAND5",0.248726769600225,0,0.0854117320096367,0.184476142895448,0,0,0,0
"DANT2",1.86164291341163,2.24024882225941,1.92810981962187,2.0722773609092,1.47950111904188,1.17105510168516,0.194568688943449,0.26694289759043
"DAO",0,0,0,0,0,0,0,0
"DAOA",0,0,0,0,0,0,0,0
"DAOA-AS1",0,0,0,0,0,0,0,0
"DAP",6.04663704880892,6.18052750674651,5.88269099772549,5.92469530716843,6.86337167592723,6.92418820111072,7.16277845213138,7.11411871589538
"DAP3",7.50188033623178,7.44619471571495,7.18595041008151,7.23622353071122,7.65116995651609,7.66647081144552,8.07634233007716,8.06431748816001
"DAPK1",1.09014095532253,0.204180865780158,0.449897251504892,0.628182898991922,0.291091171894499,0.0969936745882134,0.194568688943449,0.686851168065641
"DAPK2",2.88701322471742,2.67742663210765,2.6142861818956,2.69067864304599,3.54307707181559,3.46128041294514,3.82158373631292,3.48935305407836
"DAPK3",5.52556325783522,5.36234587429199,5.17757962459611,5.19114053956755,5.56537026979643,5.60396878285956,5.60639026632786,5.56298966410078
"DAPL1",0,0,0,0.0951846650560229,0.200433510174067,0.0969936745882134,0,0
"DAPP1",0.248726769600225,0.204180865780158,0.573300801118949,0.967043009611682,0.740449320081205,0.572207478243677,0.784009666013775,0.624816237224786
"DARS",6.65156284071477,6.67814775426889,6.31057254563687,6.34350916243341,7.1190900102185,7.06721008192904,7.6482359845752,7.60562876367598
"DARS-AS1",0.358663045541559,0.296367056700623,0.0854117320096367,0.348015394552092,0.533195252192086,0.430512224133745,0.282822860426277,0.345972202576834
"DARS2",6.48578819916882,6.36347164075411,5.8960508100817,5.90348271594528,6.15077249637632,5.97002781312955,6.34988089961721,6.28226448222862
"DAW1",0,0,0,0,0,0,0,0
"DAXX",5.97507989294635,6.03926250529356,6.06591079733451,6.195628254577,6.02763580243526,5.96039246377914,6.02630855873543,6.14259417837155
"DAZ1",0,0,0,0,0,0,0,0
"DAZ2",0,0,0,0,0,0,0,0
"DAZ3",0,0,0,0,0,0,0,0
"DAZ4",0,0,0,0,0,0,0,0
"DAZAP1",6.54948196030594,6.5198428478353,6.57980238913433,6.61145011029283,7.34419570202121,7.38788379394898,7.52019448820971,7.51608676279634
"DAZAP2",8.25118465001581,8.24431499710503,8.27573742290961,8.24608902968909,8.36735908363687,8.36451917524867,8.82608474413551,8.8252196537379
"DAZL",0,0,0,0,0.103694735842031,0,0,0
"DBET",0,0,0,0,0,0,0,0
"DBF4",4.78294771520719,4.85289189983783,5.26484280373274,5.35637089470795,4.79070948841519,4.82072122309947,5.28705306493722,5.23212240665432
"DBF4B",2.92325038312063,2.88466561083093,3.76171525225897,3.79599571916225,3.28081517513869,3.01673246788563,3.35620677055935,3.17990338933262
"DBH",0.129716953799761,0,0,0.0951846650560229,0,0,0,0
"DBH-AS1",0.358663045541559,0.105699570434955,0,0.184476142895448,0,0,0,0
"DBI",6.30877137128739,6.4412529556364,5.94971055975268,5.96778011745423,6.73097632792081,6.71854791486419,7.15986810798982,7.15926609340822
"DBIL5P",1.52686037267172,1.19677856290292,1.33614761355047,1.06435454903885,0.921635468588053,0.503098739163044,0.843261033316929,0.559993523863203
"DBIL5P2",0,0.296367056700623,0.242415299225356,0.0951846650560229,0,0.273369309914827,0,0.0945763299468143
"DBN1",7.08450197075402,7.09635300226061,7.00939283685486,6.96016480312917,8.39668500450142,8.34675471152266,8.32523304027191,8.36574168292081
"DBNDD1",6.44586558052829,6.18505642998049,6.91630146253942,6.86714296942376,7.07112467287804,7.13444738494756,6.91087304784213,6.88438865716553
"DBNDD2",0.645677848117698,0.685382457380722,0.890537693404694,0.563075037232451,1.18070190491648,1.37822037263907,0.900174647532571,0.858396112412871
"DBNL",5.82274816054791,5.91208664484749,5.93971061347563,5.94240397972114,6.03421280937532,6.00481686891816,5.86769482126495,5.9022801336039
"DBP",4.17970080503651,4.08435058605659,4.11140381126598,4.0187298420773,3.14156156987151,2.78891616325493,2.9201751757759,2.62038390140968
"DBR1",4.47039250571585,4.56393766391395,4.43394673904084,4.51682728463757,5.04958243409414,5.13526059035769,5.35224394426507,5.13254210568484
"DBT",5.71576458700383,5.6248669391736,5.41262971978998,5.59491507921637,5.46184261488254,5.49917509204311,5.74489390309492,5.76162874328451
"DBX1",0,0,0,0,0,0,0,0
"DBX2",0,0,0,0,0,0,0,0
"DCAF1",5.66584203164823,5.6002108287528,5.82332473187316,5.7835689770803,5.54938883824757,5.47682043991092,5.518239444987,5.46459954618919
"DCAF10",5.89295142046705,5.87332476946052,5.89012838400127,5.98962389377624,6.32984522084001,6.2747666276658,6.38145506510011,6.30839962946447
"DCAF11",7.47390456569224,7.47113221362634,7.27556592606941,7.33215831115355,7.37237015409767,7.30529405969111,7.60502333771362,7.59656708428643
"DCAF12",6.87614657491999,6.91103439272204,7.02636674622165,6.98988533810765,6.69095359600203,6.68773596806895,6.96105578252319,6.94593536755579
"DCAF12L1",0,0,0,0,0,0,0,0
"DCAF12L2",0,0.204180865780158,0.0854117320096367,0,0,0.273369309914827,0,0.0945763299468143
"DCAF13",7.07043295601888,7.036629433447,6.74313067583481,6.74953330226798,7.08306811541999,7.12225681439885,7.63886053751981,7.62754283583513
"DCAF13P3",2.03724444316241,1.90171728078506,2.22015338750295,1.78880122704514,2.01984183249014,1.77988329576133,0.444619318985731,0.345972202576834
"DCAF15",4.79277439338551,4.9376387223347,5.39600852953082,5.44487006882432,4.60438684869974,4.5044442292873,4.03991676063843,4.09802604939096
"DCAF16",5.99862136508818,6.02417588884493,5.56165592488883,5.58264827339428,6.05052533300387,5.89277022427624,5.92367095362228,5.8370915516084
"DCAF17",5.24332556704739,5.41727195792537,4.48198817222998,4.55500027715452,4.84408957876885,4.74042503595682,5.00514472073618,5.01654460634481
"DCAF4",6.22596970128172,6.16685480359615,6.7039991733573,6.74403613584392,4.53187865349578,4.50001714745811,4.68309674324622,4.66622530801229
"DCAF4L1",0.556203912676246,0.383014806922359,0.242415299225356,0.628182898991922,0.376387245260064,0.35407927318435,0,0.420896273298475
"DCAF4L2",0.248726769600225,0.383014806922359,0.242415299225356,0.184476142895448,0.103694735842031,0.187875149804185,0,0
"DCAF5",6.9339015214897,6.93184300567724,7.15108765264572,7.17217216551552,6.9692695650307,7.00452020226265,7.14375541602305,7.1796361941458
"DCAF6",6.22051959393043,6.26423610905776,6.1413950839528,6.17806981139282,6.76300597435716,6.58279429887554,7.15329828800779,7.06313376578004
"DCAF7",7.75531932683125,7.77437828752003,8.00412576104815,7.960693252834,8.38032308260367,8.4305622990453,8.55388124740193,8.55487262165585
"DCAF8",7.68714669026388,7.69509942755443,7.5969946357146,7.59135470778099,6.55120261214237,6.59114337431256,6.74794739909716,6.7868466800372
"DCAF8L1",0.129716953799761,0.383014806922359,0.314942392960503,0.184476142895448,0.103694735842031,0.187875149804185,0,0.0945763299468143
"DCAF8L2",0.809523302303716,0.5421056524403,0.449897251504892,0.967043009611682,0.456920653790866,0.0969936745882134,0,0
"DCAKD",4.74295767658357,4.70516455856048,4.92587691124798,4.90949025131853,4.9277118902786,4.82426697804214,4.0958055461812,4.29012896159784
"DCANP1",0,0,0,0,0,0,0,0
"DCBLD1",2.7116408790193,2.66018067968584,2.57051881843593,2.86286710727411,3.72482193933958,3.81495753244011,4.14960975137049,4.20259109937726
"DCBLD2",0.460811874008967,1.04559982562567,0.166048232672891,0.423320690739237,6.26282132788664,6.20440190103753,6.28591609221531,6.13287677767982
"DCC",0,0,0.0854117320096367,0,0,0.0969936745882134,0.282822860426277,0
"DCD",0,0,0,0,0,0,0,0
"DCDC1",0,0.204180865780158,0.242415299225356,0.184476142895448,0,0,0,0
"DCDC2",4.58792673614849,4.51681046490859,4.5169976968099,4.28916895731184,4.3903814742182,4.35066195877405,4.85128543871874,4.95799811118512
"DCDC2B",1.26974261550851,1.14812484750665,1.80760646585932,1.15551501936959,0.674618200597483,0.819640705672855,0.519185537568076,0.26694289759043
"DCDC2C",0,0,0,0,0,0,0,0
"DCDC5",0,0,0.166048232672891,0,0,0.0969936745882134,0,0
"DCHS1",0.129716953799761,0,0.242415299225356,0.184476142895448,0.200433510174067,0.0969936745882134,0,0
"DCHS2",0,0,0.0854117320096367,0,0,0,0,0
"DCK",4.71222047774538,4.554634576867,4.77013677854347,4.65602469345048,5.10060931926057,5.05000481460361,5.42919239740403,5.58962126978246
"DCLK1",2.69077101747252,2.19306311993576,3.52235274329033,3.59895434419096,5.42227487413317,5.49027475429911,5.35479129123155,5.30810329923425
"DCLK2",0.129716953799761,0,0.383997267292723,0.268561814287331,0.921635468588053,0.701222189508388,0.722220240038453,0.858396112412871
"DCLK3",0.129716953799761,0,0.0854117320096367,0,0,0,0,0
"DCLRE1A",4.84565633134243,4.91963428793781,4.59552682408227,4.61645971882382,4.49897320756997,4.5650378964394,4.66678811910652,4.86042877113178
"DCLRE1B",6.31389865375927,6.33250714564225,6.15380655080293,6.10847266204177,6.34049817587683,6.47976900907854,6.54653427974334,6.53400221473945
"DCLRE1C",4.63238424117669,4.61405920184418,4.78935608402794,4.72833394980875,4.55493136400418,4.67908645491308,4.56045697563749,4.63115561832251
"DCLRE1CP1",0,0,0,0,0,0,0,0
"DCN",0,0,0,0,0,0,0,0.0945763299468143
"DCP1A",5.11604417010906,4.99378793025629,5.25335441496685,5.14739117639343,5.29661153572317,5.35464034030248,5.55193032510306,5.54844330625351
"DCP1B",3.92656248332474,3.94888540282862,3.45173213091673,3.45384820474487,4.19877516047505,4.21137706110908,4.17865608355308,4.12628630469962
"DCP2",7.53225976736755,7.55400104347641,7.63909531433283,7.6779871031541,7.09569973928419,7.0544353358189,6.69766223966084,6.58681768152822
"DCPS",3.71547552779142,3.70160812882721,3.49919452633093,3.44484046860361,3.69192337246661,3.37687709542983,3.57299146479819,3.92864301001447
"DCST1",0.358663045541559,0.615521961161118,0.686975514642814,0.690478926159452,0.200433510174067,0.761646102262004,0.657665548875869,0.686851168065641
"DCST2",1.4294405745202,1.77926516512352,1.70338793461558,1.84465918511725,1.35893494267662,1.33909904615183,1.15526146540299,1.2357491126181
"DCSTAMP",0,0,0,0,0,0,0,0
"DCT",0,0.204180865780158,0.242415299225356,0.0951846650560229,0.103694735842031,0,0,0
"DCTD",5.53730139321233,5.35967745333635,5.2830360352879,5.30502943614187,5.03325918508076,4.87301369829586,5.24921695533036,5.23990311624319
"DCTN1",7.30222529522002,7.28255675688066,7.27442967546734,7.29316689469511,7.35013838198071,7.40278238486408,7.47875559255795,7.43819578244297
"DCTN1-AS1",0,0.204180865780158,0.242415299225356,0.184476142895448,0.103694735842031,0.0969936745882134,0,0.0945763299468143
"DCTN2",6.24398944757917,6.23541454097588,6.07507581769335,6.31413189515983,6.88172193229134,6.91507229373558,7.22118209694899,7.18636281073208
"DCTN3",5.30984852045557,5.24289872962782,5.35574836535316,5.30253843249364,4.81000132629716,4.79926171612903,4.60821082547946,4.80206210506284
"DCTN4",7.31250808915259,7.42784162359514,7.22234943873473,7.24013387220697,6.84478500449715,6.93816409202841,7.1649573638408,7.10065045722243
"DCTN5",7.06131559706623,7.07698935736027,7.27953577061839,7.31248485547994,7.35277173600555,7.31035975269204,7.52019448820971,7.55403020550757
"DCTN6",4.91027312500061,5.07411545969415,4.9488504306894,4.90621260653785,5.54248508495471,5.41702341439052,5.80760055604055,5.75259221258264
"DCTPP1",6.26532018879834,6.2193137671452,5.74509739516909,5.8430582753288,6.16582549812489,6.01105299992883,5.83704988822619,5.95049445725653
