Hugo name,MCF7_1,MCF7_2,MCF7_3,MCF7_4,MCF7_13,MCF7_14,MCF7_15,MCF7_16
TSPAN6,3.836641202,3.771822208,3.937495057,3.939884763,3.743267209,3.869525986,3.783477608,3.909811499
TNMD,0.050722621,0,0,0,0,0.050032157,0.178427826,0
DPM1,6.174066799,6.198574694,6.168347193,6.216842843,6.247386401,6.36214372,6.241470312,6.355837346
SCYL3,2.872076195,2.943713203,3.119814314,3.065947929,2.698409639,2.449909956,2.449458368,2.551289598
C1orf112,2.905254614,3.107768203,3.173986077,3.102369228,3.461070114,3.520774236,3.667608326,3.680279342
FGR,0.082284978,0,0,0.1112091,0.060134981,0,0.099855743,0.090493457
CFH,0.075218524,0.348368409,0.186634932,0.181977764,0.031645176,0.41284763,0.362568637,0.071121344
FUCA2,4.560690502,4.523492956,4.682045111,4.866774481,4.863388417,5.231128999,4.930524465,5.006033161
GCLC,4.731161514,4.752555934,4.91831467,4.864379317,4.993601908,5.061517008,4.862069465,5.032352147
NFYA,2.934322116,2.960039013,2.94930894,3.077032733,2.826609499,2.931465596,2.737215159,2.910009215
STPG1,2.042367678,1.931119483,2.29785464,1.975494457,1.818097939,1.025780076,1.818621544,1.754823381
NIPAL3,2.885900349,2.787346786,2.889360615,2.862820325,2.371740059,2.443195531,2.362792478,2.387026093
LAS1L,3.336501918,3.276572595,3.4814927,3.478674178,3.825938232,3.937118365,3.524013512,3.751420872
ENPP4,2.213518373,2.194578796,2.178488381,2.321951178,1.85429892,1.864647733,2.005346088,2.192314122
SEMA3F,4.55942451,4.691684903,4.754908875,4.628114493,3.653186161,3.534211045,3.47811758,3.447129524
CFTR,2.554343266,2.698698556,2.417220628,1.894573333,1.793600448,2.004810572,2.589293696,1.757441482
ANKIB1,5.535707731,5.27350843,5.400274914,5.531690242,4.804074216,5.461819924,5.349287422,5.386848875
CYP51A1,6.61079749,6.518616965,6.668516288,6.797726365,6.972646708,7.194264383,7.052600654,7.158296629
KRIT1,5.543833009,5.60440052,5.516541559,5.373916125,5.289369719,5.378893055,5.529914625,5.420431873
RAD52,4.305700629,4.150177832,4.268898449,4.026932817,4.239581346,3.875278767,4.307807365,4.112149635
MYH16,0.329422153,0.384653291,0.183679602,0.609746453,0.478630176,0.061169966,0.736503569,0.127928259
BAD,5.4479428,5.311067102,5.601099231,5.564198278,4.786941313,5.0244438,4.727947675,4.781611507
LAP3,4.575935508,4.490833231,4.65130432,4.731997787,4.526438205,4.72900887,4.537749556,4.613808614
CD99,4.250294628,4.384533388,4.407393543,4.417656768,4.072774672,4.233366584,3.867590106,4.009203827
HS3ST1,0.114462313,0.113138245,0.076296116,0.065286501,0.10939854,0.161200183,0.1455666,0.135009179
AOC1,0.267854564,0.521980398,0.197164627,0.29023683,0.295901661,0.216649798,0.270522962,0.07992897
WNT16,0.04255273,0.060722283,0,0.060877473,0.374123603,0.405721216,0.34213257,0.317914132
HECW1,0.493599175,1.590137293,1.011645912,0.691896803,0.677833841,0.396101385,0.444826062,0.281915417
MAD1L1,4.129876461,4.203764966,4.142633992,4.146101236,4.137790395,4.026472539,4.061145421,4.044717597
LASP1,3.904195048,3.926435958,4.127913868,4.059381238,3.716661725,3.881596104,3.641985244,3.73376648
SNX11,3.432006647,3.138678514,3.160842761,2.965919084,3.066147758,3.239682153,2.824497004,2.754872541
TMEM176A,0.193906704,0.115346126,0.142579428,0.077460823,0.198719184,0,0.088608395,0
M6PR,5.892595029,6.056459975,6.334046191,6.044933936,6.042158397,6.019143674,5.991113639,5.954473188
KLHL13,0.827836906,0.521462877,0.906074761,0.615143176,1.532790714,1.556203766,1.582122407,1.697564783
CYP26B1,0.619826156,0.603173156,0.387568783,0.503001632,0.937732323,0.870434954,0.700098758,0.824279066
ICA1,5.296130653,5.185493933,5.216563509,5.337090214,4.929592187,4.886881763,5.007993787,4.884470935
DBNDD1,4.680830674,4.688269895,4.88893803,4.882912001,4.85859774,4.940049262,4.58165253,4.687049487
ALS2,3.654825034,3.54578308,3.698274051,3.585611567,3.530570204,3.619037321,3.704495753,3.6073895
CASP10,1.131220697,1.18634842,0.878592737,1.346270471,1.339525093,0.974683485,1.783448273,0.981524631
CFLAR,4.086410139,4.483151501,4.368230555,4.405897084,4.374990761,4.459444734,4.488996941,4.295708333
TFPI,2.78256373,2.968112876,2.765082773,2.815850007,2.105175192,2.113620495,2.514102056,2.260507478
NDUFAF7,4.715443144,4.530208111,4.573162421,4.483157952,4.866725034,5.028909454,4.70920791,4.752331134
RBM5,5.892772294,5.909691512,5.855471509,5.656218903,5.551048373,5.035307186,5.628018228,5.229376425
MTMR7,1.396137563,1.631500125,1.050034944,1.63877821,1.238212112,1.862697358,1.270780084,1.64385619
SLC7A2,5.800496148,5.778970732,5.943445506,5.967687386,6.020422193,6.152933782,6.096242875,6.176123271
ARF5,7.239235722,7.138179629,7.396082405,7.32925817,6.941540651,7.174566212,6.861372314,6.974632555
SARM1,2.527057821,2.46663234,2.28190889,2.170482736,1.428405065,1.44008579,1.563646269,1.453891538
POLDIP2,5.119036557,5.127889113,5.364197703,5.375918686,5.326059103,5.526040634,5.13232184,5.327349642
PLXND1,2.682991214,2.752915541,3.250593276,2.850341384,3.363255197,2.981111027,3.226892273,3.416942402
AK2,6.077982105,6.00218718,6.222232686,6.193422853,6.369127931,6.453677248,6.241174728,6.1678998
CD38,0.078977156,0.097373879,0.10676733,0.102230264,0.102041688,0.069119885,0.115451604,0.077018714
FKBP4,6.765786666,6.82935488,6.906626077,6.874587971,7.899755686,7.970123151,7.815588237,7.919757193
KDM1A,4.904455196,4.961058363,4.983864631,5.009481545,5.521996096,5.69532296,5.599912842,5.612517638
RBM6,5.034171687,5.175281071,5.062527586,4.984748831,5.057263966,4.926545072,5.11201615,4.985095071
CAMKK1,1.322718475,1.365614158,1.29251085,1.134050041,1.735041199,1.712697019,1.769437469,1.642835555
RECQL,4.803356212,4.788163657,4.946772962,4.984639475,4.635499024,4.928142885,4.854788612,4.904180594
VPS50,4.72628629,4.911317679,4.666518016,4.943602567,4.190654364,4.333201874,4.32243295,4.18094348
HSPB6,0.788386701,1.133997453,0.913487266,0.940668928,0.432784136,0.530879783,0.596490581,0.285731264
ARHGAP33,2.515137156,2.085472247,2.303535287,1.737158902,2.265265851,2.001096032,2.640394188,1.598184142
NDUFAB1,7.075992492,6.986809101,7.150305802,7.196046333,7.357895044,7.568564198,7.456444773,7.500100927
PDK4,0.071896912,0.474209659,0.033619353,0.326822638,0.019037161,0.132513146,0.25620514,0.231912817
SLC22A16,0.383944779,0.455885053,0.408873782,0.476731107,0.345561018,0.185905862,0.173612302,0.194697294
ZMYND10,0.813040289,0.921833893,0.569714673,0.722072509,0.858943002,0.888743638,0.500796955,0.55308816
ABCB5,0.241854824,0.194805698,0.291938262,0.222579547,0.285352501,0.104142051,0.217985064,0.070650638
ARX,0.329998422,0.263677464,0.352096338,0.438033037,0.201318943,0.245945864,0.284999688,0.223700559
SLC25A13,4.901890215,4.865730797,4.965553435,5.033057326,4.914999754,5.13055203,4.922207365,4.972835079
ST7,2.409762934,2.369673067,2.641478979,2.442502992,2.745880538,2.750419993,2.678743504,2.684378907
CDC27,4.856861228,4.784153213,5.082455648,5.001068101,5.213755534,5.413177704,5.409367174,5.576760955
SLC4A1,0.59377827,0.919520861,0.513224922,0.504682421,0.627659129,0.654726067,0.690297294,0.71838837
CALCR,0.749571166,0.910808632,0.646622587,0.825623646,0.818911081,0.947800042,0.924237496,0.891087834
HCCS,2.879515616,3.149127644,3.26063694,3.169873705,3.152540397,3.397048566,3.211600992,3.430690723
DVL2,4.738627343,4.792235881,4.864409033,4.560837212,4.909984262,4.781107876,4.778460921,4.678759276
PRSS22,4.505935378,4.475772335,4.319971917,4.243669081,3.280720298,3.077940247,3.031996782,3.04313274
UPF1,5.121185364,5.209418273,5.197944002,5.118039885,4.805767084,4.86874602,4.848467709,4.915860262
SKAP2,3.127539188,3.305510944,3.151269477,3.240553995,3.345792338,3.07433074,3.33468697,3.608785592
SLC25A5,8.06634756,7.956085701,8.215741684,8.151731999,8.35521453,8.632311845,8.212754138,8.346456113
CCDC109B,3.722072509,3.703410828,3.675985252,3.835812938,3.603276199,3.606501451,3.838992093,3.854723795
HOXA11,0.19226614,0.10259928,0.119988235,0.158130174,0.393310754,0.575917361,0.656086271,0.571534111
POLR2J,5.890558563,5.970920359,6.127239126,6.007164099,6.037401991,6.206483037,5.861809004,6.07683697
DHX33,2.183384879,2.193071512,2.183403936,2.290094068,2.491106549,2.539982618,2.474511324,2.459250615
MEOX1,0,0,0,0.058036173,0,0,0,0
THSD7A,0.026041516,0.200169096,0.042697982,0.08814879,0.012308357,0.011703942,0.046864276,0.572635538
LIG3,4.309147077,4.256059575,4.203169827,4.385141088,4.321718889,4.48705538,4.231386325,4.480019481
RPAP3,4.927204325,4.816717452,4.988516552,4.923453474,5.388444432,5.462680579,5.484624749,5.611036604
ACSM3,2.259799747,2.561917514,2.791276476,2.512613745,2.883773288,3.181312498,3.3568002,2.961356618
0,3.526456985,3.512884231,3.340723192,3.292737584,3.879901771,3.833375893,3.753711494,3.873911605
CIAPIN1,4.261402938,4.318107111,4.770966439,4.439968811,4.505344736,4.488611408,4.237869601,4.425224297
SPPL2B,5.124464622,5.33697957,5.260447259,4.955103527,5.241348272,4.901446184,5.140206044,4.989479654
FAM214B,1.322187757,1.222105915,1.691913772,1.589792245,1.205630232,1.07982523,1.173671141,1.039040105
COPZ2,2.246879281,2.889979663,2.738078204,2.518447014,1.425776169,1.937570384,2.008942186,1.73581242
PRKAR2B,3.256399305,3.166001954,3.336313384,3.321424506,3.473046545,3.578407414,3.675499813,3.574004598
MSL3,3.310025951,3.178152111,3.433593786,3.086887346,2.840602209,3.177303918,2.837143989,3.28727281
CREBBP,3.000688722,3.110005699,3.206741671,3.027803401,2.913130683,2.914738631,3.106547656,2.925505781
BZRAP1,0.375866849,0.298685293,0.303942029,0.27699326,0.254557764,0.181246336,0.271965839,0.180797119
MPO,0,0.574857181,0,0,0,0,0,0.016402752
PON1,0.144273527,0.055758737,0.154234515,0.137054382,0.450213048,0.025288952,0.295147007,0.286067333
GCFC2,3.293786869,3.383257765,3.147033114,3.490557295,3.925429821,3.813699116,3.965811984,3.824228141
WDR54,4.434441416,4.383973801,4.493736987,4.425405592,4.439922283,4.311633894,3.974832137,4.100052547
CROT,4.1434424,4.118260043,4.041532123,4.09857115,3.515636768,3.213848055,3.45197595,3.531219246
ABCB4,1.355444836,1.186956874,0.92023765,1.537991773,0.425246591,0.268241542,1.090833111,0.538379235
KMT2E,4.951956068,5.021906077,4.987671036,4.985336478,4.732855277,4.654710488,4.91440666,4.813355373
RHBDD2,4.207307223,4.269295023,4.665347288,4.421344501,4.194378651,4.063710013,4.125122061,3.864988382
SOX8,0.041715671,0.105265725,0.10320877,0.046828104,0.190954873,0.116889302,0.130750752,0.068925555
IBTK,4.078584218,4.032876656,4.199051951,4.141171172,4.459221757,4.611803864,4.628096991,4.678894458
ZNF195,4.116165108,4.08519518,4.053893309,4.071608234,4.222132198,4.062639828,4.206018004,3.983504415
MYCBP2,3.221697699,2.985391131,3.133011066,2.788295232,2.806344682,2.975520137,3.233817519,2.730487799
FBXL3,4.201814187,4.237800783,4.336154825,4.38005753,4.034532679,4.217703781,4.15756926,4.117354274
ITGAL,0.82849023,0.649044246,0.296761626,0.266889662,0.31040411,0.429073864,0.623913671,0.153560219
PDK2,3.106567756,3.25542973,3.016011299,3.218737778,2.799292502,2.871896862,2.867339041,2.91457409
ITGA3,4.562620987,4.524997664,4.636363607,4.470725568,3.816067173,3.861469092,3.515043775,3.852558223
ZFX,4.345921464,4.417690519,4.531350267,4.21549223,4.02069776,4.086877158,4.187593574,4.156250981
LAMP2,5.501314934,5.365409093,5.617812716,5.570663291,5.651714748,5.809262655,5.783964704,5.822727599
ITGA2B,2.590079791,2.101555955,2.000439955,2.08862332,2.9502799,2.783389599,2.962212139,2.841065364
ASB4,0.283621945,0.468561422,0.212897993,0.355367025,0.257464483,0.247466992,0.312799912,0.330016786
GDE1,5.823935289,5.732138928,5.91890616,6.076469309,5.677251703,5.999366428,5.602878472,5.7848285
C19orf60,5.210256372,5.231102111,5.26293672,5.108909124,4.659462228,4.595366402,4.563554756,4.646623508
CRLF1,3.385824446,3.68292157,3.755411052,3.633779926,3.718394508,3.898285759,3.805550425,3.707679389
OSBPL7,4.19434713,4.305934052,4.615569317,4.04869829,3.25570617,2.963146706,2.980699863,3.034516832
TMEM98,0.184008553,0.452793614,0.281137975,0.321878465,0.229841372,0.244410952,0.247787793,0.405518642
YBX2,3.563768278,3.58100168,3.650488859,3.592110151,3.917928163,3.78514248,3.742965532,3.818594959
KRT33A,0,0,0,0,0,0,0,0.043501856
MAP3K14,1.824226104,2.156079435,1.612847861,1.364056892,1.871910657,1.958942872,2.168016176,1.690653986
ABCC8,0.88403988,0.930764583,0.918750297,1.002781718,1.348730987,0.957306199,1.471806555,1.101603016
CACNG3,0,0.021440071,0.020845797,0,0.019908965,0.018853908,0.020240894,0
TMEM132A,6.449302194,6.48971151,6.528922886,6.531794714,5.88825131,5.449445822,5.684179143,5.6269618
AP2B1,3.687318289,3.606762002,3.724475654,3.867372651,4.010502371,4.078276788,4.05976193,4.068602027
TAC1,0.196814747,0,0.138566792,0,0,0,0,0
ZNF263,3.860376863,4.041514601,4.325602285,3.943780706,3.880626758,3.790542689,3.992578113,3.825897539
CX3CL1,0.84300296,1.100930566,0.890408558,1.061582673,0.321631446,0.258610579,0.440672665,0.364258647
SPATA20,5.386217747,5.463815335,5.498726368,5.356823436,4.929033479,4.788095776,4.721941313,4.928033892
CACNA1G,0.44117111,0.333974372,0.358569555,0.378070979,0.310879867,0.317018048,0.397291495,0.358095763
TNFRSF12A,6.947350562,7.028292874,7.130220464,7.084436374,6.383013015,6.552970284,6.218909006,6.26827718
DLX6,0.029257804,0.059883661,0.061003743,0,0,0.0794883,0.163373779,0.080158671
MAP3K9,1.642793975,1.849494928,1.64787628,1.682640711,1.482786341,1.561594975,1.475624495,1.410818667
RALA,4.203600544,4.088107667,4.143752578,4.18094348,4.401200379,4.353619705,4.553053253,4.668504942
BAIAP2L1,4.278691049,4.299479128,4.41407463,4.397440189,4.528390033,4.485999927,4.480038875,4.550451291
KDM7A,1.195612173,1.137621558,1.515742724,1.510526514,1.369773556,1.144901288,1.614186846,1.387301876
ETV1,0.126608173,0,0.01695922,0.192537593,0,0.153267062,0.293312799,0
AGK,4.196937467,4.237953707,3.991798454,4.114075458,4.111607274,4.118517543,4.200009916,4.279582725
ALDH3B1,1.313414205,1.499470897,1.209927428,1.369265456,1.938074972,1.455318013,1.853784116,1.571696224
TTC22,0.155837294,0.403486974,0.168107986,0.218048322,0.177134539,0.180170781,0.195705393,0.316796836
PHTF2,3.730487799,3.794790139,3.852807878,3.925828563,3.775714302,4.020857742,3.852218622,3.994516367
CCL26,0,0,0,0.10586819,0,0,0.159227448,0
FARP2,3.520371958,3.237147614,3.637598655,3.577332142,3.806251869,3.790949237,3.752577341,3.963529611
USH1C,0.065970394,0.030216985,0,0.031014003,0,0.121867898,0.125884876,0
GGCT,6.930500811,6.904195048,6.988696047,6.938015202,7.228751363,7.332206662,7.177728476,7.139796897
DBF4,5.827747904,5.729316199,5.899066844,5.766160486,6.47380639,6.565455519,6.460871955,6.51019291
TBXA2R,0.661027159,0.727226052,0.374992708,0.803074078,0.66849768,0.442239687,0.694453226,0.605621388
IFRD1,5.584400341,5.723738751,5.720163527,5.60544396,5.89357093,5.742488646,5.852176166,5.879441117
LGALS14,0.371101588,0.548321204,0.357816592,0.819092625,0.093854364,0.097213799,0.514390949,0.687326801
COX10,2.672162804,2.840392734,2.979140029,2.972819459,3.007267275,3.22359245,3.253373646,3.19473322
GTF2IRD1,4.542363307,4.94160403,4.834448295,4.821317349,4.550383565,4.595127661,4.432084174,4.954205618
PAF1,5.106787996,5.010327807,5.306473699,5.015595692,5.137450241,5.146484161,4.858463471,5.147652676
VPS41,5.497733703,5.685993394,5.807293091,5.781760989,5.224109752,5.299134737,5.391410301,5.422283467
ARHGAP44,1.868777622,2.076172546,2.413872955,2.34017484,2.075809848,2.375314734,2.192490882,2.320369142
ELAC2,5.558460511,5.536736775,5.571236897,5.524066811,5.692100747,5.7768962,5.725438519,5.574579904
SCIN,1.794078938,1.948955871,1.770376614,2.263413064,1.551402812,1.691386761,1.33810489,1.661316361
ARSD,3.169965076,3.315243051,3.205408154,3.372017386,2.231619799,2.658168058,2.088182312,2.319216166
PNPLA4,1.000036067,1.009218162,1.159900392,1.139122368,0.722473894,0.921240556,0.833817091,1.241370392
MYH13,0,0.010964463,0,0,0,0,0.010727801,0
ADIPOR2,5.598171634,5.575082353,5.650615228,5.700445267,4.965733501,5.02120431,4.94060842,4.940382904
CDKL3,1.916174698,2.13915512,1.806550911,2.277309348,1.643232811,1.880105588,2.511293448,2.16278687
UPP2,0.080395703,0.121983506,0.032462001,0.155788084,0.027994081,0.030012539,0.071682777,0
PRSS21,0.215735744,0,0,0.062795089,0,0,0,0
MARK4,3.004745866,2.647505628,2.713401088,2.876008046,2.553114708,2.953086405,2.744146023,2.827749936
PROM1,0.184413607,0.294611927,0.176172112,0.43223681,0.381366443,0.167926929,0.322854585,0.139482593
CCDC124,4.920021697,4.828936173,5.068326861,4.912156429,5.002464001,5.348161586,4.913952109,4.964338557
CEACAM21,4.746791077,4.660312573,4.936600252,4.901243429,4.574228692,4.897003184,4.466705419,4.617892038
PAFAH1B1,6.460888333,6.363519791,6.476039769,6.492035826,6.455938695,6.679522324,6.52629578,6.638844228
NOS2,0.013898729,0.015447471,0.055503322,0,0,0.040552875,0,0
DNAH9,0.107475768,0.190665425,0.27221673,0.396179222,0.186898575,0.087956057,0.297856987,0.182425342
KIAA0100,6.317767139,6.309989221,6.325712006,6.183522244,6.23695941,6.249519294,6.225053156,6.076950242
SLC13A2,0.025547788,0.058913402,0.045369296,0.02866448,0.024830136,0.046615104,0.042676973,0.037778601
GAS7,0.354261444,0.216247487,0.295974519,0.268012722,0.315550001,0.192607026,0.251034313,0.189402044
TRAPPC6A,5.202123824,5.031020181,5.297029967,5.237999581,4.491917215,4.44701047,3.953674984,4.044752563
MATK,4.220747842,4.299171378,4.382618839,4.125841178,4.705231487,4.682820467,4.415440947,4.501330859
CEACAM7,0.449512778,0.232831414,0.28699112,0.236062731,0.052854757,0.024911105,0,0
CD79B,0,0,0,0,0,0,0.119021712,0
SCN4A,0,0.008017661,0,0.008139089,0.127507955,0.121687971,0.124222245,0.308776742
ST7L,3.845389686,3.861488943,3.809362992,3.855491443,3.860903222,3.666938337,3.972040077,3.740366343
TKTL1,0,0.153817007,0,0,0.14405812,0,0,0
PAX6,0.146527498,0.524299424,0.254285639,0.282308133,0.150003287,0.117814176,0.144055509,0.164859634
RPUSD1,5.024106877,5.065826467,5.083826064,4.823433481,5.008666157,5.038796108,4.876148552,4.926502376
RHBDF1,5.154125449,5.263642914,5.168990955,5.011732669,4.048079211,3.724126354,3.924670008,4.024044803
LUC7L,5.547286326,5.385613951,5.389852432,5.279709001,5.472500769,5.33654762,5.354794175,5.50103781
CACNA2D2,0.41562672,0.386079207,0.446462693,0.265805324,0.406642243,0.431528827,0.2905978,0.414125789
BAIAP3,3.346663358,3.127552394,2.958514204,3.246964383,3.345827814,2.788527026,2.872367811,2.456945419
TSR3,5.238163952,5.096156414,5.350843735,5.38937063,5.297848038,5.458270438,5.025901414,5.171795285
PIGQ,4.629962716,4.741477773,4.771362692,4.59792442,4.369487422,4.12532874,4.165936051,4.091911357
CRAMP1,2.648159384,2.611472222,2.715588111,2.407717118,2.323609297,2.432756347,2.108701751,2.113683832
TEAD3,3.663834164,3.37251616,3.648753033,3.58772502,2.470752895,2.438843739,2.457431444,2.276544308
SELE,0,0.041673904,0,0,0,0,0,0.040246912
DNAJC11,4.250393173,4.150778989,4.301829051,4.220113225,4.510297367,4.530963408,4.442200399,4.426694144
FMO3,0.435191186,0.948695778,0.96169222,0.500259539,0.407961791,0.678350499,0.517511545,0.281654338
MYLIP,4.296538167,4.435401905,4.477431245,4.283158749,3.542877099,3.599924741,3.381791411,3.431999963
NOX1,0.31047973,0.222416329,0.515225989,0.123567542,0.274810303,0.210449963,0.198081717,0.204149483
E2F2,2.323352774,2.506736487,2.427316532,2.486454381,2.630000006,2.687757225,2.606508557,2.700952339
PSMB1,6.595227639,6.556801844,6.740293477,6.698357406,6.77375902,6.973152038,6.663216513,6.8926096
SYN1,0.072818429,0.080505951,0.019906403,0.158573579,0.09190222,0.035922552,0.072322206,0.064771128
JARID2,3.095860299,2.940634728,3.148424924,3.060751261,3.055929659,3.118718528,3.074094354,3.079224489
CDKL5,2.222603658,2.486397743,2.153442185,2.244975323,1.682865402,1.717289277,2.171488676,1.908958899
CAMK1G,0,0,0,0,0,0,0,0
CDK11A,4.18423268,4.433393486,4.538084922,3.786355893,4.574973403,4.25456381,4.280696546,4.085917482
NADK,5.071342222,5.209796452,5.124572148,5.080252595,5.058896574,4.96473593,5.006746832,4.812898633
TFAP2B,0.196204141,0.3216984,0.191845603,0.283902813,0.094972569,0.060904996,0.165670157,0.159976579
TFAP2D,0,0,0,0,0,0,0.039349693,0.035591396
DLEC1,0.812287915,0.92624086,0.653026988,1.23704969,0.27747183,0.435353362,0.744403104,1.069660927
CYTH3,1.577479586,1.548579654,1.767464121,1.578552333,2.012672358,2.489198662,2.099480369,2.090951639
ADAM22,2.202239039,2.565038998,2.367860269,2.28681315,2.842492154,2.775992359,2.881220193,2.704471406
SYPL1,5.788043558,5.766576611,5.889712025,5.925866533,5.591224614,5.804980251,5.766891938,5.878615002
CYB561,6.131772608,6.055111037,6.205912471,6.065509843,5.686534143,5.870946613,5.565615453,5.5824988
SPAG9,4.76208832,4.566121032,4.961229728,4.81409919,4.651028723,4.758804174,4.713805772,4.673160646
CELSR3,2.328089653,2.640752791,2.648513762,2.596761055,2.097260193,1.953674984,1.860720508,1.712564967
AASS,0.403610219,0.627788914,0.508988381,0.321278159,0.602764713,0.307112555,0.49115941,0.294366077
PLEKHG6,2.58547697,2.59509304,2.478433443,2.872521477,2.564995115,2.310241223,2.133695033,2.419972983
SS18L2,4.475454591,4.461057013,4.511765302,4.474046599,4.709830994,4.696283214,4.694233899,4.817674416
MPND,4.185216393,4.090726427,3.823392718,3.963437131,3.937824583,3.815145015,3.49349363,3.59459632
MGST1,6.195312161,6.264433217,6.371088342,6.371410752,6.22970135,6.396253697,6.465483146,6.436764836
CRY1,2.910590688,3.109955569,3.08817383,2.921820947,3.096880838,3.197837091,3.212100815,3.272693603
PGLYRP1,0.338425556,0.600073701,0.098477097,0.37533531,0.419547521,0.2528855,0.088852455,0.224726873
NFIX,2.766540039,2.647309904,2.832357384,2.76993673,2.298963243,2.356200164,1.942296794,2.155733044
ST3GAL1,1.997570621,2.152060079,2.56706593,1.997967976,1.298675909,1.170303259,1.15771638,1.569709813
MMP25,1.374866993,1.063551261,1.268098983,1.196795866,0.778576984,0.993551913,1.031021063,0.717162033
IL32,2.970618093,2.712897273,2.846364937,2.537062433,3.057791626,3.172015394,2.638713348,2.74315301
PKD1,5.178634976,4.923172956,5.021817264,4.573059387,5.163643639,4.76254017,4.981838957,4.881322012
MAPK8IP2,1.225398337,1.111872639,1.266936423,1.043995356,1.122593211,1.173754278,0.812284629,0.863794966
MED24,3.944296247,3.960381966,3.675556268,3.981149396,4.357249359,3.737967919,3.973648008,4.106607954
RHOBTB2,3.103885328,3.268245735,3.098973634,2.930869776,1.908098107,2.118911181,2.226209479,1.630601173
HEATR5B,3.611349459,3.312826335,3.457473471,3.296944831,2.649390128,2.839697622,2.811419652,2.778696402
SEC62,5.888714029,5.897576854,5.856221327,6.075746538,5.848450182,5.914193757,5.906835291,6.036189001
RPS20,9.075471127,9.117006669,9.206250051,9.158175426,9.107154291,9.213811417,9.269288009,9.352639366
CSDE1,10.00094364,9.958648409,10.15370402,10.13622215,10.04802361,10.2291673,10.21312853,10.24627744
UBE3C,5.106825677,5.046211644,5.337775306,5.130844404,5.089265084,5.286256485,5.2499345,5.162975338
REV3L,4.391582148,4.729444007,4.475616714,4.156097238,4.425136999,4.175093405,4.460473917,4.084838145
TENM1,0.364225023,0.583972472,0.414626994,0.424829667,0.186052974,0.203048263,0.156667137,0.213283817
PAX7,0.080344943,0.045134128,0.028356693,0.045766143,0,0,0.021450589,0
MASP2,0.63322008,0.699932688,0.452747234,0.598254664,0.667213638,0.48359344,0.421891666,0.285989239
IYD,0.408750984,0.602810313,0.416671147,0.525625916,0.681120883,0.564609371,0.620690562,0.281947455
FAM76A,2.134102627,2.419983766,2.510232794,2.332536089,2.472978984,2.075429945,2.445019482,2.314360099
TRAF3IP3,0.317842373,0.470834614,0.100443247,0.15494089,0.242639087,0.21602269,0.424984416,0.317074794
POMT2,4.291176226,4.3686636,4.320672404,3.691567664,4.605085362,4.46124696,4.678054998,4.252082561
VTA1,4.603650081,4.521440262,4.718427389,4.683219219,4.617850909,4.877361443,4.54874486,4.765932493
MLXIPL,1.961878879,2.220218498,2.157781043,1.583827134,2.497584265,2.506327736,2.572530769,2.322758848
BAZ1B,4.949511588,4.891725387,5.087420408,5.046984272,5.149421968,5.248660065,5.142135656,5.205509813
RANBP9,5.092993871,5.037140581,5.198537371,5.198439148,4.348834361,4.564676921,4.35606632,4.490640723
ETV7,0.320173866,0.259465336,0.157125223,0.154226736,0.1988298,0.041726043,0.244861492,0.260967467
SPRTN,3.035469076,2.847956831,2.888844538,3.350799898,2.730702988,2.852883765,3.001733799,3.042038418
METTL13,4.053571882,4.152094161,4.536600026,4.362834549,4.350532607,4.401678246,4.296765737,4.365426591
DYRK4,4.301404738,4.342248937,4.410103621,4.315848771,4.563170336,4.612600201,4.499871393,4.473494707
ZNF207,6.323488968,6.341907492,6.459262748,6.414206583,6.211485354,6.385519046,6.308071401,6.301476075
UQCRC1,6.364616203,6.457865116,6.55746217,6.460711443,6.581348234,6.676930259,6.227188486,6.483245034
STARD3NL,3.837246948,3.747129561,3.78568655,3.933157143,3.896048984,3.885144811,3.880068355,3.930671114
CD9,7.57609126,7.57906698,7.698079537,7.835267236,6.603433478,6.810558782,6.45059763,6.579690047
HHATL,0.09385896,0.191452739,0.153824788,0,0,0,0,0
NCAPD2,4.891244186,4.888485123,4.856273625,4.903525194,5.411066883,5.516081353,5.43868874,5.452598729
IFFO1,0.618148426,0.623507314,0.51100444,0.543654249,0.548651657,0.584284275,0.52144177,0.510279388
GIPR,1.815886886,2.053034854,1.670853929,1.899662893,1.544079772,1.794241173,1.771632081,1.373564695
PHF7,1.523436499,1.452600706,1.62860564,1.778078181,2.142785909,1.830226924,1.808562159,1.991970741
SEMA3G,0.143448278,0.084412511,0.159022015,0.08482665,0.613606143,0.656992362,0.567718716,0.483500574
NISCH,4.315370592,4.42833002,4.482131919,4.330171144,4.041129062,4.025923555,4.167317781,3.903684252
STAB1,0.389835502,0.344977303,0.028218903,0.271999293,0.365581686,0.126316096,0.295077634,0.249724448
FUZ,2.627216931,2.930262353,2.722929361,2.847056845,2.868655162,2.598041182,2.597159279,2.603494605
SLC6A13,0,0,0,0,0.145640939,0,0,0.229676512
IDS,3.737740834,3.812600905,3.884549081,3.891701088,3.698996301,3.858886127,3.877655919,3.831907635
PRSS3,0.174490792,0,0.070993072,0,0,0,0.111187863,0
ZNF200,2.76293343,2.865728818,2.880644389,2.82816848,2.835145941,2.85091741,2.613526938,2.833460905
CD4,0.232999597,0.412211379,0.126177173,0,0.344203572,0.115320155,0.777341858,0.440057078
LRRC23,2.731352705,2.546338877,2.708630904,2.734980523,2.866844692,2.752795682,2.578119948,2.776967241
