Hugo name,MCF7_1,MCF7_2,MCF7_3,MCF7_4,MCF7_13,MCF7_14,MCF7_15,MCF7_16
CDCA4P2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.187958996
0,0.598518615,0.645944162,0.350873996,0.36382596,1.446197991,0.814296109,1.277407554,0.594166328
0,0.12908871,0,0,0,0,0,0,0
ATXN1L,3.370792009,3.337065945,3.405740547,3.313334385,3.188756965,3.204655649,3.460467364,3.096536803
MTCO3P19,0,0,0,0,0,0,0,0
CCND3P1,0.122741887,0,0.367290541,0,0,0,0.12153481,0.108093374
0,0,0,0.093151242,0,0,0,0,0
RPL36P16,0,0,0,0,0,0,0,0
0,0.71587229,2.182587428,1.58695685,1.314708125,1.234912059,0.890537746,1.2998835,0.951983102
0,0.292460199,0.087525979,0.084791962,0,0,0.150594769,0,0.072761777
0,1.17739482,1.498792096,1.009411673,1.591779933,1.279726828,0.612150531,1.245130531,1.181770458
0,0.379446852,0.333016058,0.365839207,0.335794217,0.69552887,0.634704777,0.47115832,0.704839216
HSFY4P,0,0,0,0,0,0,0,0
0,0.245114707,0.495181431,0,0.141938888,0.13172578,0.124259837,0.132209229,0
USP9YP7,0,0,0,0,0,0,0,0
HCG19P,0,0,0,0,0,0,0,0
SAMM50P1,0,0,0,0,0,0,0,0.050752985
TTC21B-AS1,0.489967256,0.79841638,0.463834818,0.345604163,0.419840882,0.499650496,0.919163859,0.59718026
0,0,0,0,0,0,0,0,0
HNRNPA3P14,0,0,0,0,0,0,0,0
RPL36P4,0,0,0,0,0.321485985,0,0,0
MAPKAPK5P1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.025526952,0
0,1.715234455,2.037364649,2.217578162,2.554768103,2.21175049,1.353351524,1.970308861,2.178988656
0,0.073166795,0,0,0,0.048465408,0,0.045656983,0.08442258
0,0.113345515,0.346164927,0.61749503,0.242712247,0,0.406229704,0.462729781,0.229171973
POLR2KP2,0,0,0,0,0,0,0,0
LINC00365,0.228046584,0.437800867,0.607163159,0.204373633,0.646578352,0.690629852,0.217208378,0.326243947
0,0,0,0,0,0,0,0,0
LINC00620,0.135416796,0,0.14709435,0.273585114,0.255532155,0.13642884,0.069627246,0.126152189
0,0.454554946,0.376651568,0.340697845,0,0.174448606,0.189036355,0.496545181,0
0,0,0,0,0,0,0,0,0
HTR2A-AS1,0,0,0,0,0.239333269,0,0,0
0,0,0,0,0,0,0,0,0
HMGN1P19,0,0,0,0,0.29057421,0,0,0.290011472
KRT8P45,0.594897238,0.517531702,0.482151285,0.670255708,0.280364866,0.473414957,0.362975901,0.554674306
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
CYCSP42,0,0,0,0,0,0,0,0
0,0.251173719,0.60923111,0.118940674,0.182415172,0,0.032711232,0.361653837,0
0,0,0,0,0,0,0,0,0
PPIAP10,0.182691026,0.202775021,0,0,0,0,0.197124358,0.179916095
SMIM13,2.931811627,2.85713702,2.723964774,2.98193483,3.278294076,3.407674976,3.491288732,3.428409085
0,0,0,0,0.311549616,0.152208086,0.285332376,0.42470822,0.262888927
TMLHE-AS1,2.276577061,2.807583674,1.462837601,2.279503982,0,1.842391581,1.401635927,0.726841678
0,0,0,0,0.490725173,0,0,0.248073294,0
0,2.372146972,1.641698614,1.537360682,1.992159325,1.090778923,1.679261638,1.679603955,1.224268765
MEP1AP4,0,0,0.121876781,0,0,0,0,0.055330614
SAGE4P,0,0.020142305,0,0.02042454,0.018548721,0,0,0
0,0,0,0,0,0,0,0,0
0,0.594815089,0.250567506,0.454240129,0.251507027,0,0.223983455,0,0
SNRPGP15,2.283112807,2.290810683,1.913592194,1.678869675,1.249967105,2.276910506,2.091679526,1.452721935
0,0,0,0,0.260208767,0.240486526,0,0.649336779,0
EIF4BP3,0.258535809,0.161757431,0.263893756,0.246872594,0.205257371,0.191086306,0.208750719,0.204149483
ZNF619P1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.418809539,0,0.224298405,0,0,0,0
0,0,0,0,0,0,0,0,0.919279055
HMGB3P21,0,0.167662365,0,0,0,0,0,0
0,0,0,0.275033278,0,0,0,0,0.236046806
0,0.628997505,0.384811305,0.668300699,0,0.353040936,0,0,0.345245342
0,0,0,0,0,0,0,0,0
HLA-DPB2,0.360286731,0.238437147,0.061356217,0.3489281,0.129586891,0.111514668,0.246209836,0.224273705
LINC01087,0.926589284,1.076134912,0.899746407,0.922406434,0.806456049,0.770859485,1.105926104,0.831179229
0,0,0,0,0.156017285,0,0,0,0
LPP-AS1,0.313639419,0,0.176359797,0.184285373,0,0,0.192803946,0
0,0.276820603,0.317904873,0.526691841,0.464106761,0.276466888,0.196685094,0.210213037,0
FAM96AP2,0.172957243,0.514719166,0.347572686,0.517394632,0.174695312,0.169669782,0.19995434,0
0,0,0,0,0,0,0,0,0
0,0.091089255,0.15054408,0.221264618,0.47208324,0.236687312,0.045765724,0.254392076,0.297439134
0,0,0,0,0,0,0,0,0
0,0,0.039232464,0,0.152702631,0.036794903,0.03508051,0,0
USP9YP13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.553471589,0
COL18A1-AS2,1.399805467,1.760591421,1.273002575,1.248704841,0.793623752,0.992526995,1.286390311,0.917637976
LINC01117,1.736215198,1.828891503,2.031476363,2.083979198,1.262499307,1.28421206,1.078719126,1.44647328
HNRNPA1P48,2.744791868,2.719108949,2.952055812,2.835026657,3.392218492,3.182828934,3.211111901,3.043790684
0,0.697731125,0.298496443,0.736391865,0.296929565,1.175051875,1.131727755,0.804875479,0.725008173
LINC01015,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.197739606,0.404725498,0,0.406204665,0.202445306,0,0.216287227,0.19737225
0,0,0,0,0,0,0,0.415300046,0
GPX5,0,0,0,0.150792309,0,0,0,0
0,0,0.11042953,0,0,0,0,0,0
MTND3P16,0,0,0,0,0,0,0,0
0,0.174323319,0.419073918,0,0.26103248,0.386245895,0,0.345320293,0
0,0.325555659,0.357799705,0.276519296,0.151006713,0.270060028,0,0,0
RPL29P19,0,0,0,0,0,0,0,0
0,0.49978212,0.429637387,0,0.431135115,0,0,0,0
ZMIZ1-AS1,0.157310228,0.127900137,0.087142901,0.154585801,0.042831035,0.020448721,0.043706778,0.096518519
SVIL-AS1,3.048576239,3.467383831,3.459160104,3.201031567,3.564195229,3.291665437,3.432863224,3.205196991
RPS5P2,0.108771726,0,0,0,0,0.107390998,0,0.09887752
BMS1P12,0,0,0,0,0,0,0,0
0,0.275965346,0,0.296849708,0.303456964,0,0,0,0
RPS26P5,0,0,0,0,0,0,0,0
0,0,0,0,0.827584923,0,0,0,0
0,0,0,0,0.077432656,0.071363024,0,0,0.064339877
0,0,0,0,0.206576964,0,0,0,0
TGFA-IT1,0,0,0,0,0,0,0,0
IGKV1D-27,0,0,0,0,0,0,0,0
0,0.131695757,0,0,0.473572894,0.135233429,0.127720169,0.387358129,0.19638672
0,0,0,0,0,0,0,0,0
0,0,0.6514297,0,0,0,0,0,0
0,0,0.226535657,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
TNK2-AS1,1.391344306,1.162106891,1.035419807,0.996349696,1.015683104,0.97194998,1.023681177,0.71262043
RTCA-AS1,0.918702219,1.103255911,1.088738638,0.733040168,1.046889135,0.900154629,0.407600748,1.021934496
0,0,0,0,0,0,0,0,0
0,0,0,0,0.245898417,0,0.215689778,0,0
MEF2AP1,0,0,0,0,0,0,0,0
0,0.135762977,0,0,0,0.139794278,0,0.142848632,0
OR9R1P,0,0,0,0,0.084740404,0,0.097028747,0
TUBB8P6,0,0,0,0,0,0,0,0
0,0,0,0,0,0.249593396,0,0,0
RPL37P10,0,0.39959003,0,0,0,0,0,0
0,0.040643067,0.088166026,0,0.045742523,0.041977602,0,0.042487874,0
0,1.715976812,0.707879899,0,1.167871708,1.426790739,0.616445216,1.986862333,1.038632836
0,0,0,0,0,0,0,0,0
0,0.467312873,0.746802898,1.120915901,0.359640359,0.7130887,1.036967453,0.915825278,0.857541553
0,0,0,0,0,0,0,0,0
ZNF736P6Y,0,0,0,0.066365059,0,0,0.075679118,0
0,0.770231129,0.844274765,0.755920743,0.682441157,0.607958511,0.495944799,0.59428005,0.800168922
PDSS1P2,0.224894769,0.358907079,0.238847989,0,0.45215576,0.504032517,0.675810513,0.234303879
0,0,0.263957435,0.187843743,0.193499261,0.340350335,0.244806704,0,0.323892285
SRSF1P1,0,0,0,0,0,0,0,0
0,0,0.265786125,0.520363911,0,0,0,0,0
0,0,0,0,0.753833843,0,0,0.35312226,0
0,0.298658316,0,0.31491922,0.804046122,0.555952567,0.720891316,0,0.578046018
0,0,0,0,0,0,0,0,0
0,0.093352613,0.10312066,0.100143939,0.104359877,0.141696977,0,0.094925426,0.125416893
0,0,0.526979226,0,0,0,0,0,0
0,0,0,0.302896891,0,0,0,0,0
IGHV3-74,0,0,0,0,0,0,0,0
LINC00885,1.353204709,1.335551856,1.300691903,1.367913372,0.554754844,0.698755443,0.698537659,0.806702676
0,0,0.730087768,0,0,0,0.619721003,0,0
0,0,0,0,0,0.109145894,0,0.263982666,0
0,0,0,0,0,0,0,0,0.06653962
RBMY2BP,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
GAGE12J,0,0,0,0,0,0,0,0
SH3BP5-AS1,2.005867036,1.879952728,2.305319776,2.019527571,2.182654164,1.944408705,2.20786787,1.867184822
0,0,0,0,0,0.08893737,0,0,0
ATP6V1G1P3,0,0,0,0,0,0,0,0
RPL36AP53,0.336227393,0,0,0.369773556,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.197280396,0,0.205537651,0,0.197952177,0,0,0
IPO8P1,0.021673732,0,0,0.048454806,0.04530149,0.125409354,0.05282555,0.071197148
0,0,0.206723233,0,0,0,0,0,0
0,0.471960507,0,0.497844302,0,0.471777427,0,0,0
0,0,0.268049863,0,0,0,0,0.450728264,0
0,0,0,0,0.161145995,0.286974565,0.144217394,0.16597495,0
EIF3EP2,0.215545658,0.270301681,0.044188595,0.12501742,0.192449219,0.151063882,0.098715451,0.201032822
0,0.469028438,0.33514135,0.254342487,0.320205066,0.428673051,0.208594668,0.411489159,0.259265255
PDIA3P2,0,0,0,0,1.159738966,0,2.155972613,1.105376368
GAPDHP46,0.129116545,0,0.070370229,0,0,0.064822439,0,0
MED15P4,0,0,0,0,0,0,0,0
PLA2G12AP1,0.288594808,0.326468318,0.439980509,0.329923819,0.294634275,0.293297494,0.169124565,0.42886597
0,0,0,0,0,0,0,0,0
SOCS5P2,0.047768001,0,0,0,0.049565113,0,0.052869778,0.047617257
RPL36AP29,0,0,0.332814467,0,0,0,0.333355032,0
0,0,0,0,0,0,0,0,0
TCEB1P23,0,0.327249316,0,0,0,0,0,0
RASAL2-AS1,0.392972395,0.482785309,0.44217173,0.536875499,0.581553716,0.453772514,0.485358813,0.625586585
E2F6P2,0,0,0,0,0,0,0,0
ZNF812,0.188045113,0.551315195,0.177198338,0.424842563,0.33163414,0.36583025,0.807351624,0.317136169
UBE2D3P3,1.302611509,0.780005148,0,0.239318603,0.22581661,0.215266073,0.255579286,0.232152347
0,1.473033553,2.052854062,2.650091298,1.293317508,2.078196503,1.406101238,1.868821074,1.486776146
0,0,0,0,0,0,0,0,0
MTND6P7,0.156557123,0.172627042,0,0,0,0,0,0
NEFMP1,0,0.068801077,0,0,0,0,0.137031423,0
0,1.417466395,1.583480573,1.416445243,1.370766905,1.505082998,1.334922899,1.408510793,1.363372956
LAMTOR5-AS1,3.879470525,4.128384144,3.595646873,3.705513511,3.702059066,3.634523571,4.071410875,3.537047519
0,0,0,0,0,0,0,0,0
MED28P4,0,0,0,0,0,0,0,0
0,0,0.112020956,0,0,0,0,0,0
RPS17P13,0,0,0,0,0,0,0,0
E2F3-IT1,0,0,0.236206041,0.242500073,0,0.215633871,0.244664246,0.421537325
OR11M1P,0,0.154844999,0.077143032,0.080082381,0,0,0,0
FAM90A8P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.093122434,0,0
NPIPA3,1.853213227,1.87680963,1.975556821,2.03031842,2.223740711,2.022690941,1.987004275,2.375414831
0,0.502114665,0.599464436,0.397246582,0.455207525,1.391613766,1.128234002,1.171943362,0.815222909
0,0.382656187,0.45301706,0.501656202,0.281667393,0.391078096,0.366036235,0.520211015,0.28728079
0,0,0.071310298,0.014119114,0,0.013563693,0.025786312,0.040536323,0.012141759
0,0.276190526,0.52046248,0.345901599,0.453251008,0.501435069,0.362575369,0.381350937,0.386063751
0,0.034132025,0.145278336,0,0.038177541,0.035458377,0.033684046,0,0.033553953
0,0,0,0,0,0,0,0,0
0,0.08400152,0.06271235,0.090625426,0.031763446,0.059351401,0.081385035,0.030097882,0.102573616
0,0,0,0,0.061519219,0,0,0,0
GUSBP10,0,0,0,0,0,0,0,0
CEP57L1P1,0,0.075366275,0,0,0.065213144,0,0,0
FCF1P7,0.594862851,0.155858013,0,0.158271096,0,0.26746868,0.163000143,0.288204982
0,0.419885097,0.129692256,0.381318816,0.324992585,0.336808947,0.28933873,0.460284393,0.356625004
PCOLCE-AS1,0.086041851,0.449466292,0.140626854,0.182224458,0.389618572,0.493074446,0.498826809,0.078259228
0,0,0.153369544,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MAGEA7P,0,0,0,0.075306163,0,0,0,0
0,0.410799134,0.380247362,0.536908314,0.488701118,0.424715744,0.423098358,0.668710971,0
0,0,0,0,0,0,0,0,0
0,2.994261101,3.073755122,3.218950066,2.991789386,3.665449623,3.773437278,3.666972412,3.738486835
0,1.175805608,0,0,0,0,0,1.217751854,0
TEX26-AS1,0.798756443,0.920021125,1.020022082,0.855570378,1.276389465,0.951641503,1.008121113,0.886981623
0,1.266450747,0,1.038091973,0.846944959,1.227654832,0.510513349,1.652867339,1.1592352
0,0.515229017,0.776277522,0.545566137,0.489740214,0.313456,0.710924764,0.860328786,0.758872808
MTCYBP21,0.118321316,0.131101216,0.064579385,0.13223582,0.062791912,0,0,0
0,0,0,0,0.03077719,0,0,0.03239824,0
SHMT1P1,0,0,0,0,0,0,0,0
VN1R21P,0,0,0.095403673,0,0.091374197,0,0,0
HMGN1P34,0,0,0,0,0,0,0,0
LINC01167,0.595197139,0.817225387,0.705591362,0.467765688,0.420477012,0.719129106,0.511336465,0.758787548
C1DP3,0,0,0,0,0,0,0,0
0,0.187027844,0.545336805,0,0.389146056,0.275855723,0.263063259,0.106987038,0.277774128
0,0,0,0,0,0,0,0,0
FDPSP8,0.154400447,0.066659472,0.185884301,0.067263127,0.180401234,0.171536073,0.447322107,0
0,0,0,0.166824687,0,0.161781935,0,0,0
0,0.542739446,0,0.255682003,0,0.127327145,0.297076349,0.325828482,0.538136835
MUC20P1,0.537524693,0.55231706,0.368353777,0.396151815,0.156505349,0.193895353,0.282128992,0.256176149
ATP2B2-IT2,0,0,0.160228355,0,0,0,0,0
HSPA8P7,0.1304806,0.211270173,0.105849153,0.074520918,0.102879137,0.248430395,0.149113658,0.317835429
BRAFP1,0,0.025942047,0.122666623,0.078237364,0.024346916,0.06942831,0.079644488,0.024884589
RPSAP50,0,0,0,0,0,0.0768078,0,0
OR4F2P,0,0,0,0,0,0,0,0
CENPIP1,0,0,0,0,0.084211113,0,0.095472541,0
EIF4A2P4,0,0,0,0,0,0,0.068489491,0.119826263
MIPEPP2,0,0,0,0,0.038854039,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.084354
CETN4P,0.1998212,0,0.214831056,0.221976041,0.698950088,0,0.700476118,0
0,0,0,0,0,0,0,0,0
0,0.140683127,0.339979946,0.677825724,0.558491981,0.556804112,0.458538445,0.675667816,0.489406264
0,0.786709264,0.786230833,0.676491288,0.392225087,0.596908434,0.681714616,0.513295678,0.665315449
KRT18P39,0.201849622,0.153849427,0.053482009,0.2278692,0.225889394,0.118009343,0.279615112,0.093897081
0,0,0,0,0,0,0,0,0
0,0.151882191,0.41486184,0.160358744,0.153344897,0.195260656,0.122686632,0,0.097118848
NTM-AS1,0,0,0,0,0,0,0.111563675,0
RPL32P1,0.200351174,0,0,0,0,0,0,0
0,0.41322903,0.452161032,0,0,0,0,0,0
0,2.672189965,2.100180414,2.168189518,1.87659749,1.696407861,1.647613841,1.661184084,1.934599532
0,0,0,0,0,0.201013996,0.191360508,0,0
TUBB4BP2,0,0.093384662,0,0.09366807,0.246029805,0.082758307,0.086392338,0.07694896
LINC00853,0.468970069,0.75017599,0.501588948,0.431914946,0.310146973,0.536563226,0.395013429,0.573734186
ARL5AP4,0,0,0,0,0,0,0.194725026,0
DUX4L9,0.384875389,0.584242897,0.284572172,0.520751108,0.277663452,0.324535284,0.115633109,0.396403937
SRGAP3-AS1,0.179737787,0.52723552,0,0.19940286,0.180716932,0,0,0
BEND3P2,0,0,0,0,0,0,0,0
0,1.765768105,1.994094521,1.264512411,1.481908548,1.225546412,1.289025857,1.604337059,1.494661372
TMEM72-AS1,0.213268884,0.175432623,0.103575253,0.177745615,0.037531791,0.089474558,0.079412793,0.055058738
SEPT14P13,0,0,0,0,0,0,0,0
0,0.937431027,0.829404711,0.449093298,0.641960282,0.241635203,0.564263041,0.275393304,0.318882527
0,0.24060864,0,0,0.480885503,0,0.228172218,0.714286847,0
NAP1L4P2,0,0,0,0,0,0,0,0
0,0,0.411452279,0.392021709,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.175938428,0
BTF3P4,0,0,0,0,0,0,0,0
COL4A2-AS2,0,0,0,0,0,0,0,0
THRB-IT1,0.264555647,0.516283484,0.365742921,0.483068155,0.416492805,0.387890771,0.15844432,0.479763453
RORB-AS1,0.318171046,0.127499502,0.063002261,0.129630673,0.32708372,0.05587699,0.301597011,0.072752724
0,0.263449121,0.340350335,0.27821556,0.129003486,0.145424432,0.13936995,0.315575504,0.390644576
LINC00265-2P,0,0,0,0,0,0,0,0
TOMM20P1,0,0,0,0,0,0,0,0
OR2X1P,0,0.126093231,0,0.127794641,0,0,0,0
0,1.305655398,1.271365911,1.886292605,1.339188705,0,1.644179317,0.122680934,4.79E-07
0,0,0.036955501,0,0,0,0,0.041725342,0
BTF3P9,0.370294871,0,0,0,0,0,0.43615864,0
0,0,0,0,0,0,0,0,0
GCSHP5,4.89782126,4.885730534,4.849498932,5.377654769,5.437271024,5.499753424,5.620099565,5.732605681
RPL12P17,0,0,0,0.180263731,0.452722989,0,0.18021662,0
0,2.190156538,2.912354782,2.627697879,2.197044444,3.275434725,2.914200934,2.841830251,2.823936817
LINC00240,1.874033621,1.505337113,2.12136028,1.940696738,2.161362091,2.121449802,1.98162984,2.203461163
0,0.116861496,0.23412113,0.426318435,0.237309175,0.291326543,0.110089914,0.374706774,0.331726997
0,0.470404628,0,0,0,0.549717465,0,0,0.215569264
0,0,0,0,0,0,0.180718205,0,0.173247706
#N/A,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
LINC00502,0,0,0,0,0,0,0,0
MTND5P24,0.076383964,0.049579889,0.122241204,0.043481698,0.118810871,2.66E-09,0,0
LINC00393,0,0.371068123,0,0,0,0,0,0
CDKN2A-AS1,0,0,0,0,0,0,0,0
OPA1-AS1,1.626130706,1.60876194,1.888234746,1.241010319,1.484550639,0.907101406,1.437126512,1.515515666
0,0,0.339371162,1.012847532,0.341679533,0,0.297542435,0,0.308811683
0,0.79809366,0,0.47694362,1.394322063,0.655247401,0.781684519,0.838429036,0.307463499
RPL29P11,0.687787229,0.769380762,1.067039764,1.286082714,0.891370189,0.474763095,1.116291555,1.450295411
GXYLT1P2,0,0,0,0,0,0,0,0
YBX1P1,0.178415078,0.291831024,0,0.613274208,0.63350933,0.551363435,0.571318579,0.949155394
LINC01398,0.105543054,0.171333666,0.058347254,0.060475078,0.10933876,0.053122739,0,0.049155785
0,0,0.342712887,0,0,0,0.386123365,0.048760707,0
0,0,0.133493428,0.060218144,0.140519536,0.059633406,0.052995221,0.066439322,0
USP9YP25,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,3.726929282,3.776556734,3.799750462,3.764144422,3.446722053,3.428631516,3.308738014,3.30632641
0,0.328330973,0.140592827,0,0,0,0.112198622,0,0
CDY13P,0,0,0,0,0,0,0,0
0,0.520567077,0.422719559,0.856894087,0.688593074,0.918509125,0.793532199,1.057131371,0.757840827
0,0,0.265032357,0,0,0,0,0,0
C17orf89,5.849055997,5.958949366,5.907755953,6.034761554,6.328051943,6.427138495,5.965394127,6.175602442
0,0,0.174619899,0,0,0,0,0,0
MTCYBP29,0,0,0,0,0,0,0,0
0,1.230405936,0.906619728,1.157975015,1.268140914,1.147677909,0.717771823,1.210226755,1.226187895
0,0,0.448059398,0,0,0.154396558,0,0,0
0,1.055542748,1.332650654,1.610203962,1.576009304,1.685289836,1.45791468,0.864681009,1.395649632
TSSC1-IT1,0,0.11089946,0.207663001,0.49023021,0.199189246,0.09842387,0.113989543,0
0,0.654135788,0.661637426,0.809554385,0.630914239,1.203714859,0.92428387,0.354058285,0.639069127
0,0,0.211911806,0,0,0,0,0.070532491,0
0,2.638268501,2.861175264,2.850073293,2.628122661,2.29394427,1.965363187,2.172535519,2.079692133
0,0.516583033,0.326849093,0.479150869,0.413818268,0.296158999,0,0.321833451,0.401759331
RPS4XP16,0.543434512,0.949795622,0.221689039,0.713991361,0.684436361,0.179815481,0.488577733,0.275859297
0,0,0,0,0,0,0,0,0
VPS26BP1,0,0,0.318066897,0,0.308759271,0,0,0.242519585
SIGLEC30P,0,0,0.074719153,0,0,0,0,0.066444558
POT1-AS1,2.206083665,2.282905307,2.040555821,2.074573939,1.851583153,1.764159287,2.026109525,2.154793811
0,2.647367473,2.86020203,2.484517127,2.407034534,1.172225067,1.276782496,1.251616093,1.694474622
0,0,0,0,0.883009203,0,0,0,0
GAGE12H,0,0,0,0,0,0,0,0
0,0.460900845,0.560624967,0.386668601,0.127023059,0.290797121,0.364635181,0.318280972,0.515089709
0,0,0,0,0,0,0,0,0
0,0.510205445,0.539194552,0.455203316,0.345095428,0.434033014,0,0.269697471,0.319829468
0,0,0,0.266778147,0,0,0,0,0
0,0,0,0,0,0,0,0,0
TIMM8BP2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.456188996
0,0,0,0,0,0,0,0,0.144614197
LINC00863,1.936085723,1.933689711,1.967419489,1.785584029,1.493145172,1.44911232,1.284099506,1.328474596
APOC4-APOC2,0,0.114641944,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.243738533,0
0,0,0,0.362227479,0,0.282655674,0.286853949,0,0.452716664
TACC1P1,0.084728704,0,0,0,0,0,0.046547775,0
0,0,0,0,0,0,0,0.107504558,0
LINC00320,0.921191798,0.994952568,0.972610317,0.48357074,0.845542238,0.462799918,0.494490367,0.770978698
NDUFA5P10,0.48902084,0,0,0,0,0,0,0
KRT8P30,0.208828114,0.24667319,0.351502823,0.315726199,0.201852131,0.118214585,0.101965875,0.256276407
0,0,0,0,0,0,0,0,0
0,0,0.113913554,0,0,0,0,0,0.111636449
LINC01034,0,0,0,0,0,0,0,0
0,0.520554002,0.5847759,0.55459671,0.455525288,0.783726519,0.466480951,0.773737292,0.62862057
0,0,0,0,0,0,0,0,0
SUCLA2P1,0.05135623,0,0,0,0,0,0,0
LINC00184,0.054684164,0.030585394,0.058712983,0.061259154,0.028644255,0,0,0
PRRT4,1.385729209,1.511452858,1.607640423,1.21651074,0.70082409,0.598536718,0.707221731,0.63588345
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
CASC6,0.527199481,0.614395126,0.583761679,0.800313076,0.713366772,0.287421466,0.658755319,0.631720818
0,0.843443636,0.809145226,1.034011413,0.672683307,1.117429084,0.895914473,0.878553502,1.186659017
0,0.433169919,0,0.457361046,0,0,0,0,0
VN1R25P,0,0,0,0,0,0,0,0
ATP5G1P8,0,0,0,0,0,0,0,0
0,0,0.393058091,0,0,0,0,0,0
0,0.457168748,0.498941153,0.67257379,0.399214853,0.650189204,0.354411537,0.435734192,0.518490825
SRIP3,0,0,0,0,0,0,0,0
KCTD10P1,0,0,0,0,0,0,0,0
#N/A,0.61909462,0.409802572,0.611922103,0,0.429867661,0.829920983,0.356910038,0.816108963
LINC01266,0.23166096,0.083308013,0.076893291,0.081240763,0.109493622,0.109572384,0.145119179,0.138076553
PGM5-AS1,1.388261188,0.750612507,1.235488122,0.912293458,0,0.134021906,0,0
0,1.273115997,1.326054068,1.197475421,0.534895295,1.089240504,0.628664427,1.216138198,0.921375392
PPP4R3CP,0,0.059635344,0,0,0,0,0,0
0,0,0.21177229,0,0,0,0,0,0
PSAT1P4,0.15215226,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
TRAPPC2P3,0,0,0,0,0,0,0,0
KCNC4-AS1,0,0,0,0,0,0,0,0
TBC1D3P6,0,0,0,0,0,0,0,0
0,1.179428244,0.495077025,0,0.273592274,0.455040198,0.239225714,0.258711874,0.45076732
0,0,0,0,0,0,0,0,0
0,1.444370229,1.59470141,1.302705083,1.453122447,0.799059115,1.098648624,1.60411878,1.56839699
0,0,0,0,0,0,0,0,0
SUMO2P3,0.365430511,0,0,0,0.37209068,0,0,0
0,0.263581324,0.15125746,0,0.153985581,0,0.135969123,0.156038002,0
LARGE-AS1,0.373667141,0.898486995,0,0.335217971,0.331572233,0.030688498,0.073018407,0.390345217
INE1,1.93897827,1.689858236,1.977851392,1.634830213,1.687244374,1.385182513,1.799974208,1.221877081
PARP4P2,0.095886083,0.064284685,0.083583196,0.085987211,0.174030515,0.112828485,0.087838776,0.079492123
0,0.259877463,0.722579687,0.284986663,0,0.683420688,0.254694411,0.854233483,0.936884012
0,0,0,0,0,0,0,0,0
RPL23AP85,0.356639651,0.208893023,0.202344997,0,0,0,0,0
0,0.90730757,0.732883924,0.858351869,0.805746451,0.783165781,0.780835841,0.77584449,1.023028194
TMEM233,0,0.079831646,0.024162918,0.032206378,0.022933629,0.046895279,0.369495519,0.072412765
0,2.287924359,2.352589052,1.969148648,2.632598601,1.353616882,0.949734375,0.825872716,0.9895772
0,0.472965991,0,0.890343181,0.284299727,0.257652746,0.255969571,0.900017022,0.251523994
PPP1R8P1,0,0.132069557,0,0.134303358,0.063253314,0,0.067564928,0
0,0,0,0,0,0,0,0,0
0,0.682062646,1.093019233,0.280769879,0.293459951,0.271211706,0.66955475,0.271903706,0
FAM41AY1,0,0,0,0.040859895,0,0,0,0
0,0.060898081,0.067261612,0,0,0,0,0.062531661,0
RPL29P12,0.187101344,0.175951199,0,0,0.185234792,0.418320581,0.164652427,0
LINC01526,0.155228525,0,0.16632339,0,0.160338089,0,0,0
VTA1P1,0,0,0,0,0,0,0,0
0,0.158669222,0.474031019,0.169402972,0.339571839,0.568584748,0,0.655932454,0.176911221
0,0,0,0.200686389,0,0,0,0,0.203283862
OR51A5P,0,0,0,0,0,0,0,0
0,0.086308495,0.445771191,0.152836298,0.06758255,0.419073918,0.073014429,0.544414165,0.576268646
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.078048769,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
KCTD9P1,0.173625093,0.195736884,0.064385822,0,0,0.06109626,0.140266915,0
LINC00328-2P,1.282303388,1.692989525,2.040468149,0,1.581987484,0.557658095,2.054355342,0.952787552
0,0.082309371,0.177170267,0.05939889,0.121387601,0.166318248,0.055079012,0.118525052,0.027415808
0,0,0,0,0,0,0,0,0.395691305
UBE2D3P1,0,0,0,0,0,0,0.240125011,0
0,0,0,0,0,0.346217132,0,0,0
KIF4CP,0,0,0,0,0,0,0.122347637,0
