"","VC_rep2","VC_rep1","VC_rep4","VC_rep3","E2s_rep4","E2s_rep1","E2s_rep2","E2s_rep3"
"ADAM18",7.200408226,7.14758654,7.309135251,7.122439774,6.997814579,7.061236166,6.971830915,7.071462363
"ADAM19",9.691939761,10.22389612,10.12038369,9.56894177,9.147840894,9.819500545,9.891128647,9.885601055
"ADAM2",7.212374788,7.395534135,7.540321806,7.545447182,7.655888446,7.455121694,7.255500733,7.456559766
"ADAM20",6.973266861,7.100662339,7.110874761,7.260213887,7.248639194,7.248520605,7.107217076,7.071462363
"ADAM20P1",7.213833283,7.00912879,7.210671344,7.156083076,7.051684775,7.162265434,7.170551035,7.25219234
"ADAM21",7.497452696,7.86426354,7.605386916,7.670390698,7.464749939,7.558994616,7.594791118,7.442425193
"ADAM22",7.60279164,7.421223299,7.498250868,7.490901004,7.536150061,7.428046054,7.541483864,7.472183116
"ADAM23",7.161761743,7.248520605,6.916700555,7.104074518,7.113481728,7.213833283,7.096319841,7.178166855
"ADAM28",7.501936678,7.324405598,7.265966595,7.516684949,7.419538892,7.509478123,7.388340241,7.723532965
"ADAM29",7.570282659,7.571752644,7.466790238,7.443047134,7.205793249,7.621868725,7.681589817,7.48169854
"ADAM30",7.254674346,7.2935866,7.33315535,7.243412032,7.114262901,7.390007692,7.033423002,7.299894853
"ADAM32",7.524933432,7.31152128,7.366595426,7.29553937,7.364572432,7.489145504,7.418590547,7.408117408
"ADAM33",7.397781575,7.898110077,7.89625671,7.672425342,7.64290911,7.665069385,7.876209958,7.618981913
"ADAM3A",7.352484887,7.405141463,7.319220503,7.107478647,7.165911939,7.11113567,7.051888656,7.245790363
"ADAM5",7.282161767,7.213833283,7.172052409,7.227134564,7.107609414,7.261801107,7.138527801,7.220499253
"ADAM6",7.279494511,7.703903573,7.48954695,7.457688676,7.565149691,7.484117986,7.420907623,7.435149338
"ADAM7",7.569096095,7.491151616,7.401199525,7.620494773,7.227796419,7.584116924,7.502434039,7.570282659
"ADAM8",7.404502961,7.48954695,7.436086864,7.357552005,7.471573613,7.365666295,7.677895784,7.603023551
"ADAM9",8.970627209,9.736486495,9.152886896,9.335878801,8.605155385,9.207807462,9.706377299,8.957410432
"ADAMDEC1",7.223760401,7.15936681,7.202674833,7.146568676,7.339181934,7.341185214,7.455635456,7.341852356
"ADAMTS1",8.169048097,8.528576202,8.148794321,8.431758749,8.717205157,8.322322528,7.804292387,8.258624918
"ADAMTS10",7.347289167,7.862017377,7.35832153,7.676309727,7.392961339,7.495255445,7.350276229,7.313336562
"ADAMTS12",7.267137804,7.309760545,7.220620167,7.281466436,7.169173402,7.116343961,7.155450731,7.200530836
"ADAMTS13",7.804534403,7.948111671,7.694706112,7.683170083,7.743950799,7.796526375,7.869825149,7.841013896
"ADAMTS14",7.24198315,7.14363831,7.233260156,7.361395533,7.311975314,7.442632537,7.246859334,7.345405247
"ADAMTS15",7.556122818,7.30103885,7.580918042,7.377427461,7.384567923,7.424428764,7.529040056,7.544095078
"ADAMTS17",7.24198315,7.209697044,7.453476425,7.340517763,7.468929451,7.37090532,7.297947973,7.648717087
"ADAMTS18",7.328450541,7.519046475,7.44221782,7.381975479,7.422695544,7.536247216,7.453270634,7.415107942
"ADAMTS19",7.700699796,7.934759741,7.454402119,7.607052846,7.629128904,7.392210075,7.383488304,7.780211659
"ADAMTS2",7.169298696,7.220982851,7.209697044,7.13044186,7.161509832,7.439519253,7.242578689,7.50253349
"ADAMTS20",7.331028884,7.100662339,7.325530332,7.420802382,7.289673112,7.153805336,7.092096415,7.326541842
"ADAMTS3",6.963618617,7.246740598,7.475632115,7.512888576,7.363806235,7.165911939,7.128638813,7.339181934
"ADAMTS4",7.361943774,7.992973731,7.831465599,8.195372207,7.524933432,7.326766526,7.510022359,7.492454094
"ADAMTS5",7.223760401,6.977279923,7.35502067,7.2848241,7.243293013,7.230500854,7.238822678,7.247037419
"ADAMTS6",7.190565479,7.370469461,7.52012755,7.563100916,7.562051579,7.209697044,7.307200809,7.275542556
"ADAMTS7",7.084144011,7.250653718,7.135260378,7.317921312,7.204815648,7.320236445,7.346402923,7.211644987
"ADAMTS8",7.367305535,7.29553937,7.288058585,7.478668516,7.697749498,7.545833265,7.50779464,7.43629512
"ADAMTS9",7.306517445,7.171301918,7.155450731,7.272279857,6.978996396,6.975704694,7.2848241,7.12683351
"ADAMTSL1",7.97853172,7.729620744,8.359529955,7.986837537,8.107936282,8.122439774,8.095660745,8.069248353
"ADAMTSL2",7.433272458,7.317186468,7.340740281,7.473299871,7.459943848,7.33136485,7.27076252,7.240910558
"ADAMTSL3",7.767646523,8.341963516,8.017086773,7.971040535,7.852139328,7.944236208,7.789166811,8.163083556
"ADAMTSL4",7.769424642,8.146186791,7.712527,7.632268215,7.586980486,7.741635516,7.675339611,7.676221562
"ADAMTSL5",7.690783729,7.887791791,7.559855042,7.677851751,8.356396946,8.640425714,8.069114062,8.634697626
"ADAP1",12.25779664,13.03753194,12.52396006,12.31940399,12.15726008,12.25883467,12.64101873,12.47996021
"ADAP2",8.630426404,9.357854367,8.81654371,8.627966993,8.517866195,8.832652709,8.653158568,8.670656249
"ADAR",13.35663078,13.17106926,13.28193184,13.28844076,13.78152749,13.07266648,13.06526676,13.55724679
"ADARB1",9.27283387,8.922175544,9.058127054,8.953359828,9.160123534,9.577735651,9.406085396,9.275600752
"ADARB2",7.310271947,7.465974465,7.676309727,7.590306343,7.350718231,7.435566091,7.326541842,7.610194363
"ADARB2-AS1",7.283088353,7.394033895,7.12425058,7.353477681,7.349834091,7.02527801,7.237687991,7.465617419
"ADAT1",10.52593672,11.04521787,10.71292459,10.7822304,10.26031682,10.76531718,10.7186506,10.41964422
"ADAT2",7.727707777,7.745338188,7.465770449,7.602745253,7.498948906,7.359200485,7.273329387,7.47927503
"ADAT3",8.250624113,8.424979807,8.400345797,8.143510768,8.018478396,8.416058577,8.471954583,8.257800319
"ADCK1",9.087263927,9.529454957,9.185402004,8.908355089,8.900942261,9.221556914,9.129926934,8.915356569
"ADCK2",11.7855904,12.34083415,12.27533522,12.04801424,11.83867213,12.22548613,12.22227417,12.10311156
"ADCK5",8.537388291,9.01712158,9.236313227,8.731319031,8.777255315,8.977888074,9.087064984,9.027284011
"ADCY1",9.042685372,9.564816368,9.04076917,9.135003796,10.8302577,11.03878184,9.204723964,10.70325473
"ADCY10",7.303552456,7.345737882,7.195495247,7.217957698,7.394033895,7.325530332,7.321928095,7.200530836
"ADCY10P1",7.380461065,7.579457371,7.492704436,7.443047134,7.276822315,7.386509204,7.259860934,7.362382216
"ADCY2",8.002041434,7.839203788,8.088059421,7.817063593,8.006045508,8.02662718,8.157536419,8.211644987
"ADCY3",11.78816774,10.51558897,11.97257599,11.7031682,12.04181741,12.2349783,12.32208306,11.98798784
"ADCY4",7.431810972,7.284708449,7.728728342,7.174051814,7.572036984,7.38208359,7.560332834,7.30828214
"ADCY5",7.194387517,7.231941148,7.069584028,7.169048097,7.002393113,7.174800876,7.267137804,7.320913343
"ADCY6",10.68443086,10.93720828,11.22918308,10.67447919,10.41748336,10.81488283,10.85952508,11.04107302
"ADCY7",8.566482215,9.439817901,8.890302282,8.966253084,8.583693949,8.63367641,8.588901986,8.871366243
"ADCY8",7.491301962,7.564435333,7.592270148,7.430766147,7.570140323,7.267020725,7.516586468,7.317073382
"ADCY9",8.984988019,9.358980797,8.828553044,8.855063118,9.03806162,9.626530397,9.474238292,9.283855232
"ADCYAP1",7.805905058,7.708480409,7.822291984,7.607700188,7.713042771,7.77478706,7.728005517,7.951138981
"ADCYAP1R1",7.087197616,7.117902789,7.033491831,7.190071575,7.246384334,7.062450953,7.220015492,7.284014345
"ADD1",13.38266793,13.45348125,13.19601612,13.2983526,13.10610487,13.64280337,13.374255,13.18430781
"ADD2",7.390276456,7.373626463,7.531673869,7.448322833,7.589182967,7.296342685,7.292149051,7.420802382
"ADD3",10.32578328,10.58406993,9.644757593,9.785105035,10.79005317,10.26927281,10.9003574,9.81912129
"ADGB",7.311578042,7.400559276,7.193278936,7.218986962,7.209697044,7.188836073,7.123216112,6.951867504
"ADGRA1",7.331028884,7.184751395,7.024447124,7.124379836,7.230500854,7.09724207,7.060020355,7.242102277
"ADGRA2",7.437856084,7.317186468,7.395534135,7.13044186,7.313336562,7.51560129,7.225207437,7.375853976
"ADGRA3",7.551804374,7.528844767,7.462195501,7.364572432,7.595257481,7.554205105,7.460660665,7.681941137
"ADGRB1",7.403225109,7.329347878,7.389631339,7.339181934,7.337621902,7.720244258,7.438479997,7.760345713
"ADGRB2",7.830435979,8.104008976,7.84862294,7.719645505,7.857903262,8.074409099,7.590306343,7.948549747
"ADGRB3",7.109308317,7.465974465,7.138399806,7.074409099,7.045350134,7.193155707,6.983421188,7.192909219
"ADGRD1",7.152601744,7.065685395,7.179287105,7.250179965,7.162265434,7.178540368,7.15304529,7.17292749
"ADGRD2",7.179162675,7.137759661,7.133270675,7.224001674,7.136734838,7.237807474,6.924070186,7.129798173
"ADGRE1",7.265732239,6.952450058,7.13416959,7.462195501,7.248283398,7.169173402,7.118097524,7.086932341
"ADGRE2",7.765451869,8.259978594,7.812097064,7.798147746,7.627169061,8.111331321,7.664802803,7.839912362
"ADGRE3",7.461581762,7.408542042,7.447599858,7.378294856,7.373626463,7.375799688,7.493004789,7.324968075
"ADGRE4P",7.355130821,7.269594252,7.264911693,7.216382108,7.368397328,7.336283388,7.362491806,7.445118335
"ADGRE5",9.322632364,9.796181599,9.545664366,9.133206445,9.369133821,9.607515263,9.441932633,9.400292422
"ADGRF1",8.112309176,8.800798811,8.393122274,8.491327018,7.566054038,7.649705265,7.781523647,7.654188473
"ADGRF2",6.962100714,7.297604133,7.19451064,7.085339669,7.115173734,7.195495247,7.137375438,7.054943417
"ADGRF3",7.407267764,8.157536419,7.663647047,7.821614559,7.595257481,7.752882366,8.004079983,7.552476982
"ADGRF4",7.170926525,7.100662339,7.136350341,7.175300036,6.991946939,7.123733438,7.378619995,7.013322673
"ADGRF5",7.306517445,7.055282436,7.476442447,7.430138888,7.335669487,7.517669388,7.444186663,7.462144366
"ADGRG1",13.15661048,12.63328475,12.45040903,12.5184749,12.33915061,12.89995163,12.4855589,12.51545038
"ADGRG2",8.032183514,8.387047986,7.888248569,7.964557472,8.038301735,8.391780606,8.49495556,8.101089303
"ADGRG3",7.274261661,7.286326727,7.195495247,7.475226778,7.298291731,7.24198315,7.201878863,7.182270192
"ADGRG4",7.374604819,7.413310586,7.708394188,7.257741401,7.4108753,7.391673219,7.376125389,7.323730338
"ADGRG5",7.710160692,7.945809585,7.834866038,7.643630751,7.798390794,7.752380647,7.826548487,7.713128714
"ADGRG6",9.47102738,10.06829965,9.444885474,9.360078905,9.271550567,9.528527367,9.153995285,9.208188626
"ADGRG7",7.160123534,7.501240084,7.461274795,7.270996061,7.200776026,7.313336562,7.264794434,7.389953933
"ADGRL1",11.24460912,11.68783493,11.3208076,11.30498582,10.88586793,11.47686642,11.27940745,11.26961617
"ADGRL2",8.004079983,7.548147594,8.009548727,7.924441392,7.77478706,8.109863294,7.657139777,8.144212111
"ADGRL3",7.396604781,7.411722822,7.351491409,7.155450731,7.228337712,7.416269745,7.10053094,7.430766147
"ADGRV1",9.827263302,10.24856508,9.679150177,10.08169979,9.412252271,10.04937211,9.572463389,9.591031391
"ADH1A",7.510269671,7.254556252,7.39285404,7.432750669,7.65803292,7.224845814,7.301553353,7.235774919
"ADH1B",7.313109776,7.254556252,7.058803518,7.14070198,7.160123534,6.996049728,7.023199897,7.049440182
"ADH1C",7.593577867,7.284708449,7.539691967,7.733778002,7.529040056,7.473502825,7.413733695,7.190565479
"ADH4",7.374604819,7.096583396,7.140446364,7.246740598,7.21310422,7.21042783,7.213529551,7.186547602
"ADH5",10.4746946,9.126059116,9.320800549,10.48226596,11.15958756,9.525948954,9.205701627,9.603858122
"ADH6",7.320913343,7.226532613,7.463830862,7.510665282,7.365010077,7.211523317,7.352871055,7.368397328
"ADH7",7.212374788,7.165032592,7.242697768,7.072400614,7.095792589,7.297833368,7.161005878,7.147332141
"ADHFE1",8.013322673,8.378836713,8.006992216,8.011192306,8.216018265,8.256975248,7.922658728,8.328170008
"ADI1",7.80138503,6.977279923,7.426055045,7.862249901,8.693682963,7.320913343,7.464137286,7.297489501
"ADIG",7.519832792,7.446566409,7.33315535,7.361395533,7.477151114,7.196602127,7.513332824,7.36002402
"ADIPOQ",7.404502961,7.275309751,7.347067657,7.329347878,7.412569847,7.39285404,7.275891694,7.317073382
"ADIPOR1",13.12242562,13.96000759,13.43204432,13.16502866,12.82104897,13.39063081,13.29985909,13.28193184
"ADIPOR2",12.82104897,13.42779242,13.28649459,12.75677782,12.67957906,13.25828262,13.17233765,13.03036755
"ADIRF",14.39207504,14.11646276,14.80875746,14.52840146,14.56757067,14.26917326,14.46549068,14.58669468
"ADK",12.22995286,12.28644947,12.33229885,12.16529567,12.41701188,12.27914262,12.21469477,12.37609147
"ADM",9.94626664,9.936214637,9.670125098,9.565625734,9.256739427,9.283956488,10.12609139,9.968261788
"ADM2",9.152443302,9.298434939,9.312741174,9.113270088,9.182394353,9.367469356,9.579858025,9.508190931
"ADM5",8.457688676,8.449251839,8.553653291,8.332092509,8.161194881,8.405088265,8.389711995,8.260978322
"ADNP",11.03878184,9.544505672,9.646007357,10.46696863,11.0974643,9.793786175,9.481938146,10.0197992
"ADNP2",11.15364703,11.34853453,10.75878536,10.78195388,11.03117564,10.70570798,10.571646,10.53408398
"ADO",11.28760417,8.133206445,10.91537057,11.1095287,11.38626669,11.11027939,10.55573948,10.71461044
"ADORA1",10.14473789,10.95621278,10.6603748,10.3393281,10.95826723,11.12950842,10.79906909,11.26048957
"ADORA2A",9.480525161,9.79207853,9.878750243,9.382353834,8.980425232,9.61579054,9.637892765,9.736972639
"ADORA2A-AS1",7.254674346,7.383812275,7.378511623,7.14822234,7.25337478,7.452858965,7.224001674,7.294046313
"ADORA2B",9.613950573,10.73143571,10.22987027,10.10110572,9.923736018,10.15057237,10.28266857,10.24366492
"ADORA3",8.400185666,9.135789434,8.769899814,8.659103963,8.662957598,8.585408578,8.800374159,9.212131562
"ADPGK",10.36247811,11.03822456,10.86456341,10.62355003,10.44071347,10.53123523,10.89966847,10.7361905
"ADPRH",7.57298438,7.155450731,7.746430343,7.395319911,7.375473913,7.3175822,7.369597346,7.443875971
"ADPRHL1",11.12878378,11.01323543,11.12350713,10.68213872,10.4961797,11.1179677,10.96709113,10.92432076
"ADPRHL2",10.49726556,10.11479971,10.79883122,10.38304273,10.70775815,10.90659,10.80911495,11.06922317
"ADPRM",8.488066065,8.877590894,8.434784581,8.50670428,8.186671396,8.623652908,8.546339841,8.399892048
"ADRA1A",7.973733236,8.068711112,8.387371158,7.915319218,8.232420927,8.051888656,8.278449458,8.414341696
"ADRA1B",7.385323176,8.033767115,7.737669863,7.881649326,7.51579838,7.64723355,7.707790496,7.617697029
"ADRA1D",7.800010071,7.808159773,8.026177597,7.707704233,8.034317525,7.9479291,7.776433032,8.185494924
"ADRA2A",7.568098627,7.651051691,7.477960594,7.614387778,8.157852169,8.36757856,8.145136088,8.472995387
"ADRA2B",7.838416076,8.176297836,8.105973965,7.610748039,7.86847534,7.809567182,7.765949064,8.034248736
"ADRA2C",7.583270851,8.046510159,7.710978583,7.850733801,7.599819882,7.680755089,7.789166811,7.707617966
"ADRB1",7.33237228,7.286326727,7.21783656,7.245077275,7.371994393,7.315942034,7.161005878,7.166790751
"ADRB2",7.339181934,7.33125287,7.257034198,7.097373769,7.380893917,7.3175822,7.389631339,7.480386311
"ADRB3",7.313109776,7.228337712,7.248520605,7.284130052,7.130313146,7.375473913,7.361340698,7.69440142
"ADRM1",12.58707721,11.69669591,12.12325653,12.04181741,12.74299093,12.19092808,12.13880375,12.68015895
"ADSL",12.75510925,13.416753,13.02680222,12.96626886,12.67312685,13.02186053,12.97871158,12.89096958
"ADSS",13.42419582,12.29113832,13.12920653,13.14903655,13.22157768,13.27006532,13.01026584,12.9107809
"ADSSL1",9.51449216,10.19160675,10.10364844,9.546303663,9.401892808,9.998237822,10.09960259,10.09640221
"ADTRP",7.468929451,7.2935866,7.396497752,7.348617514,7.269711121,7.237329483,7.522875729,7.40397066
"AEBP1",7.152601744,7.243054944,7.451108059,7.427836603,7.24198315,7.273096224,7.162202482,7.328899279
"AEBP2",10.78651469,10.42522902,10.58038813,11.03021019,10.84238963,10.72013736,10.44474315,10.62920861
"AEN",11.86045656,12.19954199,12.21363207,12.01212691,12.18355785,12.09153043,12.0447527,12.18612198
"AFAP1",9.269550423,9.910886282,9.741435385,9.623561465,9.000845082,9.582871144,9.813640922,9.295137545
"AFAP1L1",7.616456949,7.756055879,7.443202577,7.57298438,7.621594039,7.413522156,7.486583659,7.398102352
"AFAP1L2",7.631268017,8.097768793,7.87839583,7.907266249,7.74810897,7.690521858,7.707790496,7.800010071
"AFDN",9.774694418,7.291516076,8.059885201,8.71630504,9.618683739,8.499297798,8.067266283,8.399892048
"AFDN-DT",8.257918148,7.76851518,8.567765984,8.076414793,8.31955923,8.247126453,8.169643198,8.239986298
"AFF1",9.199380955,9.133077977,9.248194435,9.458150248,9.401092837,9.226080985,9.0098636,9.301281833
"AFF2",7.274261661,7.124379836,7.185494924,7.400345797,7.292896755,7.315942034,7.273329387,7.327777171
"AFF3",7.361943774,7.596562497,7.421381112,7.474618559,7.371341048,7.616456949,7.513332824,7.427836603
"AFF4",10.25947847,10.92700938,10.35453866,10.45788102,10.53469196,10.42825547,10.05324713,10.42465183
"AFG1L",7.616456949,8.101910033,7.779144789,7.735725245,7.500742311,7.777214212,7.631995503,7.369542822
"AFG3L1P",9.192539408,9.839351436,9.53537259,9.49645436,9.384770262,9.860078218,9.747647542,9.35380846
"AFG3L2",11.70828101,12.17874654,12.2093734,11.78126237,11.62611968,12.04070069,12.10311156,12.26212789
"AFM",7.179162675,7.055282436,7.105319266,7.205793249,6.975704694,7.065550771,7.194633752,7.109569509
"AFMID",9.928666412,10.57794803,10.49833814,9.89909253,10.24181933,10.24672576,10.37191274,10.570923
"AFP",7.647728232,7.184751395,7.493905472,7.394033895,7.541967779,7.396123089,7.488342278,7.280190792
"AFTPH",10.57777695,10.94975833,11.05289914,10.87477968,10.69700012,10.76816364,11.19723205,10.94532495
"AGA",10.62417288,8.147968054,10.36214931,10.39178061,10.79119342,10.36865651,9.989962099,10.22368499
"AGAP1",11.10197567,10.24399211,10.71371944,10.63870741,10.96993507,11.07449273,10.87420333,10.87227087
"AGAP11",7.093021347,7.250653718,7.145167939,7.218986962,7.429092851,7.254438148,7.570330101,7.391243589
"AGAP12P",7.841721581,7.345737882,7.525520809,7.912515145,7.88443766,7.518505633,7.302981566,7.465617419
"AGAP2",7.384136172,7.40333164,7.636987061,7.565102078,7.508042334,7.582612451,7.513332824,7.406630203
"AGAP3",9.25777086,9.561872639,9.684102068,9.183309715,9.088622631,9.600284623,9.480007562,9.694542892
"AGAP4",8.157852169,8.731319031,8.00530875,8.405274449,7.916999049,8.01558928,8.695271798,7.870634429
"AGAP6",11.07449273,11.54350313,11.10898584,11.08134196,11.17813572,11.32188583,11.15187277,10.95807234
"AGAP7P",7.413310586,7.974127743,7.936380292,7.344184927,7.353367404,7.34440688,7.585525943,7.473198384
"AGBL1",7.223760401,7.304579488,7.155450731,7.114002557,7.181649224,7.231821179,7.178166855,7.095660745
"AGBL2",7.228217442,7.169173402,7.294391002,7.228337712,7.277926648,7.129926934,7.085339669,7.234338449
"AGBL5",10.90083851,11.03414554,11.04200131,10.85077286,10.38073161,10.99514882,10.86998897,10.7581243
