"","MM134.24hr.Vehicle.A","MM134.24hr.Vehicle.B","MM134.24hr.Vehicle.C","MM134.24hr.Vehicle.D","MM134.24hr.E2.A","MM134.24hr.E2.B","MM134.24hr.E2.C","MM134.24hr.E2.D","SUM44.24hr.Vehicle.A","SUM44.24hr.Vehicle.B","SUM44.24hr.Vehicle.C","SUM44.24hr.Vehicle.D","SUM44.24hr.E2.A","SUM44.24hr.E2.B","SUM44.24hr.E2.C","SUM44.24hr.E2.D"
"KLK5",6.221318379,6.032726371,6.238116428,6.039120491,6.156010987,6.248769517,6.25519903,6.020677915,6.148859962,6.243087599,5.901096372,6.210382867,6.138742799,6.097658698,6.25570682,6.164097328
"KLK6",5.14803954,4.901095676,5.195274361,5.200740945,5.274098596,5.090276922,5.058511731,5.308144443,5.06212885,5.270419777,5.29193622,5.356532787,5.070607936,5.401935207,5.59093021,5.467320759
"KLK7",5.808070266,6.021125276,6.076705055,5.735287052,5.984070185,5.850779961,6.116175748,5.888326374,6.005224234,5.876526973,5.911492613,5.916116738,6.04134125,5.976719566,6.078256358,6.123894873
"KLK8",6.153016854,6.487510849,6.484157762,6.416687883,6.351122279,6.247916503,6.161227336,6.328570656,6.582176356,6.349067708,6.66241302,6.498723857,6.598946902,6.670966921,6.730658314,6.809951821
"KLKB1",5.322512859,5.29175495,5.42227521,5.359641578,5.429492099,5.093972238,5.440853795,5.43807787,5.654940017,5.494719394,5.671527368,5.403599671,5.635833363,5.664046701,5.592874411,5.738447633
"KLRA1P",5.019243818,4.826526986,4.65600861,4.398185853,4.819221164,5.026322563,5.186850001,4.664044057,4.602142188,4.478227067,4.431496656,4.840124484,4.732422532,4.770693382,4.931542152,4.621562059
"KLRB1",6.337148111,6.416689451,6.257980767,6.412271599,6.260994663,6.48814846,6.37829925,6.499608919,5.968364926,6.036259472,6.133543845,5.698323581,5.976769162,5.885222775,6.152175927,6.249564394
"KLRC3",2.980211312,2.994151835,2.926846901,2.8217728,3.153967751,2.857424566,3.11431177,2.980509802,3.195066082,3.167613305,3.134509888,3.161135392,3.265511211,3.226007103,3.248083377,3.201623807
"KLRC4",2.737778905,2.743590512,2.631254712,2.692037624,2.895778831,2.781759966,2.837587484,2.741842783,2.862822829,2.86840714,2.888516789,2.910041056,3.195441721,2.835757168,2.83292345,2.873943365
"KLRD1",5.633050458,5.746088674,5.885011813,5.668898834,5.707675917,5.490231154,5.73198705,5.580974997,5.335944215,5.103800274,5.407346333,5.144090847,5.311628931,5.282815046,5.48281066,5.437519552
"KLRF1",2.75180171,2.690431992,2.722823526,2.871369188,2.850884944,2.671663237,2.710315666,2.781282586,6.274071812,6.274071812,6.355109341,6.323630552,6.953920689,6.765552238,6.789098784,6.620270299
"KLRG1",6.533090039,6.518532256,6.569310243,6.467605582,6.466269195,6.589944111,6.557724976,6.505239191,6.775122138,6.617820876,6.614334158,6.669761787,6.687699569,6.718294678,6.820816811,6.849783715
"KMO",4.112359063,4.290541906,4.120373729,4.201079668,4.169817665,4.335414023,4.151972069,4.234521261,8.827181772,8.88362125,8.941020785,8.914826384,7.597196209,7.551195361,7.539788286,7.411649686
"KMT2A",8.328087809,8.277191703,8.279669655,8.362164166,8.1357702,8.107682334,7.980429868,7.899439417,8.45583802,8.378797697,8.457514941,8.499651437,8.183769455,8.173543125,8.297298897,8.036816888
"KMT2B",7.980556561,7.96477772,7.941789857,7.931709183,7.879448648,7.796365854,7.97956941,7.961013734,7.705117568,7.690665035,7.880131495,7.715852053,7.675744219,7.789494577,7.777161783,7.852020341
"KMT2D",7.929884118,7.810340014,8.088020438,7.980820421,7.921646824,7.827709662,7.943611957,7.971653845,7.919569388,7.910683163,8.039497559,7.79509217,7.719120819,7.584073743,7.817284871,8.200217529
"KMT5A",7.886962326,7.977833829,7.791540486,7.857475985,8.103266458,8.157302841,7.955296835,7.964809082,7.688335982,7.953943786,7.665976128,7.644568928,7.855071933,7.877416133,7.917780087,7.872783461
"KMT5B",9.669390193,9.627801358,9.552148903,9.589780691,9.343118438,9.356158296,9.399260438,9.298812357,11.67055803,11.55359395,11.60046868,11.58034278,11.47753653,11.44690931,11.46129024,11.4642005
"KNG1",4.691817539,4.598951876,4.717968575,4.635826496,4.747997403,4.638220827,4.528825083,4.739399054,4.27408166,4.491512077,4.219317392,4.482783834,4.373554171,4.221170443,4.386174073,4.363977748
"KNL1",3.165146396,3.214886473,3.250125541,3.452509287,3.234125711,3.419999718,3.250949863,3.237374201,3.282464972,3.327067541,3.310592198,3.657736685,3.219539862,3.546114757,3.380181404,3.415297607
"KNOP1",8.289646321,8.285068341,8.275511307,8.140986292,8.454868798,8.460739243,8.415189041,8.401254155,8.59142189,8.734129416,8.604226569,8.703658475,8.459154279,8.474617083,8.460528893,8.379210416
"KNTC1",8.971158372,8.830817038,8.935355761,8.865918117,9.290984597,9.400070414,9.207746525,9.14842739,8.963516997,8.956164711,8.990034591,9.058222484,9.709553425,9.759084351,9.821205018,9.653729223
"KPNA1",10.27562941,10.2400542,10.23694747,10.15689737,10.51602988,10.46928261,10.51035954,10.57026529,9.515519064,9.606989452,9.673406689,9.501358611,9.816722111,9.770344224,9.809088036,9.833440043
"KPNA2",12.83796042,12.81004114,12.83386495,12.87210346,12.96999247,13.03132026,12.88182964,12.9714366,10.77812353,10.81672411,10.81506322,10.81253537,10.96789315,10.96408085,10.96417236,10.96089626
"KPNA3",9.742333118,9.677911968,9.679161949,9.708289593,10.32100087,10.35480775,10.26348408,10.23025675,10.17205162,10.23804521,10.31562483,10.14754534,10.53354813,10.48275271,10.42686487,10.52117979
"KPNA4",8.977152249,8.937003383,8.966488775,8.962162654,9.104612846,9.173984843,9.24033747,9.159257261,9.137620056,9.09206512,9.155100429,9.052909344,9.221496754,9.209398502,9.114148843,9.070774718
"KPNA5",7.289930305,7.160688656,7.040102298,6.912320217,6.865887605,7.215705341,7.013668321,6.877126015,6.832295071,6.878836566,6.741402218,6.794392689,6.645383873,6.495806277,6.782100205,6.372651839
"KPNA6",9.793687961,9.90809653,9.93628249,9.856904002,9.925581557,9.885240544,9.950539069,9.911820748,9.392781405,9.400233048,9.471901942,9.400728751,9.490763995,9.401406373,9.408950694,9.382817267
"KPNB1",12.79063952,12.79512779,12.7698518,12.76169911,12.9553071,12.90498935,12.98057412,12.94682005,12.01312991,11.94046165,12.02499368,12.01233217,12.11562191,12.06909305,12.05922702,12.07256309
"KPTN",8.165448329,8.097036507,8.165525439,8.201730723,8.377162102,8.440426923,8.370949406,8.276754822,7.962711679,8.120653758,8.170729889,8.045584029,8.215028256,8.172352724,7.97159445,8.058307955
"KRAS",11.21258756,11.16051546,11.23006199,11.23176169,11.07532484,11.19035263,11.07151313,11.08884539,10.88199963,10.84423343,10.89929181,10.77589493,10.73039678,10.75539897,10.70912786,10.77246383
"KRBOX4",7.986229651,7.848345497,7.982495067,7.886964761,7.628266981,7.566013783,7.617741493,7.523663811,8.455942243,8.448210246,8.479050617,8.510209602,8.187657797,8.121108259,8.172206366,7.997993032
"KRCC1",11.25231524,11.17614796,11.15271798,11.16283435,11.16949864,11.14622536,11.13200783,11.14712171,12.14650858,12.11518573,12.12525821,12.09181608,11.96738386,11.92314518,11.93025871,11.90638237
"KREMEN2",8.624001074,8.658857573,8.668568684,8.639816178,8.905384221,8.864923129,8.857729711,8.871395009,7.385331935,7.396920762,7.565508861,7.50445341,7.688431957,7.616571914,7.713679352,7.641392669
"KRI1",8.169258411,8.326939933,8.302032736,8.266571197,8.20587878,8.200448529,8.288363686,8.212173329,7.855530796,7.859220007,7.789727296,7.851451642,8.014335716,7.900031573,7.886206948,7.903204901
"KRIT1",10.05289355,10.0487195,9.985435658,10.09501348,9.790636957,9.866850832,9.743060248,9.792713484,9.963625031,9.954584357,9.864290279,9.85894779,9.811895813,9.753709103,9.826395004,9.799277041
"KRR1",10.59016169,10.56433913,10.56104846,10.49990054,10.66566939,10.6451342,10.59774714,10.62953541,10.48578207,10.55833794,10.43311628,10.50634217,10.57878957,10.57935999,10.61808768,10.41350937
"KRT1",5.890478582,5.656425277,6.074908605,5.804298959,5.786161269,5.883000842,5.900128551,6.042629356,5.851188066,5.709764048,5.755213174,5.571347893,5.784113746,5.780411727,5.939947686,6.208623281
"KRT10",11.294398,11.37317816,11.3101718,11.26904218,11.35945157,11.39659431,11.40216708,11.44331614,10.97043044,10.95465282,11.00061516,10.93579548,11.01081733,10.97083127,11.01469828,10.99056924
"KRT12",3.649347565,3.430389515,3.684912292,3.600243918,3.782275564,3.64612237,3.487004761,3.601822592,3.518835011,3.585704459,3.645307895,3.321661576,3.64514183,3.41564764,3.645961733,3.784817336
"KRT13",4.364499614,4.505154162,4.580153834,4.195391733,4.305219719,4.876922336,4.590899894,4.810828948,4.725466775,4.766071417,4.625436881,4.751249129,6.327481728,6.425568233,6.11079877,6.145082513
"KRT14",3.902544929,4.146484255,3.980030982,3.77568234,4.227480165,4.009942786,4.102568095,4.028165353,4.01225887,3.713040705,3.897726889,3.982751925,3.892884897,3.831729715,4.059508706,4.063335512
"KRT15",6.45060905,6.507347869,6.455422867,6.361064099,6.736817003,6.476959647,6.622506284,6.652541744,6.324187092,6.114286547,6.218508533,6.199379314,7.271038816,7.184731143,6.720305295,6.837024025
"KRT16",6.29359615,6.413250101,6.358262828,6.273365644,6.27016567,6.446772946,6.251549827,6.330449772,6.229207319,6.525939068,6.410129388,5.973813406,6.272738901,6.24400873,6.323623594,6.57111962
"KRT18",12.84178573,12.88227893,12.80221495,12.82829785,12.9868071,12.92970476,13.03277026,12.96331502,13.72912312,13.78187143,13.77759115,13.82466393,14.01221791,14.00219211,13.95213218,13.94493784
"KRT19",13.59635047,13.60021987,13.59581408,13.60619584,13.78815988,13.83412963,13.75384189,13.75663722,12.61634536,12.6635389,12.65094373,12.7511635,13.36665723,13.36766858,13.26078064,13.30938868
"KRT19P2",5.784120415,5.721704919,5.849751651,5.713572679,5.856870315,5.799950503,5.867283153,5.863145424,5.870077158,5.984017886,5.784799798,5.989085828,6.134960555,5.984017886,6.04687784,6.154715753
"KRT2",5.130735946,5.085695688,5.119145423,5.462164306,5.366707315,5.2083196,5.577631176,5.513884764,5.206961704,5.358844418,5.599584358,5.296657457,5.286999227,5.349591073,5.358135712,5.831283659
"KRT20",3.030778511,3.230924255,3.357893832,3.211760939,3.230671168,3.107394258,3.401915966,3.289377851,3.222138091,3.152974765,3.246795245,3.36989299,3.210287001,3.404929498,3.105573797,3.288892768
"KRT23",6.01846697,6.05345134,6.049088774,6.113150196,6.253282128,6.324136052,6.419850511,6.352620451,5.8064093,5.631930077,5.648634899,5.572134647,5.086860436,5.185593628,5.183335526,5.183667888
"KRT24",4.389811705,4.695851308,4.450217985,4.548723337,4.436345365,4.265695953,4.517732486,4.543577662,5.050970755,5.185904298,5.066321395,4.861393587,4.911973226,5.07322238,4.943996003,5.039512409
"KRT3",5.940626728,6.292214749,6.02947225,6.065395435,5.993724904,6.107148916,5.973140579,6.106473479,5.956323475,5.761849215,5.849266735,6.111565844,5.927675142,6.026756062,5.919639564,6.272228562
"KRT31",5.283559559,5.33686945,5.222660614,5.104419958,5.256630861,5.239965948,5.297121581,5.504040307,5.41962569,5.065415393,5.379592777,5.308774402,5.245626741,5.63404381,5.389697319,5.380484756
"KRT32",6.18962116,6.0958561,6.268318619,6.119073552,6.415947654,6.666319018,6.49591293,6.570618872,6.956751837,6.845003668,6.92775356,6.959249271,7.488976294,7.53892961,7.290977462,7.546832264
"KRT33A",5.426117599,5.560555567,5.51441857,5.280824209,5.40944822,5.522140656,5.487614471,5.343799761,5.313253257,5.275127047,5.549399497,5.406386889,5.477507172,5.418117041,5.590175216,5.62186294
"KRT33B",5.264839893,5.46877748,5.820113336,5.58856727,5.577972515,5.517557159,5.572214518,5.572899596,5.792407523,5.870637376,6.063514319,5.772892738,5.77045379,5.560112808,5.910190348,6.040960517
"KRT35",4.282876888,4.056383023,4.153361675,4.02462137,4.420446055,4.365178632,4.186101413,4.187601585,4.253007571,4.08913717,4.249381619,4.139705458,4.455482591,4.658399413,4.385461701,4.688315696
"KRT36",4.93656461,5.104466877,5.011580434,4.925092466,4.88577471,4.949306776,5.006836831,4.666072574,4.85562758,4.797023839,4.842680876,5.144090847,4.83621713,5.039515875,4.998776759,5.008492568
"KRT37",6.170325222,6.067722681,6.256554985,6.187237482,6.648453782,6.693798541,6.585260866,6.764096398,5.790542886,5.879638974,5.958846517,5.805181193,6.659768639,6.706152211,6.216928341,6.462299464
"KRT38",5.612367747,5.714612581,5.78236849,5.718234179,5.756363967,5.688054604,5.673223585,5.772670829,4.941662938,4.592784607,4.8777377,4.735074825,5.039897699,5.237099512,4.931533325,5.139991243
"KRT4",6.247399699,6.434694489,6.223081796,6.342860322,6.345104822,6.146069189,6.234945762,6.503203382,6.350990522,6.426423167,6.173278599,6.268735692,6.208319306,6.351661329,6.376899391,6.246018067
"KRT5",5.860965091,6.18955174,6.123505211,6.187351448,6.029789948,6.256259577,6.504925251,6.410564805,6.083847991,5.770716251,6.056951352,5.996047417,6.032431307,6.07279479,6.275532759,6.271640129
"KRT6A",3.793366254,3.959769032,3.982120654,3.681836372,3.843905798,3.967612149,4.003791165,3.909465315,3.489026602,3.878803906,3.711651741,3.735051858,3.879709405,3.741163246,3.468043103,3.878041465
"KRT6B",7.966457399,8.020100317,7.867405507,7.886122529,7.975242508,7.975834863,7.979012596,8.009376226,8.117877262,7.899756067,8.033733941,7.959181725,8.033733941,8.017433686,7.918759228,8.29165175
"KRT7",11.0698174,11.13909047,10.95707743,11.02333948,10.67272427,10.67228615,10.62148305,10.58969565,10.67093484,10.76782633,10.70856221,10.83172305,10.01562575,9.917192349,9.858982079,9.966318274
"KRT75",5.859709355,5.881119318,5.889110245,5.949981386,5.739359688,5.840213177,5.981444728,6.0287845,5.593723063,5.626810554,5.552673672,5.484056864,5.611050155,5.611050155,5.677195667,5.770588668
"KRT76",4.906075328,4.846638396,4.891032924,5.030744671,4.718488444,4.883047353,4.843467678,5.064981797,5.238584582,5.105403087,5.238584582,5.137331156,5.149151436,5.157447159,5.218031464,5.532363592
"KRT8",11.89491861,11.87299054,11.73955673,11.84056337,12.77384254,12.74815129,12.68873469,12.75155847,12.99038039,13.04892261,12.98210977,13.13864654,13.57324811,13.55532628,13.48743965,13.49016803
"KRT81",7.125791714,7.22583123,7.186470871,7.316793691,7.038454038,6.951830901,6.951100636,7.166853765,6.422436408,6.769289765,6.659861445,6.594149894,5.843978245,6.497145412,6.204554159,6.330661778
"KRT83",7.194663712,7.160092445,7.148457305,7.143323914,7.151750538,6.89149964,7.322645815,7.128883273,7.149429793,7.039201048,6.956567945,7.249852499,7.016080168,7.257636991,7.216743746,7.153281497
"KRT84",5.097470663,5.040316684,4.98516016,5.062396241,4.913908575,4.814468949,5.174275168,5.214928845,4.771860942,4.708472866,4.823993534,4.91335183,4.74549563,4.892037961,5.000702912,5.109960351
"KRT85",6.269048374,6.327755185,6.346383945,6.235576609,6.292242884,6.393899705,6.463976191,6.327885629,6.410349159,6.418124141,6.311595037,6.345621971,6.52096958,6.543916719,6.144302881,6.403873079
"KRT86",6.668649485,6.879251229,6.731330847,6.718315345,6.180784732,6.344599618,6.421616461,6.47939548,8.409681727,8.494440196,8.450854998,8.31250202,7.425120071,7.216096311,7.653066865,7.643232933
"KRT8P12",7.225676224,7.180614492,7.122637603,7.115503461,7.376074924,7.223221627,7.474672815,7.239423975,7.711672845,7.593590656,7.556873168,7.619628711,8.024447001,7.873800757,8.053001361,8.021136313
"KRT9",6.763769366,6.902988947,6.958310542,6.958473917,6.725778913,6.642133496,6.944764982,6.821508088,6.872907588,6.750844564,6.799733529,6.755313549,6.822485838,6.983146359,6.879515566,7.130296506
"KRTAP1-1",5.214831005,5.018754761,5.615291999,5.204310806,5.261748503,5.039607215,5.230570758,5.453916595,4.987873146,5.046868522,4.911408181,4.949407818,4.967611648,5.054934242,4.903364025,4.911408181
"KRTAP1-3",3.061524214,3.034640926,2.978866121,2.95961701,3.139415983,3.056665275,2.990906192,3.193813896,2.726511499,2.86840714,2.687949124,2.751971404,2.82730083,3.043904467,2.763186203,2.716864514
"KRTAP4-7",3.145011369,3.111141521,3.028680792,3.080016392,3.104431917,2.957339583,3.125061032,3.325511529,3.185424393,3.054319412,3.286004338,3.288571825,3.245330552,3.27710516,3.339183414,3.348432609
"KRTAP5-8",8.086658696,8.176015389,8.273067772,8.042864366,8.043626627,8.042585186,8.030441828,8.188384707,8.179873165,8.185391315,8.202948954,8.128346914,8.085487876,8.103692279,8.21407162,8.352250835
"KRTAP5-9",5.919420116,5.857890941,6.288970444,5.907444752,6.29409876,5.896964006,6.041678871,5.957025733,6.174496909,5.957550704,6.186697171,6.207768664,6.175872876,6.012359556,6.256298705,6.393938919
"KRTAP9-9",3.022985468,2.890279416,3.060909887,2.972024138,3.013325894,3.077187519,3.070150468,3.095959968,3.068715511,3.000965499,3.290950012,2.99035978,3.013188805,3.073999552,3.043212304,3.151746242
"KSR1",6.618823357,6.878651961,6.743243234,6.940098481,6.951824766,6.70303637,6.789641428,6.817074374,6.909899209,6.91470146,6.870688983,6.907677102,6.929023794,7.30352165,7.037632042,7.131559691
"KTN1",11.97131969,11.97728261,12.01691849,11.95651393,11.87460493,11.96648319,11.74686832,11.85364306,13.25065424,13.26305089,13.23354254,13.20865104,12.75667687,12.72423149,12.76779949,12.77834503
"KXD1",8.86887421,8.971118393,8.933259142,8.888392707,9.013733214,8.942517251,9.010517759,8.985964879,8.682164222,8.837046893,8.885878029,8.869174151,8.905827637,8.694015543,8.760557878,8.777160186
"KYAT1",7.624569887,7.542528279,7.608381656,7.374127557,7.356244008,7.318694419,7.572507983,7.455596183,7.461032546,7.325804874,7.489961607,7.622315761,7.568677533,7.593208076,7.694875536,7.708306858
"KYAT3",10.69581074,10.72687309,10.70476812,10.71991864,10.67938432,10.716845,10.60824165,10.62178473,9.390699818,9.371630104,9.544082857,9.428085592,9.553097694,9.489911912,9.51358799,9.449068637
"KYNU",6.795682526,6.916076858,6.948536862,6.959050687,7.152956754,6.874778587,7.120177618,7.07123424,10.46007485,10.47269983,10.56217763,10.43448202,9.754982055,9.649699788,9.673388743,9.57677183
"L1CAM",9.407449488,9.382531189,9.33730719,9.382028191,10.09888303,10.21607833,10.16367381,10.11431103,6.966034199,6.870888563,6.980104727,6.982122555,7.050186262,7.002759271,7.142701305,7.099992221
"L1TD1",4.322991947,4.076895777,4.255678908,4.196501345,4.237873122,4.145841906,4.265609646,4.216000599,4.89091631,4.824327564,4.679531234,4.447604078,4.718453526,4.625933892,4.670111258,4.802439453
"L2HGDH",7.210533945,7.208619333,7.189507946,7.354633875,7.33578956,7.417111919,7.498572538,7.249166987,6.713738218,6.713539737,6.705178787,6.572879534,6.949586543,7.08504989,7.077418989,7.028715367
"L3MBTL1",6.855671085,7.116278323,6.999412132,6.856887308,7.009343433,6.747016632,6.882748805,6.916290332,6.927518357,7.001914944,6.832612938,6.978284604,7.066605793,7.036214798,6.978284604,7.093289767
"LACTB2",9.115267435,8.976294678,9.081792889,9.080868651,9.132397861,9.350874396,9.329211553,9.224289193,10.37354806,10.32389881,10.41077176,10.2505345,10.35986893,10.42152318,10.45004205,10.41251408
"LAD1",6.628032758,6.775463265,6.948052388,6.74136977,6.948129414,7.065193238,7.005839973,6.971113403,7.890065834,7.868759691,7.906681553,7.875694056,7.981111309,7.997150661,8.112960612,7.888036704
