,IRJ43,IRJ44,IRJ45,IRJ49,IRJ50,IRJ51
CLEC2D,3.981229298,3.294994013,3.917875211,2.963479064,2.977304039,3.326833667
AC103801.2,3.683714189,3.672824952,3.355144534,3.685268855,4.02397693,3.328642356
RAB36,3.044714204,2.971662105,2.836348287,3.017729805,2.872233373,2.95906293
HES6,4.930500811,4.641177686,4.966243637,5.375904571,5.315695738,5.310296375
PDZD8,2.968991743,2.88369864,2.865641166,2.859421428,2.88326917,2.95714659
MALL,2.869167571,2.758038909,3.234649894,1.954364948,2.312541289,2.091366874
FAM203B,4.010193744,3.966726178,4.039370685,4.200983799,4.019736321,4.195953628
CYTH2,6.041119814,6.128351622,6.128249374,5.851637421,5.856662464,5.79182379
PDE6H,0,0,0,0,0.14290381,0
PCDH11X,0.016540462,0.021757099,0.009293364,0.045898194,0.01833194,0.019047068
TLL1,0,0,0,0.052609295,0,0
CTC-786C10.1,1.411638729,1.616578072,1.820964922,1.686741116,1.873192252,1.775654717
LBX1,0,0,0.043799158,0,0,0
CNGA1,0.382458701,0.784171933,1.253815396,0.418206305,0.644600879,1.057343397
CACNG1,1.69721808,1.858800048,1.730469454,1.740297431,1.671388655,1.741392498
GMFB,5.482958588,5.361607496,5.305144905,5.035524156,5.183789656,5.169323402
UBE2R2,4.438047973,4.488173415,4.424334652,4.639327201,4.460801293,4.629082581
FAM69B,3.237064594,3.219836072,3.25995948,3.198649968,3.094937264,3.071585154
AFMID,4.972189788,4.862158271,4.828332051,5.122948019,5.371593434,5.264917571
ATP11C,3.497461422,3.013794575,3.786880511,3.371406256,2.962714794,3.347995688
KRTAP20-2,0,0,0,0,0,0
EIF2AK1,7.206447929,7.261657045,7.260674468,6.96221711,6.959908112,6.982456389
LHFPL4,0.060056113,0.078628674,0,0,0,0
MARCO,0,0,0,0,0,0
ALPK2,0,0,0.011933204,0,0,0.014709831
DUSP6,1.463376724,1.134111952,1.923123947,1.3867614,1.482443159,1.497399581
TMEM223,4.765499973,4.779340951,4.828346174,4.935516771,4.950201337,5.044387127
SLC22A31,0.403834636,0.604319693,0.402547071,0.655962794,0.468655066,0.261294548
FCHSD2,3.820939654,3.845359349,3.908754375,3.90896739,3.974544464,4.438560409
CTDNEP1,6.402491618,6.40883537,6.382152666,6.619481683,6.488832259,6.591323297
CTB-60B18.6,0.064079279,0.158362186,0.043544184,0,0,0
TTC21B,2.491360708,2.446647666,2.611930381,2.324355578,2.739828898,2.44843674
NFKBIL1,4.748090682,4.629237551,4.709858385,4.853424759,4.851641434,4.970709852
ADAMTS6,0.189833579,0.23335632,0.276461482,0.128661025,0.250921573,0.193221221
DNM2,7.105219811,7.255880837,7.25106619,7.027121955,6.915701163,6.869188355
GALNT16,1.693872734,1.703045386,2.111696935,2.352511712,2.206830382,2.248860496
VIM,0.986291573,0.813072632,1.286979326,1.094289596,0.928949966,0.479259449
TLR10,0,0,0.002481415,0.010120004,0,0.006115751
GABRA1,0,0,0,0,0,0
LCE2C,0,0,0,0,0,0
ORC6,3.312502432,3.427640805,3.08397719,4.108746297,4.079784559,4.007930006
SAMD5,0.025565567,0,0.014383868,0,0,0.017727219
AC011239.1,0,0,0,0,0,0
SIRT6,4.239510484,4.293206899,4.217628966,4.041719157,3.966262383,3.989375467
CCDC115,5.862460499,5.877800015,5.855871296,5.643481512,5.652130551,5.62608216
CXXC1,4.909455627,4.812173772,4.835903265,4.86624809,4.959748622,4.907307355
EPHB3,2.643017121,2.731376791,2.743674493,2.378903496,2.193084331,2.210371284
ABHD4,5.850076363,5.825274848,5.808314795,5.217889236,5.228718579,5.206885913
IVD,6.110545933,6.247010721,6.081197577,5.994624041,5.834861604,6.17268997
OR52A5,0,0,0,0,0,0
DLEC1,0.25015302,0.178102348,0.216984123,0.155755883,0.146096338,0.053587188
ADAM7,0.044908226,0,0,0,0,0
SPEM1,0.183568164,0.123539169,0.105740106,0.107991904,0.101048828,0
C1QL2,0,0,0.022972065,0,0,0
DDX27,5.994234899,5.977272777,5.972476999,5.957453485,5.9776604,5.990860665
AC112205.1,0,0,0,0,0,0
CARD18,0,0,0,0,0,0
TTC28,1.028084656,1.543635021,1.355159478,1.589113356,1.354309778,1.631967854
CPNE5,0.063553854,0.053191227,0.045366351,0.072581978,0.068124356,0
GATA5,0.312904654,0.231549878,0.199228259,0.353309401,0.305058436,0.278779769
CPM,2.176842032,1.215408638,2.041835176,0.666124081,0.523249786,0.898605446
GNMT,0.448600342,0.642207406,0.689931902,0.762477072,0.176333791,0.667648167
ARFIP1,4.423757184,4.477163894,4.512269401,4.261554259,4.260269088,4.343680973
KRT15,2.211071777,2.203661362,2.186573959,2.854264501,2.554160489,2.657011674
ECE2,3.565982613,3.523442853,3.692961254,3.712472525,3.716573014,3.788910932
ZNF366,0,0,0.011687122,0.047195287,0.02221907,0
MBD3L5,0,0.043114722,0,0.037556125,0.035086262,0
IRF9,6.255589377,6.476555331,6.397312064,5.917735485,5.937764275,5.854661108
ADCY5,3.063118197,3.16131778,3.293376605,1.855782459,1.937345663,2.089744896
GPR50,0.08447099,0,0.047949076,0,0,0.058936584
ASB4,0,0,0,0,0,0
WARS,6.719714635,6.589267065,6.636115371,6.862074691,6.911627287,6.906987557
GPR98,2.334639195,2.368936519,2.370919621,2.202023718,2.270814338,2.344312148
MAP3K5,2.561706412,2.789964297,2.711306218,2.52191312,2.53401934,2.561260452
RDH16,0.760213387,0.888420422,0.796918308,1.194158524,1.426766866,1.593679451
TGIF1,6.541521638,6.602823304,6.637609175,6.343782627,6.147548798,6.262171036
TIGD5,3.583846954,3.614856737,3.582250024,3.839285708,3.753648144,3.765406869
PITPNB,4.974714378,4.765625344,4.833273692,4.732807963,4.924956506,4.83438601
REEP4,5.716812112,5.65428155,5.765837236,6.192349011,6.152714262,6.089408779
SNCB,0.383820901,0.345569224,0.674958663,0.082228926,0.407021043,1.015740513
LONP2,4.497485193,4.301800533,4.364284333,4.316784644,4.251821388,4.353164259
SRBD1,3.166160176,3.325603418,3.233197753,3.198928189,3.269349018,3.21762684
RPL18,10.97487515,10.92931303,10.93483875,11.17019464,11.1155917,11.07291906
CCDC116,0.150162095,0.689839107,0.149830047,0,0.253052286,0.397017306
CTD-3214H19.16,7.61E-06,8.89E-06,5.44E-06,4.17E-06,2.85E-06,1.27E-05
C2orf76,4.223099277,4.064812627,4.108572386,3.997224344,4.031486534,3.612651872
ZNF707,4.903003417,4.988046137,4.942117724,4.76619048,4.591454302,4.534195182
C1orf74,2.26374972,2.100927791,2.087581992,1.846452896,2.126977371,2.119859994
LRIT2,0,0,0,0,0,0
ZBTB8A,2.676946616,2.89797856,2.809313216,2.91455143,3.004267799,3.175658272
PSTPIP1,0,0,0,0,0,0.273043346
CDPF1,2.488765325,2.543561458,2.583394475,2.763312905,2.353306621,2.710110813
PCDHGA6,0.610700875,0.606036906,0.871116539,0.856851469,0.712397734,0.553147405
ARHGEF33,0.091300812,0.080489351,0.035259159,0.021073937,0.065717775,0.050370041
CNPPD1,6.087589534,6.137697594,6.156445789,6.312818215,6.079707474,6.184289661
RP11-47I22.3,0.359083574,0.4567185,0.307523709,0.217602882,0.071606191,0.258855824
DDX60L,1.831382903,1.684245883,2.020855133,1.086361493,1.453103085,1.327082514
CCDC136,2.670568447,1.940275241,2.15039637,1.834044989,2.013111916,2.190367622
GBP2,2.524553785,2.540758938,2.583026228,1.884903803,1.912804121,2.012404375
PTEN,3.750793018,3.640717894,3.720852583,3.616810805,3.570823046,3.654972308
SLPI,1.940503317,2.189742889,1.743415497,1.921164408,2.599067701,1.996719359
MAEL,0,0,0,0,0,0
CBLB,3.351396368,3.151730765,3.348419995,2.762731853,2.518630753,2.784306573
CLEC19A,0,0,0,0,0,0
SCAND1,6.822473624,6.837421878,6.845523258,6.79767948,6.685885417,6.741222907
CALD1,0.502332138,0.921246396,0.732375859,0.276089046,0.407273096,0.327938881
LILRB3,0,0,0.10661294,0,0.030658577,0
CTD-2547L24.3,0,0.293321375,0.244341477,0.610096051,0,0.709657908
PAIP2B,2.004880878,2.020863416,1.871677233,2.016407954,2.049398247,1.823352852
UBE2H,5.823542301,5.930598345,5.991574545,5.480486712,5.514233395,5.521048102
SLC25A52,0.668977598,0.772451523,0.464915886,0.73610496,0.715640461,0.772725054
SLC9C1,0,0,0,0,0,0
GCA,5.33532677,5.334523553,5.39231543,5.503820293,5.557925639,5.357533618
TOMM7,7.649672102,7.669511659,7.640401868,7.80182204,8.01047881,7.745852401
MUC15,0.709289328,0.500521487,0.713530343,0.612542852,0.442890181,0.45407765
CLTA,7.675903408,7.685035039,7.725643148,7.643959755,7.626630924,7.701637892
AC040160.1,0.000231608,0.190116169,0.014069684,0.396676306,0.259028843,0.19124709
RET,3.128773084,2.917179372,2.960899089,4.322648732,3.939095519,3.999510413
IFNA16,0,0,0,0,0,0
TMEM120B,3.38411417,3.14485169,3.204122355,3.78682217,3.968698634,3.722650413
RP11-371E8.4,8.15E-10,0.007235305,9.61E-15,0.006826659,0,1.75E-07
CACNA2D3,0.199500899,0.086844412,0.074200292,0.193900368,0.024007701,0.176629356
MAT2B,5.294200679,5.307312173,5.400450925,5.087233106,5.124820003,5.270538663
GRM4,2.898929953,3.118366797,2.965041495,1.977704891,1.946167838,2.213754971
PPIAL4G,5.224679626,5.244241944,5.321311519,5.462157263,5.351951805,5.535117944
LACTBL1,0,0,0,0,0,0
E2F6,5.073511357,5.116590548,4.942457034,5.338133679,5.354609104,5.236297766
ST7-OT4,0.054373326,0.1391106,0.030725151,0.411828443,0.219454641,0.764105219
PCDHGA10,0.244740504,0.289611828,0.263642683,0.113627047,0.215461604,0.587839349
C1orf189,0,0,0,0,0.391838463,0.489117539
ERBB2,6.86948657,6.848532834,6.896138909,6.154159311,6.207814187,5.936049352
RNF19A,4.899222903,4.851638258,4.828755679,4.459792575,4.160603402,4.285613961
MORF4L1,8.349020734,8.328100543,8.244921723,8.196424823,8.255039831,8.276895447
ACTG1,11.95378872,11.95921035,11.89868983,12.01545909,12.04939227,11.9949158
OPN4,0,0.046801054,0.029105001,0,0,0
SBK2,0.460014201,0.931359705,0.6512852,0.099896596,0.263998385,0.333070813
ARHGEF16,5.033820258,4.995190652,5.103736511,4.984787107,4.916869783,4.998836587
TMEM40,2.326232788,1.842499952,2.029785006,2.113441558,2.176787564,2.087216027
LINC00632,0,0,0,0,0.131972444,0.1684934
NR2F6,5.300582299,5.284374685,5.455226537,5.43533159,5.275377392,5.319244777
SCG5,0.85839595,0.205751024,0.297779172,0.41214793,0.318383239,0.215215509
GABARAPL1,3.257379299,3.344165309,3.234758586,2.609123009,2.613892346,2.783345507
VNN3,0,0,0,0,0,0
FAM115A,5.86335872,5.675909154,5.715713734,5.658744251,5.440272444,5.615768211
CHID1,5.224454642,5.361327674,5.194820248,5.518580603,5.507945552,5.433016548
RP11-571M6.15,1.173418326,0.960477133,1.314810203,2.92E-05,0,0
SYP,1.030073083,0.936769177,1.081049522,0.992530512,1.0277092,0.701338752
EWSR1,7.47227253,7.624177214,7.530013628,7.569290536,7.549553316,7.619448362
MAPK15,2.857826425,2.331659606,2.524240169,2.828406862,2.289298034,2.296670635
AP000322.53,0,0,0.04956973,0,0,0.119372888
SCAMP4,5.230996976,5.331901233,5.258922662,5.27052269,5.30127028,5.398230367
GGT7,2.538365678,2.258411532,2.347830036,2.345532068,2.400741552,2.139009333
STAR,0.342972329,0.056913331,0.024479983,0.152427339,0,0
STAT6,4.766118391,4.942389161,4.840812083,4.759483439,4.640087762,4.998687798
MYH13,0,0,0.010980382,0.014942577,0,0
OXTR,1.512986532,1.396982144,1.311265576,1.167520107,1.209199981,1.252173924
ANXA7,6.824772323,6.871009713,6.839516792,6.659766681,6.842802426,6.712556628
ENAM,0.01379688,0,0,0,0,0
ALX4,0,0.070392139,0.015258935,0,0.014561501,0
MAP3K7,3.993315117,4.056122831,4.081727171,3.936306875,3.992747904,3.903342846
CIB3,0.955478178,1.405819605,1.700203792,1.536683773,1.294756192,1.200743448
ZSCAN30,2.419659868,2.043879176,2.164529926,1.789916739,2.011929969,1.54813657
FAM3A,5.766261475,5.677367179,5.836509868,5.764246541,5.592756169,5.680346099
SCN3B,0,0,0,0,0,0.02751274
KIAA0430,3.526848997,3.754237524,3.52989684,3.441212025,3.262376076,3.298021504
MFAP1,4.525166657,4.54678895,4.404644823,4.401322291,4.505048766,4.44828541
VPS37C,5.2326013,5.350493629,5.228027912,5.305933597,5.006008041,5.259355495
GPR174,0,0,0,0,0,0
CAND2,0.469187204,0.397319698,0.709644424,0.550897447,0.588119298,0.666598312
SLCO5A1,0.042475041,0.076818252,0.051809192,0.118435114,0.218598419,0.159376713
POU6F2,0,0,0.00741613,0,0,0.018232462
FRMD5,1.611532269,1.484684811,1.334974808,1.304086551,1.266603749,1.625473387
PLAC1,0.295861773,0.535978611,0.500389353,2.492813859,2.522707895,2.370482417
HOXD9,0,0,0.0191015,0,0,0
AP1S3,3.604871429,3.307789393,3.44634613,3.200191747,3.444953879,3.524511153
CTLA4,0,0,0,0,0,0
HIST1H3B,2.192573853,1.361026739,1.152582514,1.606774403,1.043234606,1.546338995
LAMA5,5.489821001,5.443395269,5.544485575,5.518518188,5.382597822,5.498793255
PIGK,2.674234946,2.838618866,2.906835719,3.13393078,3.167931185,3.190820913
ROPN1,0.218219864,0.101334014,0.0180696,0.19438447,0,0.064375214
ASPH,5.145030622,4.925114338,5.066108608,5.131339482,5.275750958,5.260839734
MEIOB,0.158944434,0.265017708,0.12303608,0.173993066,0.247136728,0.215466705
RTCA,3.723764973,3.609232868,3.711110858,3.527009516,3.731442409,3.73314826
PTCHD2,1.005720954,1.176902707,1.186039468,0.950817939,1.087567528,0.926529247
FAM153B,0.258048013,0.296777618,0.260889407,0.192634862,0.075559753,0.078760896
RGPD6,2.774124692,2.747320874,2.824827852,2.587324423,2.790225433,2.533210888
TGDS,2.340207148,2.341257407,2.439523314,2.490608297,2.330736297,2.610097989
PCDHB3,2.337800308,2.300807492,2.306258646,2.409648525,2.266352109,2.256745675
SRRT,5.948063964,6.205062638,6.039191433,6.245509404,6.121838425,6.180595996
CAMSAP3,4.077248547,4.149506625,4.192140712,4.176904492,4.092563604,4.163449866
AC129492.6,0.111209978,0.061274605,0.112536031,0.053417953,0.11532632,0.218571868
GPS2,5.791797141,5.99846503,6.082411939,6.203451253,6.054606865,6.137978621
PAK3,0.039530187,0.002287552,0.022308287,0,0,0
CISD1,3.098916265,3.143687394,3.044467263,3.114793069,3.223488026,3.091148666
WHSC1,5.238274058,5.29335984,5.324198762,5.946880793,5.874725097,5.822322177
MIPOL1,2.373661895,2.686245297,2.25937411,2.27571349,3.038556244,2.489005786
ADRBK1,6.026728633,6.081095785,6.075390071,6.351654367,6.217194052,6.355587071
CHIA,0.064660818,0.124303821,0.074428947,0,0.101679167,0.130189264
CSTF1,5.77414799,5.882914584,5.87938618,5.888817232,5.962722552,5.955717867
MTMR11,3.801417799,3.784406339,3.83984044,4.094820025,4.127241169,3.911990665
KRT36,0,0,0,0.059244994,0.05536344,0
BAZ1A,4.674517656,4.756181122,4.710785657,4.681367051,4.753510181,4.761353972
KAT2A,4.109154946,4.060848679,4.228842659,4.742833855,4.466832181,4.604713647
QTRT1,4.923218385,4.857178185,4.975206979,5.119107366,4.888100628,4.852483406
OR1J2,0,0,0,0,0,0
NCOA5,5.337983366,5.250809942,5.239559691,4.968580369,5.117928723,5.21799269
OPRK1,0,0.097784592,0,0,0,0
TANK,5.587386442,5.92671369,5.730529112,5.380945265,5.349604529,5.205417962
FBXO24,0.976298708,0.823415719,0.930750597,0.839079224,1.325194115,1.109751286
P4HB,10.76708868,10.83193617,10.87236347,10.79013711,10.68519107,10.80583435
RAD21L1,0,0.160014419,0,0,0,0
ZNF559,2.254989967,2.00451082,2.053616402,1.567032122,1.844054831,2.075103719
ACTRT1,0,0,0,0,0,0
ETS2,3.515506212,3.632289145,3.738975385,3.106526394,3.360204721,3.227946409
UNC45B,0,0,0,0,0,0
FBRS,5.559130856,5.623689835,5.657690669,5.494444154,5.364150889,5.520079375
TAC1,0,0,0,0,0,0
TRIM42,0,0,0,0,0,0
IKZF3,0.275057528,0.225570827,0.154150974,0.081302788,0.076021721,0.176887178
NUBP2,6.48486037,6.443229427,6.455200806,6.514794393,6.614881404,6.631015069
VCY1B,0.05425335,0.103082189,0.080347054,0,0.038886732,0.298267475
MS4A7,0,0,0,0,0,0
TMCO4,3.048415769,2.985121328,2.982965701,2.929100752,2.511328509,2.926895558
ERCC6-PGBD3,2.086838879,2.066538253,2.156655057,2.123733561,2.085918017,2.254679821
IRX4,3.371182152,3.444988321,3.308762094,3.083585499,2.821500193,2.791114783
USP24,3.230991417,3.183958679,3.216063017,3.060237158,3.035748226,2.979554233
CRTC1,3.392604814,3.556969594,3.432673499,3.359496779,3.034010031,3.530722019
OR2B6,0.09968138,0.129967922,0.163855593,0.409068389,0.20539504,0
KRTAP10-6,0,0,0,0,0,0
TRIM45,3.895120977,3.915871638,3.854481435,3.998605815,3.74184936,4.062723346
SHISA6,0,0,0,0,0,0
SCGN,0.059913744,0,0.236182302,0,0,0
CTSS,0.061198397,0.296430428,0.133577855,0.069899933,0.127809253,0
NXF1,5.324241325,5.405722121,5.344338165,5.395069191,5.18883279,5.078588614
KIF24,1.772194463,1.724450873,1.793860044,2.573798467,2.53584796,2.510312311
BRMS1,5.91661167,5.95456893,5.963027164,5.919826563,5.91347609,5.934619652
ADCK4,4.777146378,4.828502653,4.769233639,4.85727951,4.733845859,4.613147277
RALGAPB,3.771803633,3.812139618,3.74672268,3.622332588,3.690380275,3.585258891
SMAD1,3.456645083,3.25362266,3.134866138,3.429882466,3.2487357,3.157435209
EEFSEC,4.229007052,4.383105312,4.376090306,4.43563071,4.301533134,4.451304578
APOBEC3D,1.338514037,1.45553277,1.598255002,1.618675706,1.711842832,1.687810468
ZNF319,2.400786369,2.49961246,2.777036887,2.211576899,2.523544627,2.052615252
DHX35,2.470989629,2.432979439,2.42939523,2.809285203,2.363963965,2.289750146
BRD9,4.894496755,4.768880986,4.880187701,4.779340584,4.723314455,4.835233982
DIAPH1,6.027913957,6.016513106,6.087952434,6.351769477,6.287406764,6.383104064
PPP2R2C,4.689226531,4.587657969,4.670994936,4.842012103,4.658894365,4.84740564
RP11-831H9.11,1.096418326,1.608528743,0.016980891,0.166651878,1.011981552,0.375053807
TTN,0.1867092,0.213707202,0.199153118,0.180476072,0.186667496,0.187321224
43346,2.059860639,1.897751362,1.820374276,2.329284511,2.358772284,2.307319677
RNF149,4.875667774,4.838512894,4.937286963,4.844226455,4.733593085,4.863253765
IL20RA,0.460765326,0.297190908,0.390860484,0.448700452,0.371290193,0.59962993
RP11-386G21.2,0,0,0,0,0,0
AIM1L,1.240132904,1.27996179,1.47825432,1.014422397,0.595195039,0.874051715
C7orf66,0,0.38279879,0,0,0,0
HGS,6.748801611,6.759924347,6.929136861,7.256452972,6.981786308,6.743878803
VIMP,6.128606966,6.070356648,6.096849416,5.904364266,5.960292547,5.978734078
ESRP2,6.21857356,6.262692971,6.287813884,6.08664582,5.998147922,6.05239005
FAM63A,5.468085689,5.403568283,5.277263769,5.382528512,5.45003999,5.52735369
POU5F2,0.063901476,0,0,0.142441115,0,0
DUSP16,4.505231837,4.543645762,4.524481107,4.750894269,4.93014656,4.816190868
TBR1,0.117641854,0.077897111,0.054854446,0,0,0
ATP6V1E2,2.234737099,2.431733769,2.381033843,2.856983495,2.532128503,2.683885994
CACNG6,1.663429297,1.691117144,1.979199033,1.190709457,1.508922981,0.862073855
SPTBN2,4.085141094,4.077403413,4.18771094,4.055968376,3.983552504,4.059228791
POGK,5.023647521,5.316623934,5.134354665,5.256915387,5.305450753,5.222442593
DUOX2,0.042620308,0.03220546,0.01721158,0,0.012767113,0.02540951
TSEN54,6.749643149,6.732601863,6.773454364,7.097342398,6.996016641,7.147419184
MAGOHB,4.436911015,4.446117399,4.387110296,4.618645929,4.763951754,4.63167972
BNIP3,5.606286632,5.532004231,5.571053267,5.544681662,5.737800756,5.719929709
NLRP7,0,0,0,0,0,0
LRRTM4,0,0.048602339,0,0,0,0.037399803
RNF217,0.227263218,0.062542169,0.131715332,0.038564492,0.084847032,0.00940577
LRRC57,3.194727526,3.306246291,3.222890642,3.616012631,3.246626512,3.245493015
DTX4,2.037578104,2.079121094,2.20341152,1.82752443,1.621617571,1.954843379
MCUR1,5.153299334,5.083694321,5.123415126,5.251914805,5.182056034,5.245464809
SYDE1,2.217713695,1.753059495,1.895188767,1.684625614,1.727707213,1.917607322
SERINC4,2.802818006,2.863703364,2.855520623,2.432641633,2.500204511,2.367595716
GPR179,0.121598755,0.111335957,0.079794964,0.011137726,0.071266184,0.065955807
C6orf118,0,0,0,0,0,0
C9orf91,3.476122582,3.408685818,3.377323083,3.449341582,3.448678853,3.549354793
AADACL4,0,0,0,0,0,0
CAV3,0,0,0,0,0,0
MTRF1L,3.534865134,3.898221187,3.765266227,3.68405937,3.715592902,3.873114503
NR1D1,1.92253061,1.593668214,1.752226285,1.851224345,1.805394048,1.806392666
APOF,0.050510764,0.066198579,0.083964663,0,0.156199554,0.069399038
PLA2G1B,0,0.256862282,0.348019278,0,0,0.742631083
MAP3K12,3.131781046,3.156118446,3.01887505,2.999803809,2.890152786,4.368114894
WHSC1L1,4.266339858,4.129678742,4.251064581,4.385285681,4.327589271,4.568778826
PHC1,4.002579055,3.970716626,4.276380204,4.21531342,4.294529538,4.036040753
TM4SF19,1.098187598,1.038979195,1.029067244,1.035518541,1.444435068,1.268326699
RD3L,0,0,0.054318595,0,0,0
ECHDC2,5.141471518,5.115744184,5.106679851,4.981271762,5.056469452,5.039401988
MFGE8,3.195877685,3.326977736,3.461920039,3.854100013,3.798904548,3.576415703
CASP6,4.503193092,4.375528678,4.23579124,4.264938587,4.226188269,4.181458526
DDX3X,7.115629727,7.151561089,7.100888347,6.901111719,7.021445628,6.894613434
CTD-2545M3.6,0,0,0.045613227,0,0,0
PLEKHH1,2.948326831,2.800248851,2.856218964,2.972120354,2.966748149,2.985071489
OR5M11,0.091282011,0,0.101935634,0.201208895,0,0.124770726
MAGEA4,0.049143383,0,0,0,0,0
PCDHA8,0.469114861,0.627036666,0.683596809,0.580837943,0.754246443,0.801590725
FAM120A,7.00455851,6.977425836,6.973881723,7.014811877,6.952958363,6.89691836
KLK14,0.636694165,0.201196689,0.290142287,0.509656326,0.571220647,0.423303041
GPBP1,5.452719486,5.577065772,5.558418183,5.470957189,5.637720174,5.508449061
OR6K3,0,0,0,0,0,0
C1R,1.19242922,0.960167246,1.249006278,1.130696202,1.279683368,1.510213967
MYEF2,4.527756476,4.369237064,4.526475913,4.539314269,4.644193162,4.319468509
PABPC4L,1.769230262,1.746318058,1.781833426,2.69621826,2.618213939,2.699537293
PRR26,0.091828446,0,0.09179433,0.041944321,0.106275079,0.050484285
MRPL10,6.25133907,6.359092554,6.334844887,6.349668528,6.280625104,6.302885313
MYH8,0,0,0.007269025,0,0,0
TFDP3,0.050600884,0,0.056599508,0,0,0
LCN12,0.509962856,0.456809545,0.974585445,0.404740093,0.51042895,0.455078319
ARL6IP6,4.037563986,3.97227181,3.946420093,4.427647433,4.3636949,4.444234164
TNFRSF6B,2.535970986,2.563501297,2.435416076,2.658695623,2.837860748,2.694200557
CTD-2260A17.2,0,0,0.418041429,0.544045709,0,0.352170798
ULBP3,2.223184614,2.366961575,2.040128932,1.930710882,1.81566058,1.850981573
OR3A3,0,0,0,0.056143366,0,0
MIP,0.092134186,0,0.102883817,0.105076849,0.066281986,0.125922292
GIGYF2,5.501332236,5.569897563,5.232949387,5.159842398,5.032907452,5.307776457
TMEM210,0.383332684,0.82242568,0.710580108,0.417462831,1.004198263,0.628480871
DHDDS,4.855545538,4.686056636,4.679373373,4.589249377,4.465495186,4.648971697
FZD8,3.543611819,3.674606106,3.635224357,3.031864462,3.00390199,2.974447444
AC064874.1,0,0,0,0,0,0
GOLGA8B,2.98714113,2.610905325,2.902009967,2.605584901,2.619355337,2.541181867
SGCD,0,0,0,0,0,0.073107388
ADK,6.150792349,6.107400527,6.060672021,6.259645694,6.423365539,6.390395896
ARHGAP42,1.787534101,1.588071481,1.735243695,1.237690804,1.251348753,1.514911464
BTRC,3.688600032,3.448173818,3.751002532,3.522068965,3.224899057,3.588921311
DPPA5,0.152371572,0.197605452,0.087368736,0.173282247,0,0
KIAA0196,5.699537843,5.782004469,5.768805948,5.346139216,5.369169447,5.322391048
BCO2,0.032807958,0.423039581,0.134620974,0.211759543,0.055259094,0
SLC35F6,4.694496058,4.728175346,4.724987855,4.788524401,4.775591222,4.80742022
HOXD3,0,0,0,0,0,0
CCDC3,0.278322872,0.077172321,0.083346357,0.309010863,0.236715397,0.194306249
LAMP3,0.879553354,0.917019381,0.867292327,0.737985848,0.915864405,0.993651698
C11orf71,3.130441391,3.02384255,2.802522707,2.886730355,3.006929818,2.766048436
HID1,6.715836651,6.779867582,6.749579603,6.172703602,6.081393915,6.158771745
TAS2R10,0.171129269,0.221517681,0.14518596,0.100496015,0,0.231650279
NRSN1,0.034906413,0,0,0,0,0.048056047
ZNF571,1.757069251,1.194343107,1.711182275,1.257323335,1.537005853,1.931484452
AP000867.1,0.141808209,0.17074453,0.117167682,0.143586759,0.128902807,0.106909219
NODAL,0.148206435,0,0.16779121,0.09778024,0.107207227,0.13719529
POLD4,7.44943291,7.552388981,7.529915934,7.464052092,7.340105876,7.454383085
CAPG,6.222299126,6.225396751,6.330765599,6.545689739,6.573466091,6.501564417
EDDM3A,0,0,0.057869772,0,0,0
UTP14C,2.828675579,2.645468916,2.674978698,2.572084595,2.689315228,2.561127282
LOR,0,0,0,0,0,0
RFC1,4.46766989,4.675143731,4.200926935,4.726036212,4.589804892,4.345004657
DNAH6,0.087996413,0.046877856,0.12626402,0.076234431,0.133785797,0.033287987
TCTEX1D1,0,0,0,0,0,0
TM9SF3,6.209002108,5.977080718,6.046036079,5.73583939,5.773614876,5.772516645
MPP3,1.779254621,2.038776356,1.70605708,1.827057958,1.836918639,1.675159065
MVD,6.495563419,6.445682196,6.459461016,6.670419687,6.688517751,6.665248888
GNAI1,0.605074788,0.402502889,0.4559227,0.376633059,0.640191662,0.448838103
DEPDC5,4.199811906,3.679154688,3.85106971,3.282770839,3.705586282,2.987334574
RPA2,6.09988014,6.300021237,6.163140894,6.405318164,6.389832163,6.299746052
NDC1,3.854897296,3.720505289,3.555060332,4.243660499,4.196060851,4.299555886
OPN1LW,0,0,0,0,0,0
EVX2,0.018859801,0,0,0,0,0
RPS27A,11.36534841,11.35598809,11.35256162,11.53044308,11.72313486,11.61487313
CDC73,4.237696209,4.1329157,4.187127351,4.210066903,4.262755562,4.271289655
OR2AP1,0,0,0,0,0,0
OSGIN1,3.619789166,3.642178543,3.63073208,4.476422389,4.379457389,4.291994783
ZFPM2,0.048731967,0,0.067139537,0.028116309,0.025992494,0.033837836
AP001024.2,0,0,0,0,0,0
NELL2,2.217429484,2.426253294,2.009519833,1.359096898,0.779562017,1.178626216
CREG1,5.843464042,5.776113333,5.718337723,5.673735115,5.72177111,5.566252723
MCEE,4.453561257,4.43937741,4.37177492,4.713004512,4.89374698,4.628656237
FRAT1,2.524727818,2.494514556,2.503933963,2.426275699,2.37178947,2.484685027
SYNPO2,0.754746917,0.766145547,0.741701699,0.981832328,1.101745564,1.093292963
GABRA4,0,0,0,0,0.006878303,0
ICAM4,0,0.099612226,0.043207979,0,0.081355437,0
FOXN2,2.850749933,2.803138966,2.777949771,2.950842263,2.823119569,2.86940855
MS4A10,0.026981023,0.011913809,0.010140008,0.041013998,0.038319642,0.010009615
NT5DC4,0,0.062696762,0.053500719,0.207218958,0.148131882,0.128598645
