,IRJ43,IRJ44,IRJ45,IRJ49,IRJ50,IRJ51
B3GALT4,3.158329651,3.286987656,3.25213099,3.058555396,2.957413849,2.847043298
MURC,0.648680073,0.574510274,0.598353996,0.459692817,0.433247528,0.654247658
SKIV2L2,4.542863448,4.597244195,4.546101984,4.653842406,4.738166812,4.605045141
SAYSD1,3.737814517,3.722602732,3.855288404,3.947689003,3.934250945,4.006296349
ACAP2,4.801289086,4.829953883,4.63726814,4.569520122,4.752202491,5.14732081
CLCN5,1.442393741,1.580769749,1.567922876,1.37949823,1.726007857,1.645035074
TIGD1,2.621632615,2.43450291,2.471247164,2.636186483,2.449833096,2.733530688
MXD1,3.665137703,3.778397106,3.545575091,3.773281608,4.032346206,3.930448782
DHRS4,6.710537547,6.537297582,6.591118067,6.422900919,6.64762728,6.603049556
C14orf159,2.488858097,2.520289169,2.396627901,1.877280706,2.058757089,2.222680447
HEBP1,6.179033027,6.363399086,6.130318604,6.117514844,6.17528435,6.162345493
RING1,5.351144389,5.354532609,5.473470524,5.343901737,5.424404897,5.369380378
OR8J1,0,0,0,0,0,0
POM121C,5.289906638,5.341711674,5.359834488,5.403490203,5.163194411,5.295515988
MAP2K7,3.831909621,3.754535876,3.828658638,3.903437314,3.900604515,3.87716559
LEKR1,1.035461215,1.414685099,0.872180068,1.085469016,0.934462979,1.023196855
KRT81,4.588548687,4.29780259,4.615098984,3.767952318,3.835289237,3.796422635
BLOC1S3,3.869002824,3.934502687,3.939506638,3.974393014,3.955963951,3.943114735
PROCR,1.821522828,1.968965827,1.579494798,2.164939396,2.276163481,2.130229643
LY6E,8.405847744,8.480013911,8.509675459,8.731011185,8.587723041,8.672728064
BRI3,5.895388313,6.157357967,6.126079516,6.023317791,5.817461039,6.011616382
BCL6B,0.022481846,0.029553091,0.025175885,0.05100423,0.118093546,0
VWA9,5.270428894,5.261128677,5.278504791,5.293877277,5.237123934,5.07279894
ZNF837,2.4470689,2.571624925,2.555716529,2.75735582,2.598532778,2.614069637
RP11-215A19.2,0,0,0,0,0,0
GAGE12F,0,0,0,0.038282714,0,0
PDC,0,0,0.085499248,0,0,0
FER,1.845936377,1.68057521,1.805988055,1.675492802,1.848532462,1.754913308
COX4I1,10.17513659,10.14598308,10.17247167,10.19499276,10.32028671,10.25481049
AREG,2.843055291,2.742026722,2.879292043,4.931597917,5.113661554,5.046973358
YAP1,4.918623298,4.958707154,4.841959738,5.077194716,5.014008931,5.022281767
CT45A2,0.054074718,0.070843532,0.061867039,0.160307669,0.197923574,0.117053196
FOXD4L3,0.152340215,0.121145943,0.106071931,0.066094938,0.144961186,0.0671606
TMEM243,5.225065232,5.245246309,5.249001999,5.213974176,5.484848492,5.313779441
MYOM3,0.030205205,0.080965162,0.09912424,0,0.066047996,0
ERLIN2,5.023481266,5.016120154,5.002324816,5.026730213,5.202944599,5.034128156
WDR13,5.588931072,5.59554797,5.637267115,5.506866262,5.424651653,5.506098051
TEX26,0,0,0,0,0,0
TMEM171,0.265711795,0.340839609,0.261040086,0.761339379,0.672711295,0.703450034
SOD2,5.326753716,5.178753453,5.17411021,5.581415887,5.40628151,5.227867082
ZFP42,0.016586616,0,0,0,0,0
LAMC1,4.817091606,4.754859419,4.963597106,4.897631346,4.59543893,4.737361841
MCM4,7.039741149,7.039377449,7.072939141,7.552819597,7.648339712,7.670067356
SFXN1,6.481591775,6.466235079,6.572537418,6.637349515,6.591746807,6.427509433
LRRC37A2,1.755753195,1.647143646,1.801264207,1.501647288,1.547265093,1.485623008
LRGUK,0.300115378,0.276155647,0.262291792,0.267583248,0.155922632,0.102729913
C7orf62,0,0,0,0.102754565,0.096137279,0
WDSUB1,3.625584173,3.611785548,3.634810967,3.165997648,3.45166608,3.342096976
L2HGDH,3.798210786,3.805700487,3.896624549,4.216523141,4.586602194,4.053522682
GNAL,0.580656631,0.249858625,0.27687716,0.229674001,0.196222207,0.147788814
ZNF830,3.012778314,3.270410859,3.080412077,3.069515263,3.010378817,2.976514404
ASH1L,4.141926072,4.079610504,4.130042961,4.076948551,3.989774802,4.040233148
CLCA4,0.053562619,0,0.043909892,0,0,0.034508849
CCDC171,1.468994824,1.448733187,1.368608345,1.358196374,1.237176198,1.479917239
FBLN2,0.491806499,0.179259616,0.437123434,0.89543311,1.36006147,1.167853455
SESN2,4.102874162,4.091898898,4.204750746,4.293806113,4.229277533,4.331445757
SYNGR3,3.762053476,3.891741633,3.935722844,4.110261729,3.886668777,4.058297962
BCR,5.296587541,5.122791582,5.363976231,5.361217987,5.305059026,5.167137606
C1QB,0,0,0,0,0,0
IFNA2,0,0,0,0,0,0
TMEM241,3.031836487,2.897986543,2.964787118,3.06312296,2.956043543,2.966395995
SPIB,0.021012027,0.460750763,0.10607976,0.02404741,0.022459074,0.518538004
RTN4,7.130836462,7.147845551,7.194185058,7.214618225,7.175015201,7.164343636
ABHD17C,4.900282983,5.362022303,5.038008072,5.094650537,4.981167937,5.253614676
PRPF40B,3.089678586,3.191802938,3.29382467,3.138150121,3.094961117,3.239257567
NDUFAF2,4.849819811,4.642575933,4.687804629,5.228246856,5.300929115,5.245055831
BICD1,2.866887793,2.859506327,2.994412552,2.763078104,2.857121107,3.024056188
HTR4,0,0,0,0,0,0
RAP1A,5.771921089,5.828192814,5.794114557,6.391618481,6.546949767,6.370495249
GYPB,0,0,0,0,0,0
EFS,0.356403008,0.244758834,0.327962322,0.416933292,0.231244602,0.559991802
TECTA,0.138523734,0.136981385,0.154344409,0.041052335,0.063371149,0.097191779
TMEM246,0,0,0,0,0,0
LRP5,4.791746956,4.845925255,4.872510403,4.740335818,4.732244205,4.60671845
ATP1B2,0.025522473,0.066316599,0.112943471,0.029202791,0,0.272295145
TMEM86B,1.213450637,1.431416206,1.200231444,0.945501721,1.178639882,1.102017333
PCDHA12,2.244009342,2.04142398,1.994016101,1.985023177,1.872235066,2.037217532
MORC2,5.014165079,4.871152529,5.18266416,5.270040809,5.138325219,5.290335147
C9orf85,3.036408774,3.064724475,3.099061247,2.909267209,2.921213336,2.780515657
FAM186B,0.881971361,1.121703659,0.87907069,1.152507698,0.64566428,1.041680882
C9orf3,4.737393204,4.909155803,4.852046326,4.4360273,4.420102947,4.437673058
SUPT6H,5.720687479,5.70040202,5.735944727,5.638739361,5.541942892,5.512455583
CTD-2116N17.1,0.795155836,1.314894129,0.801572365,0.946625065,1.597844851,1.288958553
LYZL1,0.175963009,0.227665976,0,0.069754095,0,0.162986928
NUAK2,1.551842324,1.658019791,1.74187481,1.465316893,1.528511084,1.496234305
R3HDM1,4.397986962,4.657970006,4.681079212,4.766911267,4.650244223,4.814707069
TRAK1,3.676855487,3.804721489,3.811348809,3.480486803,3.482995875,3.332688238
THAP11,4.878782207,4.79803406,4.868965355,5.188594658,5.026793795,5.019638099
TNFRSF10C,3.237973475,3.355344317,3.236734923,3.317120348,3.220869495,3.152312354
SYDE2,3.127795004,2.872174764,3.017775674,2.505487507,2.635739334,2.786157823
AQP6,0.218839551,0.29193202,0.159037856,0.248119178,0.121125156,0.085503477
SOST,0.035795858,0,0.020170905,0.080743844,0,0
AC104472.1,0,0,0.030570584,0,0,0
TMEM37,2.085890915,2.462179436,2.304485007,1.974021376,1.746159846,2.015906674
AC138517.1,0.349034364,0,0.205889731,0,0,0
KIAA1614,0.866913533,0.910853885,0.861780928,0.782882007,0.792538225,0.807800035
DMRTC2,0,0,0,0,0,0
BIRC5,5.430929006,5.465604045,5.283834206,6.295094896,6.17067741,6.118472004
FSTL1,0.77498166,0.295281684,0.22080569,0.224140161,0.525154413,0.242745523
FAM132A,0.592065929,0.664541527,0.582700829,0.447125825,0.421301489,0.233199574
TPP1,3.915707384,3.908731706,3.999638703,3.892968121,4.031710846,3.940732666
KLC3,3.587172134,3.496163202,3.45925578,3.414436039,3.397883548,3.445489569
DPYSL4,2.214571335,2.348429665,2.254896268,2.630583923,2.706908193,2.699725138
MSH5,3.349941511,3.225381738,3.395121176,3.408006411,3.372042225,3.577455635
PACRGL,3.458096509,4.096543963,3.70741285,3.316654811,3.642616542,3.459948397
CMKLR1,0,0,0,0,0.016446774,0
AC007401.2,0.305397386,0.390313605,0.338293063,0,0,0.407149047
KDM4D,0.503838632,0.657162421,0.574535973,0.817508844,0.678143681,0.6087936
MFAP3L,2.539644209,2.012098231,1.966226814,2.308675133,1.985859201,2.259568984
WDR61,6.697788723,6.592933164,6.725562823,6.604994865,6.55063517,6.644838473
PURB,4.330482359,4.152944757,4.229195698,4.230373399,4.299816462,4.316782962
WBP2,6.906548094,7.041914398,7.008620722,6.929708217,6.913156762,6.907351167
OR2H1,0,0,0,0,0.03911426,0
OR5M9,0,0,0,0,0,0
CCDC12,5.463058976,5.455161921,5.489344621,5.464311363,5.414308714,5.218748254
MTRNR2L11,0,0,0,0,0,0.075966639
L3MBTL2,3.753585942,4.093177783,3.86528806,3.864355976,3.785686071,3.938263008
F10,0.225516978,0.07436333,0.191865113,0.186669553,0.063817343,0.233273476
FAM188B2,0.228757826,0.154729044,0.067843494,0.13543757,0.545351805,0.307589321
KRT6A,0.070396966,0.092066709,0.083456748,0.118936551,0.163911503,0
TCHHL1,0.24585909,0.514472268,0.457470755,0.025366899,0.17946245,0.060500534
ELP6,4.531970193,4.570531109,4.774638091,5.016373986,5.119700061,5.197221581
C1orf43,8.012614917,8.063552498,8.037637999,8.177822168,8.214083868,8.191615087
PNKP,4.477314319,4.536150994,4.409467452,4.690909195,4.54199915,4.56792448
STXBP6,0.661436176,1.008461964,0.845105864,1.416204483,1.039830647,0.8737357
DGCR6L,6.144934055,6.074668375,6.159087135,6.251090401,6.242983361,6.315488763
ECD,4.380371176,4.208071359,4.348003801,4.136445971,4.0888795,4.312250796
LIPT1,2.511293582,2.774139202,2.625394575,2.349158477,2.693042023,2.582179455
KITLG,4.643112049,4.709397822,4.624507024,3.918762214,3.951887122,3.877579362
GNB2L1,11.78621214,11.86026972,11.89509673,12.1179674,12.06488734,12.03918787
MYL12A,9.331704867,9.410864718,9.456881285,9.122827018,9.192273751,9.18574007
EIF4A2,7.239561068,7.333105623,7.35912378,7.182999541,7.339917191,7.186473511
AL137002.1,0,0,0,0,0,0
PRR15L,6.494899575,6.424947702,6.514896059,6.590418362,6.596741713,6.671471362
ITGB4,7.845599517,7.854129455,8.001660577,8.111203558,7.776496822,7.914814023
MEIS2,3.362244725,3.173776527,3.296871505,2.892719655,2.86930779,2.627981966
SLC5A3,2.188598737,2.065387174,2.214441918,2.332079587,2.31956027,2.274018106
CDT1,6.03450144,6.093374493,5.951743131,7.235151522,7.016046987,7.057417251
FEZF1,0.239974271,0.156667313,0.334244114,0.142472591,0.208082804,0.448895685
C17orf89,6.044837882,6.180283805,6.177531077,6.550973963,6.692042413,6.457673349
CDH24,3.733412079,3.700443548,3.715253137,4.257382114,4.109864938,4.252259691
DIAPH3,1.992974987,1.929224888,2.063321128,2.72575371,2.63341247,2.668518559
METTL12,1.82302369,2.416459763,2.333902651,2.22577599,2.203201455,2.333708014
DEFB114,0,0,0,0,0,0
FAM177B,0,0,0.061554493,0,0,0
NSMAF,4.356312387,4.354798059,4.342367755,4.416206594,4.308790858,4.336419876
FAM133B,4.234433264,4.285558802,4.212010914,4.158883622,4.166460333,4.24918494
C14orf2,8.252469579,8.221471288,8.368058283,8.511959956,8.5374225,8.480534375
KLHL18,2.699485558,3.207879923,2.886814092,3.337978166,2.999265465,2.699604156
RPS6KA4,4.703856124,4.741923789,4.798400693,4.968547733,4.952059234,4.973411712
SFTPD,1.675537158,1.312580259,1.639940279,1.297699609,1.7757923,1.354632323
OPLAH,2.961377018,2.872293954,2.943917519,2.821054088,2.770949553,2.784417655
MRPL1,4.085412482,3.992387951,3.999801736,4.236945542,4.493487056,4.271193253
SIPA1L3,5.239143998,3.659544857,3.505967003,3.228917397,4.70115661,3.617316108
CPEB2,2.790185369,3.081342845,3.040176391,2.422102518,2.405546172,2.390335899
GABRQ,0,0,0.007107412,0,0,0
SPATA16,0.077758803,0.101616312,0.065646439,0,0.083002627,0
MTMR3,3.912226146,4.003795289,4.012138701,3.824834098,3.78729151,3.80637532
EAF1,4.942841472,4.770131762,4.913786261,4.72044235,4.722457804,4.886641309
IER3,4.862715634,4.824854183,4.763358341,4.047613714,4.008877404,4.114771569
PQLC3,5.905928791,5.873317035,5.802657931,5.580630339,5.642424045,5.68587728
PCDHA9,0.2746536,0.295520879,0.250547082,0.256279965,0.252130219,0.266720233
ZNF500,3.361354361,3.274239337,3.435110917,3.05415049,2.849475503,3.244997875
HMGCLL1,2.586727427,3.006420984,1.800596334,3.731092532,3.711405978,2.760995293
EXO1,3.677137351,3.57814349,3.824842659,4.770614633,4.550825568,4.984430202
GP1BB,1.781691615,1.796090207,2.032553262,3.006647546,2.784137438,3.035180513
REXO1,2.870959235,3.029491565,2.934989212,3.103291078,2.959681706,3.102082532
ZNRF2,3.260477957,3.254206906,3.278823987,3.633115511,3.594555671,3.518809462
TRNAU1AP,3.491116357,3.407542354,3.696634553,3.530946981,3.486798565,3.397408018
ROR1,0.070560619,0.086496072,0.051802805,0.070179107,0.038155108,0.142721648
TOR1AIP1,5.325720319,5.37693855,5.445149537,5.422070204,5.168785921,5.452111815
MGST2,4.267130631,4.478303339,4.434724564,4.499961269,4.528913479,4.782550842
CMPK1,5.782220929,5.687867086,5.633250957,5.534320766,5.68661342,5.65594495
GALNT4,3.010707243,2.89347186,2.62488079,3.284477046,3.608713332,3.56526747
SAMD8,2.684393894,2.48894993,2.437495229,2.536351258,2.623465505,2.572239616
FAM196B,0,0,0,0,0,0
NUTM2B,1.477708415,1.426104295,1.36116178,1.150066654,1.253330944,1.219741811
STOM,6.379555062,6.303468216,6.274969582,6.301135748,6.245008132,6.209215904
ZNF853,1.144102177,1.084085417,1.160446376,0.992949523,1.033915538,1.025757067
UBAP2L,7.126511288,7.099865673,7.025363514,6.905775598,7.058630379,6.965546493
OR13F1,0,0,0,0,0,0
OR5AS1,0,0,0,0,0,0
PTMS,7.98400176,8.128680983,8.087521952,8.051223908,7.921517431,7.976300445
AL591025.1,0,0,0,0,0,0
DDT,6.398104859,6.633718126,6.584113517,6.90506811,6.730712574,6.745161538
MAD2L2,5.239605278,5.382402872,5.440652796,6.044322605,5.881800206,5.961912973
PSMB7,8.03155338,8.056953925,8.073008237,8.182008145,8.242086644,8.208312976
NMD3,7.817320872,8.019898272,7.912755325,8.06686393,8.28439218,8.112141316
ITIH3,0,0,0,0,0,0
LCK,0.205189739,0,0.091788118,0.276522723,0.178665706,0.053888086
AMY2A,0.026337484,0,0,0,0,0
GGACT,2.92815389,2.935137695,2.863666279,2.812020378,2.702587944,2.73128672
UGCG,4.403316161,4.400020383,4.429659985,4.737756854,4.761143651,4.809457464
UBOX5,2.54920922,2.051348999,2.379211027,1.818073473,1.975899682,1.678135217
BRSK1,1.751298159,1.461566061,1.891002828,2.239200535,2.120913086,1.995765449
DSP,6.693984755,6.578781183,6.637218234,6.580439566,6.594765224,6.666010854
RP11-685N3.1,0,0,0,0,0.397583548,0
CYP39A1,0.075065046,0.098123732,0.021431734,0.043476208,0.156047016,0.288768183
TMEM47,0.076794787,0,0.011009211,0.022416068,0.061914209,0
CD19,0,0,0,0,0.046277188,0
SPAG11A,0,0,0.124471714,0,0,0
HRH4,0,0,0.024360844,0,0.023250842,0
MANBAL,5.653331297,5.679953871,5.688620724,5.675779484,5.73587082,5.656744643
PTGDR,0,0,0,0,0,0
LCN10,0,0,0,0,0,0
CD8A,0.824840711,1.012466106,1.102764247,1.153559028,1.182446883,1.048044732
SNX11,4.821787474,4.719829831,4.672600578,4.65733715,4.490362228,4.778841198
NOBOX,0,0,0,0,0,0
PLXND1,6.711690269,6.849043905,6.863562896,6.554120009,6.406104022,6.324701897
TLR9,0.050126821,0.125128267,0.071168336,0.057718183,0.021978224,0.028361124
ZDHHC9,4.941479834,4.777389544,4.949603123,5.26983424,5.001453369,5.072424019
TCHH,2.164850276,2.221828642,2.303623783,2.206392031,2.357571852,2.202214313
SPNS2,1.430048402,1.394456881,1.707691754,1.32374909,1.471034495,1.263891853
APCDD1L,0,0.053529546,0,0,0,0.170416004
STRN3,4.164942311,3.990554877,4.079355609,3.897301804,4.215005239,3.926312166
CDK5R2,0.214767125,0.347054483,0.12427644,0.109445615,0.102412505,0.172304663
FOXE3,0.042162872,0,0.023781576,0.140030444,0,0
UBTF,6.29885314,6.318904594,6.315191507,6.520121533,6.423004558,6.481184844
OR5AP2,0,0,0,0,0,0
ERI2,3.4769143,3.49594522,3.476983528,3.500656028,3.519484767,3.482070222
RP11-89K11.1,0.170935006,0.303416264,0.145016149,0.100376876,0,0.120328036
TXNDC5,6.416226881,6.398931875,6.446435437,6.785443029,6.769722371,6.797695324
SKOR1,0.207996291,0.250400629,0.247050417,0.376304035,0.075845962,0.227131988
FNDC9,0.039018162,0.051199467,0.043664281,0.044614596,0.041687169,0.10544979
BIVM-ERCC5,2.205502535,2.092562749,2.351808861,2.088181325,1.939531032,2.083350945
EMILIN1,1.292395609,0.971911573,1.037515644,0.913329573,1.296325385,1.277009761
CARHSP1,7.238818684,7.455314176,7.372769306,7.85408438,7.818786219,7.919768008
ARHGAP22,0.354768781,0.162450415,0.356052723,0.255867544,0.529393939,0.529264837
AC015989.2,0,0,0,0,0,0
RAMP1,3.882290112,3.732957934,3.660859138,4.455104278,4.269513232,4.406013233
HDAC6,4.459772954,4.351177762,4.448030472,4.849843188,5.002051315,4.845881695
TLR5,1.247966401,0.877055849,0.843974121,1.07286647,0.985170643,1.059242412
C12orf60,0.971727665,0.64426851,0.676760716,1.395830015,1.732167723,1.728599051
JUN,4.959931371,4.965287149,5.035477845,5.184380004,5.037947296,5.144680492
NUP93,4.586916143,5.094189841,4.6680545,5.003759678,4.912335687,4.829047576
YWHAH,6.855465359,6.947954595,6.975518251,7.406408371,7.440325738,7.45557369
CLEC14A,0,0,0.020491753,0,0,0
FNBP4,4.717456012,4.683272451,4.744285689,4.64078613,4.602654108,4.507236251
SIGLEC1,0,0.02406691,0.025877559,0.026737344,0.073679221,0
ITK,0.017449827,0,0.00980565,0,0,0.024078202
HDAC11,5.401236516,5.29479552,5.308221623,5.944460276,6.068906788,5.947761311
ARPC4,8.374621635,8.337353101,8.448808763,8.145593941,8.219297318,8.191367457
ZNF250,3.834900918,3.719382392,3.939689684,3.999551616,3.816041444,4.040999805
CYTH3,3.103325419,2.810098659,2.849629479,2.622668433,2.603326546,2.650533696
SRSF1,7.474076064,7.466986651,7.553997001,7.711837778,7.882537436,7.680832464
GIMAP5,0.035948636,0,0,0,0,0
RARS2,5.037788873,5.05000651,5.032391567,5.116252558,5.157552596,5.223826918
HACE1,2.370675293,2.426692352,2.256832636,2.324816596,2.082794307,2.438169024
OPCML,0,0,0.048715797,0.013909846,0,0
PARP14,2.697026005,2.694949137,2.671641833,2.331361022,2.405119143,2.31686156
FGGY,3.421756149,3.532302067,3.567146826,3.091691854,3.266255505,2.988049044
OR8D4,0,0,0,0,0,0
FLCN,4.355177633,4.178144199,4.229580732,4.194290043,4.248458433,4.090379174
AP2S1,8.326985858,8.408384021,8.396282465,8.497918521,8.760754237,8.518480489
NIP7,5.149726744,5.169612663,5.103001196,5.175093609,5.23026676,5.246936167
SREBF2,5.504896131,5.543612755,5.544193249,5.655625946,5.617641965,5.685873262
TYW3,3.444894371,3.643148842,3.423772565,3.708263339,3.801242587,3.760618552
XKR4,0.001926709,0.005072405,0.00215946,0,0,0.010626655
MLH1,5.198262775,5.891770738,5.57544806,5.960131375,6.233699798,5.97187296
HMGN4,5.262843197,5.33416468,5.297411527,5.334516897,5.416238161,5.459538707
MMP2,0,0,0,0,0,0
SLC22A5,3.525701681,3.776858321,3.717043725,4.172615834,4.13382703,4.037401784
METTL7A,2.032314423,2.051392065,1.745283695,2.503776961,2.447451232,2.721106237
NGFR,0.755308261,0.539337116,0.763584147,0.916129674,0.866556863,1.046112881
VDAC3,6.175033124,6.110506965,6.117416424,6.229518398,6.240821006,6.218222759
PBLD,3.11957543,2.886936034,2.908175276,2.646488172,2.536399607,2.549222129
LHFPL1,0.05092554,0,0,0,0,0
RPL7L1,5.958015227,5.896449909,5.917022952,5.989518825,6.147085873,6.062532809
DNM1L,4.692444781,4.6719105,4.677336247,4.432974523,4.573890982,4.545594027
TSPAN2,0.579879662,1.063967782,0.615187484,0.367667513,0.560354435,0.47479253
SMEK1,6.094159897,6.12997533,5.934471085,6.0346193,6.169188522,5.718496675
SH2D5,0.609861181,0.893871322,0.731687395,0.882724178,1.187183047,0.856615223
TMEM79,4.200574631,4.362271914,4.414236376,4.343787709,4.238322274,4.39668558
TAF12,4.805814621,4.884858553,4.831019978,5.053574501,4.990679807,5.086876859
MPV17,6.041329666,6.061162729,6.048753961,6.209854272,6.151785842,6.338145082
PIM3,5.251289429,5.294047527,5.254357221,5.527885842,5.370332681,5.530028487
GPA33,0.057311358,0,0.016290843,0,0,0
TNFRSF11B,3.882648636,3.788291926,3.794405799,3.00955109,3.114292329,2.799799185
DFNB31,3.746073355,3.799807963,3.718568475,3.705626347,3.475977684,3.688048417
MPHOSPH8,4.840265763,4.865019671,4.785728512,4.624415926,4.760767822,4.772369796
NKAP,4.844301372,4.885744417,4.894267697,4.824447974,4.94552626,4.975201377
MR1,4.542863448,4.442692057,4.502531274,4.488817935,4.597098756,4.706023095
G6PC3,5.918000284,6.177784545,6.168698371,6.386082426,6.272833893,6.381475056
PAX6,0.170292612,0.114433461,0.127184596,0.063302806,0.252107973,0.318489296
NCR3,0.209039762,0.362096739,0.168011574,0,0.182271843,0.149073068
ZNF235,2.107821491,1.753859532,2.12578539,2.012204127,2.222915387,2.257507172
TMEFF2,0,0,0,0,0,0
SDE2,2.944090947,2.977292098,2.84915904,2.919935188,2.853079146,3.030591234
RUNDC1,3.870208607,3.840078486,3.896636672,3.636317313,3.761531862,3.627468423
PNPLA7,1.917757083,1.668153167,1.938169202,1.463228224,1.502859121,1.470424366
RASL10B,0.642689945,0.719961665,0.547928301,0.751185843,0.573036995,0.848369973
AC018512.1,0,0,0,0,0,0
HIST2H3D,3.118909288,3.01330581,3.25101247,2.553590775,2.743050193,2.624662332
PRR23B,0,0,0,0,0,0
ADH6,0.050231666,0.144850813,0.238343777,0.206230828,0,0.151659005
TRMT13,2.566715026,2.562501086,2.242489916,2.363140731,2.497254852,2.09307914
MT-ND5,11.0949739,11.23256118,11.25769933,11.30439081,11.24593078,11.35263086
FCGRT,0.530531869,0.740212577,0.792450747,1.142327064,0.827096963,0.667158503
BOK,5.597237823,5.563457104,5.640705256,5.490426562,5.497377458,5.629391012
SAMM50,4.776664201,4.662801485,4.722246745,4.844596369,4.735277413,4.673818295
TDRP,0.035692694,0.031020631,0.175660576,0.027006543,0.111518685,0.09735187
PRR5,2.572821,2.658825221,2.696140172,2.622396311,2.547385,2.607174861
ZYX,5.919715149,6.242315578,6.203469748,5.855514592,5.702821067,5.990333697
MAPK1,5.315254888,5.242849325,5.312731056,5.278052961,5.254648869,5.206449046
RAB11B,5.887750117,6.001975772,6.00041056,5.726312866,5.799291865,5.798007978
CPSF4,5.621724409,5.656009422,5.577222405,5.91784366,5.870178333,5.973335368
ACAA2,6.530128515,6.586006665,6.608868556,5.547612073,5.498270489,5.529647956
NETO1,0.03530205,0,0.097377576,0,0.037720362,0
KLHL28,3.182153915,3.402496194,3.299708201,2.703628416,3.010550797,3.308476911
RBMY1B,0,0,0,0,0,0
SSBP2,5.387570025,5.47260709,5.437336996,5.009608063,5.209998631,4.989550017
NDUFAF1,3.35096458,3.44187426,3.421740923,3.00142528,2.821044597,3.090405778
BMP7,9.178601103,9.178233,9.274289761,8.718194399,8.546450228,8.70575767
SUCLG2,4.750607629,4.802284146,4.700375273,4.659214813,4.730548652,4.810799292
CD59,7.788485887,7.857691046,7.877691617,7.522273864,7.487321455,7.515671827
FIS1,8.418324673,8.404245019,8.432897784,8.4786664,8.516666077,8.447434912
KRTAP12-1,0,0,0,0,0,0
ACTL10,1.751774019,1.75160535,1.756531429,1.577649474,1.63214279,1.583384042
NXPH3,0.841547123,0.909518789,0.971639135,1.675927793,1.348326967,1.818376601
HMBOX1,3.049243504,2.971143677,2.890636208,2.937341621,3.105647935,2.797563816
RASD1,2.598481929,2.708797917,2.778046292,2.005027862,1.888982872,1.866379475
KRTAP10-4,0,0,0,0,0,0
YRDC,3.622762746,3.655590386,3.645248258,3.894508035,3.856865675,3.956432753
EFNA5,3.3655481,3.24098387,3.383526289,3.098744162,3.309720801,3.25940719
DNAJC15,4.622924358,4.558359561,4.61107391,4.293295468,4.375486244,4.324112336
EPSTI1,0.373046415,0.347424,0.580928854,0.111162405,0.027621512,0.132811316
THRA,3.550147894,3.711948672,3.512401736,3.722900285,3.729512394,3.547036823
KBTBD2,4.768258718,4.801964224,4.911375,4.799654757,4.828760328,4.998034242
SLC9B1P1,0,0,0.030008933,0,0.056730214,0.072953629
AP001652.1,0,0,0,0,0,0
RAD54L,2.880330497,3.056057995,3.115959825,4.647634819,4.260322262,4.509390169
MRGPRX2,0,0,0.023059137,0,0,0
CRELD1,3.780446559,3.664665138,3.734224049,3.57304757,3.624633146,3.444108661
C5orf56,1.620379772,1.756345053,1.658952325,1.369986089,1.266817198,1.225762672
REL,2.789910269,2.421107482,2.628168455,2.263907312,2.644269629,2.109429651
OR14A16,0,0,0,0,0,0
POMK,2.00537483,2.049103005,1.912366493,2.085275433,2.34015705,1.995516499
MEAF6,6.648541715,6.655285931,6.593519476,6.539562494,6.621151638,6.352092209
STX1A,3.687577553,3.882841604,3.87063991,3.207468995,3.359793836,3.233470138
MYO9B,3.965699451,4.351041702,4.388863794,3.853562888,3.80476589,3.991028386
CACNG5,0,0.170595983,0,0,0.071669607,0
PTGER2,0.635129418,0.762501158,0.869552715,0.758843919,1.080696225,0.849653728
OCM2,0.075548092,0,0.084418663,0.086229815,0.157023422,0
CPA3,0,0,0.026526698,0.053715102,0,0
TSACC,1.451415473,1.992408978,1.634736063,2.504479431,1.582649407,1.624051543
OR4D9,0,0,0,0,0,0
APOBEC2,0,0,0,0,0.083471451,0
UPF2,4.254436436,4.357267843,4.270550255,4.189100822,4.253371704,4.221690021
IL17D,1.912930479,2.035630514,1.938409996,2.281126521,2.148479695,2.216988387
RTTN,1.063714724,1.59489002,1.703176533,1.673559344,1.557334176,1.912924328
TRMT44,2.573315767,2.50205489,2.560257712,2.496574063,2.47710298,2.498857008
ASAH2B,1.734675809,2.297389953,1.993144558,2.2461829,2.069979012,2.13976047
PDGFRB,0,0.035835964,0.007695329,0.015687251,0.029149232,0
DCAF13,6.04023445,6.008648305,5.840265037,5.735478867,6.078308643,5.723100877
AL161450.1,0,0,0,0,0,0
FIBP,6.632249433,6.713827443,6.747501141,6.98232594,6.827760307,6.940908869
FRG2B,0,0,0.011221249,0,0.114133923,0.074821812
FAM217A,0.03639711,0,0,0,0.038889113,0
LINC00955,0,0,0,0,0,0
KRT31,0,0.070230245,0.015223183,0.061249374,0,0
PYGO2,5.159247138,5.187423077,5.218295984,5.359222873,5.26142859,5.460027464
HYAL4,0.0340753,0.135339927,0.019196369,0.060397079,0,0.141722724
TCF7L1,3.382232934,3.50929716,3.563922226,3.21242733,3.087751586,3.056953915
MUC1,6.216269481,6.257105048,6.252307908,6.172836746,5.955738769,6.097167052
UBE2S,6.371227072,6.39941363,6.414420403,7.204206288,7.004771408,7.198971614
CACNB3,5.597341252,5.791646955,5.733258317,5.870392508,5.623255372,5.601419253
GNPDA2,2.220462492,2.372908948,2.434046869,2.663251757,2.506125261,2.680695899
GIF,0,0,0.03206568,0,0,0
CTSA,6.994506472,6.83560483,6.926178839,6.427868159,6.402239384,6.309117332
DOC2B,0,0,0,0.153386486,0.073621123,0
