hugo,MWV1,MWV2,MWV3,MWE1,MWE2,MWE3
0,0.86726312,0.443355219,1.576546324,0.90522072,0,0.923165157
0,1.862768759,1.110095929,0,2.924949286,2.443139822,1.419355509
TIMM23,6.66905512,6.643896585,6.624150622,6.715714944,6.780861242,6.791683858
0,1.537221507,1.843593982,2.306125139,1.450638537,2.104155473,1.893995071
GLUD1P7,1.367676907,0.824681513,0.768574779,0.786868985,1.598955884,1.086369373
RN7SL219P,0.443615138,0.792144864,0,0,0.733918292,1.323358539
RN7SL391P,0,0,0,0,0,0.443914252
0,3.078088881,2.825101762,2.849292746,3.557103701,2.655855539,3.428928931
MIR3944,0.451927961,0.466150972,0.748219046,1.047964085,0.765275038,0.738069987
0,1.681948444,2.034775637,1.584380496,1.509488099,1.795671374,1.629505837
0,9.696475535,9.702860097,9.700580166,9.620333477,9.597559107,9.669118916
0,0.477999502,0.489389821,0.499404562,1.100103022,0,0.772964978
MIR4324,1.881664619,1.100479849,0.591462087,0.617113197,0.607627168,1.001377116
0,5.461623505,5.534130099,5.383997985,5.136642568,5.572065036,5.35199574
RN7SL811P,0.472422264,0,0.556537322,0.864669917,1.660024996,0.426720977
0,0,0.619516308,0.569338454,0.738603566,0.605049557,0
0,2.066351005,1.564617175,1.883128105,1.309420691,1.258874655,1.42262592
MIR4502,1.591976158,1.349325643,1.486384871,0.573252358,1.486178894,2.361740291
MIR3682,2.652452076,1.764087082,1.641892789,1.29895738,1.267763495,1.925084156
0,3.580770195,4.096113392,3.175051875,3.413588667,4.115173942,3.600266185
MIR3680-1,0.296129625,0,0,0,0.194696033,0
0,2.198808432,1.875485204,2.161320164,2.268781701,1.851874944,1.953708504
DTX2P1-UPK3BP1-PMS2P11,2.160962126,2.12388467,2.194134342,2.035787875,2.01982999,1.994525418
RNF115,4.027376137,4.104496018,4.122141756,4.196576358,4.244116807,4.182452358
0,1.019282031,1.094080642,0.983815574,1.342947223,1.395369957,1.271760314
0,5.106750315,5.153485152,5.089171847,4.795138333,5.060384665,5.042184668
0,0.79162406,0.824150325,0.270054046,0,0.016423577,1.079845706
MIR3164,0,0.994657921,1.213397056,1.256509512,0.93257298,0.520613338
RN7SL652P,0.436626668,0.673105907,1.30049863,0.710712335,0.715549894,0.662403315
RN7SL605P,1.61559521,1.340414147,1.58956696,1.15661019,1.818519292,1.509452628
0,1.002832114,0.642816151,2.076548834,1.59529359,1.721495158,1.441998636
0,0,0,0,0,0,0
0,2.496472576,1.633311233,0.967344967,2.374783548,1.161382086,1.359627991
RN7SL92P,2.07579616,1.152494969,1.811224395,2.268104974,1.609825866,2.134033607
0,0,0.507560239,0.454943371,1.10635502,0,1.193096751
MIR5010,1.013269292,0,0.395774646,0.413451106,0,0.393265717
0,0.475175178,1.071021227,0.86821975,0.869750617,2.027104498,0.903865846
GLUD1P8,1.109260253,1.769492481,2.139184595,0.990082084,1.968441012,0
0,0,0,0.560429321,0,1.261031276,0
0,5.871109303,5.565652007,5.794836916,5.909679513,5.925788219,5.757562022
MIR3929,0,0.253468955,0,0,0,0
0,1.021763974,0.416193356,0,0.497409007,0,0
MIR4664,5.369686326,5.62464195,5.506652715,5.521355455,5.236584458,5.397426498
0,1.812461259,1.12527418,1.897635418,2.42943118,1.864211902,1.499460692
0,0,0,0.694709956,1.005263437,0.484870252,0
MIR4722,0.723660781,1.770389301,1.164747668,1.938823996,2.728242711,1.595718473
0,1.261801577,1.157955619,1.926253766,1.512651667,1.408537966,2.005479037
0,2.063268226,1.312386365,0.231909132,0,1.541589178,0
RPL17,10.28553992,10.35040691,10.2738618,10.34987502,10.35674526,10.33255047
0,1.071186025,0.69401008,1.004738676,0.973198336,1.081462347,1.044596957
MAFG-AS1,0.90835563,1.065489594,1.256423763,1.32078214,1.269088818,1.211784748
0,1.810060528,2.088670805,1.685025143,1.974742214,1.9488774,1.964705438
0,1.783670371,1.68801206,1.902591506,1.781170839,1.940541896,1.891220073
MIR4284,0.984695065,0,0,0,0.55144908,1.47569712
0,0,0,0,0,1.070354978,0
RN7SL5P,0.818860375,0.482762596,0,1.268278677,0.313945839,0.722878664
0,1.908524724,1.29722664,2.281861425,2.514038916,0.959181089,2.164815235
RN7SL339P,1.337037392,1.088195884,0.690418884,0,0.876832414,0.289565373
0,0.629856435,0.804852356,0.478288466,1.190399941,1.0137338,1.245136618
0,1.458397229,1.131328709,1.308978808,1.39618854,1.09390019,2.112797199
0,0.581408134,1.030865735,0.853560578,0.858900047,1.078917194,0.73281274
RN7SL444P,0.703004103,0,0.381294449,0.394603039,0,0
ZNF488,0.475444993,0.648826187,0.668187218,1.233096569,1.08153052,1.203865176
0,1.762801221,1.045962918,1.135384485,2.256673749,2.073655736,1.683157448
0,4.683140601,4.098891126,4.754876815,4.718723282,4.277843446,4.616634116
RNASEH1P1,2.23868599,1.958449244,2.102359148,2.639165006,2.282920129,2.50530154
0,0.737787119,1.265172818,0,0.899195743,0,0
0,0.761539148,1.067920896,0.578001562,0.414555559,0.60734878,0.961131358
0,1.754733606,0.693807632,1.537991773,1.608936951,1.237239412,1.536565215
MIR4292,3.762199967,3.610818156,3.875858682,3.786554544,3.612435071,3.579288781
SEC22B,5.516784211,5.487574135,5.461841529,5.360930988,5.408357597,5.375770675
RN7SL376P,1.970544472,1.789508084,1.072304779,0.90423205,0.548081456,1.108183188
0,0,0.753431676,0,0,0,0.555954529
MIR4516,0.894801469,1.507033457,2.213179282,1.990940343,1.420703364,1.140497286
RN7SL73P,0.463751132,1.48307538,1.325455497,0.217636475,1.011824788,1.519476486
RN7SL783P,0,0.776064392,0.679249926,0,0,0.367912254
RN7SL96P,2.102540561,2.610206325,1.681795561,0.625551986,1.807429116,1.459494571
MIR3685,1.188324958,0,1.122354661,0,0.685471056,0
RN7SL543P,0.447162328,0.602500589,0,0,0.404495536,0.91133187
0,0.529632072,0.154633756,0.136280518,0.142622556,0.141287599,0.374094661
0,1.26884756,1.069413461,0.573424942,1.098689044,1.285786886,1.441685315
0,1.959740485,1.53784769,1.319589034,1.892787348,1.772405109,1.337488463
GACAT2,2.893818442,2.865526918,2.843501526,2.601076048,2.510789798,2.667817208
0,3.776314585,3.545227068,3.755432417,3.683067594,3.664266647,3.788685711
TXNIP,2.955484667,3.180010334,3.105769467,3.809324505,3.701203778,3.765633324
0,0.763222036,0.791123079,0.890132242,0.994758557,0.819272512,0.95055949
0,2.570472646,2.878276084,2.513801485,2.549171349,1.925239905,2.774728033
0,0,1.733189452,0,0,1.195215293,0
GATA6-AS1,0.538825184,1.358650455,0.398349933,0.326152808,0.358544688,0.539528094
0,0.792550543,1.011574355,0.523081145,0.411183245,1.56720469,0.687545388
MIR4477B,1.113593826,2.411233693,0,2.326543101,2.300656764,2.509989671
SRGAP2,4.996748267,5.191311194,5.031456717,5.028138467,4.978115421,4.989001659
0,1.879862572,1.309269337,1.523381294,1.289433169,1.403447707,1.924985379
0,1.571031154,1.494390008,2.267793453,3.53692323,3.066836614,3.346683212
MIR4690,1.240021181,1.600602791,1.775952339,1.183778676,0,1.144105121
MIR4469,0.586730161,0,0.547814035,0,0,0
0,0,0.850608224,0,0,1.321783818,0.072062982
NDUFV2-AS1,1.40333481,1.303376299,1.537146447,1.280838162,1.575416898,1.375491011
0,1.773928829,2.022552466,1.428045886,1.796190719,1.940869599,1.790313305
0,0,0,0,0,0,0
BAHCC1,2.594403986,2.669889629,2.760535217,2.917137343,2.595294999,2.748971947
0,0,0.656926484,0,0.623943629,1.048054791,0
MIR4326,0.741535156,1.923248083,2.03286608,1.203414177,2.068935596,2.400363047
0,1.262986315,1.046623764,1.297614036,0.847051632,0.857116313,1.152066571
0,2.130403762,1.467733349,1.748525638,2.347810202,1.133458312,2.533154651
MIR5587,2.804092807,1.73625417,3.211222506,2.419808529,2.397548346,2.527025282
0,0.745319954,1.107741425,0,0.499641313,0.523742595,0.973587766
RHOT1P1,1.884711222,2.187305352,1.870826308,1.808306787,2.001834662,1.195580679
MIR4658,0,0,0,0,0,1.194944343
RN7SL785P,3.39303035,3.913396884,3.702391584,3.892313303,3.364314685,3.809157165
STRADA,4.972510744,4.919552991,4.957605742,5.082107091,5.079313677,5.082311636
MIR5095,0,1.048815101,0.81182529,0.522807041,0.774828798,0
MIR3186,0.552293448,0.977647741,1.653669994,0.929279716,1.220911869,1.82620881
RN7SL163P,0.036864094,0.88252176,0,0,0.46360781,1.27369491
0,4.386948865,4.491070623,4.458906907,4.545270321,4.519101531,4.597030524
0,0,0,0,1.153928527,0.96215512,0
RN7SL371P,1.193159848,1.432681528,1.661293556,0.407048135,1.122175723,0.925759456
MIR3178,0,0,0.787197569,0,0,1.059175276
MIR3176,2.311657142,2.797039963,2.337477045,2.888622471,3.022016196,2.965880307
0,0.474534686,0.500630755,0.450071543,0,1.079961728,0
0,0.507417144,0,0.790566043,0,1.117575367,1.3872026
0,1.333423734,1.310230169,0.975765756,1.456108547,1.752302015,1.057384418
0,0,0,0,0.868377019,0,0.692698571
0,0.651198221,1.047328984,0.58163566,1.00600353,0.679857938,0.587010635
0,1.663189752,1.192250988,0.39596105,0.758798632,1.07551894,0.468438389
0,1.359206284,1.026998306,1.252403548,1.192535068,0.887398932,1.246468895
0,0.996847154,0.87680963,1.030618586,0,0.649676154,1.563914676
RN7SL510P,0,0,0.510709805,0,0,0.500402325
0,1.181337944,0.7295519,1.184026332,1.1240303,0.835381648,0.54308405
0,0.537121094,0.848078657,0.793904204,0.47484822,0,0
NBPF15,5.652821746,5.565352543,5.530256812,5.860769168,5.913357388,5.757652688
0,3.847445772,3.91808087,3.672877881,3.750467159,3.988648335,4.031333436
0,0,0,2.328733083,1.311549616,1.845702801,2.508129433
0,1.08770723,0.976085702,0.877332778,1.018591448,0.759662925,0.215252403
0,0,1.142034333,0.738118424,0,1.245720781,0
SNHG25,4.50215923,4.600818273,4.526865893,4.864369411,4.648850801,4.887283063
NCOA4,5.950419935,5.99899276,5.955274206,6.036058918,6.021306842,5.951405045
0,1.437312977,1.283601796,0.542711715,0.905965435,0.785059178,1.079702372
0,1.656629079,0.798152568,1.499445384,0.930154466,0.753691814,1.421430682
0,4.184637353,4.225244076,4.032074388,4.071642554,4.190804468,4.235014726
MRPS21,6.837948286,6.959289099,6.941304715,7.07014027,7.050513669,7.105932597
0,0.90478696,0.845829634,0.957809874,0.93839119,0.721880084,1.037185398
0,1.908724538,1.987568268,1.630251688,1.934848595,1.943902578,2.255328506
MIR4641,0.715153608,1.238004169,0,0,0,0
0,1.6995694,1.966098181,1.74018498,1.973398207,2.377170959,2.35868601
MIR4479,0,0.660094385,1.019929597,0,0.614594895,1.623768557
0,0.423088674,0.769344367,0.387296361,1.45623842,0,0.91560962
0,1.216287227,1.789412095,2.341681241,1.909323812,1.922715451,1.737466123
0,1.072627204,1.24681545,0.880730186,0.275313439,0.461073782,1.022879102
RN7SL356P,2.578907324,2.291014101,1.458597237,0,1.677363909,1.734937182
RN7SL377P,0.614550609,0,1.881472769,1.10634832,0.828608024,0.764177126
MIR4766,0.605634661,0,0,0,0,0
0,1.247951811,1.588603113,1.411843808,1.311601927,1.926306908,1.871425758
0,0.85526179,0.88023727,0.462771654,0.835409138,1.582883523,1.800612109
0,2.644744616,2.694433835,2.504341233,2.918726258,2.894635415,2.829211062
MIR3677,0.72141641,1.226607172,1.761936254,0.705526782,0.686150876,1.468546826
0,1.787745878,1.511290917,1.757821203,1.851339283,2.037972534,2.196487444
0,0.272103237,1.470396298,1.136591715,0,0,0
0,0,0,0,0,0,0
0,1.363675722,1.04515636,0.928583324,1.147150371,0.799999895,1.117635206
0,2.078312658,1.443113293,2.250470489,1.730722549,2.734657601,1.780696446
0,0,0,0,0,1.177764747,0
0,1.369561404,0.622324104,1.925855142,1.826753882,1.960763752,1.509832632
0,1.175281869,1.213932019,1.338669716,1.786127933,1.679860639,1.561003465
RN7SL48P,3.519088947,3.119208414,3.304525644,3.314599376,3.223388567,2.952737986
0,0,0,0.875602369,1.489702199,0,0
MYO15B,3.650114591,3.571682549,3.704243527,3.914336372,3.543361023,3.81759997
MIR3135A,0,0,0,0.584135118,0,0.114826482
RN7SL524P,0.375366452,0.498699182,0.837294186,0.559709119,0,0.351009737
MIR3680-2,0.296129625,0,0,0,0.194696033,0
RN7SL619P,1.837979561,0.90108584,0,1.170226333,0.092481199,1.378028795
0,0,0.920832923,1.137293662,0.532681016,0.472016674,0.452120959
0,3.127892413,3.098549254,2.821746945,2.737799231,2.968625326,2.800460943
0,0,0.676052523,0,0,0,1.018655537
GAPLINC,2.444187325,2.262114394,1.796995292,2.184002839,2.357136449,2.440565302
0,1.783238714,0.35713307,1.525587833,1.427531086,0.540055051,0.884171203
0,3.702070152,3.614698067,3.591416127,3.684033231,3.875003472,3.359412936
MIR4482,0.64741675,1.979063183,2.04527171,1.676366714,1.657575986,1.838487933
0,1.45048546,0,0.934761805,1.079299595,0.473801455,0.528420291
0,0.523972376,1.16079114,0.815594282,0,0.814588977,1.275376616
RN7SL123P,0.11636103,1.546210445,1.42111825,1.192888512,1.020384854,0
0,1.941774905,2.162702776,2.420010994,2.206469753,2.134959351,2.01734614
0,3.160444266,3.098293219,2.881727259,2.375929109,2.699369507,3.069358463
0,0.783656962,1.845136736,1.273557663,1.391316807,1.287354085,1.74425153
0,1.014769473,0.62744902,0.305598202,0.368937049,0,0.709426516
0,1.160862118,1.060953541,1.083369971,0.65244611,1.471588081,1.056257498
0,0.732116259,1.109553129,1.307037342,0.566808336,1.245402563,1.031088132
0,1.837742098,1.130061565,1.63057974,1.265087642,1.645543502,1.756128712
ZNF793-AS1,1.236578948,0.681425876,1.023205665,0.63668902,0.870347358,0.290483384
0,1.525848383,1.382705982,1.068395658,1.283281749,0.89169059,1.586827181
0,2.223234091,2.225549497,2.427402358,2.191272061,2.042759888,2.217553347
0,2.639709123,2.652631044,2.819067276,2.825197441,2.941763639,2.871950073
AARSD1,4.151308774,4.312922588,4.254320148,4.517965439,4.568149486,4.638310733
0,1.73773002,1.813877624,1.466230341,1.318102771,2.022275478,1.637554605
0,1.424051373,1.365850402,1.39362707,1.144229796,1.055262303,1.073834626
DHX40P1,1.16066208,0.930228662,1.401614085,1.010178292,0.845159222,1.114959974
0,1.863007533,1.845038354,1.667655554,2.297804175,0.992278266,0.692107556
0,1.109113124,0.76618042,1.145260073,1.144568518,1.263761581,1.46139759
0,0.483329273,1.615016016,0,0.318609545,0.524027558,1.099275003
0,0.997647933,1.132506697,1.661396634,0.982493871,1.062319309,1.868345013
0,0.942042256,0.421159085,0.571640311,0.53144684,0.96204774,1.231227787
LINC01532,0.966794418,0.514590918,0.72582403,0.619727575,0.715550772,0.571813671
LRRC37A16P,3.27444208,2.949628308,3.034138225,3.084637486,3.102815324,3.140342674
0,0.831965583,0.828593402,0.451228523,0,0.742508156,0.538012639
0,1.143356845,1.152096822,0.567154056,0.574321469,0.37266977,0.895298126
ZNF850,0.93238627,0.641044698,0.688037985,0.756270117,0.784782863,0.790803977
0,2.211224064,2.720109886,3.003343176,2.466123296,2.854941171,2.70012673
0,2.560822541,2.641837313,2.586877609,2.880217283,2.729145952,2.495582608
0,4.187894405,4.428457326,3.973124479,4.31933613,4.08066619,4.515163655
PTGES3L,1.451834248,1.292936433,1.540788898,1.178183479,1.111654542,1.594200207
0,3.005432327,2.173642361,2.383115345,2.472238203,1.659376595,2.271249362
UXT-AS1,0.99749316,0.745344826,0.829633647,0.81895745,1.050791357,0.243955398
0,1.392212995,1.519979125,1.348368409,1.238291612,2.095039971,1.470219268
ASB16-AS1,2.666589593,2.787293914,2.857543543,2.953847229,2.947087093,2.493209233
0,1.852722002,1.501592005,2.036861985,1.814517611,2.166175538,1.886144302
0,0.524405749,0.74650282,0.964726875,0.724946201,0.343435112,0.746766789
0,1.336049109,0.769087037,1.333406559,0.602487286,1.019467079,1.063965359
ILF3-AS1,3.692828883,3.715520022,3.76037,4.021071024,4.120244099,4.053215624
0,2.899877468,0.919575776,2.379024798,2.775016818,2.965780591,2.902312883
ZNF561-AS1,2.45416115,2.539933997,2.747343141,2.657883711,2.627374307,2.365363709
0,0.705623209,0,0,0,1.105543992,0.843922759
0,1.516081227,1.245050251,1.269316569,0.721409497,1.965716622,0.876725878
0,1.407292921,2.313039738,1.473859629,0.993786658,0.653378338,0.4224763
0,3.584782153,3.660438085,2.778494563,3.423276962,4.199256161,3.514059121
0,0.843194365,0.865420811,1.053292097,1.085628604,0.942237481,1.150884571
0,2.860668867,3.248981055,3.156207287,3.121895674,3.238401682,3.185793616
0,1.80072806,1.61347979,1.138100151,1.676411851,0.906117104,0.650626715
0,1.059078342,0.533106796,0,2.94E-05,0.940420868,0.251507027
0,2.282890484,1.91361517,1.537380564,2.628801586,2.816718476,2.497729871
0,1.093418198,0.901478236,0.581217216,0,0,0
0,4.78906669,4.583657474,4.934535373,4.98300726,4.123293723,4.811928223
0,1.485932197,1.501848265,1.813032078,1.92232346,1.653872193,1.823484027
0,1.935342819,0.939948685,0.784932749,0,0,1.015176396
0,1.374494233,0.346268201,0.551673506,0.342116637,0.342992721,0.784967079
0,0.777500936,0.417235213,0.193959676,1.038488859,0.380118778,1.016221732
0,2.286102829,2.16949309,2.120458446,2.127686101,2.109825223,1.928889505
SNRPGP4,2.95111403,3.694635081,3.287398415,3.998637814,3.091770909,3.317917604
0,1.120345304,0.589251503,0.761292934,0.690403685,0.650760883,0.618978141
0,1.057013498,0.391873279,0.380948828,0.853288294,0.393744573,0.437402471
0,0.725299666,0.420120167,0.966251781,1.122772097,0.688100667,0.950746848
0,2.644248549,2.886218455,2.861760875,2.879744969,3.13106591,2.854722997
0,0,1.048738391,0,0.872914629,0,0.211866963
0,1.666947424,1.285875641,1.342452342,1.57552049,1.22214302,1.190899263
0,1.938430336,2.33745421,2.163178921,2.102672239,2.237343443,2.28205721
0,1.307230323,1.454254871,1.573136966,1.628302339,1.525151808,1.331149124
0,0.99535354,0.401023118,1.496569723,0.791110573,0.887446505,1.180497987
ZNF790-AS1,2.291918524,2.648092181,2.435517921,2.512244133,2.441149592,2.665624712
0,0.460004386,0.662521809,0.698265604,0.867203804,0.624216961,0.585978762
0,0,1.189435572,0.532174304,0.571424407,1.622297394,1.425766503
0,3.62293281,3.145819272,3.7795476,3.2909547,3.549121804,3.623966564
0,0.186983488,0.757281884,0.945903553,0.818665714,0.951000601,1.165693308
0,0.816767619,0.397857712,0.869060427,1.285745465,0.776652319,0.742813377
0,1.34918408,0.617838217,1.203733649,0.710758173,0.965977801,1.209596848
MAP3K14-AS1,3.391586808,3.040921214,3.254073648,3.005924688,3.054881115,2.808894898
TBX2-AS1,5.89358901,5.834834064,5.690815151,5.853560753,5.720434056,5.6747461
0,1.016765151,1.213717435,1.423617431,1.096769878,1.066083678,0.75792017
0,1.26202958,0.629180338,2.212538212,2.032894284,1.298259467,1.80089783
0,3.03430412,2.877152329,2.763403288,3.244027273,3.125851756,3.086826897
0,1.545093594,1.593156298,1.429252962,1.338754706,1.467613375,1.339496588
CEBPA-AS1,1.426425791,1.377723475,1.44968286,1.722605915,1.744165402,1.563856119
0,2.38182878,2.009554997,2.420640582,1.917164006,2.537614394,2.251670623
0,1.160520101,0.5412115,0.591155663,1.147078715,0.952362644,0.489370295
0,1.443097375,1.673963397,1.591071385,1.415899252,1.410080549,1.524274346
0,1.164618962,0.218664632,0.848362343,0.903372289,0.090318518,0.543477076
0,3.677767555,3.558206398,3.666211218,3.554023941,3.396599301,3.542158977
0,1.949549873,1.794420025,1.776992499,1.724912159,1.700852492,1.720821289
0,1.129230255,1.381615625,0,1.046784389,0,0.409931794
0,2.39447024,2.643639192,2.344487663,2.55196875,2.633503285,2.420657558
SNHG22,1.106761703,0.827810815,1.322029657,0.889835631,0.464193877,0.276736648
SLC25A1P5,0.17124014,0.325416351,0.355986007,0.30217865,0.451111389,0
0,2.234252982,1.963414935,2.0833938,1.715432161,1.740504509,1.964553891
0,1.188660447,1.681120883,2.395871689,1.059943589,1.117149774,1.574188721
0,1.843332676,1.610095269,2.1506669,1.150358205,0.898815879,1.367874244
0,1.132537361,0.959172926,0.670933673,1.519626441,1.127157805,1.127369147
SH3GL1P3,1.141713978,1.404706972,1.353955567,1.056063232,1.217851097,1.657763464
0,1.34088125,1.186126524,0.879737129,1.294941231,1.524384685,1.142975375
UPK3BL,5.995710629,6.122225431,6.066440132,5.997667261,5.887147489,5.919778641
0,0.566379723,1.010235593,0.917251479,0.452416207,0.550365833,0.523168486
0,1.086002434,0.770990534,0.700785036,0.720217166,1.213334838,0.837223935
0,0.509199236,0.613442448,0.59337978,0.577783902,0.688050521,0.47256149
0,0,0,0,0,1.044897663,1.914116721
0,2.227552534,2.133198203,2.096730079,1.94459008,1.842446294,2.100092591
0,1.870660627,1.885554842,2.066802179,1.549353739,2.248981055,1.20761178
0,2.266488228,1.824639563,1.777048907,3.055648074,1.643518259,2.014473489
0,1.168635618,1.091137877,1.357642082,0.88465887,1.52562291,0.536723349
0,0,0,0,0,0,1.802098068
0,2.228874089,1.36282894,1.859766841,2.253242017,1.526634758,1.899330335
0,1.867416935,1.671665662,1.581350283,2.166958016,2.160486863,1.429207801
0,3.640146584,2.45288268,2.684762644,3.190858186,3.363186499,3.080976522
0,2.690050508,3.132928837,2.101616462,2.31038375,1.68195294,3.048361753
0,4.255032348,4.349655429,4.259295088,3.935242856,4.023344076,4.31192447
ZNF571-AS1,0.820654601,0.831346264,0.789430792,0.632715614,0.792280741,1.157119919
0,2.643560696,2.276547286,2.059877848,2.240506676,2.060690744,2.132464976
0,2.93354809,1.873112347,2.382833229,1.445287049,2.418678411,2.4732622
CIRBP-AS1,1.309455617,1.513455373,1.485071262,1.376179232,1.280457518,1.664664872
ZNF887P,0.7717901,0.733964266,0.706415619,0.762402397,1.105597628,0.69338124
0,1.250816084,1.691279549,1.485653519,1.343811436,0.939492145,1.087883707
0,1.226471537,1.678473099,1.437083888,1.183835831,0.837600183,1.14013077
0,4.579421543,4.390165516,4.768263737,4.60062063,4.685469262,4.434801674
0,3.221914192,3.205983609,3.23938582,3.003282002,2.958742472,3.00030654
0,2.828698597,2.910874622,2.76957711,2.813816072,2.942013346,2.971942625
0,2.833908147,2.568910106,2.966098181,2.948120492,2.682242923,3.032645719
0,1.823971046,1.953123664,1.947580135,1.753013989,2.093746078,1.839296924
S1PR2,2.581351247,2.537827815,2.559601938,2.120275623,2.258666654,2.200862127
MTCO2P2,0.095185571,0,0,0.329130487,1.153532981,0
0,1.23146313,0.753966448,0.603129468,1.15196919,0.809715712,0.992655331
0,0.549911612,1.113809164,0.422287908,0.318572526,0.454784435,0.967225429
0,2.126322043,2.454694433,2.757390276,2.520527854,2.648870353,2.90931229
0,1.356465,1.080064092,1.061050348,1.028710586,0.675845733,0.637810536
0,0.743745884,0.564479629,1.07992078,0.848756526,1.459452603,1.203508147
0,3.086188803,3.09897717,2.847079401,3.240160586,3.15018612,3.125930754
0,3.314954593,1.793729448,2.965799058,2.195539735,2.341729625,2.459717506
0,1.11430705,0.671316021,1.645780039,2.069956454,2.280475335,1.166921071
0,0.843080169,0,0,0,0.787201749,0
0,0,0.731920045,0.671351351,1.523968362,0,0.660300706
0,5.832836861,5.964629667,6.019675231,5.703070237,5.539161914,5.608140955
0,6.150411419,5.930238221,6.113331695,5.919406828,5.754219433,5.859122263
0,0.683050701,1.40647033,0.950850967,0.954854104,0.967595523,1.122403236
0,2.978067466,1.999541872,2.97378942,0,2.27488185,2.610848859
0,0.828481293,0.8285276,1.23621094,4.1602829,0.754247872,3.600531432
0,3.708761551,3.607432113,3.46258374,3.547078372,3.683551504,3.757402011
0,2.348427901,0.859899598,1.240717312,1.274589679,0,0
0,1.044037336,0.617839815,0.726124516,0.330102402,0.859583983,0.453151743
0,1.14527964,1.805197511,0,1.121400068,1.65777718,1.137090329
0,1.072050905,0.699054954,0.832691567,0.720788025,1.135410098,1.050146422
0,0.809400449,0.483269416,0.420853168,0.463332633,0.695103877,0.682653295
FDX1L,5.417377748,5.606015664,5.445150325,5.578640515,5.442828838,5.515159333
ZNF224,2.296251524,2.647165051,2.493131335,2.125709284,2.452645246,2.517850641
0,1.260368971,1.800090211,1.445043327,0.959435589,1.20098764,1.603734339
0,0,0,0,0,0,0
TAF9P3,0,0.658626462,0.417210364,0,0,0
ERVK-28,1.768163147,1.902118741,1.767667509,1.483864264,1.76983943,2.059261818
0,0.935515569,0.805655664,0.460859966,0.778561005,0.746022908,0.89766407
0,0.721641267,0.408558617,0.842602375,1.226310608,0.745379335,0.554805915
0,2.166529071,0.775172781,0.395664985,1.789170007,2.057824545,0
0,1.988270222,0,1.193204014,2.144963267,0,1.471837762
0,0.781093268,0.91046405,0.852349357,0.916329119,0.579290519,0.845718857
0,1.487013949,1.184185064,0.906021639,1.329536966,1.333284037,0.971961013
0,0.308924491,0.819436843,1.044757808,0,0.529064301,0.553401793
RUNDC3A-AS1,3.105503764,3.142285991,3.235647418,3.079361043,3.178459697,3.130754639
0,2.93623143,3.275820719,3.039948849,2.984975901,3.12487814,3.048553397
0,1.829930722,2.075618198,2.19641505,1.598303265,1.06538619,2.875650333
EML2-AS1,0,0.256420864,0.453671599,0,0.912798533,0.270820023
0,0.357885264,0.503724143,0.947386454,1.115625918,1.199172909,0.394988304
0,0,0,0,1.268434394,0,0.334918324
0,0.485944044,1.342117775,0.627534935,1.128547467,0.972985942,1.351240468
SMIM22,0.648278226,0.857270815,0.740293801,0.57158265,0.500400286,0.780451548
LIN37,3.508564675,3.629200626,3.534230721,3.257428879,3.673897497,3.391234996
0,1.002824915,0.794148826,1.133931714,0.798009857,0.875376681,0.79378687
NDUFV2P1,3.492904278,3.622215853,3.430494034,3.654298047,3.46980785,3.641337933
0,0.752753729,1.228800224,1.284632576,0.835517476,0.836830626,0.872573483
0,6.014734665,5.754590918,6.063867453,5.804035484,5.5894579,5.753390598
0,1.485485564,0.758958062,0.26388174,0.70462943,1.240068211,0.776429137
0,1.50268703,0.314288163,1.170469917,0.965623248,1.291356016,0.776605159
NDUFA7,5.843898772,5.858774433,5.878399718,6.032141562,5.819612319,6.014349111
MZF1-AS1,1.900729269,1.981081793,1.474249643,2.213160614,2.03782533,1.954013868
0,1.842826009,1.907636757,1.826713212,2.033440622,2.196232474,1.935078751
0,1.585092337,1.20937226,1.238071448,1.455081242,0.437563334,1.753608815
0,0,0,0,0,0,0
0,3.087123344,3.353938635,3.059466037,2.973225526,3.036721348,2.799454152
0,3.225962792,3.110112638,2.892369652,2.990450283,2.898440558,3.232335346
0,1.621618213,1.667533393,1.738638151,1.491950555,1.114240409,1.458455502
0,1.64565094,0.884023464,1.143301982,0.323901506,1.186386456,0.893360657
EIF1P6,0.347837976,0.638267574,0.967142779,0.320277862,0.812023341,0.299577594
0,1.196745516,0.295232836,1.403425892,0.496469508,1.604745057,0.838095776
0,0,0.583871411,1.067328945,0,0,0.270493061
0,1.546966053,1.724466922,1.776297738,1.995947554,1.91969094,1.798763907
0,1.149213833,0,1.564568402,0,0,0
CARD8-AS1,0.988129858,0.922889719,0.683034347,0.974909576,0.77078085,0.906262598
PTOV1-AS1,2.892427166,2.952161887,2.870790807,2.884717082,3.004945189,2.841302925
0,1.144163869,1.106489031,1.053736948,1.235187863,1.097523154,1.187134291
0,1.206638223,0.626302688,1.111091423,0.894394058,0.96733021,0.852520671
NBPF12,3.929696235,3.783861642,3.906933421,3.79597916,3.904267702,3.900519071
0,0.432703974,0.750027596,0.879183479,0.805483977,0.321405167,0.766612122
0,1.813885831,1.875866544,1.688713017,1.90903573,1.614403607,1.594500777
NAPA-AS1,0.714090743,1.005838299,0.995459916,0.738696078,0.935340556,0.850879415
TOP1P1,0,0,0,0,0,0.926192271
0,1.188002055,1.151456208,1.258675698,0.627969101,0.675836702,1.129342372
