hugo,MWV1,MWV2,MWV3,MWE1,MWE2,MWE3
LPCAT2,3.427228663,3.431695574,3.576867594,3.006345137,3.132864547,3.187917835
OGFOD1,4.658016349,4.531524466,4.813120401,4.949060446,4.936371988,4.970090793
SH3BP2,5.435609373,5.577034718,5.571646603,5.397663374,5.427436496,5.451082315
NOP14,5.138887568,5.156976183,5.151803221,5.506856618,5.563320547,5.487056989
ADD1,6.580231247,6.603460514,6.675032461,6.561222911,6.488364661,6.494205675
L2HGDH,3.248374528,3.317965345,3.370793543,3.654338609,3.706177544,3.608444502
TXNDC16,2.487262776,2.413392882,2.294608693,2.354164947,2.404833111,2.420866638
C14orf166,7.501832091,7.528258578,7.509991667,7.690496555,7.70019856,7.702375341
GMCL1,4.904116947,4.902486498,4.79358271,4.509797549,4.607230994,4.709946593
SF3B2,7.504324195,7.5424255,7.524838943,7.523154086,7.544196978,7.548389628
KLHL42,3.907656406,3.885830962,3.89184989,3.812231944,3.82573618,3.804535823
GNAS,12.00836459,11.93213426,11.98341065,11.99468041,11.94170019,11.94804276
DNM1L,5.348163605,5.376517433,5.336437227,5.252952429,5.24110458,5.18384885
PTHLH,2.518448776,2.514716137,2.418368351,2.796805588,2.558747881,2.584921143
ERGIC2,6.148540827,6.204483132,6.168295238,6.195438866,6.212272229,6.223213487
TFAP2C,6.261803457,6.31794256,6.355793308,6.423307556,6.503437788,6.3522783
AURKA,5.355766418,5.355201841,5.281185772,5.656595989,5.599197028,5.573559699
CASS4,1.105047767,0.907113715,0.97614144,1.249356744,1.146249203,1.19367966
PIR,2.288851357,2.520625909,2.342693831,2.274424486,2.119492571,2.318798267
AAMDC,4.616098873,4.443397459,4.7028849,4.451361738,4.568660866,4.448265603
RFX2,2.410556027,3.028961049,3.037005825,2.434839002,2.498320319,2.462249583
METTL2A,5.639925932,5.651168652,5.605633595,5.735312933,5.801469232,5.732704222
SULT2B1,5.366727581,5.35706125,5.444218175,5.772577898,5.669071594,5.70250375
ALG6,2.954269653,3.064843111,3.205143805,3.216215043,3.173279372,3.081163541
CNOT3,5.498281556,5.506501882,5.576997145,5.510795652,5.464949591,5.434919983
PTPN4,4.387205179,4.357825809,4.332665762,4.390288805,4.50317723,4.566879009
DDX18,6.126383545,6.084558639,6.136184105,6.327640681,6.434747291,6.272595374
KHSRP,7.403387894,7.501995431,7.498308239,7.571833197,7.589844202,7.585134104
GNA11,4.917273401,5.052005948,4.973474208,4.80169822,4.962711143,4.834920355
ASAP3,2.497204394,2.647439315,2.507427293,2.168563997,2.683551122,2.437219215
EDEM2,3.496999138,3.454128505,3.469690652,3.583687557,3.468648478,3.482745174
DNMT3B,2.655445257,2.682868548,2.736395328,2.572905186,2.570612779,2.698848769
TPX2,4.494792173,4.55411164,4.482415732,4.759963687,4.688992583,4.669704854
FER1L4,4.154695377,4.276870393,4.279369144,3.900509507,4.095183562,4.030835549
PDRG1,5.393491711,5.533055575,5.456178611,5.528311885,5.535810358,5.490762648
EPB41L1,4.76717827,4.778355362,4.78475167,4.955308046,4.895519203,5.131784718
DOCK9,4.494453655,4.491082049,4.709244299,4.437779006,4.336412189,4.670826675
ANKRD10,4.653830185,4.51680192,4.67656367,4.663183204,4.51249833,4.511362148
TGDS,2.699416374,2.547374361,2.528365276,2.725771907,2.713207723,2.715676621
DOCK3,0.990661573,1.012075177,0.960983141,0.764194115,0.795435323,0.814962973
COQ9,4.608212109,4.648739535,4.644686712,4.85116534,4.667581697,4.77810547
TMEM40,3.393979412,2.850858018,3.045654502,2.807321327,3.121997426,2.810649694
KIF9,3.136886804,3.441256911,3.197128684,3.339733471,3.564404437,3.44491684
CRLS1,5.062914009,5.023439271,4.830421147,5.120977264,5.101614907,5.109768026
PPP1R13B,5.514335492,5.395675026,5.625782006,5.443650542,5.229403652,5.496213922
ATRN,4.798086815,4.759629906,4.795470857,4.832095047,4.813601645,4.795049993
SMOX,3.773652684,3.640634481,3.706859406,3.51131984,3.450776804,3.515997504
FKBP1A,8.330984585,8.271067848,8.288989257,8.337956671,8.335427936,8.271748093
NSFL1C,6.340547244,6.482992744,6.313217504,6.283247777,6.331165748,6.243402854
SLC4A11,2.892259672,3.046482155,2.838987053,2.993357532,2.565677375,2.813778524
C20orf194,2.116535335,2.169299602,2.138159407,1.963424887,1.929720073,1.931206416
ZNF343,2.25672642,2.153910373,2.010915868,2.520481158,2.192668567,2.111483086
EBF4,1.396110814,1.543964745,1.775323458,1.817096424,1.500621577,1.475827109
MAVS,5.14480383,5.067773791,5.162485592,5.055219086,5.054902295,5.042536657
0,2.224128896,2.090203733,2.106976388,2.046202562,1.962025523,1.986922023
XRN2,6.408784877,6.414507662,6.387097112,6.502720441,6.537712289,6.481494315
KIZ,2.398386492,2.24026059,2.07474792,2.162800724,2.362480549,2.207244742
DYNLL1,9.277008018,9.266743304,9.262874017,9.143984329,9.183856292,9.168959809
TESC,2.913745361,2.864953727,2.75557278,2.695034146,2.618666466,2.680795575
SNX5,6.910436203,6.964050208,6.884856975,7.199389559,7.309140855,7.230518664
RPL6,10.9900866,11.03017468,10.95078537,11.00113758,11.04966835,11.01802663
MAPKAPK5,5.551834772,5.517910717,5.64037828,5.638399644,5.692024536,5.660240969
ESF1,4.42578758,4.448055168,4.450344245,4.580703878,4.735302832,4.590912153
RBBP9,3.642046493,3.696822679,3.643487967,4.005846831,3.882536433,4.087622123
ANAPC5,6.284515139,6.312545699,6.287409276,6.52341801,6.453451073,6.481251257
SLC23A2,3.157899046,3.107690882,3.411328345,3.21778659,3.412422229,3.250200624
SLC8B1,3.638235167,3.563603893,3.56320993,3.311203211,3.278613016,3.46382658
TMEM230,5.349687979,5.549413221,5.363675266,5.478249193,5.600779683,5.41388842
DZANK1,1.6475351,1.82082686,1.788294146,1.757425224,1.729650216,1.796186689
KDM2B,4.990241244,4.953818452,5.021239486,5.039295204,5.099130556,4.980734981
CFAP61,0.91079221,0.722894223,0.81298018,0.804874901,0.777435202,0.721737148
TASP1,4.158550717,4.094103366,4.178271966,4.127826903,4.199334852,4.210868073
OAS1,3.804411234,3.97322875,4.198658522,3.484552985,4.172404849,3.234449863
GCN1,6.367560582,6.372910146,6.487217491,6.502616993,6.552767728,6.441802968
RPLP0,11.42979616,11.42696366,11.40983196,11.51426004,11.49638564,11.50677492
PXN,8.590137828,8.553036149,8.633805521,8.254059013,8.306122532,8.294033184
SIRT4,0.739685517,0.991247362,0.865627476,0.807964023,0.752179963,1.147502736
KIF16B,2.927115177,2.930941665,3.02945854,2.915057902,3.055696831,2.978789816
TRMT6,3.29426946,3.341546327,3.488114305,3.49044267,3.745270575,3.580422296
PEBP1,8.537324026,8.521730375,8.482202926,8.604352702,8.568235084,8.592936112
BRAP,4.513747237,4.484308756,4.478028505,4.481430313,4.505914678,4.550326365
ERP29,6.624174753,6.757356164,6.631500023,6.643404657,6.72203583,6.722448564
FUS,8.552659604,8.633403375,8.541328048,8.504282678,8.564319535,8.546246456
IGBP1,5.372566306,5.353537139,5.308317549,5.278029366,5.2595674,5.262237322
FXYD5,0.993107678,1.235430526,1.019927249,0.659277027,0.68568275,1.093074013
ZNF302,2.485431001,2.023673726,2.124108074,2.334999183,2.139376093,2.012189626
GRAMD1A,6.258023526,6.20348162,6.239497945,6.045670318,6.089661,5.999537204
FXYD3,6.958171875,6.920512034,6.810608093,6.832510865,6.975199157,6.995795648
CDIP1,1.324656938,0.78190605,1.410127778,0.913648562,1.132441417,1.262126305
CMTM1,2.485961298,2.506289902,2.54131376,2.356824985,2.899118386,2.532906137
GANAB,7.558754439,7.563104082,7.628907719,7.647581291,7.64508632,7.658349132
GMIP,4.967646629,5.148829518,5.186919328,4.861894936,4.845955402,4.868617286
RBM41,2.748803188,2.916920659,2.738771295,2.851294702,2.825395905,2.774832382
BIRC5,3.573345003,3.672608524,3.499341541,4.09952074,4.036104318,3.997615149
MLF2,7.740488717,7.774394764,7.758200411,7.695310723,7.662949518,7.716709788
OTUB2,1.947138724,1.960871227,1.960541735,1.929878087,2.064927676,2.00690478
DDX24,6.997091652,6.871821876,6.974665304,7.121198908,7.142140282,7.132325501
ZBTB25,2.558910947,2.41725682,2.439867777,2.436534461,2.580691337,2.311270591
NECAP1,4.606393723,4.707370397,4.640262581,4.708377136,4.79250973,4.68289197
ARHGAP4,1.749391386,1.59251698,1.930608672,1.584494655,1.826779707,1.627966311
DHX32,5.446299113,5.457825038,5.406549765,5.331711235,5.335435055,5.248921454
RCOR1,5.708327994,5.694899104,5.693753448,5.602086283,5.676140586,5.591690336
GPATCH2L,4.736957876,4.736696678,4.872185786,4.651131791,4.798141575,4.635552191
LTBP4,4.119814952,4.000184473,4.21977973,4.303898631,4.217996189,4.146228671
BLVRB,5.088864362,5.102791436,5.028872555,5.211802888,5.133582842,5.18373557
SLC9A1,5.415972311,5.419224195,5.438216123,5.234305336,5.215246422,5.161901049
SPTLC1,6.12801792,6.152743146,6.083030296,6.016603132,6.114540542,6.010437248
PAPOLA,7.491980825,7.470476296,7.490487412,7.47403971,7.476205378,7.418227397
CCNK,6.768935155,6.685373627,6.717656355,6.723758666,6.746768804,6.751903717
PCBP4,4.177265602,4.185827941,4.209793879,4.007397977,3.973790063,4.175215271
YPEL3,5.93522937,5.989357212,6.018519234,5.672210025,5.54134679,5.74732657
MRPS33,5.960803778,5.984977882,5.868231037,5.960630254,6.02388626,5.938606222
NDUFB2,8.057116838,8.172092159,8.085234698,8.093165804,8.106022354,8.095342584
NUDC,6.699833076,6.66355688,6.659598132,6.726824434,6.761334519,6.742916436
MAEA,6.288558174,6.37505438,6.27792175,6.253712188,6.269664223,6.210453065
ICAM1,3.836029444,3.965229444,4.106773678,3.169554662,3.300852211,3.451275743
STRN4,6.2879258,6.173328809,6.27780174,6.200317645,6.083231987,6.162505894
MUL1,4.170221525,4.144429841,4.036353869,3.99893562,4.136798398,4.049142817
TFAP4,2.391402822,2.899406134,2.842142108,3.844673159,3.939577973,3.782761227
PDCD7,4.051642168,3.975516743,3.94559319,4.055448607,4.080496076,4.009278548
SPG21,6.692607956,6.70215858,6.68507193,6.826412321,6.822181628,6.833196909
DNAJB11,6.38936175,6.271374465,6.364959229,6.326952735,6.343007792,6.396375456
P3H2,1.362964122,0.879483308,0.951804854,0.760312595,1.137809736,1.236940557
THPO,1.030389759,0.497342577,0.609897712,0.341866229,0.257977322,0.195066718
CHRD,3.355202483,3.34307632,3.303754384,2.793732985,2.80544229,2.906997159
FLT3LG,1.133466335,1.047485831,0.694518126,0.958942132,1.076604858,1.061696116
RAB11FIP3,5.363357326,5.323534363,5.381738954,5.336653763,5.328224467,5.145987153
GNPTG,5.51924797,5.445044387,5.345844522,5.524420825,5.360949068,5.298337852
ZNF268,3.135447793,3.394044463,3.121044092,3.221250951,3.264184797,3.142741882
GOLGA3,5.660623166,5.756418671,5.743724022,5.454322656,5.578232857,5.497394795
PABPC4,6.62958073,6.623428036,6.63357309,6.807069524,6.94469577,6.837434703
CERS4,2.953320748,3.116486695,3.01507853,3.005536759,2.851570458,2.838375179
MCOLN1,2.999711432,3.105082307,3.115971589,3.156462051,3.060511774,3.141235437
USP48,4.319633345,4.327471243,4.326124641,4.302948552,4.280589953,4.202005699
EFNB1,2.776127155,2.811362105,2.88002916,2.83352972,2.691156692,2.843248244
PDPR,3.867336402,3.950538681,4.01352747,4.314534703,4.309448486,4.28896881
AARS,6.629931135,6.629306781,6.608528599,6.82213805,6.837475173,6.793368389
GLG1,6.258953703,6.23976728,6.249887656,6.234608499,6.225191489,6.198750492
KIF4A,2.613038884,2.75717263,2.670086621,2.664554746,2.818400057,2.616070635
TNRC6A,5.364638218,5.15709293,5.366385139,5.345041758,5.302036652,5.270077114
PLEKHG2,6.371898762,5.874741671,6.131018462,5.487337004,5.717246498,5.641528255
NAT14,3.94872605,3.880806969,3.882730097,4.173118557,4.121813803,4.009529469
PITPNM2,2.290307025,2.133011724,2.25413625,2.183222562,2.301885946,2.290243908
EXOC1,4.230460351,4.175444568,4.138101479,4.197743851,4.203585041,4.131961139
RBM27,3.984981185,3.945823043,3.976840178,3.914861068,4.099059506,4.060081461
OSBPL8,5.684571041,5.715191313,5.784260131,5.44016408,5.519354039,5.456357701
DTX2,3.920222974,3.97017905,4.130160074,3.887666912,3.886369775,3.842557091
PUS7,5.188762107,5.247147146,5.17921647,5.444576697,5.582403838,5.555781774
NRCAM,6.666915535,6.678070863,6.719447923,6.854982425,6.841587309,6.940643137
LAMB1,2.905207047,2.883556167,3.081093288,3.009505964,2.742657713,2.519923436
DLD,6.495856833,6.471667103,6.445787327,6.491851445,6.511174701,6.4687152
WDR7,2.20269918,2.012163411,2.001789166,2.167978102,2.217857671,1.84889106
TXNL1,5.708712664,5.714690129,5.623213487,5.706488219,5.752785145,5.738614687
CMTM6,4.940105658,4.968666332,4.88813926,4.819421719,4.870512681,4.822969728
ITGA6,3.318358061,3.286229719,3.375829742,3.006773039,3.210755726,3.087428386
RAPGEF4,0.814604152,0.655745882,0.515394037,0.811292964,0.72259455,0.662260198
0,4.588300219,4.533779051,4.633545598,4.676841483,4.709575948,4.647402991
FH,5.330586006,5.304411232,5.338424486,5.570060274,5.521961967,5.548852788
SEL1L3,3.541149711,3.753122809,3.722080992,3.523441994,3.719035636,3.577651074
CDV3,7.568419207,7.574261069,7.593154856,7.585976652,7.627838821,7.635386692
ALKBH5,5.728617108,5.750990092,5.718300218,5.825102169,5.893281142,5.874332146
NLRP1,2.138063804,2.029984844,2.044830989,1.735309397,1.663122972,1.671644876
PITPNM3,1.094625241,1.278060777,1.104821056,1.015332281,1.018277658,1.03220144
SPAG7,5.5091183,5.524957277,5.586981912,5.365188598,5.379928687,5.310919046
ORC6,3.009895335,2.825753558,3.017665762,3.36674828,3.510267613,3.308369195
ZC3HC1,3.120504679,3.145127969,3.26716925,3.376245924,3.271016087,3.393840242
ESR1,4.747753881,4.610424275,4.633919098,5.12296243,5.08196019,4.760409783
RGS17,1.596938004,1.571316152,1.560726203,1.819846364,1.628617304,1.82027456
TMEM101,4.47722703,4.471292374,4.414778174,4.547320305,4.496590762,4.52238794
CCDC80,0.911727395,0.735408837,0.630774486,1.374555216,1.616897736,1.484381267
PSME1,8.156199357,8.194697161,8.159166665,8.05216261,8.11439673,8.104601794
PPP2R3C,4.249067931,4.210351012,4.142307478,4.253841587,4.249653849,4.191845603
HAUS4,4.424249681,4.531179563,4.360234962,4.496964955,4.535987791,4.443975486
SLC7A8,1.730043196,1.513898988,1.579805182,1.466179077,1.187058385,1.374012284
OSGEP,4.060611265,3.82623912,3.876334235,4.21455685,4.200072475,4.173991352
SLC22A17,4.392950973,4.442616581,4.547821128,4.443876469,4.365166826,4.617240172
RNF31,5.206915618,5.091085564,5.208234905,5.21490217,5.246954049,5.219027005
SCFD1,5.469326814,5.423084908,5.380109494,5.485742092,5.440321246,5.404217565
G2E3,3.575758093,3.509016513,3.627999207,3.668829062,3.742807881,3.63307834
HECTD1,6.001364683,5.963248863,6.140645298,5.988105493,6.065560139,6.009594001
HNRNPC,9.210018911,9.205287812,9.157737272,9.230288606,9.287285717,9.236239534
SUPT16H,6.137259352,6.146539147,6.127773636,6.414611334,6.422105279,6.417837683
TOX4,6.364555904,6.382004453,6.402765214,6.317556713,6.310129955,6.35453002
GEMIN2,4.144420785,4.261555487,4.10236276,4.335905952,4.277738725,4.388702037
TGM1,2.180402197,2.228446543,2.353137225,2.022311347,2.478118116,2.220901966
TINF2,5.115382135,5.126487954,5.049297847,5.094460017,5.077422769,5.005754914
SEMA6A,1.023381835,0.714367421,0.627478911,0.884216862,0.774838073,0.802291834
TRPM7,5.121563438,4.957116161,4.978889348,5.163548163,5.294087496,5.153544493
TYRO3,4.416002385,4.411314717,4.410069556,4.155601427,4.424081682,4.413235056
WDR76,1.897780609,1.662440232,1.853414861,2.489890209,2.375560237,2.482187176
SNAP23,5.196064229,4.991368328,4.904541949,4.795664258,4.881766358,4.671263476
PHGDH,4.63131815,4.610627075,4.639095367,4.699590176,4.603814143,4.691321486
COL9A3,0.467236903,0.742382168,0.972387449,0.484152365,0.6541676,0.665518751
EZR,6.967184669,7.014657605,7.015879339,6.561749228,6.64785493,6.667106886
MYL6,12.14130081,12.14045033,12.08522847,11.99812694,12.01337502,12.01046268
AGO1,3.419085787,3.478309178,3.500009118,3.560085166,3.465432536,3.535341327
CLSPN,2.310688536,2.333180736,2.254955276,2.844835546,2.57018238,2.524830217
RFFL,3.21452802,3.212805411,3.482183406,3.058918907,3.214010225,3.329841177
UNC13D,6.108741744,6.182353073,6.202061333,5.744782666,5.805600492,5.733885789
MFSD11,3.768250555,3.797753544,3.803669078,3.860438457,3.879328568,3.907329752
DPYSL2,3.346603084,3.280792591,3.237075395,3.225555204,3.196333051,3.170463988
TGFB2,6.98622888,6.995272622,7.051780249,6.655843807,6.664578552,6.539918586
GPATCH2,3.981079235,3.849613922,3.959226047,3.944107937,4.084178842,3.935227578
NUP50,4.800654784,4.826803243,4.81071336,4.822372652,4.867236082,4.730934752
CDC45,2.926471634,3.131231976,2.804516783,3.576756119,3.621254106,3.541948673
COMT,7.953769023,7.928333041,7.896662021,7.686590938,7.694127414,7.685036521
0,0.473413918,0.735870462,0.15763102,0.432034718,0.679839926,0.992967784
ECHDC1,5.062490284,5.11658201,5.094922373,5.158937258,5.076443996,5.192689395
LRRFIP2,4.346597263,4.427503116,4.594820013,4.672825773,4.518170718,4.646970127
SEC22C,3.814456907,3.846499434,3.814108729,3.813719635,3.836818005,3.960394941
XYLB,1.096793622,1.142411477,1.235834875,2.121534678,1.503916033,2.050394079
HDAC6,3.971165937,3.608677139,4.072346364,3.793325869,3.621445484,3.678990733
GABRP,0.635666179,0.952949805,1.08891092,1.120345968,1.627015632,0.78843849
CDC6,3.195202692,3.26311255,3.341609089,4.222421584,4.077331883,3.960726134
UPRT,3.049896457,2.772894479,2.615149119,2.941176565,2.974656506,2.710969494
CDC23,4.83087866,4.818377099,4.862499249,4.975260643,4.971584376,4.879258868
AAAS,4.794594134,4.687363365,4.710485972,4.994092714,4.931988298,4.879957732
CBX5,4.625761904,4.565343159,4.713122747,4.825705809,4.951514595,4.868211599
SUCO,5.447201084,5.475182252,5.446240744,5.307927298,5.337839409,5.36406029
MSH2,4.663925528,4.676565475,4.69519733,4.880020735,4.820622433,4.817034936
MAP3K1,3.50858369,3.499731615,3.577021577,3.57154212,3.721472518,3.684134945
DHPS,5.542185763,5.518307985,5.608139002,5.576041996,5.64240613,5.548216782
HOOK2,5.333300069,5.337610592,5.41429363,5.401719301,5.447772912,5.493303398
ARCN1,6.856374207,6.837084684,6.910916752,6.73668388,6.746037975,6.686663486
EPB41L4B,3.347870555,3.372457653,3.418844775,3.459763912,3.497337633,3.434012177
TMEM38B,3.824880658,3.782838374,3.804200527,4.040930031,4.152962329,4.142760754
PSMD5,4.123022418,4.08860229,3.980975995,4.345063129,4.202455023,4.097276545
NUP188,5.117064183,5.126559775,5.213322083,5.374754723,5.323625329,5.325244535
CRAT,0.604580543,0.560891588,0.74003767,0.823413507,0.91027154,0.922731433
NANS,6.327362272,6.315970193,6.317094516,6.458013802,6.447885274,6.439419018
TBC1D2,4.42063169,4.41375241,4.427923169,4.019112264,4.068194591,4.129847783
DFNB31,3.164794322,3.071352692,3.258992509,3.324134452,3.292422208,3.410571358
CWF19L1,4.135203265,4.200842561,4.008729639,4.137623746,4.188814469,4.287897062
SEMA4G,2.161525032,1.883720511,2.021851618,2.031355317,1.978555892,1.870820786
BTAF1,3.632191425,3.559695293,3.661244523,3.666431665,3.700661787,3.644814859
IKZF5,3.161190023,3.236591805,3.394393409,3.55663296,2.99779803,2.837128848
BLNK,1.9081623,2.046317794,1.809429262,1.732478478,1.668394654,1.794519009
BAMBI,6.519562033,6.49515469,6.440722856,6.343496478,6.360086633,6.349000028
IL11,2.128166681,2.403248359,2.228440693,1.910609874,1.934909344,1.634099741
WAC,6.954809827,6.933780019,6.995815623,6.868019303,6.883466038,6.828219419
CREM,5.009417637,5.051645298,4.86837087,4.692490156,4.901088688,4.761496084
NUBP2,5.779174079,5.79805404,5.73380172,5.941950078,5.8795176,5.994168647
HIVEP1,3.633413703,3.308650946,3.663640529,3.300441961,3.238693784,3.282867835
CRISP3,1.746645988,1.93997587,1.571948579,1.572564722,1.666293397,1.490133662
FKBP5,4.128452882,4.125422464,4.103777507,4.371077075,4.434140064,4.407127083
SRPK1,4.759615473,4.776308136,4.822838285,4.773144821,4.999379233,5.018543455
BRPF3,4.579419069,4.65454908,4.745432736,4.601914568,4.512634286,4.474275086
MRPS18A,5.193103061,5.207178744,5.19920943,5.228900249,5.269158816,5.210767959
TMEM14A,5.37326191,5.396019022,5.310489182,5.313151507,5.299105423,5.198340918
EFHC1,2.296325246,2.090205088,2.270288523,2.152542669,2.154390725,2.142624843
HSP90AB1,10.31101402,10.29129069,10.32929621,10.44034832,10.48229461,10.46898768
CDC5L,3.95560109,3.97044876,3.954131155,3.994299123,4.085084679,4.022571995
ITPR3,4.720848863,4.699561571,4.786261837,4.687795514,4.738484781,4.749449795
ZNF184,2.488730934,2.579725643,2.58717774,2.672237497,2.567633058,2.681051148
DSP,7.116936514,7.184361632,7.217075531,7.08543103,7.189321939,7.113771624
SIRT1,4.136284916,4.106503352,4.117913757,4.036291705,4.019666336,4.167600895
HNRNPH3,7.820742927,7.75454881,7.792206463,7.77118451,7.87066607,7.747927752
IFT74,2.449506703,2.561370867,2.140191644,2.471568313,2.458071697,2.618551362
JAK2,3.375999981,3.615531652,3.149327661,3.340820023,3.287278721,3.518560317
ABL1,4.31170727,4.295647362,4.26744441,4.213023708,4.524493762,4.383939251
ACOT7,5.423559179,5.458087844,5.303405599,5.346364199,5.387747353,5.384404215
SH3GLB1,4.784753083,4.71135498,4.878252686,4.694424413,4.7532581,4.68036847
CDC7,2.204971405,2.136069297,2.078673361,2.70886635,2.726381776,2.619379907
SYDE2,3.584302317,3.70226302,3.667403955,3.471314943,3.532966462,3.451917942
SCD,8.637599379,8.575440921,8.612676862,8.617375629,8.638157123,8.606379301
TMED1,4.775926378,4.691427243,4.637655221,4.48750976,4.68864141,4.512213484
ABLIM1,3.328955775,3.473322084,3.671953871,3.66305161,3.527964609,3.741640207
ERMP1,5.357757627,5.385493161,5.345803549,5.127636333,5.186272464,5.187414693
RAB18,6.562964446,6.492872339,6.606944197,6.459656071,6.361474756,6.405386352
NRP1,6.723331368,6.736692254,6.750718843,6.671419178,6.719670624,6.629784979
HSD17B7P2,1.455423232,1.986625731,1.655754353,1.609139369,1.708213727,1.611474582
PRTFDC1,0.937234397,1.331765399,1.178525987,0.802789614,0.996249171,0.815262264
TSPAN15,5.482013135,5.545291175,5.571337573,5.852245368,5.803938055,5.861253442
H2AFY2,4.389201962,4.378116215,4.364152169,4.491404188,4.452641556,4.516855739
FAM21A,4.279055811,4.36359457,4.376298518,4.302076778,4.303746488,4.296523337
MAST3,3.086559601,3.04990778,3.197511907,3.045158108,2.864685367,2.901066912
MZF1,3.289907926,3.202618792,3.321582961,3.374460876,3.391578986,3.295941616
OCEL1,3.523338445,3.663453508,3.503074037,3.454353981,3.423675647,3.404364609
MYO9B,4.797729322,4.799630591,4.775532739,4.629310628,4.541347782,4.590813338
KCNK6,4.038855795,3.932390995,3.966342788,4.363943392,4.3065138,4.409771757
CATSPERG,1.744950615,1.590351709,1.750805553,1.805890091,1.846539008,2.032692474
PSMD8,7.73407851,7.743595871,7.725891538,7.655857792,7.674965981,7.638862071
FBXL19,5.093266697,5.21083204,5.125440872,5.096552404,5.090352041,5.000111759
HSD3B7,3.273626885,3.495675594,3.544600619,3.565786517,3.487266378,3.4733882
SETD1A,3.48080797,3.553626529,3.580193011,3.583230227,3.49800827,3.60444156
BCL7C,4.759925238,4.914721317,4.84816713,4.724373923,4.733308157,4.699553076
EFNA2,1.701189725,1.823194998,1.717324376,1.378433938,1.342264584,1.609816412
CIRBP,7.307117018,7.439574567,7.332082468,7.328050669,7.259462229,7.379611836
ATP5D,7.254281481,7.346727201,7.299556682,7.484932007,7.384554403,7.38835228
CBARP,3.26166169,3.409386863,3.363037036,3.201732494,3.344565352,3.169262492
HNRNPM,7.799612529,7.809102406,7.809390957,7.718450912,7.794312204,7.743636532
42431,4.199342957,4.422439431,4.127466221,3.899088215,3.935263509,3.926006537
NDUFB7,7.507873907,7.603440867,7.467722933,7.518826229,7.525254561,7.533306057
TECR,6.529346483,6.49807172,6.637325886,6.665324478,6.587638954,6.59796989
TIMM13,5.02520912,4.948586832,5.048073978,5.143654635,5.219760969,5.212759974
CDC34,6.435013017,6.445777646,6.330424002,6.247962062,6.234942094,6.257317686
MTAP,3.885094887,3.748028091,3.49556676,3.2325112,3.425144816,3.218142987
MISP,6.229773246,6.269393214,6.309420328,6.029060575,5.962869406,5.992274459
CEP170B,6.023534371,6.042556574,6.139673516,5.905664265,5.883620328,5.931637913
POLR2E,7.187728452,7.243978722,7.18626749,7.115250832,7.169074733,7.195599548
POLRMT,4.335250563,4.37592897,4.450238061,4.585812298,4.562518357,4.634066507
HCN2,4.518107051,4.462006497,4.506608289,4.376213967,4.359429804,4.365657547
IZUMO4,1.739155875,1.888323601,1.710310706,1.821723724,1.856692661,1.416207952
RASSF7,5.41476742,5.513175769,5.52206589,5.398351226,5.307181971,5.418446614
GADD45B,5.810021005,5.92259482,5.833089801,5.753522521,5.828255145,5.888434613
PALM,4.769236828,4.843647595,4.786165162,4.480798039,4.421008748,4.743695401
MKNK2,5.495404132,5.459918285,5.427382243,5.313198209,5.248200556,5.253723424
ARVCF,4.240549263,4.239885961,4.302789674,4.172114232,3.897223191,4.125549772
TRMT2A,5.320986465,5.523015134,5.480405377,5.859819086,5.717179886,5.618298483
RANBP1,7.217954335,7.268205473,7.195311875,7.494300435,7.581220945,7.52637446
ZDHHC8,5.033896921,5.09795407,5.112156143,5.119762697,5.071152123,5.18585085
KLHL22,3.605875699,3.576346658,3.674181057,3.669436152,3.514379839,3.636443656
MED15,5.319168431,5.404287465,5.350914083,5.304765426,5.188382441,5.238584799
SERPIND1,0.536294755,0.504079617,0.514353578,0.390954215,0.404184865,0.542666157
SNAP29,4.319539468,4.310308634,4.353406575,4.336411796,4.31874944,4.261555336
CRKL,4.394719913,4.344459256,4.421607069,4.424418266,4.503310568,4.466105019
LZTR1,3.533762671,3.542384481,3.347506739,3.403828328,3.755204753,3.610169524
MMP11,1.130656073,1.309076162,1.351551444,1.296137204,1.200573781,1.317999544
CECR2,0.603394902,0.828424667,0.713696695,0.669944082,0.808491318,0.645596254
SMARCB1,6.388194946,6.364525124,6.399144735,6.374329086,6.324214775,6.303260846
BCL2L13,4.399738672,4.45273444,4.56512865,4.417664463,4.611893311,4.501703832
DDTL,1.978935096,1.907963562,1.964775661,2.036380247,1.894732411,1.952814385
DDT,5.904652226,5.988990983,5.801173611,5.911476695,5.870452512,5.904663328
CABIN1,3.715682001,3.832517093,3.640671477,3.778622924,3.731905712,3.667883839
TBC1D10A,4.984924786,5.089369926,5.165647463,4.891856644,4.847017996,4.877159447
SUSD2,1.409909914,1.506841018,1.475547976,1.414650697,1.505690056,1.404149215
SF3A1,6.564799208,6.535393416,6.632221058,6.660204865,6.593177786,6.703022271
GGT5,0.564787382,0.669109332,1.007936756,0.790258414,0.625112603,0.674482979
RNF215,3.967850775,4.100641989,4.136426675,4.179463915,3.988824542,4.132338211
SEC14L2,5.210544839,5.262986041,5.291180905,5.298723924,5.368846068,5.393013355
SPECC1L,3.804313712,3.636203182,3.79266171,3.72310373,3.799270927,3.834021656
PPIL2,4.20521936,4.149300181,4.196833313,4.193045325,4.183992679,4.091250371
YPEL1,0.608662506,0.798714147,0.392824063,0.623112925,0.552108478,0.701350326
