,MWV1,MWV2,MWE1,MWE2
BMP2K,3.873407414,3.804297701,4.199534745,3.764981732
KIF1A,2.660032216,3.900683324,2.217047648,3.181672192
DSP,9.388950566,9.350577243,9.38851209,9.345508549
PDGFA,4.792886104,4.598484347,5.054322699,4.524437769
DHRS7,6.284837786,5.489229997,6.12778985,5.869967702
IRF6,6.639873287,7.510517228,5.850358265,6.163312628
HGD,0.082861088,0,0,0.215953927
AGL,4.955643238,4.997648822,4.71638018,4.827633838
ZMAT4,0.082861088,0.084509627,0.14117154,0
DIP2A,7.566221859,7.604295415,7.540269929,7.068392457
FIZ1,3.947141507,4.023503799,3.859794366,3.764981732
PDP1,4.403177438,4.322151073,4.1873756,3.753512556
LARP4,7.240454099,7.353338084,7.390100635,7.525258371
PLA2G4E,0.306221876,0,0.072311833,0
SCN1B,3.138054002,3.53824019,3.584918028,4.108926822
MROH2A,1.800283568,0.084509627,1.020059653,0.147499166
SLC24A1,5.121618597,4.554716127,4.825015992,4.221431102
TRAF3IP2,6.174630194,5.945535384,6.11286663,6.001837972
FLG,0,0.239986759,0,0
NOD2,0.869973177,1.255517234,0.646532775,1.262686236
FMNL3,3.941601533,4.126753683,4.412988469,4.39386119
GADD45G,2.327662045,2.188815245,2.011713278,1.985614596
LINC00667,2.590934871,2.671095731,2.505233641,2.236905147
TOM1,3.930457352,3.589750448,3.540997972,3.569542579
43714,0.437971386,0.311862404,0.496923616,0.215953927
MFSD6,5.528724223,6.146878865,5.405213407,5.929786311
NLRP1,0,0.084509627,0.072311833,0
CHPT1,4.245752025,4.665177783,4.755340071,5.447199388
CPD,6.141186415,6.476994352,6.287254539,6.593820006
AADAC,0,0,0,0
ATP2C1,6.517675164,6.284987882,6.668803817,6.511101474
PCP4,2.984883349,2.999632753,3.237200101,2.909329465
TFB2M,4.209331709,4.569453564,4.35618983,5.033691208
FOSB,1.238588832,1.255517234,1.192196385,0.937348878
IGDCC4,2.275770772,1.745350804,2.011713278,1.705138771
PI3,0,0,0.072311833,0.075633777
C22orf29,6.68533175,6.530697347,6.523220826,5.931059563
NPC1L1,2.127511796,2.188815245,1.587175572,1.473105284
SLC37A3,4.99093758,4.758163638,5.236481153,5.050190669
SLC25A12,4.657508768,5.02196101,4.699355533,5.040785524
HDDC3,4.87945901,4.712419731,4.500767591,4.701998321
KRT79,0.235542107,0,0.14117154,0
DCAF4,6.488527218,6.410000014,5.958057731,5.396482993
SLC4A3,3.548443975,3.653385292,3.559984806,3.028317366
ARL4C,3.896498805,3.753577343,3.775665293,2.768285761
PWWP2A,5.292382857,5.318717843,5.53882135,5.425681726
TSPAN3,4.736415274,5.027308528,4.586600412,4.852037286
PTPN14,5.854741997,6.246531117,5.351738173,5.714505258
SLC25A21-AS1,2.929986253,2.601100071,2.872280588,2.492841139
UBE2E1,6.467478394,6.57153344,6.304244773,6.910823083
LINC01011,2.963174533,2.886489876,3.088212937,3.111530645
ERN1,3.204324306,3.492575753,3.365052147,3.793262002
LSM2,0,0,0,0
HRK,0.558689664,0.625687074,0.646532775,1.416050783
GNG7,3.157301027,3.073863878,2.745326754,2.82417689
ARHGEF26,6.395349159,6.361075458,6.783638665,6.975806716
HIF1A,7.455421502,7.676268983,7.894854426,8.319077077
PWWP2B,5.411385401,5.159811204,5.061002316,4.805589825
PTPN21,8.066879185,7.306273213,7.654721575,6.992977632
NTN1,3.147709611,3.946564177,4.35618983,5.064184414
PRSS23,6.827279605,6.492543129,8.177976523,8.491874246
KCNK1,4.15770346,4.735472979,4.215589151,5.028942209
CTSB,7.108855848,7.112966242,7.231868289,7.498025494
NFKB1,5.064144633,5.082292322,5.029562723,5.209772108
MYO15B,6.393321358,5.495031135,5.971119739,4.153241964
ZNF618,5.621727881,6.566950764,5.855490338,6.588988415
LOC730101,3.204324306,3.293926918,3.131164915,2.856700915
FAM63A,6.078204442,6.380009065,5.753340981,6.156797257
ME2,3.2765121,2.684696379,3.205396031,2.979925936
SERPINE2,0.722710708,0.56814712,0.905968816,1.054138305
SLC26A4-AS1,2.686770403,1.427157569,1.4581745,0.569894404
ZNF497,2.713022041,2.384853621,2.505233641,2.492841139
ITPR1,3.867576351,3.42935062,3.849542637,3.272865953
GIPR,1.343137814,1.745350804,1.403161084,1.554667268
NAALADL2,1.75045818,2.481524433,1.705582599,1.631863882
HEYL,3.2765121,3.320306151,2.892394441,2.989734946
DAPK2,3.394751817,3.183304636,3.839217539,3.264809744
C3orf70,2.686770403,2.737851954,2.569105454,3.488841087
PLAT,0.499592803,0.380326469,1.705582599,2.220337329
CCDC91,3.838062192,4.028845611,3.663097725,4.294478301
PPTC7,4.783626468,5.102699389,5.043120815,5.125528952
CYB5R1,5.76034648,5.886440218,5.30373346,5.669444555
TMEM86A,2.361247493,1.916497516,1.728140959,1.127055659
ARF4,7.362600901,7.2768303,7.313385836,7.517227125
UPK1A,2.377751498,1.101796765,1.974458833,0.516611308
SH3TC2,4.559641475,2.826407072,3.229314572,1.09105761
LINC00936,3.612601001,3.67398809,3.260601336,2.989734946
LRRC8D,5.294557504,5.056370737,5.403462468,5.245008095
SIPA1,1.775585961,2.090065086,1.876883209,1.751999525
TCF7L1,4.084184617,4.427021014,3.6394905,3.38116969
DRAM2,4.403177438,4.106686402,4.352564558,4.561083496
ARMC9,5.955758951,5.865693945,5.32238632,4.995254164
HAGHL,5.536095121,5.669328877,5.850358265,5.271384285
SLC20A2,5.069234265,5.599245324,4.96217338,5.123302842
TLE2,4.955643238,5.281161431,4.649998553,4.841242238
MMP17,4.873652404,5.064196232,5.230568098,5.255209931
IL1R1,5.197954861,4.317793479,3.372231349,1.386654471
ZNF239,4.200081135,4.678834071,4.430289037,4.606416394
SIK3,4.048550122,4.722344835,4.341633761,4.693020336
RHPN2,5.393235918,5.750785818,5.132506648,4.876034802
CASP4,0.437971386,0.380326469,0.82456593,0.147499166
SLC25A36,6.497050363,6.861526424,6.658563881,7.093627283
INPP1,0.306221876,0.785698927,0.443395519,0.516611308
LIG1,6.016305248,6.12709149,6.297661215,5.852602991
SHROOM2,5.530570481,5.987291957,5.658163928,5.652563182
SCAF8,6.262793233,6.259085538,6.059385125,6.072770808
BBC3,3.99071172,3.991030779,3.75932996,3.724434254
ITPR2,6.604375855,6.259085538,6.10103198,5.766783636
MGST2,4.826338524,4.300230276,4.850943216,5.019397054
ZBTB18,1.003586388,1.490476802,0.782074667,1.016249346
LOC101928233,5.944724012,4.623415744,4.629173865,1.656704665
ATP6AP2,7.548108211,7.447093483,7.476328901,7.570896351
TLR5,2.327662045,2.090065086,2.151796946,2.043269261
FOXO1,3.41887559,3.437406959,3.566258625,3.343416286
LINC01573,1.983975896,1.692475918,1.772226297,0.977338425
CLN6,5.930810576,5.785913854,6.411799586,6.077377931
MED26,4.431120824,4.536080069,4.406009731,4.527807931
SREK1IP1,4.684293332,4.513394306,4.57731175,4.965739059
GSDMC,0.082861088,0,0,0.147499166
DIP2B,7.340669592,7.544014087,7.121170629,7.346431809
MYCN,1.309123082,1.255517234,0.945010225,0.937348878
SGSM2,7.563519268,7.494196845,7.243170286,6.546422618
SMPDL3B,1.086247531,2.244975627,1.611647199,2.024305898
MAP1B,1.724884972,1.218595222,1.635710641,2.436577137
SOCS2,4.017289684,4.478682447,3.844389325,3.256708295
MACF1,6.184044872,6.606787336,6.471513299,7.315078954
TSPEAR,1.086247531,1.141789486,0.738293844,0.853882458
C2CD4A,1.75045818,0.734308604,2.309703224,1.32600149
ANGPT1,0,0.084509627,0,0.075633777
SIM2,3.2765121,3.575219936,3.615490548,3.240367625
PRKG1-AS1,3.006270341,2.684696379,2.505233641,2.098708129
HILPDA,5.742934188,5.431915904,5.069860635,5.103111753
SYCE2,2.166029194,1.521123876,1.793773867,1.606587877
BAIAP2-AS1,4.764926973,4.997648822,4.67343584,4.754723661
TRIM38,5.162674543,4.435090335,4.871354652,4.233865378
AFF1,4.905303346,4.805617055,5.134619079,5.351546036
CSRP1,7.063030549,5.817122774,7.08010938,6.385770191
ESRRA,4.780526669,5.429898363,5.076468863,5.440062434
SPSB2,3.302677702,2.955434581,3.10554748,2.674096309
GFM1,6.708350699,6.91082077,6.763303932,6.963415435
IMPAD1,5.597272344,5.793779604,5.662562592,5.79502895
PTGS2,0,0,0.14117154,0
CTCF,7.809933316,7.937133384,7.870978891,7.871050286
KSR1,2.457552981,2.027398604,2.556555312,1.751999525
MTSS1,4.609404833,4.799379392,5.085233009,5.024177526
EPS8L2,6.698530374,6.44538485,6.791692978,6.025871846
RHBDF1,6.270547201,6.364248365,5.944876381,5.420251788
MYL6B,4.704060388,4.313422682,4.348930153,4.554489499
AP4E1,6.656031762,6.771984024,6.699808146,6.706661731
MARCKS,3.667328739,3.66715313,3.10554748,3.388603247
DNAJC12,4.268056498,5.164672236,4.685013232,5.807561136
BCAT2,6.035935554,5.924194957,6.0084594,5.60229978
NPHP3,2.632789104,2.838625479,2.51823623,1.728759402
MIR614,1.125867311,0.883293799,0.82456593,0.215953927
CNIH4,5.183946094,5.847670841,5.100443311,6.003049222
SP100,5.454812684,4.640963739,5.286737169,5.156339113
EPOR,4.05369497,4.330826975,3.578725003,3.753512556
RASSF7,4.378787494,4.335145438,4.86881896,4.650368114
SLC19A2,4.977464822,5.36802164,5.453396322,6.000625703
GATA3-AS1,7.944811458,8.074553735,7.400232719,7.457513341
GRHL3,6.530648162,5.276678058,4.893977536,2.061986591
NXPE3,3.378442245,3.810514181,3.070667578,3.502608738
LINC01468,7.792343526,6.945834568,7.631723756,6.58089963
CELSR3,5.794553008,5.938456924,5.932787921,5.618196021
HSD17B4,6.718914489,6.86526383,6.801698046,6.64670141
FAM178B,0.822536472,0.734308604,0.82456593,1.262686236
SLC9A4,2.3105715,1.291517855,1.772226297,0.810265663
SNORD32A,0.61546071,0.785698927,1.09139728,0.7188649
PFKL,8.656296573,8.750172746,8.754854704,8.581966437
DOPEY1,4.730002086,4.860574643,4.647041938,4.819406754
UAP1L1,5.053911183,5.074564632,4.93091143,4.476409717
CASC10,4.832338315,4.745241278,4.464279945,4.298430036
FAAP100,4.789806157,4.688992119,5.12189785,4.822154332
C8orf58,3.204324306,2.838625479,3.221385705,3.00915513
ZNF385A,5.583109343,5.110278229,5.420876959,4.637946514
PELI1,3.426828032,3.84120102,3.80779133,4.824896686
SIPA1L2,4.996291651,5.378520485,5.200633737,5.735061437
OBSL1,6.395349159,6.04379231,6.294830468,5.432889998
C1orf115,3.952660289,4.609222031,3.597224889,3.569542579
ZDHHC9,4.86489844,5.395161321,5.60125467,5.968743786
AHR,4.403177438,4.447110317,4.107892412,3.670569099
HRCT1,0.082861088,0,0,0
GATA6,2.789027062,3.031914874,2.581547363,2.492841139
CPQ,0.373600059,0,0.496923616,0.343827804
SLC25A30,6.101990845,5.278921486,5.900875518,5.019397054
DNAJB6,7.337509154,7.536064242,7.614042319,8.160672741
SP2-AS1,2.673463253,2.542550754,2.841574033,2.599185586
GRK5,1.343137814,1.018323428,1.562281674,1.416050783
LRP1B,0,0,0,0
MCIDAS,1.309123082,1.609342385,0.782074667,0.896219197
MUM1,4.530415105,4.748482736,4.67633891,4.282557731
TUBB2B,0,0,0,0.343827804
FAT2,0.082861088,0.084509627,0.14117154,0.075633777
PDXK,8.832013296,8.696219126,8.930481686,8.142101392
ARHGEF25,3.378442245,3.144461761,3.291223982,2.999477715
TM2D1,3.855843042,3.437406959,3.553683585,3.815493738
NXPH3,1.125867311,1.609342385,1.659379293,2.317005048
SASH1,5.109317565,5.287860474,3.929586408,3.962203937
PIAS3,6.845193021,7.62119224,6.590171746,7.094195702
KMO,0.235542107,0.164341623,0.14117154,0.215953927
RELB,1.917801603,1.521123876,2.184791163,1.416050783
KIFC3,6.518605685,5.58299607,5.275294038,3.502608738
ZBTB44,5.772879257,5.925627515,5.66109786,5.900187017
FUT3,0.082861088,0.508216588,0.072311833,0.621279485
WDR17,2.047247527,2.944170179,2.438402538,2.756842925
CTSC,3.873407414,3.604136069,4.278077727,4.072467769
MRC2,4.05369497,3.935230028,3.919820456,3.232127357
FAM201A,2.660032216,2.281236974,2.24859867,2.253284859
MAPK12,4.209331709,4.170909812,4.423393686,3.957213274
C1orf233,3.185698509,3.094389669,3.502257811,2.950092287
SHANK2,6.344828591,6.646422463,6.123541801,5.927236431
TMEM45B,3.687327993,2.643503634,2.788897855,1.728759402
BECN1,5.521315472,5.403410309,5.439793193,5.265340133
ZNF688,3.941601533,3.940908233,3.802486425,3.815493738
PLBD1,6.339572543,5.870164759,6.095620332,5.326607832
POF1B,5.939174729,5.592046019,5.527612229,5.322732634
GATA2,4.684293332,4.964581817,4.412988469,4.058554528
MFSD1,6.046296849,6.229233463,5.982892532,6.248506151
SLC2A14,0.161220443,0.164341623,0.548536515,0.977338425
PPDPF,8.50699003,8.402630286,8.572093991,8.486688249
EMILIN1,1.617802633,1.665293558,1.750352014,1.527989017
PLCL1,0,0.164341623,0.072311833,0.075633777
LHPP,3.555715061,3.437406959,3.328610271,3.425207137
PIGZ,3.752058133,3.589750448,3.553683585,2.624590474
TREX1,2.107860474,2.299031498,2.029985846,2.116724235
PMEL,3.370217792,2.944170179,2.778127823,2.116724235
HSBP1L1,2.547830028,2.226497348,2.51823623,3.056591789
SPACA6P-AS,1.045508901,1.018323428,1.3164957,1.016249346
NCEH1,4.811228967,4.842487069,4.730415513,4.606416394
LINC01547,3.562949684,3.500287573,3.591084581,3.272865953
FSTL4,4.792886104,4.482580822,5.031831272,4.93560749
PTER,5.204908562,5.207699832,5.113354283,5.209772108
ZNF596,4.446848786,3.567899428,3.859794366,3.373697631
HR,5.978931643,6.180866865,6.513513598,6.543928157
TRDN,0.082861088,0,0,0.075633777
C9orf142,5.197954861,5.263143731,5.384060568,5.496193284
MCU,5.782207906,5.688019621,5.779226818,5.407501886
CCNYL1,5.211828908,4.745241278,5.758829363,5.514994685
SYT10,0.558689664,0.445688194,1.12578547,0.810265663
FCHSD2,5.391205142,5.577538726,5.718557296,5.718934877
COX5A,6.809140964,6.532578825,6.8215024,7.06491689
PHPT1,6.066798835,5.823284353,6.079262517,6.021096995
TMEM41A,5.466433081,5.372230351,5.396437384,5.405671239
GABBR2,4.276882621,3.877183869,3.697799698,3.138234941
MICALCL,0.437971386,0.56814712,0.496923616,0.461284588
RWDD2A,4.777420194,4.264449117,4.191440045,4.208888724
ABHD11,7.625297057,7.508128719,7.284186733,7.037398
PROS1,0.915899659,0.56814712,1.403161084,0.621279485
ALG8,6.11804269,6.177263358,6.436838682,6.565404863
ADAMTS13,2.660032216,2.150122457,2.184791163,1.500808124
CXCL16,5.43326244,5.312160884,5.562551587,5.267357665
TSPAN5,3.213547799,2.333975337,3.321210119,2.745308604
GPC6,0,0,0,0.075633777
P4HA1,5.221004698,5.664189093,5.453396322,6.064672773
KLK6,1.164428057,0.974702857,1.159373027,1.127055659
LINC00886,2.127511796,1.665293558,2.083454685,2.152095232
CYP1B1,7.059198544,6.834327426,6.922765503,6.715555485
RAB3IP,5.34578921,5.662471755,5.104759819,5.587841851
TOB2P1,3.867576351,3.779160405,3.909987946,3.80996784
LOC101927770,2.686770403,2.909839452,2.029985846,1.728759402
RASD1,1.201984915,0.883293799,1.286410384,0.810265663
FLJ23867,3.394751817,4.814923271,3.828818013,5.160687339
RBM12B,5.734949499,5.853703594,5.965197119,5.913130959
NDUFS4,4.268056498,4.291367838,4.33430028,4.583927996
ARL6IP5,6.912579768,6.83585201,6.479014524,6.6232625
NPRL2,4.167228882,3.639484798,3.919820456,3.895938601
AP1S2,2.918751635,3.202340811,2.931799931,3.453835943
QSOX1,4.86489844,6.256811027,5.529218873,6.919188125
LAMA3,3.707053795,3.694300803,4.863734166,4.788832919
SNCA,0,0,0,0
PCLO,3.285286801,3.063490423,2.492112798,2.674096309
CBWD5,0.773486835,0.56814712,0.598366545,1.262686236
FUT1,3.720056068,3.753577343,3.764795648,3.460905251
KLF3,5.94749067,6.160326945,6.195123099,6.23619796
SNAPC1,4.341411584,4.304641161,4.437151588,4.668802256
ATP8A1,4.556020394,3.991030779,3.475840763,2.134518131
NAT8,0.235542107,0.239986759,0.206893763,0.147499166
SERINC3,7.211398864,7.277391425,7.012223941,7.075318572
TVP23B,3.996066628,4.096547109,3.890119576,4.270537845
GNA15,0,0,0,0
FHL1,0.915899659,0.974702857,1.020059653,1.416050783
CHST14,4.982869033,4.668603992,4.611081714,4.302370976
DCUN1D3,3.267683702,4.136683611,3.621528069,4.590389101
LINC00997,3.328377189,3.618379661,3.919820456,4.086248112
MOB3A,4.623313258,4.833357525,4.391950155,4.329660185
PDS5B,7.455907353,6.822841405,6.7910235,6.506838386
KRT17,0.822536472,0.625687074,1.12578547,0.621279485
RPN2,8.420024044,8.582307366,8.501621416,8.61877811
SEMA3D,0,0,0.072311833,0
TRAF4,6.388239349,6.75596794,6.041483443,6.436857971
GLI3,3.088782157,3.380044335,3.39355706,3.509443605
CARKD,5.777551122,5.544353901,5.517934603,5.162856548
POLE,7.297950261,7.766168233,7.765876767,7.717556752
CHAMP1,5.677783968,5.724689989,5.807307272,5.699640856
LINGO1,4.089204162,4.27797126,4.825015992,4.894427419
GPD1L,7.170541727,7.847017508,6.931296937,7.354520608
RXRA,7.947577948,7.843990273,7.624226211,7.27201879
FTL,7.39640462,7.361299774,7.138642298,7.369624639
ENTPD7,5.541598686,5.622398006,5.480223734,5.533554213
WDR54,5.704198144,5.12032181,5.275294038,5.075743067
ADARB1,5.372798365,5.634712625,5.309354684,5.107623146
ACOT13,5.333150831,4.872508259,5.351738173,5.26937238
TOR1AIP2,6.727793059,7.136662736,6.670988665,7.173257298
SLMAP,5.581329152,5.812484258,5.701558472,5.89628108
NEURL1B,5.824961364,5.889379766,5.646368165,5.218140685
UQCRC2,8.57431823,8.370381674,8.369966761,8.475169368
VAT1L,1.045508901,0.311862404,0.945010225,0
ING5,5.172167307,5.298956881,5.436372274,5.26937238
BBX,6.16634165,6.540080298,6.314530045,6.739734326
MTHFD2L,1.75045818,2.090065086,1.993206304,2.47897951
ZXDA,3.07872259,3.596961189,2.998271179,3.056591789
LAMC1,6.524176245,7.346402233,6.899972229,7.741339511
MAF,2.184909003,2.110363271,1.286410384,0.810265663
SAT2,3.619556584,3.560541587,3.475840763,3.942136857
PFN4,1.309123082,0.929722166,1.255684297,1.016249346
EVI5,4.366436134,4.451094826,4.158599277,4.30630118
MYO10,5.838438774,6.128336184,6.322891065,6.647476186
GNS,7.93856739,8.058972939,7.785503478,7.748579101
CYP4B1,5.16029156,2.966611713,4.199534745,1.681124962
MUC15,0,0,0,0
CDS1,5.70746617,5.76365883,5.585897805,5.79502895
GJB4,0,0.084509627,0.14117154,0
ARG1,0.082861088,0,0,0
ADD3,3.633367948,2.351134904,3.229314572,2.407600306
ITGAV,7.901594996,8.132147984,7.846701575,7.935907567
ANAPC2,5.614782783,5.581179248,5.503295344,5.158514864
PKP4,7.963383131,8.190513258,7.899520371,8.151143819
RP2,4.56325349,4.802501595,4.262707491,4.668802256
ASAP1,7.572956271,7.129221596,7.42934873,6.712596988
TYW3,5.069234265,4.863567314,5.098280204,4.938142631
SLC35F2,4.591828598,4.427021014,5.126150735,5.087209849
WDR88,1.983975896,1.961885976,1.562281674,1.162177309
PXK,2.751525012,2.966611713,2.677398813,3.328033883
POU1F1,0,0,0,0
AHCYL2,4.996291651,5.084859047,5.040869963,4.838530808
SLC9A9,0,0,0,0
LIFR-AS1,2.801314197,2.724745539,2.424656616,2.363013686
TMEM116,4.074092828,3.618379661,3.75932996,3.77636045
KLHL22,4.71384327,4.805617055,4.641110468,4.408560979
CDC27,6.949620289,7.129843159,6.988477294,7.188775597
DALRD3,4.345612602,4.22775791,4.112186723,4.072467769
FBXL18,6.661097067,6.545680915,6.281546371,5.783797095
PODXL,7.297408183,7.369744092,8.022682445,8.884654871
PHC1,4.043386861,3.53824019,4.090586191,4.19623635
SH3BGR,2.907428844,2.005889922,2.851882341,2.450850182
FOXO3,6.775282646,6.469156667,6.668803817,6.329913747
ZNF696,4.411216643,4.83640713,4.670526917,4.690015216
COL5A2,2.107860474,1.745350804,1.876883209,1.500808124
TOMM40L,3.855843042,3.980041956,3.528199824,4.011183432
CACHD1,2.293276066,3.124640978,2.505233641,2.464983402
VAV2,7.102043121,7.246200804,7.104562837,6.876869284
TRNP1,3.058390547,3.192854121,3.62754043,3.207120333
INTS6,5.901148157,6.134543596,5.913233198,6.125996983
43717,7.727424559,8.077456493,8.282412231,8.506467469
SBF1,5.953008119,6.38105368,6.254605496,6.034189997
KIF21A,6.12661258,6.529755687,6.444521895,6.716294162
ARHGAP33,4.099191161,4.012760468,4.270413078,2.970049776
SPTSSA,7.358968757,7.316683593,7.067449034,7.487246447
B4GALT5,6.495160677,6.580655351,6.733648387,6.679646698
PRDX1,8.719774996,8.699363132,8.79497468,9.145453821
HEATR5A,7.03468992,6.698468574,6.726663496,6.230004261
PSD4,5.863557617,5.887910741,5.431225639,4.876034802
PTPRU,6.32368852,6.138255263,6.053814674,5.425681726
AKR1C1,0.373600059,0.239986759,0.443395519,0.516611308
ANKRD39,3.410879069,3.822867353,3.714842608,4.30630118
CD44,6.866545773,6.817449805,7.628729412,8.048709374
CDC42EP3,1.848445461,2.384853621,1.51116695,1.656704665
GTF3C3,5.957132403,6.24193865,5.88339498,6.170876889
BPIFC,0.082861088,0,0,0
PACSIN1,5.089415118,4.709096132,4.40950332,3.432417774
PIGK,4.227656791,4.385983193,4.133468609,4.600026827
NDUFB8,5.970795479,5.937037055,5.925485925,6.113714654
NTRK2,1.125867311,2.005889922,2.048029874,3.890712937
RAB30,5.811356862,5.974891394,6.017645242,6.61377926
