,IRJ7,IRJ8,IRJ9,IRJ13,IRJ14,IRJ15
TRIM60,0,0,0,0,0,0
FAM71B,0,0,0,0,0,0
MBD6,5.39299445,5.154724537,5.028906553,4.655938821,4.938100384,4.56437962
ADPGK,5.345268287,5.262752776,5.30478681,5.584853629,5.182089724,5.241174296
VSIG2,0,0,0,0,0,0
SNRNP40,5.295909107,5.209749557,5.253670552,5.496593771,5.484717971,5.533564831
APBA1,0,0,0,0,0,0
NUMBL,3.202252029,3.218695234,3.210373997,3.25471436,3.444316332,3.448076373
DPP7,6.8898367,6.712431644,6.830745848,6.964624373,7.032561385,6.818695512
ELOVL2,3.202252029,2.986326809,3.210373997,4.17708796,4.047374939,4.169525628
PCM1,5.244801185,5.363252385,5.30478681,4.949851727,4.938100384,5.186115713
NANP,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.938286912
CNPY4,4.121669088,4.349698317,4.130256238,3.631460697,3.444316332,3.624102287
CCL20,0,0,0,0,0,0
CASD1,1.900972127,2.365894829,2.701313152,1.277468654,1.935228395,1.938286912
SETD9,3.577560613,3.594460245,3.585908697,3.788392754,3.620298624,3.624102287
C19orf12,2.970231369,2.709209082,2.978181077,2.398459277,2.388624898,2.39197511
PMM2,5.020077557,4.842885912,4.96678345,5.627038009,5.656117818,5.577014816
GTF3C1,5.39299445,5.313877517,5.30478681,5.353172046,5.390722936,5.241174296
HAT1,5.99767393,6.046374415,6.037190073,6.229874327,5.809299703,6.327509231
AC051642.1,0,0,0,0,0,0
CST11,0,0,0,0,0,0
SYNPO2L,0,0,0,0,0,0
TAS2R1,0,0,0,0,0,0
ARHGAP19,3.577560613,3.594460245,3.742422023,4.058789173,3.918570694,3.780967602
SMAD3,3.202252029,3.218695234,2.978181077,2.398459277,3.010952856,2.39197511
IBA57,4.003652778,3.7510532,3.883605278,4.482976671,4.723530165,4.380419215
AMACR,4.121669088,4.139051209,4.130256238,3.631460697,3.620298624,3.780967602
C1QTNF3,0,1.253933359,0,0,0,0
PDP1,3.733995743,3.594460245,3.210373997,2.743413855,1.935228395,2.39197511
PROSER1,4.003652778,3.892301235,4.012195449,4.058789173,3.918570694,3.922437155
LRRC3B,0,0,0,0,0,0
ECHDC3,3.577560613,3.7510532,3.742422023,4.286417269,4.047374939,4.051264754
SLC4A2,5.569521764,5.457204705,5.536285311,5.66802388,5.914376042,5.488765509
ACAT1,6.351771506,6.440690966,6.476754021,6.256992342,6.133347198,6.377515721
TUBA3E,0,0,0,0,0,0
CD274,0,0,0,0,0,0
MRPS18C,5.901951112,5.886699342,6.006640673,6.202236801,6.074100492,6.327509231
NTN4,4.003652778,4.349698317,4.435612696,3.788392754,3.243845751,3.247549162
TMEM194B,0,1.253933359,0,1.277468654,1.270345541,1.27277062
DOCK6,2.970231369,3.418777305,2.978181077,3.788392754,3.243845751,3.014579793
CANT1,8.211119026,8.175229048,8.285274624,7.925421232,8.050284848,7.94258199
ANKMY1,3.577560613,2.986326809,3.585908697,3.25471436,3.777129306,3.922437155
MYL2,0,0,0,0,0,0
KRT7,6.856178992,6.712431644,6.684016725,6.862386244,6.885233253,6.686081764
FAM115C,2.351054822,2.365894829,1.907647602,1.277468654,1.270345541,1.27277062
SLC6A16,0,0,0,0,0,0
LEMD2,5.834414828,5.781658597,5.735722427,5.746659652,5.772501883,5.776566117
CYC1,7.743504969,7.564892035,7.61757577,8.137268527,8.20328052,8.077284571
KRT37,0,0,0,0,0,0
NKX2-5,0,0,0,0,0,0
TM2D1,4.957966767,5.097517334,5.200676451,4.881794459,4.723530165,4.94210539
ATOH8,0,0,0,0,0,0
FAR2,4.121669088,4.617264909,4.239382256,4.058789173,3.620298624,3.448076373
ZPBP,0,0,0,0,0,0
OR5B12,0,0,0,0,0,0
ZNF169,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
ZNF404,0,0,0,0,0,0
POLR3A,3.875115378,3.892301235,3.883605278,4.058789173,4.047374939,3.922437155
RPL35A,11.71035158,11.6470361,11.6513544,11.83859141,11.74569197,11.82327619
CADPS2,2.970231369,2.986326809,2.701313152,2.743413855,2.733088194,3.014579793
KCTD11,3.875115378,3.892301235,3.883605278,3.631460697,3.777129306,3.448076373
PRG3,0,0,0,0,0,0
IL36B,0,0,0,0,0,0
RXFP3,0,0,0,0,0,0
SLC44A5,0,0,1.248525183,0,0,0
DHDH,0,1.253933359,0,0,0,0
CCT5,7.916769161,7.935128113,7.917653835,8.547367917,8.551636108,8.675535198
POC1A,4.599585882,4.44450896,4.435612696,4.949851727,5.124850851,5.069263252
AL592284.1,2.693608557,2.365894829,2.701313152,2.398459277,2.733088194,2.39197511
FN3KRP,5.799422872,5.984608512,5.975430363,6.256992342,6.62119239,6.56182403
TGFB2,3.202252029,3.418777305,3.210373997,3.631460697,3.444316332,3.247549162
TBC1D10A,4.003652778,4.139051209,4.012195449,4.058789173,4.165616135,3.780967602
CDC20B,6.302638144,6.217232688,6.33640976,5.402580548,5.124850851,5.619194376
UGT2B7,0,0,0,0,0,0
CYB561D2,4.599585882,4.349698317,4.68749264,4.735218222,4.798655745,4.802647065
LPAR4,0,0,0,0,0,0
AC016752.1,0,0,0,0,0,0
C17orf112,0,0,0,0,0,0
AL596220.1,0,0,0,0,0,0
SLC16A9,0,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
MROH7,0,0,0,0,0,0
RPS19BP1,6.8898367,6.693252216,6.830745848,7.274320631,7.301527837,7.279577266
LCNL1,0,0,0,0,0,0
ARFRP1,4.893061216,4.842885912,4.901864453,4.572048211,4.560414973,4.47532957
NAPSA,0,0,0,0,0,0
C2orf57,0,0,0,0,0,0
RERE,5.345268287,5.037947693,5.448091758,5.077031504,5.529514471,5.345362367
SOX5,0,0,0,0,0,0
C2orf78,0,0,0,0,0,0
VWA3B,0,0,1.248525183,0,0,0
IFNL3,0,0,0,0,0,0
RP11-834C11.12,1.900972127,1.253933359,1.248525183,1.277468654,1.270345541,0
THEMIS,0,0,0,0,0,0
FBXL13,0,0,0,0,0,0
AC007773.3,0,0,0,1.277468654,0,1.27277062
PEG3,0,0,0,0,0,0
CEP63,4.515837384,4.617264909,4.901864453,4.572048211,4.376478395,4.94210539
CD70,0,0,0,0,0,0
HNRNPH2,5.834414828,6.046374415,5.910908106,5.66802388,5.572961801,5.884263605
ARFGAP1,6.171944127,6.162497807,6.153302519,6.174059469,6.373425723,6.137428167
TWIST2,0,0,0,0,0,0
ZNF383,1.900972127,1.914493786,1.907647602,1.277468654,1.270345541,1.27277062
ENTPD2,4.678738357,4.533471231,4.608320166,4.735218222,4.798655745,4.56437962
ATP8B3,0,0,0,0,0,0
MRPL47,7.448323858,7.554301229,7.501868366,7.615491152,7.425219204,7.737671371
HNMT,0,0,0,0,0,0
GZMK,0,0,0,0,0,0
RP11-463J10.2,0,0,0,0,0,0
ZNF444,4.753773121,4.696457739,4.68749264,4.655938821,4.870062173,4.648251168
KCTD18,3.577560613,3.594460245,3.585908697,3.021597575,3.010952856,3.247549162
C6orf10,0,0,0,0,0,0
POLR2J,6.467747759,6.295627975,6.431472772,6.409795294,6.468517935,6.449418431
XG,5.966466727,6.046374415,6.037190073,5.746659652,5.615138859,5.442530349
VASH2,1.243257057,1.914493786,1.248525183,1.277468654,1.270345541,1.27277062
DLX5,0,0,0,0,0,0
VEPH1,5.689046976,5.545410887,5.578439403,5.353172046,5.341324478,5.394764257
KANK4,0,0,0,0,0,0
TAF4B,0,0,0,1.277468654,1.270345541,1.27277062
YTHDC2,3.402076351,3.594460245,3.410326004,3.455350716,3.243845751,3.448076373
C3orf20,0,0,0,0,0,0
SPTBN1,4.121669088,4.139051209,4.012195449,4.286417269,4.376478395,4.278822556
STEAP2,2.970231369,2.986326809,3.210373997,1.944208272,1.935228395,1.938286912
DUSP23,5.136810508,4.910879377,5.145661258,5.13665011,5.290174446,5.186115713
RPL4,11.25446196,11.1507839,11.1881518,11.34826494,11.40460887,11.44290938
ACTC1,0,0,0,0,0,0
METTL17,4.678738357,4.696457739,4.833885993,5.014842593,4.644276625,4.727513545
HIST1H2BN,2.693608557,2.986326809,3.210373997,2.398459277,2.733088194,3.014579793
DMBT1,0,0,0,0,0,0
KIAA1671,2.970231369,2.986326809,2.978181077,2.743413855,2.733088194,2.736606163
ADORA1,0,0,0,1.277468654,1.270345541,1.27277062
TAT,0,0,0,0,0,0
WNK1,6.533106912,6.76848595,6.311631966,6.789966748,6.777931034,6.763346676
MED31,4.332173241,4.139051209,4.340831232,4.388041903,4.165616135,4.727513545
SLK,3.202252029,3.418777305,3.410326004,3.021597575,3.010952856,3.247549162
LGALS2,0,0,0,0,0,0
C7orf55-LUC7L2,5.191816045,5.363252385,5.145661258,5.302011244,5.237144043,5.294208655
C1orf94,0,0,0,0,0,0
RABGEF1,3.202252029,3.7510532,2.701313152,3.021597575,3.444316332,3.014579793
CRNN,0,0,0,0,0,0
SPNS1,5.527373341,5.410993215,5.578439403,5.707877467,5.772501883,5.533564831
MKX,3.733995743,3.7510532,3.883605278,3.455350716,3.243845751,3.624102287
CENPL,3.402076351,3.418777305,3.410326004,4.058789173,3.918570694,4.051264754
GTF3C3,3.875115378,4.248215911,4.012195449,3.631460697,3.243845751,3.922437155
UCK1,5.99767393,5.920079498,5.843364543,6.174059469,6.323420992,6.221975216
TOR1AIP2,3.875115378,3.892301235,3.883605278,3.788392754,3.620298624,3.780967602
MKLN1,3.577560613,3.594460245,3.742422023,3.021597575,3.010952856,3.624102287
RP11-182J1.16,0,0,0,0,0,0
TGS1,3.875115378,3.7510532,3.742422023,3.929916578,4.047374939,4.051264754
AL354808.2,0,0,0,0,0,0
CDC20,6.116160753,5.984608512,6.037190073,6.914410771,6.985104257,6.889338143
C6orf15,0,0,0,0,0,0
PRDM5,2.351054822,2.365894829,2.358382844,2.398459277,2.388624898,2.39197511
CWC27,4.599585882,4.696457739,4.608320166,4.286417269,3.918570694,4.278822556
C16orf46,1.900972127,2.365894829,2.358382844,1.944208272,1.270345541,1.938286912
TMEM74B,0,0,0,0,0,0
TIMM23,6.57509057,6.613878296,6.584104189,7.013148894,6.91929757,7.082616285
TXNL4B,4.332173241,4.349698317,4.608320166,4.572048211,4.560414973,4.727513545
HYI,4.121669088,4.139051209,3.883605278,3.631460697,4.047374939,3.624102287
SGK223,3.202252029,2.986326809,3.210373997,3.929916578,4.047374939,3.922437155
ODF4,0,0,0,0,0,0
NAGK,6.199047278,5.984608512,6.067105974,6.202236801,6.271620641,6.221975216
KRTAP2-1,0,0,0,0,0,0
PPP1R42,0,0,0,0,0,0
ANAPC2,5.39299445,5.262752776,5.30478681,5.496593771,5.615138859,5.345362367
RP11-521M14.2,0,0,0,0,0,0
CD300LB,0,0,0,0,0,0
KIAA0101,6.804172705,6.786696964,6.963919918,7.376771267,7.235463741,7.429335013
SELE,0,0,0,0,0,0
CYP2B6,0,0,0,0,0,0
SNTN,1.243257057,0,0,0,0,0
UBAC2,6.251772287,6.162497807,6.180927041,6.086066892,6.074100492,6.078178992
URI1,4.753773121,4.910879377,4.833885993,5.014842593,4.870062173,5.128872231
FAM183B,0,0,0,0,0,0
DISP1,2.351054822,2.365894829,2.358382844,1.277468654,1.270345541,1.27277062
OSBPL1A,3.733995743,3.594460245,3.585908697,3.25471436,3.243845751,3.922437155
ANKRD34B,1.243257057,1.253933359,1.248525183,0,0,0
PEAK1,1.243257057,1.914493786,1.248525183,1.944208272,1.935228395,1.938286912
FUBP1,6.251772287,6.320840831,6.234638148,6.360637509,6.491342933,6.625290257
EPGN,2.693608557,2.986326809,1.907647602,2.398459277,2.388624898,1.938286912
ANKS3,4.003652778,4.139051209,4.012195449,4.058789173,4.274896257,4.380419215
ARMCX1,0,1.253933359,0,0,0,0
TEX30,4.599585882,4.617264909,4.608320166,5.014842593,4.471376078,4.94210539
GPALPP1,3.733995743,3.7510532,3.883605278,3.25471436,3.243845751,3.448076373
ZNF185,5.079624364,4.975812058,4.901864453,5.077031504,5.124850851,4.874060667
GOLGA6D,0,0,0,0,0,0
U2AF1,6.938895248,7.035418403,6.963919918,7.339199672,7.460349186,7.356398452
ZSCAN9,3.577560613,3.892301235,3.883605278,3.455350716,3.444316332,3.624102287
OR51M1,0,0,0,0,0,0
NUDT18,2.970231369,2.986326809,2.978181077,3.25471436,3.243845751,3.014579793
BAI1,0,0,0,0,0,0
PEX7,2.693608557,2.709209082,2.701313152,2.743413855,2.388624898,2.736606163
MAP2K3,4.121669088,4.020945135,3.883605278,4.482976671,4.471376078,3.922437155
HYAL2,5.020077557,4.842885912,5.028906553,5.302011244,5.484717971,5.442530349
MT1A,0,0,0,0,0,0
BCL2L2,4.230757106,4.139051209,4.012195449,3.455350716,3.444316332,3.624102287
CCDC169,0,0,1.248525183,0,0,0
SLC7A2,0,0,0,0,0,0
S100PBP,4.003652778,4.020945135,4.130256238,3.929916578,3.620298624,3.624102287
ABCD3,4.515837384,4.44450896,4.340831232,4.388041903,4.376478395,4.56437962
HYDIN,2.693608557,2.709209082,2.701313152,1.944208272,1.935228395,1.938286912
BYSL,4.121669088,4.020945135,4.130256238,5.19390247,5.390722936,5.294208655
SMPD1,4.121669088,3.892301235,3.883605278,3.788392754,3.620298624,3.624102287
RPTOR,4.003652778,3.892301235,3.742422023,4.058789173,4.165616135,4.051264754
ANKRD13D,4.8250975,4.617264909,4.68749264,4.388041903,4.560414973,4.47532957
IAH1,5.439192199,5.545410887,5.448091758,5.54139853,5.529514471,5.577014816
CORO2B,0,0,0,0,0,0
ENY2,7.119975551,7.166368793,7.100372469,7.26098721,6.796378156,7.198434268
MAT2A,6.655561323,6.76848595,6.759245866,7.164034675,7.123034451,7.112454043
DNALI1,6.199047278,6.162497807,6.208032537,5.892134504,5.809299703,5.951839861
MVP,4.957966767,5.262752776,4.524549277,4.17708796,4.560414973,3.922437155
TANGO2,4.003652778,3.7510532,3.883605278,3.929916578,4.165616135,3.780967602
FOXO3,3.402076351,3.594460245,3.410326004,3.021597575,3.010952856,3.014579793
AP003041.2,0,0,0,0,0,0
CD164L2,1.900972127,1.914493786,1.248525183,1.277468654,1.935228395,1.938286912
FAM89B,5.136810508,4.975812058,5.088464677,5.077031504,5.124850851,4.874060667
SOX21,0,0,0,0,0,0
LBX2,0,0,0,0,0,0
CCDC67,0,0,0,0,0,0
LCN1,0,0,0,0,0,0
TTLL1,3.202252029,2.986326809,3.210373997,3.021597575,3.010952856,2.736606163
PITX2,0,0,0,0,0,0
ITSN1,3.402076351,3.418777305,3.410326004,3.455350716,3.243845751,3.448076373
SLC25A19,4.426926041,3.892301235,4.340831232,5.353172046,5.484717971,5.442530349
CDAN1,3.577560613,3.418777305,3.410326004,3.631460697,3.777129306,3.448076373
SPG20,3.202252029,3.418777305,3.410326004,3.631460697,3.620298624,3.624102287
FAM213A,6.058133398,6.217232688,6.125138702,6.433760011,6.348639996,6.517907052
TGFB3,6.199047278,6.243840597,6.260761981,5.66802388,5.845182243,5.660175697
OR8A1,0,0,0,0,0,0
AC012493.2,0,0,0,0,0,0
SLC17A1,0,0,0,0,0,0
CLMN,4.515837384,4.44450896,4.239382256,4.058789173,4.047374939,4.169525628
NFKBIB,3.875115378,3.892301235,3.883605278,4.482976671,4.723530165,4.278822556
RAB14,6.375724614,6.393938765,6.431472772,6.174059469,6.271620641,6.249091239
BRPF1,3.402076351,3.418777305,3.210373997,3.631460697,3.620298624,3.624102287
UBE2G2,5.483956397,5.457204705,5.448091758,5.707877467,5.772501883,5.619194376
C1orf162,0,0,0,0,0,0
LRRN2,2.351054822,1.914493786,2.358382844,1.277468654,1.935228395,1.27277062
RPS4Y1,0,0,0,0,0,0
KNOP1,5.295909107,5.209749557,5.253670552,5.746659652,5.695964869,5.660175697
RBMXL2,0,0,0,0,0,0
AC017104.2,0,0,0,0,0,0
STK11,5.76356106,5.628533473,5.659223234,5.857117769,5.914376042,5.813365841
OR52R1,0,0,0,0,0,0
AKR1C1,0,0,0,0,0,0
LYPD2,0,0,0,0,0,0
COX5B,7.83273658,7.695932789,7.724688246,7.983401129,7.995455121,8.007540429
OSBP,5.689046976,5.744873869,5.619396682,5.584853629,5.615138859,5.577014816
CAPN9,1.243257057,1.253933359,1.248525183,0,1.270345541,1.27277062
NPCDR1,0,0,0,0,0,0
C14orf166,7.60851344,7.824894702,7.752571455,7.666947127,7.483302763,7.803172027
ISL2,0,0,0,0,0,0
TUB,1.900972127,1.914493786,1.907647602,1.944208272,1.935228395,1.27277062
JAKMIP2,0,0,0,0,0,0
AARSD1,5.39299445,5.154724537,5.253670552,5.66802388,5.734740866,5.776566117
PCGF1,2.693608557,2.365894829,2.701313152,2.398459277,2.388624898,1.938286912
SLC5A8,0,0,0,0,0,0
SMG9,4.003652778,4.020945135,3.883605278,4.810367039,4.798655745,4.47532957
SCAF11,5.244801185,5.410993215,5.253670552,4.881794459,4.798655745,5.128872231
C9orf139,0,0,0,0,0,0
SLC13A4,0,0,0,0,0,0
NUP160,4.957966767,5.154724537,4.833885993,5.302011244,5.438485819,5.294208655
E2F4,6.058133398,6.105604151,6.037190073,6.283610015,6.445326009,6.078178992
KRTAP26-1,0,0,0,0,0,0
USP37,2.351054822,2.365894829,2.358382844,2.398459277,2.388624898,2.39197511
LTB,0,0,0,0,0,0
PRAMEF21,0,0,0,0,0,0
COX20,5.483956397,5.668365175,5.619396682,5.892134504,5.615138859,5.984476916
RMDN3,5.244801185,5.262752776,5.401887198,5.248969265,5.290174446,5.394764257
VANGL2,0,0,0,0,0,0
GSTK1,7.175614421,7.095090439,7.143131936,7.206385981,7.327129061,7.03666967
TAF1D,5.483956397,5.545410887,5.253670552,5.402580548,4.938100384,5.186115713
RIC3,0,0,0,0,0,0
ATP5A1,8.649708416,8.571618706,8.530459945,8.611808103,8.681365161,8.724660309
HLA-DPA1,0,0,0,0,0,0
SLC30A4,1.243257057,1.253933359,1.248525183,1.277468654,1.270345541,1.27277062
GPRASP2,2.351054822,2.365894829,2.358382844,1.944208272,1.935228395,1.938286912
MRPL41,6.873105997,6.593333196,6.830745848,6.789966748,6.902365948,6.782033223
LAMA3,2.970231369,3.218695234,2.978181077,3.021597575,3.010952856,3.247549162
PMFBP1,0,0,0,0,0,0
KLF13,2.351054822,1.914493786,2.358382844,1.944208272,2.388624898,1.938286912
USP17L30,0,0,0,0,0,0
ALG1L,3.733995743,3.7510532,3.742422023,3.929916578,3.918570694,3.624102287
SNRPG,7.119975551,7.234290719,7.41147747,7.583712953,7.437024501,7.575748729
SLC25A29,5.966466727,5.668365175,5.877531567,5.45035282,5.615138859,5.619194376
AP000349.1,0,0,0,0,0,0
GGPS1,6.171944127,6.217232688,6.234638148,5.784426538,5.529514471,5.849250192
ZXDB,2.351054822,2.365894829,2.358382844,2.398459277,2.388624898,1.938286912
SMIM7,5.868578128,6.015821985,5.910908106,6.055501589,6.133347198,6.137428167
KIF14,2.351054822,2.709209082,2.701313152,2.743413855,2.388624898,3.014579793
CNIH2,4.515837384,4.44450896,4.435612696,4.949851727,5.065246869,4.94210539
TESK2,3.875115378,3.594460245,3.742422023,3.25471436,3.243845751,3.014579793
LPGAT1,3.577560613,3.594460245,3.585908697,3.455350716,3.444316332,3.624102287
RP11-3B7.1,0,0,0,0,0,0
HIST1H1D,1.243257057,1.253933359,1.248525183,0,0,0
RP11-41O4.1,0,0,0,0,0,0
MAPRE3,3.202252029,2.986326809,3.210373997,3.25471436,3.444316332,3.247549162
DLD,5.439192199,5.628533473,5.578439403,5.353172046,5.124850851,5.533564831
HIGD2B,0,0,0,0,0,0
MED1,5.244801185,5.410993215,5.253670552,5.302011244,5.237144043,5.294208655
TSSC1,5.020077557,4.771528768,4.96678345,5.077031504,5.065246869,5.128872231
HOMEZ,3.202252029,3.218695234,3.210373997,2.743413855,3.010952856,3.014579793
GPR75-ASB3,2.693608557,2.709209082,2.701313152,1.944208272,2.388624898,2.39197511
RP11-817J15.3,0,0,0,0,0,0
S100Z,0,0,0,0,0,0
SOCS4,3.202252029,3.418777305,3.210373997,3.021597575,2.733088194,3.247549162
MORF4L2,7.390715014,7.48906984,7.501868366,7.24752941,7.194322634,7.343875641
CCT7,7.293470864,7.247499635,7.264294667,7.83832925,7.91332547,7.793994902
SYN3,0,0,0,0,0,0
IFNA13,0,0,0,0,0,0
SLC16A6,1.900972127,1.914493786,1.907647602,2.743413855,2.733088194,3.014579793
AC016586.1,0,0,0,0,0,0
WDR41,5.39299445,5.410993215,5.200676451,5.353172046,4.938100384,5.241174296
ZP4,0,0,0,0,0,0
ANO6,5.244801185,5.457204705,5.30478681,5.014842593,5.003073871,4.94210539
KCNH7,0,0,0,0,0,0
NFRKB,5.799422872,5.852528529,5.772502764,5.746659652,5.734740866,5.577014816
PPP2R5D,5.439192199,5.363252385,5.401887198,5.496593771,5.529514471,5.394764257
RP11-585F1.10,0,0,0,0,0,0
TCF4,1.243257057,1.253933359,1.248525183,0,0,0
ABCC10,3.202252029,3.418777305,3.410326004,3.455350716,3.243845751,3.247549162
GAPVD1,5.136810508,5.262752776,5.088464677,5.014842593,5.003073871,5.128872231
SCAMP3,7.280841194,7.180211409,7.17095002,7.483949425,7.528142551,7.343875641
TTBK1,0,0,0,0,0,0
CDC42,7.841363546,7.851090985,7.770865299,7.745640038,7.674939662,7.821352982
LGALS9,0,0,0,0,0,0
OPRL1,0,0,0,0,0,0
OR11H4,0,0,0,0,0,0
ETV4,1.243257057,0,0,0,0,0
SAFB2,4.753773121,4.696457739,4.762545376,4.949851727,5.065246869,4.94210539
SUSD3,3.202252029,2.986326809,2.701313152,5.077031504,5.182089724,5.069263252
DTNB,3.733995743,3.7510532,3.410326004,3.788392754,4.165616135,4.051264754
MFAP5,0,0,0,0,0,0
WDR4,3.402076351,3.418777305,3.585908697,4.482976671,4.560414973,4.47532957
CACNA1F,0,0,0,0,0,0
UNC13D,6.399286514,6.440690966,6.33640976,6.174059469,6.297753292,6.047616219
WRAP73,4.893061216,4.842885912,4.901864453,5.13665011,5.003073871,5.069263252
GPSM3,1.243257057,1.253933359,0,1.277468654,1.270345541,1.27277062
HIST1H2BG,5.295909107,5.209749557,5.253670552,4.286417269,4.376478395,3.624102287
SSTR4,0,0,0,0,0,0
ELMO1,0,0,0,0,0,0
NVL,5.020077557,4.975812058,4.96678345,5.13665011,5.003073871,5.069263252
RNF103-CHMP3,2.970231369,2.365894829,3.585908697,2.743413855,1.935228395,2.39197511
SEMA4D,2.970231369,2.986326809,3.210373997,3.021597575,3.010952856,3.014579793
MLXIP,4.230757106,4.020945135,4.012195449,4.17708796,4.376478395,4.051264754
PPP1R2,6.554251456,6.393938765,6.384724119,6.256992342,6.043539032,6.401883642
BANK1,0,1.253933359,1.248525183,0,0,0
PDCD2L,2.693608557,2.365894829,2.358382844,3.631460697,3.243845751,3.247549162
SCN1A,0,0,0,0,0,0
CEMP1,4.121669088,4.139051209,4.130256238,4.058789173,4.165616135,3.922437155
C3AR1,0,0,0,0,0,0
CPB2,0,0,0,0,0,0
GRK6,4.8250975,4.696457739,4.608320166,5.353172046,5.484717971,5.294208655
SEMG2,0,0,0,0,0,0
RP11-94B19.4,0,0,0,0,0,0
ZNF823,3.202252029,3.418777305,2.978181077,2.398459277,1.935228395,2.39197511
SLC17A2,0,0,0,0,0,0
MTX1,6.768430239,6.572491286,6.604647919,6.931343572,7.001097383,6.940138882
NARS2,3.733995743,4.020945135,3.883605278,3.929916578,3.918570694,3.922437155
AC112715.2,0,0,0,0,0,0
RIOK1,3.402076351,3.594460245,3.410326004,3.788392754,3.620298624,3.780967602
PTPRS,4.230757106,4.248215911,4.435612696,3.929916578,4.047374939,3.922437155
PTPN13,3.202252029,3.418777305,3.410326004,2.743413855,2.388624898,3.014579793
EXOC8,3.402076351,3.418777305,3.410326004,3.25471436,3.010952856,3.247549162
GNL3,5.39299445,5.154724537,5.354153766,5.707877467,5.529514471,5.849250192
NPIPB5,3.577560613,3.7510532,3.585908697,3.631460697,3.444316332,3.624102287
BPIFB4,0,0,0,0,0,0
RWDD2B,3.875115378,3.7510532,3.742422023,3.788392754,3.620298624,3.780967602
MUC6,0,0,0,0,0,0
PLEKHS1,0,0,0,1.277468654,1.270345541,1.27277062
HOXD1,0,0,0,0,0,0
RP1-228P16.5,0,0,0,0,0,0
GNB4,5.020077557,5.154724537,5.200676451,5.496593771,5.484717971,5.488765509
PTPN20B,0,0,0,0,0,0
ARPC3,9.652820602,9.548533133,9.661918179,9.483643685,9.494292793,9.622849524
CLUAP1,4.332173241,4.771528768,4.435612696,4.286417269,4.047374939,4.380419215
CUZD1,0,0,0,0,0,0
COLCA1,0,0,0,0,0,0
KIRREL3,0,0,0,0,0,0
NAE1,4.753773121,5.097517334,4.68749264,5.302011244,5.003073871,5.241174296
ABCE1,4.893061216,5.037947693,5.088464677,5.45035282,5.390722936,5.619194376
SNAPC5,5.439192199,5.501981806,5.448091758,5.496593771,5.182089724,5.488765509
C1QC,0,0,0,0,0,0
SLCO1B3,0,0,0,0,0,0
DPH7,4.599585882,4.617264909,4.833885993,4.810367039,4.723530165,4.802647065
C16orf97,0,0,0,0,0,0
PABPC1,10.89090677,10.89785887,10.84818687,11.02351722,11.04068717,10.9724375
MRPL43,7.546555259,7.397236663,7.534356346,7.716630871,7.83518591,7.737671371
SMIM18,0,0,0,0,0,0
FAM227B,2.351054822,2.709209082,2.358382844,1.944208272,1.270345541,1.938286912
ADAMTS16,0,0,0,0,0,0
PNOC,0,0,0,0,0,0
CST5,0,0,0,0,0,0
H2BFWT,0,0,0,0,0,0
LAMTOR3,5.020077557,5.262752776,5.200676451,4.655938821,4.274896257,4.648251168
ABHD17B,2.693608557,2.709209082,2.701313152,2.398459277,2.388624898,2.39197511
CAPS,3.577560613,3.418777305,3.585908697,2.743413855,2.733088194,2.736606163
LARP4,4.678738357,4.842885912,4.68749264,4.655938821,4.471376078,4.648251168
RBM3,7.875364614,7.951363691,7.779925961,8.166166424,8.182392532,8.268315421
HIPK4,0,0,0,0,0,0
RIF1,2.693608557,2.986326809,2.701313152,3.25471436,3.010952856,3.247549162
LSP1,0,0,0,0,0,0
C2orf70,1.243257057,0,0,0,0,0
LRRC38,0,0,0,0,0,0
RP11-1102P16.1,0,0,0,0,0,0
PCDHGB2,1.900972127,1.914493786,2.358382844,1.944208272,1.935228395,1.938286912
NBPF9,4.121669088,4.349698317,4.239382256,4.058789173,4.047374939,4.051264754
RP11-542P2.1,0,0,0,0,0,0
DNAJA1,6.75022136,6.786696964,6.703194959,6.844619317,6.740313717,6.956682576
ATP6V0D2,0,0,0,0,0,0
TUSC1,3.402076351,3.218695234,3.410326004,3.25471436,3.444316332,3.247549162
CREB3,5.834414828,5.781658597,5.735722427,5.746659652,5.809299703,5.700024982
RNF10,7.866939176,8.082452336,7.950125164,7.991496983,8.019209183,7.812291144
SMKR1,2.970231369,3.418777305,2.358382844,2.743413855,2.733088194,3.014579793
RC3H1,2.351054822,2.709209082,1.907647602,1.944208272,1.935228395,1.938286912
C6orf48,7.76179828,7.959413474,7.824394868,7.792728895,7.83518591,7.891868734
SH2D3A,4.957966767,4.617264909,4.762545376,5.014842593,4.938100384,4.56437962
UBL4B,0,0,0,0,0,0
DLC1,0,0,0,0,0,0
CCDC102A,2.970231369,2.986326809,2.978181077,3.021597575,3.010952856,3.014579793
THADA,3.577560613,3.418777305,3.585908697,3.631460697,3.620298624,3.624102287
TRO,0,0,0,0,0,0
CHRND,0,0,0,0,0,0
HOXA1,0,0,0,0,0,0
43345,6.954884255,7.124025727,7.129019128,6.897276868,6.796378156,6.973038709
AOX1,0,0,0,0,0,0
TBC1D16,4.893061216,4.842885912,4.833885993,4.949851727,4.798655745,4.648251168
FAM153A,0,0,0,0,0,0
C8G,0,0,0,1.277468654,1.270345541,0
