,t47d_01,t47d_02,t47d_03,t47d_04,t47d_17,t47d_18,t47d_19,t47d_20
0,0,0,0,0,0,0,0,0
RNU2-61P,0,0,0,0.956049216,0,0,1.556596177,0
RNA5SP184,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP137,0,0,0,0,0.466195878,0,0,0
RN7SKP73,0,0,0,0,0,0,0.484037049,0
0,0,0,0,0,0,0,0,0
RN7SKP264,0.485907989,0,0.469128493,0,0,0,0.516224978,0
RNA5SP344,0,0,0,0,0.637104762,0,0,0
RNU6-1135P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP306,0,0,0,0,0,0,0,0
0,0,0,0,0,0.619364176,0.583850235,0.635165587,1.455570526
RNU6-55P,0.415281655,0,0,0,0.400513884,0,0,0.417400501
RN7SKP247,0.499498451,0,0.631765512,1.3060172,0,0,0,0.945128223
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.981090563,0,0,0
0,0,0,0,0,0,0.632032711,0,0
0,0,0,0,0,0,0,0,0
RNU6-284P,0,0,0,0,0,0,0,0
RN7SKP268,0,0,0.409644014,0.394378043,0,0,0,0
RN7SKP144,0.537260279,1.57214752,0.49648587,0.836643222,1.236645681,1.566069873,1.163782091,2.182027996
RN7SKP161,0,0,0,0,0,0,0,0
RNU6-130P,0,1.030985763,0,1.660627473,0,0.606972777,1.454123239,0.686236952
RNA5SP369,0,0,0,0,0,0,0,0
RNU6-847P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.535605098,0,0.518150369,0,0,0,0,0
RN7SKP169,0,0,0,0,0,0,0,0
0,0,0,0,0.924280829,0,0,0,0
0,0,0,0,1.118877966,0.686677113,0,0,1.214584902
RNU6-1245P,0.729644996,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-325P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP126,0,0,0,0,0,0,0,0
RNA5SP31,0,0,0,0,0,0,0,0
RNU2-55P,2.315525656,1.761136315,1.83429052,3.070375588,0,2.602245444,1.26487267,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.079156207,0
RNA5SP155,0,0,0.555171215,0,0.549004713,0,0.96884426,0
RNU6-602P,0,0.731785398,0,0,0,0,0,0
RMRPP5,0,0,0,0,0,0,0,0
RNU6-981P,0,0,0,0.735815019,0,0,0,0.797001353
RNA5SP115,0,0,0,0,0,0,0,0
RNU5E-9P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1.261464621,0
0,0,0,0,0,0,0,0,0
RNU2-72P,0,0,0,0,0,0,0,0
MIR1538,0,0,0,0,0,0,0,0
0,0.5281492,2.311200827,0.889292854,1.948948398,1.417990197,2.292796471,3.052951414,2.334350883
RNA5SP247,0,0,0,0,0,0,0.66286721,0
0,0,0,0,0,0,0,0,0
RN7SKP296,0,0,0.946504801,0.669992775,0,0,0.398881158,0.40824882
RN7SKP102,0,1.065682595,0.806292708,0.770140616,1.069997686,0.753898008,1.322424297,0
RNU6-1139P,0,0,0,0,0,0,0,0
RN7SKP181,1.65856797,1.599236848,2.675416256,2.861977193,1.668795371,1.671157476,1.460517166,1.419743821
0,0,0,0,0,0,0,0,0
RNU2-32P,0,0,0,0,0,0,0,0
RN7SKP263,0,0,0,0,0,0,0,0
RN7SKP140,0,0,0,0,0,0.448732891,0.485307285,0
RNA5SP304,1.06060083,0.96366869,0,0,0.598591026,0.965556021,1.874049364,1.083955378
0,0,0,0,0,0,0,0,0
RN7SKP207,0,0,1.055591334,0.425372289,1.031592812,0.979464204,1.216299645,1.719858074
RNA5SP450,0,0,0,0.996150809,0,0.571936933,0,0
RN7SKP252,0,0,0,0,0,0,0,0
RN7SKP112,0.950613983,0.562675687,1.527530803,0.440366499,1.304435108,0.753417128,1.082239327,0.833633342
0,0,0,0,0,0,0,0,0
RNU4-88P,0,0,0,0,0,0,0,0
RNU2-18P,3.46866151,0,0,2.040054267,1.113940484,2.641985244,1.372283513,2.601354222
RNY1P3,0,0,0,0,0,0,0,0.615092314
RNA5SP280,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP142,0,0,0,0,0,0,0,0
RNA5SP209,0.70102733,0.635969793,0,0,0,0,0,0
RN7SKP17,0,0,0,0,0,0,0,0
RNU4-61P,0,0,0,0,0,0,0,0
RNA5SP39,0,0,0,0,0,0,0,0
RNU6-373P,0,0,0,0,0,0,0,0
0,1.746446064,0,0,0,0,0,0,0
RNU6-1199P,0,0,0,0,0,0.691677981,1.232126554,2.182406272
0,0,0.592019229,0,0.618253693,0,0,1.09085343,0
RNU6-177P,0.751880144,0,0,0,0,0,0,0
RN7SKP100,0,0,0.482414635,0,0,0.475700232,0,0
RNU6-293P,0,0,0,0,0,0,0,0
RNU6-1001P,0,0,0,0,0,0,0,0
RNU2-22P,1.463308566,1.775927063,1.742614214,2.125069146,0,1.372517553,0.879577173,1.968171873
0,0,0,2.355532226,1.480166871,1.605902005,0.840334317,0,0.797480377
0,0,0,0,0,0,0,0,0
RN7SKP297,0,0,0,0.469857851,0.843712962,0,0,0
RNA5SP221,1.123288756,0,0,0,0,0,0,0
RNU6-1217P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
RNU4-74P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNU6-607P,0,0,0,0,0,0,0,0
RNU6-938P,0,0,0,0.623291916,0,0,0,0
0,0,0,0,0.665294526,0,0,0,0
RN7SKP192,0,0,0,0,0,0,0,0
SNORD71,1.278983877,1.793841793,1.244375634,1.841147911,2.120093108,1.525482598,0.766308502,0.789306082
RNU6-1054P,0,0.927369328,1.871303522,0,0,0,0.746243963,0
RN7SKP270,0,0,0,0,0,0,0,0
RNA5SP294,0.738130533,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
MIR1909,0,0,0,0,0,0,0,0
RNU4-63P,0,0,0,0,0,0,0,0
RNU2-64P,0,0,0,0.954601325,0,0,0,0
0,1.382313106,0,0,1.292911292,0,0,0,0.854542291
0,0,0,0,0,0,0,0,0
0,0,0,1.115858926,0.655010121,0,1.060759906,1.131273387,0.715129001
RNU6-785P,0.088464301,0.115603947,0.167329665,0.374839178,0.382350738,0.296882591,0,0
RNU6-575P,0,0,0,0,0,0,0,0
RNA5SP508,0,0,0,0,0,0,0,0
RN7SKP194,0.395780129,0.354247901,0.690054979,0,0.668389661,0,0.376105867,0
RNA5SP492,0,1.271491415,0,0,0,0,0,0
RNU6-387P,0.819369805,0.745956671,0,0.764788595,0,0.741369473,0.788889469,1.342998408
RNU6-592P,0,0,0,0,0,0,0,0
RN7SKP53,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.621760732,0,0
RN7SKP172,0,0.444269502,0,0,0,0,0,0
RNA5SP498,0,0,0,0,0,0,1.066109862,0
0,0,0,0,0,0,0,0,0
RNU6-57P,0,0,0,0.623291916,0,0,0.659894426,0
RN7SKP85,0.797081063,1.752658688,1.799510103,1.436790815,0.435912305,0.990176502,1.371887787,1.087306682
RN7SKP165,0,0,0,0,0.336517628,0,0,0
RNU6-195P,0.810244013,0,0,1.270086348,0,0,0.798251296,0
0,0,0,0,0.928944823,0,0.437976595,1.547815022,0
RNU6-954P,0.737178809,0,0.723683495,1.155554961,0.401005637,0.674477826,0.724080065,1.227704115
RNA5SP107,0,0,0,0,0,0,0,0
0,0,0.635969793,0,1.102738745,1.760442391,1.077810393,1.509705975,0
RNA5SP270,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.77701944,0,0,0,0
RNY3P8,0,0,0,0,0,0,0,0
RN7SKP108,0,0.550581562,1.484767159,1.286206944,4.58E-08,1.324678134,1.091909665,0
0,1.524294408,1.562938414,1.289450876,0,0,0,1.144542415,0
0,0,0,0,0,0,0,0,0
RN7SKP30,0,0.391721535,0.404977216,1.15270912,0,0,0,1.004587682
RNU6-1304P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RN7SKP101,0,0,0,0,0,0,0,0
RNU6-722P,0.787388999,0.712822016,0.768219902,0,0,1.199537294,0,0.796884271
RNU6-516P,1.321726103,0.733305744,0.916696758,0,0,0,0,0
RN7SKP279,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RNA5SP111,0,0,0,0,0,0,0,0
RN7SKP293,0,0.792138198,0.46438911,0.784050792,0,0.425224029,0.45964145,0
0,0,0,0,0,0,0,0,0
RN7SKP273,0,0,0.789189209,0.75826309,0,0.41772886,0,1.092796035
RNU2-71P,0,0,0,0,0,0,0,0
RNU6-1052P,0,0.657137833,0,0.391692944,0,0,0,0
RNU6-603P,0,0,0,0,0,0,0,0
RNU2-6P,0,0,0,0,0,0.93184339,0.988963838,0
RN7SKP3,0,1.015697375,1.051914968,1.009390173,0,0.994801994,0,0.650351908
0,0,0,0,0,0,0,0,0
0,0.526925158,0.756013861,0.92073919,0.304033179,0.978623248,0.620832234,0.909093351,0.446532566
0,0,0,0,0,0,0,0,0
HIST2H2BA,1.610246491,1.090860204,1.498475553,1.206599467,1.676109407,1.917095628,2.192377253,2.286833846
KLF2P3,0,0,0,0,0,0.078770353,0,0
IGLV9-49,0,0,0,0,0,0,0,0
ZNF385D-AS2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.406238413,0,0,0.460200501,0.257021484,0.448590183,0.730090377,0
EHHADH-AS1,0.217275393,0,0.182772374,0,0.065376676,0,0.190369597,0.427769204
0,0,0,0,0,0,0,0,0
FTH1P10,0.118032873,0.123117484,0,0.305833976,0.113705033,0.540452871,0.116594585,0
CDY15P,0,0,0,0,0,0,0,0
0,0.931282148,1.041446263,1.207711723,0.980303938,0.896725224,0.952250805,1.381521494,1.72209
0,0.187753814,0.446778153,0,0.330101713,0,0,0,0
0,0.503860585,0.45193218,1.386071479,0.657644578,1.252458048,1.192882201,0.682352157,0.710872762
0,1.30936248,0.732264857,0,0,0.764950761,0,0,0.8087656
0,0,0,0,0,0,0,0,0
0,1.053292097,0.622569632,0.525793271,0.772629758,0.765595847,0.346631307,1.136939451,0.398355843
0,0.220562749,0,0,0.939547057,0.211696299,0.370367416,0.405088351,0.227285157
0,0.433519278,0.529793966,0.491406754,0.632043882,0.488372069,0.212731186,0.308014811,0.496759908
HIST1H2APS6,0,0,0,0,0,0,0,0
0,0.80739779,0.087902168,0.049500153,0.222395307,0.024257402,0.088052698,0.189143921,0.07778278
SDCBP2P1,0,0,0,0,0,0,0,0
0,0.255819753,0.227641279,0.13233928,0.121939093,0,0,0,0
0,0,0,0,0,0,0,0,0
CLDN10-AS1,0,0,0,0,0,0,0,0
0,0.229280279,0.294961221,0.579929305,0.556799208,0.49270333,0.46214867,0.741894069,0.433668825
TRBV29OR9-2,0,0,0,0,0,0,0,0.426596469
RBM22P7,0,0,0,0,0,0,0,0
0,0.683843748,0.574564647,0.934636517,0.749360919,0.822511535,1.036566632,0.897111836,0.97391466
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,2.149613816,2.340183387,2.029710834,2.354068444,1.746102044,1.665433704,1.621360332,1.924263344
0,0,0,0,0,0.310742623,0,0,0
MEG9,0,0,0,0,0,0,0,0
LINC00397,1.132576843,0.502289861,0.69168066,1.624297453,1.377729026,1.441499415,0.820770423,1.88141795
XKRYP5,0,0,0,0,0,0,0,0
USP9YP18,0,0,0,0,0,0,0,0
RPL17P17,0,0,0,0.352077123,0.364444685,0.342273688,0.668672854,0.386312124
0,0,0,0,0,0,0,0,0
LINC00473,0,0.087369284,0,0.098522103,0.112160581,0.121855965,0.049907989,0.138679497
RPS26P15,0,0,0,0,0,0.397891656,0,0
TRIM49D1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.274019477
0,0,0,0,0.059850582,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.106208935,0,0,0.115892609,0,0,0
0,0.275647176,0,0,0,0,0,0.270758559,0
MTND6P21,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
TMSB4XP3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
TH2LCRR,0.240666029,0.59951014,0.824336915,0.65837694,0.609791833,0,0.670611952,0.688179463
USP17L2,0.044768857,0,0.105326613,0,0,0,0,0
RPL6P21,0,0,0,0,0,0,0,0
0,0,0.612112777,0,0,0,0,0,0
0,0.672219842,1.206374413,0.887897204,1.983064738,1.254061853,1.4928889,1.834051802,1.504376321
HMGN2P18,0,0.860016445,0,0,0,0,0,0.414202659
0,0,0,0,0,0,0,0,0
HTATSF1P1,0,0,0,0,0,0,0,0
LMO7DN-IT1,0,0,0,0,0,0,0,0
TCAF1P1,3.831755661,3.77443919,3.798527531,3.794758953,2.62133923,2.804074216,2.909928596,2.667715041
GAPDHP69,0,0.082603409,0.161870918,0,0,0.148870345,0,0
0,0.32386347,0.412811869,0.44455894,0.542935524,0.162632855,0.41272192,0.449462066,0.715073634
0,0.274984393,0.940977815,0,0.582385471,0.262269575,0.246016424,0.493727254,0.518612685
0,0,0,0,0,0,0,0,0
CALM1P1,0,0,0,0.284684688,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.158536095,0.141474645,0,0.280189047,0,1.06E-07,0,0
0,2.240320436,2.160726611,2.401971715,2.583947448,1.783142307,1.786014985,1.993649003,2.275334895
0,0.165068097,0,0,0,0,0,0.160783397,0
VN1R42P,0.402934964,0.64973133,0.69650757,0.672685117,0,0.650469558,1.170277617,0.733522681
0,3.303041314,2.929595975,3.261902348,3.336353378,2.884785449,2.875341684,3.08632521,3.276002283
0,0,0,0,0,0,0,0,0
NUTM2A-AS1,4.69859633,4.707320476,4.896552803,4.927886975,4.605203917,4.611101542,4.598841578,5.108996914
TRPC6P,0,0,0,0,0,0,0,0
LINC01615,0,0,0,0,0,0,0,0
0,0.058929606,0.025891743,0.056509866,0.054212787,0.028275774,0.026292566,0.029336971,0
FRMPD4-AS1,0,0,0,0,0,0,0,0
MAPK6PS2,0,0,0,0,0,0,0,0
NEFHP1,0,0,0,0,0,0,0,0
CHCHD2P5,0,0,0.290018552,0,0,0,0,0
0,0,0,0.060855067,0,0,0,0,0
0,0,0,0,0,0,0,0,0
EXOSC6,3.576836522,3.50586553,3.649569476,3.715135592,3.997491137,3.848377568,4.005525746,4.004348575
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0.070760671,0,0,0,0
VPS52,5.201857305,4.974088728,5.33954362,5.257304862,4.846939545,4.761306552,4.867950811,5.030936341
0,1.603131367,1.466204233,1.398109536,2.033045869,1.281063176,1.072586047,2.059144119,1.506581632
0,0.129628431,0.114138708,0,0,0.122999715,0.219472752,0,0.339723468
0,0,0,0,0,0,0,0,0
0,0.407059015,1.437281013,1.159887479,1.310375024,1.333074468,0.360288979,0.700447708,0.72927693
SLC20A1P1,0,0,0,0,0,0,0,0
RPL23AP53,2.669217298,2.1077113,1.993594663,2.706375832,2.999554499,2.605354467,2.468630233,2.438026647
0,3.317460371,3.264135543,3.607862903,4.005094528,3.91227621,3.846794159,4.179503088,3.405888917
CDRT15,0,0.530574199,0.320208532,0.247497374,0.255367788,0.234308785,0,0.805978347
0,0,0,0.296203647,0,0,0.464978727,0.321726103,0.528412289
ATP6V0E1P2,0.638001527,0,0,0,0.610259723,0,0,1.092809563
0,0,0,0,0,0,0,0,0
AFF2-IT1,0,0,0,0,0,0,0,0
0,0,0,0,0.196813488,0,0,0,0
CSNK1A1P1,0.088868597,0,0.043527333,0.196765656,0.043039274,0.04002045,0,0.091009341
KIF28P,0.136643552,0.506660839,0.206304388,0.223443557,0.424926387,0.062629192,0.131910516,0.427483887
0,0.123688178,0.078718716,0.08049831,0.077164366,0.117639328,0,0.232439731,0.043989199
0,0,0.13813817,0,0,0.130837717,0,0,0
RABGAP1L-IT1,3.770490792,4.076234127,4.014623095,4.716513574,3.522382227,3.519516744,4.032435905,4.420266797
0,0.847381225,0.86665719,0.923647428,0.923983553,1.247022128,1.52895132,1.951789191,1.339314147
EEF1A1P8,0.132052179,0.116851252,0.298575036,0.176395544,0.254121129,0.115934812,0,0.214230516
0,0,0,0,0,0,0,0,0
HLA-DQB1-AS1,0.360856423,0.192758505,0.415773807,0.492587466,0.342798208,0.182178683,0,0
FAM90A17P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.500023909,0
0,0,0,0.690791634,0,0,0,0,0
RPS15AP5,0,0,0,0,0,0.316358944,0,0
0,0,0,0,0,0,0,0,0
TCEAL4P1,0,0,0,0,0,0,0,0
0,0,0,0,1.075847491,0,0.695618842,0,0
LINC00630,2.083318907,2.132807129,2.41772292,2.62335888,2.129754495,2.140768841,2.024773553,2.422798125
ZNF844,3.216360183,3.067719591,3.16839012,3.339144513,2.55926909,2.833983011,2.643556078,2.845815185
0,0,0,0,0,0,0,0,0
MTND5P28,0,0,0.061410553,0,0.060564862,0,0.062164826,0.065060626
SNRPBP1,0,0,0,0,0,0,0,0
TMSB4XP4,1.481696765,1.542822634,1.263971853,1.765182516,2.022705142,1.73032693,1.190368333,1.564690333
0,0.285227013,0.361768359,0.139745827,0.373894277,0,0.249139476,0.154502848,0.312486278
SMPD4P1,0,0.070404717,0.074837506,0.176727437,0.116494114,0.068521134,0.040843347,0
0,0,0,0,0,0,0,0,0
USP9YP23,0,0,0,0,0,0,0,0
TRIM60P17,0.172196899,0.140371634,0.41772238,0.515322891,0.635231537,0.498280487,0.422893905,0.880388533
0,0.646592175,0.356212562,0.334250184,0.448367108,0.303278091,0.477969463,0.16388898,0.235116772
0,0.317367749,0.403084442,0.639058937,0.51457678,0.615900253,0.591204504,0.907655214,0.462732922
0,0,0,0,0,0,0,0,0
0,0,0,0.344237666,0,0,0,0,0
CYP4F32P,0.215335663,0.19231791,0.208085198,0,0,0.192108296,0.39499368,0
0,0,0,0,0,0,0,0,0
TNRC18P2,0,0,0,0,0,0,0,0.029270245
RPL3P11,0,0,0,0,0,0,0,0
USP17L15,0,0,0,0.096461306,0.098323069,0,0,0.046179368
0,0.390518016,0,0.374124716,0.353445252,0.367055651,0,0,0
DHRSX-IT1,0,0,0.461175438,0.57522228,0.385805399,0,0.515917283,0.362145544
CKMT1A,5.657379908,5.544986063,5.656227485,5.902674175,5.207283793,5.044612693,5.15103075,5.305459871
TINCR,0.757744414,1.155418955,1.771687009,0.896622936,1.948365363,1.535127289,1.298388518,1.173415304
TPMTP4,0,0,0,0,0,0,0,0
RBMX2P3,0.093214943,0,0,0,0.171746136,0,0,0.097811951
0,1.503999964,1.102086987,1.570569793,1.662875411,0.955161011,1.020285279,0.408512967,1.418562382
0,0,0,0,0,0,0,0,0
0,0.711868417,0.646750678,0.208383659,0.789738431,0.410524551,0.811436504,0.549891903,0.72201216
TVP23CP1,0,0,0,0,0,0,0.308907185,0
LINC01312,0,0,0.150204808,0.4013017,0.148425249,0,0.151409447,0.262528172
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
CENPVP1,0,0,0,0,0,0,0,0
FNDC3CP,0,0,0,0,0,0,0,0
0,0,0,0.119666929,0,0,0,0,0
LYPLA1P1,0,0,0,0,0,0,0,0
0,1.202599516,1.060870557,0.295463257,0.787733343,0.54103006,0.905448719,1.439862459,0.4758963
0,0,0,0.214599822,0,0,0,0,0
0,0.195804904,0.328967404,0.354630441,0.809841633,0.191039547,0.378786819,0.362000744,0.882265845
EEF1A1P41,0,0,0,0,0,0,0,0
EBLN1,0,0,0,0,0,0,0,0
0,0.194762842,0,0,0,0,0,0,0
CRPP1,0,0,0,0,0,0,0,0
0,0,0,0,0.207095714,0,0,0.218714223,0
0,0,0,0,0,0,0,0,0
DSCR4-IT1,0,0,0,0.521397545,0,0,0,0
HBD,0,0,0,0,0,0,0,0
SUPT20HL2,0,0,0,0,0,0,0,0
0,0.309790861,0,0,0,0,0,0,0
ZNF735,0,0,0.062380379,0,0,0.05119681,0,0
0,0,0,0,0,0,0,0,0
LINC00370,0,0,0,0,0,0,0,0
MTCO1P17,0,0,0,0,0,0,0,0
RBM48P1,0,0,0,0,0,0,0,0
AK4P4,0.166091963,0,0.159746715,0,0,0,0,0
GSTA6P,0.183381068,0,0,0,0,0,0,0
0,0.243965144,0.568826949,0.771906701,0.60009464,0.233838988,0.219247218,0.240600092,0.475339149
0,0,0,0,0,0,0,0,0
CYCSP32,0,0,0,0,0,0,0,0
LINC01044,0,0.456696826,0,0.766406041,0,0,0,0.301310201
0,0,0,0,0,0,0,0,0
DEFA8P,0,0,0,0,0,0,0,0
LINC01120,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.206203097,0,0,0,0,0,0,0
0,0.173378204,0.152633846,0,0.305970521,0.312943928,0.420064099,0,0.478107223
UBE2Q2P5Y,0,0,0.480421276,0,0,0.445520135,0,0
RBMY2EP,0,0,0,0,0,0,0,0
RFPL4A,0,0,0,0,0,0,0,0
RPL30P3,0,0,0.411303666,0.400853758,0,0,0,0
TTTY17C,0,0,0,0,0,0,0,0
0,1.724423264,1.660805429,2.715199305,1.73446468,1.672262393,2.926756635,2.142250043,2.036468167
0,0,0.40519294,0.265921714,0.367016499,0.137843173,0,0.14063078,0
0,0,0.076881528,0,0.155404706,0,0,0.085420849,0.096898846
0,0.532774758,0,0,0,0.531942833,0.25089368,0.32785519,0
IGHV3-64,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
UHRF2P1,0,0,0.037900164,0.10665934,0.037543176,0.068929682,0.038504873,0.118445979
0,0,0,0,0,0,0,0,0
0,1.526038755,1.079081093,1.584544058,1.217385836,1.311776283,1.272942875,1.717464767,0.887440266
0,0.941357258,0.718974854,0.96002381,0.964799315,0.713210143,0.254768172,1.114120446,1.059306818
RAB9AP3,0,0,0,0,0,0,0,0
HMGB3P10,0.203475571,0,0,0,0,0,0,0
KRT8P51,0.536130505,0.471273837,0.518876511,0.497955659,0.506394769,1.356171988,0,1.246031022
C1GALT1C1L,0.720774895,0.361313586,0.391398202,0.202560652,0.623681481,0.443246994,0.906841351,0.417466395
#N/A,0,0,0,0,0,0,0,0
0,0.561214676,0.708178405,1.0792518,0.505210061,0,0.354595464,0.936063856,0.772416933
SAMSN1-AS1,0,0,0,0,0,0,0,0
0,0,0,0.317514784,0,0.571537994,0,0,0.602009265
0,0,0,0,0,0,0,0,0
EEF1A1P24,0.134949925,0.119548612,0.13306698,0.184092367,0.247860692,0.246094278,0.499106528,0.145727011
0,0.367901075,0.118454086,0,0.122275269,0.127053048,0.424601812,0,0.261633109
RPL34P3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0.173802879,0,0,0.124260631,0.166886373,0.080119639,0.047340851,0
RPL34P26,0,0.629578574,0,0.352521257,0.651895299,0,0,0.381806082
OR2AD1P,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RPSAP65,0,0,0,0,0,0,0,0
IFNWP18,0,0,0,0,0,0,0,0
LINC00571,1.042406203,1.420379994,1.323231702,1.313547712,1.206836987,0.871663892,0.577195319,0.891273743
RPS24P14,0,0,0,0,0,0,0,0.391360805
0,0,0,0,0,0.048007625,0,0,0
DIP2A-IT1,0.731018974,0,0.276701517,1.030738635,0.274080325,0.474281317,0,0.294702493
ADH5P3,0,0,0,0,0,0,0,0
0,0.55328087,0.184852815,0.677477573,0.509191127,0.668806261,0,0.379787289,0.211366124
0,1.808932779,1.843726628,1.98112199,1.897480532,1.54448044,1.143419542,1.667960229,1.675400447
GOLGA6L11P,0,0,0,0,0,0,0,0
RAET1E-AS1,0.255859625,0,0.329076511,0.791837404,0.631204883,0,0.2513119,0.280164098
ZDHHC20P2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.030678753,0,0
LINC01422,0.215166652,0.205820378,0.236149698,0.464719492,0.219746567,0.183724059,0.27446683,0.357914533
NSUN5P1,4.95644702,4.962396324,5.309761909,5.379846192,4.937914012,4.851374267,5.169002985,5.251987916
SFR1P2,0,0,0,0,0,0,0,0
TRIM64EP,0.068478484,0,0,0,0,0,0,0
CRYGGP,0,0,0,0,0,0,0,0
0,0.726691735,0.252705089,0.458280151,0,0,0.256545742,0,0
0,0.206590716,0.34489779,0.199037184,0.277684874,0.101797431,0.094705089,0.105781986,0
LINC01208,1.007834165,1.066991562,1.707184618,1.750079064,1.842962746,1.567788797,1.675269455,2.507122283
0,0,0,0,0.274933122,0,0,0,0
DNAJA1P1,0,0,0,0,0,0.076777159,0,0
0,0.176073791,0,0.168327535,0.431752382,0,0,0.170689107,0.475699195
0,0,0,0,0,0,0.285421159,0.563589654,0.815603299
0,0,0,0,0,0,0,0,0
UQCRFS1P2,0,0,0,0,0,0,0,0
0,0,0,0.246124689,0.234159153,0,0,0,0
0,0,0,0,0,0,0,0,0
RAD17P2,0,0,0,0,0,0,0,0.057034577
0,0.377344788,0.337582086,0.390165791,1.034370684,0.938122409,0.330242866,0.679312991,0.210987265
0,0,0,0,0,0,0,0.352452329,0
0,0.978913869,0.515079614,0.502950731,0.609650018,0.440319718,0.505928521,0.917770859,0.691169649
0,0,0,0,0,0,0,0,0
0,0,0.103805382,0,0,0,0.104645833,0,0
0,0,0,0,0.102593368,0,0,0,0
SUPT20HL1,0,0,0,0,0,0,0,0
0,0,0.401107245,0,0,0,0,0,0
RPL18AP14,0,0,0,0,0,0,0,0
0,0,0,0,0.166095821,0,0.303193909,0.3308991,0.184744929
OR51B3P,0,0,0,0,0,0,0,0
0,0.040083453,0,0,0,0.075587531,0,0,0
0,0,0,0,0,0,0,0,0
0,0.49115941,0.315728517,0,0,0.175638288,0,0.186060583,0
PSMD4P1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0
RBMY2GP,0,0,0,0,0,0,0,0
0,4.951611106,4.847109978,5.016179826,5.139416285,4.01089618,4.084336446,4.74142384,4.471889774
TCEB1P30,0,0,0,0,0,0,0,0
MIR503HG,0,0,0.14174667,0,0,0,0,0
SIRPB3P,0,0,0,0,0,0,0,0
0,0.217049515,0,0,0,0.209110197,0,0,0
0,0,0,0,0,0,0,0,0
0,0,0.162547786,0,0.16742473,0,0,0,0
TSSC2,1.350457643,1.045072464,1.097678211,1.702138878,1.258826426,1.171085103,1.308541448,1.354564999
MED15P9,0,0.088131825,0.088409889,0,0.098947569,0.119835026,0.089257998,0.048607555
0,0,0,0,0,0,0,0,0
0,2.836364494,2.791157678,3.013671279,3.142253311,2.412545798,2.343180384,2.634105318,2.582570454
0,0,0,0,0,0,0,0,0
LINC00205,3.100747269,2.855734613,3.190393619,3.386781982,2.581105353,2.686726858,2.543508256,2.548796637
0,1.137267427,0.756662955,1.140719769,1.227322128,0.85800169,0.861341642,1.172602722,1.241608358
GEMIN8P3,0,0,0,0,0,0,0,0
CD99P1,0.987422742,0.858896865,0.971265794,0.939829863,1.060026625,0.768957508,1.026013886,0.847216037
0,0.200589725,0,0,0.3442013,0,0,0,0.68755345
LGALS8-AS1,0.311324075,0.354470215,0.387690088,0.477064894,0.504585818,0.438269428,0.393094345,0.330493004
0,0,0,0,0,0,0,0,0
0,0.253024728,0.231057554,0.251423404,0.251286446,0,0,0,0.260851882
RPS21P8,0,0,0,0,0,0,0,0
0,0,0,0.186877029,0,0.238586335,0.221703885,0,0
0,0,0,0,0,0,0,0,0
0,0,0.157109697,0,0,0,0,0,0
