gene_id,MCF7_1,MCF7_2,MCF7_3,FulR_1,FulR_2,FulR_3
STAT5A,0.97819563,0.731183242,0.941106311,0.35614381,0.443606651,0.310340121
STAT5B,3.90303827,3.837943242,3.837943242,3.816599707,3.799087306,3.736604875
STAT6,3.703765179,3.797012978,3.679198571,1.735522177,1.555816155,1.604071324
STATH,0,0,0,0,0,0
STAU1,7.196528361,6.930973826,6.990501111,7.271369647,6.991748578,6.992768431
STAU2,4.354028938,4.129283017,4.075532631,4.317593505,3.971773447,4.119356177
STAU2-AS1,0.871843649,0.464668267,0.799087306,1.014355293,1.084064265,0.613531653
STBD1,3.007195501,3.010779839,3.068670811,2.983677695,3.003602237,3.165107985
STC1,2.976363636,2.875780063,2.615887074,0.042644337,0.028569152,0.056583528
STC2,6.044175513,6.071676874,6.104965605,5.06608919,5.095080492,5.101397952
STEAP1,1.739848103,1.655351829,1.063502942,0.111031312,0,0
STEAP1B,0.137503524,0,0.084064265,0,0,0.176322773
STEAP2,0.389566812,0.35614381,0.214124805,0.495695163,0.422233001,0.22650853
STEAP3,4.806839582,4.708187236,4.740387932,3.336283388,3.370164281,3.341985747
STEAP4,1.992768431,2.010779839,1.922197848,0.275007047,0.214124805,0.378511623
STH,0,0,0,0,0,0.275007047
STIL,4.192194165,3.845991771,3.991861931,4.08491466,3.682573297,4.010779839
STIM1,3.414135533,3.375734539,3.301587647,3.232660757,3.040892431,2.841973119
STIM2,3.804260116,3.488000771,3.351910961,3.331991778,3.065227623,3.032100843
STIP1,7.972462907,7.890325085,7.845803646,7.681800619,7.574858391,7.552515407
STK10,3.822730148,3.771885579,3.710393192,3.277984747,3.300123725,3.275007047
STK11,5.708739041,5.362119167,5.642701572,5.653346693,5.329123596,5.469885976
STK11IP,4.357552005,4.399854674,4.278728213,4.516015147,4.508428653,4.392317423
STK16,4.595742339,4.906890596,4.876762491,4.956521363,5.070818638,5.115199749
STK17A,3.056583528,2.40599236,2.813524689,2.372952098,2.310340121,2.381283373
STK17B,2.709290636,2.121015401,2.411426246,3.042644337,2.513490746,2.63691458
STK19,5.168321116,4.90833257,5.114367025,4.839455765,4.870857864,4.784503983
STK24,5.312156888,5.038699551,5.093813673,5.11727946,4.710944155,4.914564523
STK25,6.174526265,6.428946345,6.26171885,6.20867332,6.387328072,6.223229457
STK3,4.512226887,3.970853654,4.268284667,4.254745198,3.888499736,3.921245889
STK31,0.137503524,0.097610797,0.310340121,0.378511623,0.454175893,0.298658316
STK32A,0,0,0,0,0,0
STK32B,0,0.028569152,0,0,0.028569152,0
STK32C,3.513490746,3.399171094,3.545968369,3.424922088,3.260025656,3.596935142
STK33,0.056583528,0,0,0.028569152,0,0
STK35,3.964398632,3.918386234,3.827819025,4.478971805,4.331275267,4.3652726
STK36,3.922197848,3.894332742,3.885574364,3.914564523,3.955126781,4.054848477
STK38,5.77478706,5.439955517,5.502394256,4.769242795,4.599912842,4.672425342
STK38L,3.592158002,3.099295204,3.228049048,2.835924074,2.510961919,2.513490746
STK39,4.498889087,4.093391153,4.35473424,3.904965719,3.737686761,3.803227036
STK4,4.058316496,3.648465443,3.731183242,3.977279923,3.730096466,3.673556424
STK4-AS1,0.847996907,0.516015147,0.90303827,0.970853654,1.521050737,1.443606651
STK40,4.868390453,5.035183997,4.949067966,4.614120869,4.625270489,4.61176256
STL,0,0,0.042644337,0.014355293,0,0
STMN1,7.560944178,7.186064704,7.386983342,8.348728154,8.04176865,8.126343109
STMN2,0,0,0,0,0,0
STMN3,5.507160349,5.754620312,5.69432306,6.120600774,6.215872703,6.220136447
STMN4,0.124328135,0.084064265,0.097610797,0,0,0
STMND1,0.124328135,0.084064265,0,0.163498732,0,0
STOM,5.4747605,5.229203358,5.324090516,4.426264755,4.164303583,4.170726276
STOML1,3.381283373,3.195347598,3.353323291,3.298658316,3.456806149,3.155425432
STOML2,7.439041288,7.556812571,7.565901767,7.206232954,7.20310325,7.191602128
STOML3,0,0,0,0,0,0
STON1,0.50589093,0.367371066,0.378511623,0.378511623,0.344828497,0.344828497
STON1-GTF2A1L,0,0,0,0.056583528,0,0.084064265
STON2,3.012568674,2.784503983,2.750606505,3.669026766,3.340562269,3.326249701
STOX1,2.555816155,2.117695043,2.344828497,2.577730931,2.275007047,2.358958826
STOX2,0.782408565,0.790772038,0.963474124,0.659924558,0.704871964,0.782408565
STPG1,2.169925001,2.304511042,2.257010618,2.292781749,2.513490746,2.718087584
STPG2,0.042644337,0,0,0.214124805,0.124328135,0.070389328
STPG2-AS1,0,0,0,0,0,0
STRA13,8.463320011,8.774358799,8.754353072,8.583834955,8.960668083,8.898843202
STRA6,0.773996325,1.207892852,0.722466024,0.028569152,0.137503524,0.124328135
STRA8,0,0,0,0,0,0
STRADA,5.451540833,5.564073256,5.426264755,5.338067798,5.410748128,5.246788094
STRADB,3.7473874,3.310340121,3.697106574,3.462052319,3.329123596,3.414135533
STRAP,7.312066104,7.044066197,7.181400762,7.12649799,6.887525271,6.984817174
STRBP,4.262282806,3.922197848,4.040892431,4.061776198,3.74092756,3.818646083
STRC,0.070389328,0.201633861,0.22650853,0.310340121,0.176322773,0.432959407
STRIP1,5.314696526,5.310703657,5.300489844,5.027684877,5.105175192,5.177519203
STRIP2,1.316145742,1.201633861,0.650764559,0.641546029,0.855989697,0.485426827
STRN,2.925999419,2.430285273,2.575312331,3.09592442,2.733354341,2.805292456
STRN3,4.260025656,3.695993813,3.902073579,4.070389328,3.577730931,3.769771739
STRN4,6.593503172,6.759155834,6.711494907,6.238022518,6.310158318,6.274820737
STS,2.548436625,2.307428525,2.49057013,1.495695163,1.333423734,1.384049807
STT3A,6.636479619,6.555509427,6.498889087,6.726422541,6.66063774,6.614415387
STT3B,7.012680402,6.590811576,6.75033852,7.11779892,6.766860144,6.804905415
STUB1,7.873259534,7.929731831,7.90478513,7.926414608,7.951284715,7.909893084
STX10,6.136068312,6.432792419,6.319581809,6.169925001,6.298291731,6.385258456
STX11,0.475084883,0.275007047,0.575312331,0.042644337,0.070389328,0.028569152
STX12,4.408032466,4.185866545,4.292045492,4.231893162,4.111865964,4.146492307
STX16,7.131136719,6.93321853,7.015805294,7.110613806,6.968781974,6.996614715
STX16-NPEPL1,3.482848283,3.341985747,3.721372659,2.653060017,1.570462931,2.914564523
STX17,4.265286858,3.898208353,3.956056652,4.145677455,3.846994687,3.904965719
STX18,4.361066489,4.209453366,4.236492618,4.148934105,4.01346226,4.053111336
STX18-AS1,0.704871964,0.59454855,0.432959407,0.704871964,0.575312331,0.963474124
STX19,0.678071905,0.344828497,0.201633861,0.35614381,0.59454855,0.604071324
STX1A,4.28169825,4.525442506,4.29130886,3.622930351,3.996388746,3.868884273
STX1B,0.584962501,0.443606651,0.584962501,0.669026766,0.641546029,0.584962501
STX2,2.480265122,2.339137385,2.087462841,2.678071905,2.56315813,2.601696516
STX3,4.046141782,3.750606505,3.868884273,3.847996907,3.481557281,3.629939409
STX4,6.363696745,6.559338848,6.671293372,6.147510225,6.306881946,6.29186137
STX5,5.964860664,6.042863176,5.926948248,5.974529312,5.991181681,6.027684877
STX6,5.290571851,5.021479727,5.020146573,5.338424415,5.151777655,5.145677455
STX7,3.5360529,3.129283017,3.307428525,3.803227036,3.358958826,3.451540833
STX8,5.133810091,5.008540672,4.814550423,4.792334806,4.378511623,4.576522138
STXBP1,3.40599236,3.519793486,3.321928095,4.052241981,4.100977648,4.020591095
STXBP2,6.332707934,6.464831606,6.467116418,6.135863165,6.29038754,6.129901182
STXBP3,6.042863176,5.480265122,5.668175869,6.215096121,5.876025733,6.070174625
STXBP4,2.464668267,2.121015401,2.250961574,2.801158656,2.560714954,2.625270489
STXBP5,3.056583528,2.695993813,2.875780063,2.801158656,2.516015147,2.604071324
STXBP5-AS1,0.731183242,0.495695163,0.575312331,1.014355293,1,0.722466024
STXBP5L,0,0,0.014355293,0.014355293,0.042644337,0.014355293
STXBP6,1.10433666,1.298658316,1.286881148,0.042644337,0,0
STYK1,1.545968369,0.86393845,1.244887059,0.773996325,1.049630768,0.90303827
STYX,4.144862143,3.587364991,3.742006211,4.239550797,3.94016675,4.016139703
STYXL1,5.866660751,5.762614579,5.74443023,5.658211483,5.532628658,5.576522138
SUB1,6.219942914,5.757023247,5.976592762,5.756222713,5.412104045,5.578334949
SUCLA2,4.995484519,4.688180359,4.821710215,4.638653116,4.488000771,4.434294618
SUCLG1,6.991068275,6.870981124,6.92754095,6.704041955,6.618679151,6.650333754
SUCLG2,6.325170512,6.096135325,6.143842354,6.129695157,5.777682717,5.918147674
SUCNR1,0,0,0,0,0,0
SUCO,5.211012193,4.518535139,4.86393845,5.211012193,4.781884235,4.791814071
SUDS3,4.783980414,4.409390936,4.444932049,4.544732656,4.196921734,4.316869805
SUFU,3.370164281,3.500802053,3.148934105,3.815575429,3.811471031,3.714795011
SUGP1,5.19061486,5.220329955,5.224580566,5.159467729,5.213347282,5.092968509
SUGP2,5.275379596,5.122672719,5.203984166,5.269407241,5.013908845,5.080231272
SUGT1,5.298291731,4.794415866,5.284292026,5.036063689,4.730096466,4.876762491
SUGT1P1,1.10433666,0.773996325,0.963474124,0.941106311,0.98550043,0.757023247
SUGT1P3,0.669026766,1.361768359,0.669026766,0.887525271,0.298658316,0.687060688
SULF1,1.86393845,1.526068812,1.589763487,0.084064265,0.084064265,0.042644337
SULF2,9.355637404,9.340228438,9.27670602,8.758456426,8.705563275,8.692510892
SULT1A1,5.290571851,5.456149035,5.513174885,3.333423734,3.462052319,3.403267722
SULT1A2,1.700439718,1.541019153,1.137503524,0.887525271,0.389566812,1.500802053
SULT1A3,3.862947248,4.334139179,4.046141782,4.268284667,4.572889668,4.580748492
SULT1A4,3.862947248,4.334139179,4.046141782,4.268284667,4.572889668,4.580748492
SULT1B1,0,0,0,0,0,0
SULT1C2,0.250961574,0.35614381,0.042644337,0.028569152,0.097610797,0.150559677
SULT1C2P1,0.124328135,0,0.124328135,0.042644337,0.056583528,0.056583528
SULT1C3,0,0,0,0,0,0
SULT1C4,0,0.056583528,0.070389328,0,0,0.176322773
SULT1E1,0,0,0.201633861,0,0,0
SULT2A1,0.286881148,0.250961574,0.286881148,0.214124805,0.263034406,0.604071324
SULT2B1,6.759422186,6.736469582,6.549207089,6.792595103,6.863690714,6.757956641
SULT4A1,0,0,0,0,0,0
SULT6B1,0,0,0,0,0,0
SUMF1,5.269781238,5.230356745,5.226893814,5.344828497,5.336997417,5.312156888
SUMF2,7.219749355,7.24830712,7.199574199,7.33815696,7.33583694,7.239455327
SUMO1,7.634084983,7.157953195,7.287435356,7.552822772,7.179112901,7.276124405
SUMO1P1,0,0,0,0.056583528,0,0
SUMO1P3,0.097610797,0.495695163,0.189033824,0.111031312,0,0
SUMO2,8.838636679,8.647098607,8.698669944,8.869285377,8.777419716,8.793765857
SUMO3,8.904363668,8.669558321,8.795033104,8.718087584,8.589388985,8.621905346
SUMO4,0.124328135,0,0.344828497,0,0.286881148,0
SUN1,5.673273737,5.515699838,5.523875551,5.656782364,5.506208389,5.636334602
SUN2,5.024585638,5.151371776,5.058316496,5.223036338,5.316145742,5.247927513
SUN3,0,0.084064265,0,0.056583528,0.070389328,0
SUN5,0,0,0,0,0,0
SUOX,4.802193217,4.794415866,4.836429131,4.946262984,5.017921908,4.904965719
SUPT16H,6.851374267,6.597233189,6.619119511,6.504620392,6.362820526,6.303415463
SUPT20H,5.074676686,5.052241981,4.934516502,4.777682717,4.685940148,4.590362488
SUPT20HL1,0,0,0,0,0,0
SUPT20HL2,0,0,0,0,0,0
SUPT3H,1.23878686,1.207892852,1.028569152,1.09085343,0.97819563,1.070389328
SUPT4H1,7.59559317,7.670514628,7.619633096,7.543805176,7.726422541,7.656496371
SUPT5H,6.56924803,6.648896806,6.587515014,6.506208389,6.509695842,6.499527024
SUPT6H,6.068240861,5.97475873,5.960928667,5.64385619,5.530445355,5.475409193
SUPT7L,4.524189078,4.316145742,4.397802962,4.343407822,4.326249701,4.277984747
SUPV3L1,4.403949364,4.030336078,4.320484678,4.459431619,4.427606173,4.394376945
SURF1,6.890689878,6.933926659,6.900021467,7.093179847,7.024253182,7.041001987
SURF2,6.144862143,6.21916852,6.166715445,6.058316496,6.024807233,5.956521363
SURF4,7.936048964,7.859721129,7.889108442,7.846744023,7.788228924,7.755421735
SURF6,5.146492307,5.142413438,5.217618485,5.216842843,5.06995989,5.282439805
SUSD1,2.304511042,2.207892852,2.185866545,1.641546029,1.49057013,1.565597176
SUSD2,3.279471296,3.404630684,3.252476214,2.307428525,2.124328135,2.3305584
SUSD3,1.769771739,2.100977648,1.859969548,0.847996907,0.575312331,0.90303827
SUSD4,4.444932049,4.600507645,4.437627248,4.270528942,4.456149035,4.328405659
SUSD5,0.189033824,0.163498732,0.111031312,0.263034406,0.111031312,0.176322773
SUV39H1,4.286881148,4.408711861,4.420212891,4.197708158,4.317593505,4.440952198
SUV39H2,4.100977648,3.533563348,3.570462931,4.032982417,3.870857864,3.813524689
SUV420H1,5.970853654,5.461070114,5.61205756,5.898933872,5.589463893,5.66618849
SUV420H2,4.505255801,4.489928219,4.499527024,4.736063628,4.622930351,4.597531174
SUZ12,4.308885057,3.699329526,3.82984956,4.307428525,3.99004722,3.97819563
SUZ12P1,3.420886575,3.078951341,3.028569152,3.106013238,2.516015147,2.799087306
SV2A,0.23878686,0.201633861,0.189033824,0.344828497,0.565597176,0.321928095
SV2B,0.389566812,0.613531653,0.389566812,0.555816155,0.464668267,0.286881148
SV2C,0,0,0.150559677,0,0,0
SVEP1,0,0,0,0,0,0
SVIL,4.807870078,4.663344619,4.651338766,4.043519494,3.874796966,3.906890596
SVIP,4.675251386,4.502712486,4.635754391,4.566206293,4.334139179,4.440952198
SVOP,0.333423734,0.150559677,0.176322773,0.263034406,0.298658316,0.516015147
SVOPL,0.782408565,0.669026766,0.526068812,1.124328135,1.286881148,1.014355293
SWAP70,2.86393845,2.432959407,2.815575429,2.89917563,2.698218478,2.678071905
SWI5,5.350143602,5.575614878,5.361066489,5.822985019,5.791293149,5.840211433
SWSAP1,3.901108243,4.111031312,4.083213368,4.106850796,4.352617299,4.088311236
SWT1,1.286881148,1.056583528,0.925999419,2.241840184,1.794935663,1.918386234
SYAP1,5.997066545,5.66618849,5.735251376,5.68116812,5.420886575,5.422569411
SYBU,2.613531653,2.495695163,2.558267634,1.056583528,1.10433666,1.014355293
SYCE1,0.056583528,0,0,0.056583528,0,0
SYCE1L,1.339137385,0.98550043,0.695993813,1.443606651,1.339137385,1.883620816
SYCE2,2.454175893,2.500802053,2.13422094,4.151371776,4.27351589,4.053980168
SYCE3,1.263034406,1.521050737,0.526068812,1.989139007,2.669026766,2.257010618
SYCN,0,0,0,0,0,0
SYCP1,0,0.084064265,0,0,0,0
SYCP2,5.081510068,4.085764554,4.477677328,6.425425735,5.927659461,6.048323387
SYCP2L,0.367371066,0.163498732,0.286881148,0.35614381,0.40053793,0.378511623
SYCP3,0,0.097610797,0.111031312,0.250961574,0,0.111031312
SYDE1,1.851998837,1.731183242,1.521050737,2.010779839,2.107687869,1.918386234
SYDE2,3.214124805,2.871843649,3.08236197,3.107687869,2.675815931,2.548436625
SYF2,5.588264894,5.315421316,5.385085854,5.389566812,5.274261661,5.103917211
SYK,3.54225805,3.377123749,3.489286023,3.742006211,3.374343989,3.507160349
SYMPK,5.70348835,5.708463165,5.614415387,5.714795011,5.7106687,5.705977902
SYN1,0.163498732,0.250961574,0.214124805,0.310340121,0.214124805,0.333423734
SYN2,0.042644337,0.028569152,0,0,0,0.042644337
SYN3,0.22650853,0.454175893,0.678071905,1.475084883,1.310340121,1.361768359
SYNC,0.163498732,0.124328135,0.286881148,0.722466024,0.669026766,0.713695815
SYNCRIP,7.295906655,6.881542269,7.060371694,6.829595899,6.521678952,6.604219619
SYNDIG1,0,0,0,0,0,0
SYNDIG1L,0,0,0,0,0,0
SYNE1,0.669026766,0.695993813,0.748461233,0.757023247,0.650764559,0.632268215
SYNE2,4.100136671,4.138323004,4.006298024,4.380590934,4.274261661,4.23572706
SYNE3,0.40053793,0.807354922,0.584962501,0.214124805,0.411426246,0.201633861
SYNE4,5.494095545,5.64731451,5.603774686,5.588564737,5.717539343,5.642412773
SYNGAP1,3.625270489,3.761285273,3.516015147,3.621758857,3.825785627,3.684818738
SYNGR1,5.151371776,5.51412226,5.3950628,4.997744026,5.15704371,5.093391153
SYNGR2,8.574025798,8.825817421,8.775840699,8.97441459,9.137605984,9.077162871
SYNGR3,4.012568674,3.971773447,4.066950244,3.685940148,3.688180359,3.785550552
SYNGR4,0.933572638,0.879705766,0.695993813,1.794935663,1.937344392,1.933572638
SYNJ1,2.392317423,1.963474124,2.266036894,2.523561956,2.347665656,2.35614381
SYNJ2,2.935459748,2.577730931,2.803227036,2.604071324,2.432959407,2.472487771
SYNJ2-IT1,0,0,0,0.298658316,0,0.22650853
SYNJ2BP,4.69543711,4.121844298,4.341274184,4.75595577,4.363171077,4.432959407
SYNJ2BP-COX16,0.704871964,0,1.084064265,0.443606651,0,0.344828497
SYNM,1.257010618,1.13093087,1.280956314,0.782408565,0.495695163,0.5360529
SYNPO,2.160274831,2.147306699,1.910732662,0.526068812,0.565597176,0.443606651
SYNPO2,4.234961095,3.866907978,3.958842675,2.748461233,2.604071324,2.533563348
SYNPO2L,0.176322773,0.163498732,0.028569152,0.150559677,0,0
SYNPR,0,0,0,0,0,0
SYNPR-AS1,0,0,0,0,0,0
SYNRG,3.168321116,3.077242999,2.933572638,3.217230716,2.869871406,3.122672719
SYP,1.124328135,1.495695163,1.13093087,1.028569152,1.389566812,1.124328135
SYPL1,7.6285549,7.116031993,7.366584499,7.375908263,7.053002696,7.216163813
SYPL2,0.014355293,0,0,0.014355293,0,0
SYS1,4.708187236,4.568640195,4.622930351,4.838951767,4.838447593,4.760220946
SYS1-DBNDD2,1.384049807,3.578938713,1.910732662,1.769771739,2.904965719,3.377123749
SYT1,3.324810603,3.03562391,3.182692298,3.252476214,2.873813198,2.97819563
SYT10,3.868884273,3.592158002,3.63343121,1.464668267,1.163498732,1.084064265
SYT11,0.028569152,0.056583528,0.056583528,0.028569152,0.042644337,0
SYT12,5.720278465,5.784503983,5.795455272,4.613531653,4.606442228,4.579542225
SYT13,0.545968369,0.367371066,0.333423734,5.153400028,4.840966704,4.915042791
SYT14,0,0,0,0,0,0
SYT14L,0.056583528,0,0.042644337,0,0,0
SYT15,2.017921908,2.056583528,2.153805336,2.389566812,2.03562391,2.414135533
SYT16,0,0.097610797,0,0,0,0
SYT17,1.970853654,2.22342255,2.014355293,3.386810946,3.244887059,3.341985747
SYT2,0.097610797,0.028569152,0.014355293,0.070389328,0.097610797,0.056583528
SYT3,2.084064265,2.053111336,2.063502942,2.250961574,2.375734539,2.042644337
SYT4,0,0,0,0,0,0
SYT5,0.084064265,0,0.137503524,0.150559677,0.163498732,0.124328135
SYT6,0.070389328,0.137503524,0,0.028569152,0,0.028569152
SYT7,3.344828497,3.339137385,3.169925001,4.13093087,4.0721058,4.045268215
SYT8,1.879705766,2.056583528,2.166715445,0.333423734,0.443606651,0.50589093
SYT9,0,0,0,0,0.028569152,0
SYTL1,5.728736843,5.821455119,5.830356747,6.411256746,6.33073765,6.358607249
SYTL2,8.098032083,7.696550301,7.800705802,6.225352061,5.933808662,5.926236684
SYTL3,1.361768359,1.117695043,1.084064265,1.448900951,1.459431619,1.454175893
SYTL4,2.570462931,2.333423734,2.333423734,0.555816155,0.250961574,0.23878686
SYTL5,3.66448284,3.241840184,3.327687364,0.584962501,0.298658316,0.454175893
SYVN1,5.729824644,5.815831566,5.757289992,5.887281552,5.989593185,5.874059203
SZRD1,6.696550301,6.784373108,6.771621518,6.538072503,6.613089583,6.523561956
SZT2,2.50589093,2.568032105,2.560714954,2.545968369,2.475084883,2.459431619
T,0,0,0,0,0,0
TAAR1,0,0,0,0,0,0
TAAR2,0,0,0,0,0,0
TAAR3,0,0,0,0,0,0
TAAR5,0,0,0,0,0,0
TAAR6,0,0,0,0,0,0
TAAR8,0,0,0,0,0,0
TAAR9,0,0,0,0,0,0
TAB1,3.918386234,4.146492307,3.875780063,3.807354922,3.884597921,3.808385051
TAB2,6.125155131,5.722192761,5.759688488,6.221490455,5.859721129,5.981852653
TAB3,4.189033824,3.714795011,3.862947248,3.979110755,3.811471031,3.726831217
TAC1,0,0,0,0,0,0
TAC3,0.097610797,0,0,0.084064265,0,0
TAC4,0,0,0,0,0.344828497,0
TACC1,4.580145484,4.132576843,4.303050085,4.088311236,3.914564523,3.857980995
TACC2,3.867896464,3.56315813,3.574101508,3.9800253,3.942983598,3.89917563
TACC3,6.057666877,5.960465374,6.033643244,6.197314999,6.065443063,5.993221467
TACO1,6.521835963,6.403438163,6.415995221,6.347665656,6.118318192,6.245647774
TACR1,0.014355293,0.286881148,0,0.042644337,0,0
TACR2,0.59454855,0.722466024,0.443606651,0.59454855,0.695993813,0.90303827
TACR3,0.176322773,0.176322773,0.263034406,0.042644337,0.056583528,0.070389328
TACSTD2,7.986979709,7.753350481,7.877989585,7.752547906,7.493455201,7.611098591
TADA1,4.086613947,3.930737338,4.070389328,4.148934105,3.787641414,3.875780063
TADA2A,3.218781168,3.19061486,2.867896464,3.021479727,2.969012308,2.922197848
TADA2B,4.354028938,4.21800615,4.232660757,4.13422094,3.973611276,3.996388746
TADA3,7.192194165,7.29259772,7.138834943,7.514280096,7.502632935,7.481638002
TAF1,4.328405659,4.092545742,4.12763328,4.597531174,4.513490746,4.506525779
TAF10,6.844234988,6.85723458,6.79363582,6.86628983,6.855616023,6.710117632
TAF11,6.423746229,6.182890893,6.285217246,6.033863452,5.844234988,5.898450233
TAF12,5.498889087,5.377817853,5.368768349,5.48058827,5.333423734,5.332707934
TAF13,6.63008507,6.208478242,6.435628594,6.67990229,6.309430878,6.372081484
TAF15,6.499048598,6.40888166,6.40173285,6.163699987,6.014801602,6.031659854
TAF1A,2.689299161,2.339137385,2.711494907,2.587364991,2.22342255,2.485426827
TAF1B,4.130107179,3.783456654,3.766595162,3.983677695,3.75595577,3.941106311
TAF1C,5.215290306,5.500802053,5.470211457,4.832890014,5.027684877,5.013908845
TAF1D,5.285772093,4.623515741,5.064796646,5.171527106,4.845991771,4.910252963
TAF1L,0.163498732,0.111031312,0.084064265,0.23878686,0.22650853,0.084064265
TAF2,4.952333566,4.61117238,4.705425039,4.508428653,4.366671916,4.390942773
TAF3,4.089159132,3.808385051,3.83491343,3.939226578,3.725741157,3.625270489
TAF4,4.586764743,4.224194664,4.327687364,4.618825953,4.17951105,4.323370069
TAF4B,1.541019153,1.22650853,1.63691458,0.50589093,0.411426246,0.545968369
TAF5,2.553360503,2.189033824,2.3950628,2.657640005,2.301587647,2.61117238
TAF5L,4.776103988,4.704871964,4.67468662,4.478324711,4.425593578,4.499527024
TAF6,6.317955218,6.462706751,6.399000148,6.348374075,6.412612185,6.420718183
TAF6L,4.702103407,4.630521963,4.762348816,4.803743669,4.924099886,4.865423978
TAF7,7.664198369,7.250393173,7.387845013,7.741938819,7.426767933,7.532161085
TAF7L,0.895302621,0.687060688,0.748461233,1.070389328,0.731183242,0.86393845
TAF8,3.102658131,3.119356177,3.124328135,3.207892852,3.139142019,3.124328135
TAF9,7.065658471,6.769771739,6.923624611,6.8628233,6.767787198,6.781621998
TAF9B,5.14689956,4.521678952,4.656496371,5.028127082,4.678071905,4.741466986
TAGAP,0,0,0,0,0.22650853,0
TAGLN,3.524815928,3.663344619,3.714795011,3.913607512,4.025914699,3.868884273
TAGLN2,9.413522156,9.547839231,9.510764168,8.779292556,8.869285377,8.798504203
TAGLN3,0.056583528,0,0.201633861,0.056583528,0,0
TAL1,0,0,0,0,0,0
TAL2,0.23878686,0,0.189033824,0.50589093,0,0.35614381
TALDO1,8.069422914,8.21514467,8.072266615,7.446421667,7.500084988,7.524189078
TAMM41,4.767125077,4.846994687,4.874796966,4.442280035,4.322649262,4.64096791
TANC1,3.553360503,3.152183419,3.401903472,3.442280035,3.109360559,3.326249701
TANC2,5.384740587,5.144862143,5.168321116,4.254745198,4.115199749,4.089159132
TANGO2,4.669593751,4.716442237,4.780310099,4.242602506,4.347665656,4.331275267
TANGO6,2.207892852,2.241840184,1.974529312,1.89917563,1.673556424,1.769771739
TANK,6.020813304,5.91981677,5.911451912,5.898933872,5.744699314,5.686220365
TAOK1,4.312519967,3.656496371,3.925999419,4.263034406,3.731183242,3.913607512
TAOK2,5.715618859,5.778208576,5.801158656,5.725468513,5.715069679,5.686500527
TAOK3,4.71918344,4.393004257,4.381975479,3.95419631,3.709290636,3.781359714
TAP1,6.558420713,6.557195625,6.621026189,4.280213996,4.495695163,4.381975479
TAP2,5.868637384,5.97475873,6.092968509,3.416839742,3.665620164,3.64038956
TAPBP,6.855616023,6.700578432,6.657640005,5.887037791,5.689019541,5.649328041
TAPBPL,4.872336288,4.882643049,4.869871406,3.654206378,4.069530325,3.89917563
TAPT1,3.277984747,2.739848103,2.865918815,3.319039816,2.918386234,3.09423607
TAPT1-AS1,0.59454855,0.50589093,1.163498732,0.575312331,0.389566812,0.333423734
TARBP1,4.13093087,3.897240426,4.007195501,3.864928972,3.653060017,3.705977902
TARBP2,5.691534165,5.985272714,5.870611313,5.881175155,6.112491636,6.079378111
TARDBP,6.216260837,5.938521046,6.053545818,6.11353382,5.963936452,6.04592344
TARM1,0,0,0,0,0,0
TARP,3.102658131,2.89917563,2.744161096,1.59454855,1.871843649,1.427606173
TARS,6.56208975,6.24697806,6.28872768,5.972462907,5.602290585,5.66987716
TARS2,5.855740592,5.839455765,5.818901676,5.595145568,5.69543711,5.758089934
TARSL2,3.140778656,2.726831217,2.82374936,3.584962501,3.211012193,3.430285273
TAS1R1,0.056583528,0.150559677,0.056583528,0.176322773,0.070389328,0.163498732
TAS1R2,0.028569152,0,0,0.028569152,0,0
TAS1R3,0.263034406,0.163498732,0.310340121,0.526068812,0.443606651,0.214124805
TAS2R1,0,0,0,0,0,0
TAS2R10,0,0.111031312,0.263034406,0.084064265,0,0.35614381
TAS2R13,0,0,0,0,0,0.070389328
TAS2R14,0.575312331,0.495695163,0.35614381,0.35614381,0.695993813,0
TAS2R16,0,0,0,0,0,0
TAS2R19,0,0,0,0,0.321928095,0.250961574
TAS2R20,0.584962501,0.855989697,0.757023247,0.86393845,0.713695815,0.695993813
TAS2R3,0,0,0,0,0,0
TAS2R30,0,0,0,0,0.111031312,0
TAS2R31,0.298658316,0,0,0.137503524,0.097610797,0
TAS2R38,0,0,0,0,0,0
TAS2R39,0,0,0,0,0,0
TAS2R4,0,0,0,0,0,0
TAS2R40,0,0,0,0,0,0
TAS2R41,0,0,0,0,0,0
TAS2R42,0,0,0,0,0,0
TAS2R43,0.084064265,0.111031312,0,0,0,0
TAS2R46,0.084064265,0,0,0,0,0
TAS2R5,0.632268215,0.411426246,0.111031312,0.23878686,0.250961574,0.748461233
TAS2R50,0.084064265,0,0,0.070389328,0,0.124328135
TAS2R60,0,0,0,0,0,0
TAS2R7,0,0,0,0,0,0
TAS2R8,0,0,0,0,0,0
TAS2R9,0,0,0,0,0,0
TASP1,4.387500406,4.328405659,4.212569339,4.63691458,4.392317423,4.204766751
TAT,0.411426246,0.124328135,0.201633861,0.310340121,0.333423734,0.298658316
TATDN1,7.580748492,7.280863545,7.407862567,7.393519168,7.35473424,7.470292816
TATDN2,5.801676029,5.739037979,5.698774109,5.161887682,5.09000653,5.049195106
TATDN3,3.250961574,3.065227623,3.03562391,3.266036894,3.246408087,3.023255352
TAX1BP1,6.783980414,6.316688823,6.441284272,7.055065473,6.710393192,6.761684194
TAX1BP3,7.085233429,7.214804795,7.179212448,5.902797158,6.030777472,5.95373085
TAZ,4.083213368,4.123500664,4.254745198,4.318316841,4.135042286,4.075532631
