gene_id,MCF7_1,MCF7_2,MCF7_3,FulR_1,FulR_2,FulR_3
A1BG,2.280956314,2.541019153,2.801158656,3.553360503,3.455491621,3.523561956
A1BG-AS1,1.963474124,2.244887059,1.843983844,2.687060688,2.763411574,2.825785627
A1CF,0,0.028569152,0,0.014355293,0.070389328,0.014355293
A2M,0.713695815,0.948600847,0.59454855,0.084064265,0.028569152,0.070389328
A2M-AS1,1.310340121,0.948600847,1.321928095,1.570462931,1.344828497,1.411426246
A2ML1,0.176322773,0.214124805,0.298658316,0.014355293,0.056583528,0.042644337
A2MP1,0.070389328,0.084064265,0.097610797,0,0.084064265,0
A3GALT2,0.150559677,0,0.124328135,0.070389328,0,0
A4GALT,3.396433531,3.628773595,3.407352751,1.427606173,1.367371066,1.321928095
A4GNT,0.042644337,0,0,0,0,0
AA06,0,0,0,0,0,0
AAAS,5.71259578,5.914086097,5.763145958,6.182890893,6.234961095,6.235152624
AACS,5.610286657,5.541019153,5.469560422,5.161081482,5.056149961,5.069100632
AACSP1,0.275007047,0.35614381,0.111031312,0.650764559,0.263034406,0.622930351
AADAC,0.056583528,0.124328135,0.084064265,0.042644337,0,0
AADACL2,0,0,0,0,0,0
AADACL3,0,0,0,0,0,0
AADACL4,0,0,0,0,0,0
AADAT,2.855989697,2.618238656,3.010779839,2.214124805,2.150559677,2.389566812
AAED1,3.56193706,3.010779839,3.458119481,3.267535798,2.965322548,2.711494907
AAGAB,6.61176256,6.277612871,6.378858383,6.346602375,6.163699987,6.221683781
AAK1,2.257010618,1.937344392,1.855989697,1.752748591,1.541019153,1.560714954
AAMDC,5.560409266,5.642412773,5.426600226,5.993221467,5.931210275,5.740657772
AAMP,7.815703503,7.906469748,7.941517176,7.661493093,7.694392713,7.714863683
AANAT,0.150559677,0.111031312,0,0.214124805,0.111031312,0.887525271
AAR2,5.445594291,5.502712486,5.461724992,5.359661722,5.526381863,5.427606173
AARD,5.817879032,5.394719913,5.621172753,1.257010618,1.565597176,1.137503524
AARS,7.735860608,7.67616866,7.642123916,7.5389261,7.478001056,7.455984709
AARS2,3.776103988,3.762348816,3.808385051,3.488000771,3.488000771,3.507160349
AARSD1,4.433627167,4.603477988,4.521678952,4.295723025,4.412781525,4.176322773
AASDH,2.678071905,2.182692298,2.482848283,2.927896454,2.778208576,2.767654798
AASDHPPT,5.06091205,4.500802053,4.713695815,4.410069692,4.263034406,4.366671916
AASS,1.042644337,0.918386234,0.879705766,1.378511623,1.214124805,1.321928095
AATF,5.587064898,5.416501993,5.468257468,5.191799501,4.950934928,4.94016675
AATK,1.906890596,1.925999419,1.918386234,0.948600847,0.948600847,0.807354922
AATK-AS1,0,0,0,0.042644337,0.070389328,0
ABAT,6.056800263,5.905206469,5.917431755,5.23610989,5.104755987,5.098032083
ABCA1,0.604071324,0.5360529,0.622930351,0.070389328,0.124328135,0.084064265
ABCA10,0.201633861,0.189033824,0.163498732,0.298658316,0.150559677,0.214124805
ABCA11P,3.168321116,3.292781749,3.331991778,3.087462841,3.428946345,3.314696526
ABCA12,4.279471296,3.857980995,3.917431755,2.887525271,2.618238656,2.613531653
ABCA13,0.056583528,0.042644337,0.056583528,0.028569152,0.056583528,0.028569152
ABCA17P,0.526068812,0.454175893,0.389566812,1.214124805,1.195347598,1.35614381
ABCA2,5.923386916,5.9800253,6.029452886,6.041549645,6.060047384,6.121844298
ABCA3,4.63343121,4.61117238,4.718087584,5.070818638,4.985955755,5.04745114
ABCA4,0.669026766,0.526068812,0.464668267,0.042644337,0.056583528,0.028569152
ABCA5,2.819668183,2.140778656,2.427606173,3.280956314,2.912649865,3.026800059
ABCA6,0.056583528,0,0.028569152,0.084064265,0.097610797,0.028569152
ABCA7,2.782408565,2.895302621,2.99095486,2.589763487,2.572889668,2.367371066
ABCA8,0,0,0,0.014355293,0,0
ABCA9,0.40053793,0.344828497,0.59454855,0.669026766,0.495695163,0.495695163
ABCB1,0.028569152,0.028569152,0.028569152,0,0,0
ABCB10,3.901108243,3.559491813,3.659924558,3.892391026,3.305970521,3.57167681
ABCB11,0,0,0,0,0,0
ABCB4,1.097610797,0.933572638,1.077242999,1.910732662,2.169925001,1.835924074
ABCB5,0.565597176,0.378511623,0.713695815,0.454175893,0.5360529,0.584962501
ABCB6,5.589164237,5.530133184,5.517590658,5.073391816,4.907371414,4.862947248
ABCB7,3.835924074,3.854993017,3.807354922,3.953265239,3.855989697,3.885574364
ABCB8,4.539158811,4.816087659,4.638073837,4.469885976,4.523561956,4.454833907
ABCB9,3.87774425,3.964398632,4.069530325,3.805292456,3.801158656,3.841973119
ABCC1,4.13093087,4.046141782,3.964398632,3.724650272,3.657640005,3.552131108
ABCC10,3.61117238,3.681449265,3.593353771,2.64385619,2.859969548,2.629939409
ABCC11,1.327687364,1.10433666,1.201633861,1.214124805,1.327687364,1.350497247
ABCC12,0.014355293,0.014355293,0.097610797,0,0,0
ABCC13,0.782408565,0.5360529,0.669026766,0,0,0.084064265
ABCC2,1.007195501,0.669026766,0.98550043,1.526068812,1.485426827,1.275007047
ABCC3,6.378338212,6.492654371,6.424082287,6.048759312,6.120808102,6.005624549
ABCC4,3.313245852,2.861955364,2.965322548,1.526068812,1.510961919,1.344828497
ABCC5,5.820178962,5.859472667,5.834154981,4.939696741,4.871350841,4.890933022
ABCC5-AS1,0,0,0,0,0,0
ABCC6,0.704871964,0.918386234,1.220329955,1.416839742,1.992768431,1.691534165
ABCC6P1,0,0,0,0,0,0
ABCC6P2,0.97819563,0.575312331,0,1.344828497,0.887525271,1.207892852
ABCC8,1.448900951,1.560714954,1.659924558,1.40053793,1.526068812,1.550900665
ABCC9,4.169925001,3.552131108,3.676944359,4.139142019,3.682573297,3.721372659
ABCD1,5.177917792,5.283180979,5.294620749,4.012568674,4.069530325,4.021479727
ABCD2,0,0,0,0,0.014355293,0
ABCD3,5.192588722,4.602884409,4.821199978,4.317593505,3.909773104,3.94204526
ABCD4,3.797012978,3.795974694,3.727920455,4.22881869,4.296457407,4.316869805
ABCE1,5.486714373,4.736063628,5.007644031,5.055282436,4.632268215,4.751142325
ABCF1,6.051589621,6.019701914,5.997969782,5.689299161,5.597531174,5.613826291
ABCF2,6.040015679,5.888499736,5.886550147,5.336997417,5.351910961,5.327328083
ABCF3,5.73470962,5.884842094,5.890933022,4.917431755,4.925049965,4.974988112
ABCG1,4.764473551,4.740387932,4.627606838,4.367371066,4.441616269,4.358255587
ABCG2,4.129283017,3.85698569,3.904002316,2.981852653,2.655351829,2.500802053
ABCG4,0.028569152,0,0.028569152,0.056583528,0,0.028569152
ABCG5,0,0,0,0,0,0
ABCG8,0,0,0,0,0,0.084064265
ABHD1,0.632268215,0.50589093,1.195347598,1.531069493,1.516015147,1.773996325
ABHD10,3.659924558,3.250961574,3.298658316,3.307428525,3.147306699,3.153805336
ABHD11,6.960465374,6.987093437,6.974070367,6.617651119,6.638363506,6.494895575
ABHD12,7.449643906,7.272116528,7.377297306,7.791293149,7.715824748,7.721030813
ABHD12B,0,0,0,0,0,0
ABHD13,2.937344392,2.277984747,2.56315813,2.809414444,2.35614381,2.582556003
ABHD14A,4.353323291,4.493134922,4.543495883,4.183486514,4.200064862,4.14974712
ABHD14A-ACY1,1.454175893,1,1.700439718,1.650764559,2.931683057,2.550900665
ABHD14B,4.892391026,5.085339669,4.930264245,5.229972385,5.451211112,5.394376945
ABHD15,4.465321514,4.207892852,4.205548911,4.416164165,4.163498732,4.13093087
ABHD16A,5.651912745,5.801417366,5.841469999,5.479941901,5.566206293,5.503348735
ABHD16B,3.917431755,3.607626221,4.085764554,4.397802962,4.028569152,4.362469889
ABHD17A,6.195544459,5.936637939,6.214707673,6.076388069,5.608217853,5.718361626
ABHD17B,3.608809243,3.478971805,3.324810603,3.341985747,3.153805336,3.070389328
ABHD17C,6.28872768,5.747655933,6.027905997,6.629939409,6.278728213,6.409560655
ABHD2,5.331275267,5.06608919,5.115615931,4.405311683,4.204766751,4.316145742
ABHD3,3.327687364,3.084064265,3.447579197,2.726831217,2.503348735,2.634593268
ABHD4,4.781359714,5.097189387,5.019257119,4.183486514,4.34269696,4.201633861
ABHD5,3.264536431,2.972692654,3.14404637,2.871843649,2.599317794,2.784503983
ABHD6,1.560714954,1.510961919,1.555816155,1.15704371,1.014355293,1.111031312
ABHD8,3.148934105,3.317593505,3.270528942,3.475084883,3.423578171,3.57167681
ABI1,5.148120631,4.966245873,4.978653265,5.394033895,5.257010618,5.24830712
ABI2,4.942983598,4.683696454,4.765004246,5.067380578,4.925999419,4.950001749
ABI3,0,0.189033824,0,0.097610797,0.097610797,0
ABI3BP,0.014355293,0,0.084064265,0,0,0
ABL1,5.100136671,5.145269857,4.934044647,5.188242656,5.152994605,5.074676686
ABL2,2.803227036,2.533563348,2.56315813,2.572889668,2.364572432,2.336283388
ABLIM1,3.768713657,3.478971805,3.459431619,3.344828497,3,3.185866545
ABLIM2,1.589763487,1.495695163,1.575312331,0.82374936,0.956056652,1.137503524
ABLIM3,3.737686761,3.807354922,3.684818738,3.855989697,3.839959587,3.790772038
ABO,0,0,0,0,0,0
ABR,5.861459166,5.942279902,5.858975614,5.226123143,5.246788094,5.224194664
ABRA,0,0,0,0,0,0
ABRACL,6.231893162,6.264911693,6.182295025,5.74281467,5.533874777,5.563463237
ABT1,5.149340669,5.324810603,5.117695043,4.736604875,4.783456654,4.757556689
ABTB1,3.168321116,3.228049048,3.426264755,2.339137385,2.344828497,2.715893371
ABTB2,3.962549023,4.09085343,4.027684877,3.212569339,3.158660175,3.218781168
ACAA1,6.635464198,6.637349411,6.566054038,6.34020618,6.244887059,6.180903709
ACAA2,6.93321853,6.799475911,6.802193217,6.552438555,6.523248293,6.46727948
ACACA,4.509695842,4.468583317,4.44625623,4.279471296,4.233427944,4.271276259
ACACB,2.010779839,1.941106311,2,2.327687364,2.250961574,2.304511042
ACAD10,3.582556003,3.57167681,3.360364277,3.632268215,3.655351829,3.66106548
ACAD11,4.073820233,3.884597921,3.931683057,2.580145484,2.451540833,2.87774425
ACAD8,4.511594542,4.452858965,4.502712486,4.286881148,4.19298317,4.285402219
ACAD9,5.393690764,5.283921772,5.23227701,4.599912842,4.593353771,4.541638734
ACADL,0.263034406,0.23878686,0,0,0,0.042644337
ACADM,3.868884273,3.763411574,3.737686761,3.955126781,3.519793486,3.743084056
ACADS,4.328405659,4.444932049,4.545350645,3.783456654,3.590961241,3.784503983
ACADSB,3.723558561,3.40599236,3.588564737,4.403949364,4.204766751,4.286141873
ACADVL,7.844046634,7.885025196,7.849248703,7.710530952,7.635464198,7.591634541
ACAN,0.014355293,0.042644337,0,0.014355293,0.028569152,0
ACAP1,1.070389328,1.627606838,0.98550043,1.438292852,1.726831217,1.773996325
ACAP2,3.859969548,3.044394119,3.350497247,3.462052319,2.871843649,2.857980995
ACAP3,4.808385051,4.89772447,4.893362211,5.22342255,5.192588722,5.151371776
ACAT1,5.535741941,5.432959407,5.589763487,5.697940583,5.793895883,5.781621998
ACAT2,6.473949222,6.427438564,6.288543133,5.975446766,5.858727024,5.886062338
ACBD3,5.578636862,5.17990909,5.297558281,5.668743189,5.3323499,5.441616269
ACBD4,3.619413011,3.753818443,3.813524689,3.618238656,3.898208353,3.868884273
ACBD5,4.976363636,4.600507645,4.739848103,4.906409617,4.587364991,4.801676029
ACBD6,6.573344228,6.303050085,6.408032466,6.244696818,6.146492307,6.149950302
ACBD7,3.50589093,3.114367025,3.404630684,4.769242795,4.59812696,4.669026766
ACCS,2.761285273,3.03562391,2.809414444,2.752748591,2.859969548,2.983677695
ACCSL,0,0,0,0,0,0
ACD,4.512226887,4.805808349,4.782408565,4.268284667,4.512858954,4.374343989
ACE,1.163498732,0.839959587,1.063502942,1.378511623,1.469885976,1.550900665
ACE2,0.176322773,0.201633861,0.137503524,0.176322773,0.056583528,0.097610797
ACER1,0.070389328,0.097610797,0.111031312,0.137503524,0,0.214124805
ACER2,3.001802243,2.937344392,2.983677695,2.893362211,2.731183242,2.742006211
ACER3,3.481557281,2.807354922,3.122672719,3.416839742,3.142413438,3.008988783
ACHE,2.901108243,2.691534165,2.687060688,2.901108243,2.678071905,2.582556003
ACIN1,6.486231678,6.598573638,6.526851312,6.274820737,6.30560579,6.28798935
ACLY,7.282995721,7.185866545,7.167217409,7.342074668,7.266224342,7.250677401
ACMSD,0.189033824,0,0,0.056583528,0,0
ACN9,0,0,0,0,0,0
ACO1,4.128458384,3.895302621,3.937344392,4.231893162,4.100977648,4.001802243
ACO2,6.604516165,6.680324357,6.492974756,6.284847229,6.313608657,6.211401637
ACOT1,3.460742564,3.737686761,3.504620392,3.080657663,3.021479727,3.047887329
ACOT11,1.15704371,1.150559677,1.10433666,0.604071324,0.695993813,0.659924558
ACOT12,0.042644337,0,0.056583528,0.111031312,0,0
ACOT13,3.991861931,3.965322548,4.059182199,3.757023247,3.95419631,3.828834649
ACOT2,5.963242904,5.712045449,5.980939266,5.477029653,5.371558863,5.387155718
ACOT4,4.609991295,4.367371066,4.529196268,4.675815931,4.478324711,4.607626221
ACOT6,0,0,0,0.454175893,0,0.22650853
ACOT7,6.000225403,6.097610797,6.000901403,5.814550423,5.892633883,5.871597266
ACOT8,4.551516018,4.710393192,4.59812696,4.716442237,4.938285792,4.694880193
ACOT9,4.560714954,4.59454855,4.456149035,4.492494152,4.341985747,4.440952198
ACOX1,4.34269696,4.000901403,4.059182199,4.283180979,4.047887329,4.020591095
ACOX2,1.952333566,1.82374936,1.883620816,1.495695163,1.438292852,1.500802053
ACOX3,4.215678597,4.189824559,4.08491466,3.371558863,3.224966365,3.324810603
ACOXL,1.220329955,0.918386234,1.150559677,0.565597176,0.565597176,0.475084883
ACP1,7.549130061,7.361856069,7.387155718,7.462788534,7.353587949,7.337175869
ACP2,5.855740592,5.99095486,5.816343705,5.344118335,5.372952098,5.380590934
ACP5,0.622930351,0.82374936,0.782408565,0.097610797,0.263034406,0.298658316
ACP6,5.21800615,5.346956889,5.385085854,6.202417722,6.122672719,6.086826218
ACPL2,2.957914599,2.849999259,2.912649865,3.237257771,3.116031993,3.140778656
ACPP,0.659924558,0.86393845,1.042644337,0.250961574,0.214124805,0.137503524
ACPT,0.176322773,0,0.176322773,0.214124805,0.40053793,0.176322773
ACR,0.584962501,0.286881148,0.176322773,0.250961574,0.214124805,0.084064265
ACRBP,0.163498732,0.35614381,0.070389328,0.35614381,0.056583528,0.286881148
ACRC,1.09085343,1.117695043,0.839959587,1.327687364,0.815575429,1.244887059
ACRV1,0.713695815,1.250961574,0.992768431,1.195347598,1.22650853,1.257010618
ACSBG1,0.111031312,0.176322773,0.201633861,0.214124805,0.097610797,0.150559677
ACSBG2,0.163498732,0.111031312,0,0.298658316,0.40053793,0.042644337
ACSF2,5.489928219,5.557042415,5.541019153,5.674404154,5.789990019,5.590661896
ACSF3,4.164303583,4.366671916,4.303780748,4.04701482,4.14404637,4.065227623
ACSL1,5.538538164,5.270155139,5.14363831,4.380590934,4.079804755,4.061776198
ACSL3,7.515305605,7.051807107,7.279842694,7.593652558,7.236492618,7.389566812
ACSL4,0.097610797,0.056583528,0.163498732,0.526068812,0.321928095,0.555816155
ACSL5,0.641546029,0.86393845,0.40053793,0.042644337,0.097610797,0.070389328
ACSL6,0.201633861,0.137503524,0.070389328,0.275007047,0.176322773,0.124328135
ACSM1,0,0.097610797,0.056583528,0.298658316,0.275007047,0.275007047
ACSM2A,0.056583528,0.070389328,0,0,0,0
ACSM2B,0,0,0,0,0,0
ACSM3,0.286881148,0.367371066,0.35614381,1.182692298,1.570462931,0.722466024
ACSM4,0,0.056583528,0.070389328,0.084064265,0.056583528,0
ACSM5,0,0,0,0,0,0
ACSS1,4.849498932,4.886062338,4.910252963,5.447909749,5.492494152,5.440620048
ACSS2,4.959770155,4.860466259,4.832890014,4.759688488,4.793895883,4.713145902
ACSS3,5.422569411,5.209063395,5.242221395,4.883132016,4.797012978,4.653060017
ACTA1,0,0.263034406,0,0.35614381,0.250961574,0.485426827
ACTA2,3.901108243,4.115199749,3.951401292,3.314696526,3.317593505,3.049630768
ACTB,11.61396438,11.54539891,11.46109058,11.1129542,11.00520347,10.92305259
ACTBL2,0,0,0,0,0,0
ACTC1,0,0,0,0,0,0
ACTG1,11.4012742,11.54634467,11.49762234,11.29629679,11.4101068,11.38122929
ACTG1P4,0,0.150559677,0.056583528,0.310340121,0.097610797,0
ACTG2,6.504143652,6.570614722,6.448405435,0.23878686,0.310340121,0.275007047
ACTL10,2.503348735,1.989139007,2.516015147,3.187451054,2.691534165,2.956056652
ACTL6A,6.13996057,5.918624756,5.930027641,5.359661722,5.294253136,5.316507819
ACTL6B,0,0,0,0,0,0
ACTL7A,0.056583528,0,0,0,0,0
ACTL7B,0.056583528,0.070389328,0,0.056583528,0.070389328,0
ACTL8,0,0.263034406,0.189033824,0,0,0
ACTL9,0,0,0,0,0,0
ACTN1,7.184776185,7.119356177,7.085976949,6.3305584,6.182295025,6.188242656
ACTN1-AS1,0.485426827,0,0,0,0.176322773,0.201633861
ACTN2,0.014355293,0,0,0,0,0
ACTN3,0.056583528,0.097610797,0.111031312,0.070389328,0,0
ACTN4,8.318587999,8.343363404,8.301404738,7.857732233,7.794870698,7.760819727
ACTR10,5.402244655,5.014355293,5.155020578,5.344118335,5.164303583,5.212569339
ACTR1A,6.174925683,6.185073638,6.152183419,6.430619811,6.399512924,6.372429792
ACTR1B,6.214707673,6.440453944,6.360013042,5.807870078,6.047669251,6.107478647
ACTR2,7.488884504,6.896514054,7.132885254,7.353499735,6.865423978,7.01658546
ACTR3,6.19711838,5.852747965,5.95489422,5.787380222,5.595742339,5.631395354
ACTR3B,3.510961919,3.465974465,3.538538164,3.709290636,3.670160514,3.613531653
ACTR3BP2,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0
ACTR3C,2.526068812,2.572889668,2.09085343,2.214124805,1.967168608,1.521050737
ACTR5,3.019701914,3.097610797,2.970853654,3.125981654,3.277984747,3.0721058
ACTR6,4.708739041,4.028569152,4.15704371,4.397118409,3.941106311,4.13422094
ACTR8,3.889473543,3.694880193,3.583759754,3.727920455,3.54225805,3.586164246
ACTRT1,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0
ACTRT3,1.316145742,1.580145484,1.59454855,0.678071905,0.687060688,0.22650853
ACVR1,4.657068301,4.61176256,4.350497247,4.234194723,3.964398632,4.302319051
ACVR1B,4.59812696,4.61176256,4.62058641,4.649040566,4.739308071,4.752748591
ACVR1C,0.097610797,0.124328135,0.042644337,0.056583528,0.137503524,0.014355293
ACVR2A,1.970853654,1.500802053,1.575312331,1.66448284,1.40053793,1.321928095
ACVR2B,1.851998837,1.485426827,1.718087584,2.211012193,1.891419187,1.90303827
ACVR2B-AS1,0.659924558,0.97819563,0.704871964,0.910732662,1.063502942,1.007195501
ACVRL1,0,0.028569152,0,0.014355293,0,0.028569152
ACY1,4.715893371,5.142821844,4.715344295,5.459103696,5.418864577,5.476057596
ACY3,0,0,0,0.056583528,0,0
ACYP1,3.733354341,3.71259578,3.725741157,4.130107179,4.247168,4.135863165
ACYP2,3.648465443,3.697106574,3.937344392,3.969933275,3.883620816,4.116031993
ADA,2.560714954,2.367371066,2.140778656,0.807354922,1.063502942,0.641546029
ADAD1,0,0,0,0,0,0
ADAD2,0.042644337,0,0.124328135,0,0,0.214124805
ADAL,3.198494154,2.883620816,2.859969548,3.426264755,3.263034406,3.336283388
ADAM10,5.205939832,4.754887502,4.912170803,5.350143602,5.040015679,5.080231272
ADAM11,1.263034406,1.40053793,1.521050737,1.560714954,1.495695163,1.469885976
ADAM12,0.23878686,0.137503524,0.124328135,0.111031312,0.22650853,0.028569152
ADAM15,7.775313975,7.827183896,7.7382274,7.603403804,7.541174073,7.481638002
ADAM17,4.951867504,4.643278996,4.743622676,4.515384461,4.35614381,4.276496666
ADAM18,0.111031312,0,0,0,0,0
ADAM19,0.056583528,0.111031312,0.042644337,0.056583528,0.070389328,0.042644337
ADAM1A,1.40053793,1.521050737,1.195347598,1.521050737,1.367371066,1.378511623
ADAM2,0.189033824,0.275007047,0.056583528,0.028569152,0,0
ADAM20,0.084064265,0,0,0,0.201633861,0.163498732
ADAM20P1,0.097610797,0,0.150559677,0.137503524,0.189033824,0.150559677
ADAM21,0.163498732,0,0,0.176322773,0.176322773,0.214124805
ADAM21P1,0.084064265,0.201633861,0.124328135,0.084064265,0,0.056583528
ADAM22,2.13422094,1.918386234,1.925999419,2.545968369,2.606442228,2.503348735
ADAM23,0.201633861,0.201633861,0.275007047,0.028569152,0.028569152,0.014355293
ADAM28,0.042644337,0,0,0,0,0
ADAM29,0.250961574,0.201633861,0.111031312,0,0,0.042644337
ADAM30,0,0,0,0,0,0
ADAM32,1.344828497,1.214124805,0.992768431,1.056583528,0.918386234,0.970853654
ADAM33,0,0,0,0,0,0
ADAM3A,0,0,0,0,0,0
ADAM5,0.042644337,0.124328135,0,0,0,0
ADAM6,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0
ADAM8,2.592158002,2.673556424,2.809414444,4.111031312,4.040892431,4.14974712
ADAM9,5.501120634,5.213736096,5.205548911,4.860962798,4.526068812,4.643278996
ADAMDEC1,0,0,0,0,0,0
ADAMTS1,0.070389328,0.176322773,0.124328135,0.097610797,0.028569152,0.124328135
ADAMTS10,0.014355293,0,0.056583528,0.014355293,0,0
ADAMTS12,0.014355293,0,0.070389328,0,0,0
ADAMTS13,1.570462931,1.713695815,1.86393845,2.510961919,2.550900665,2.627606838
ADAMTS14,0.014355293,0.014355293,0.028569152,0.028569152,0.042644337,0
ADAMTS15,0.565597176,0.782408565,0.454175893,0.070389328,0.084064265,0.084064265
ADAMTS16,0,0,0,0,0,0
ADAMTS17,0.59454855,0.367371066,0.333423734,0.432959407,0.422233001,0.495695163
ADAMTS18,0,0,0,0.014355293,0,0
ADAMTS19,3.785550552,3.584962501,3.593353771,1.432959407,1.432959407,1.416839742
ADAMTS2,0.042644337,0,0.042644337,0.014355293,0,0
ADAMTS20,0.367371066,0.475084883,0.275007047,0.815575429,0.669026766,0.464668267
ADAMTS3,0,0,0,0,0,0
ADAMTS4,0.310340121,0.855989697,0.378511623,0.669026766,0.275007047,0.50589093
ADAMTS5,0,0,0,0,0,0
ADAMTS6,0.070389328,0.028569152,0,0,0,0
ADAMTS7,0.263034406,0.378511623,0.432959407,0.163498732,0.163498732,0.275007047
ADAMTS8,0.028569152,0,0,0.042644337,0,0.189033824
ADAMTS9,2.5360529,2.671293372,2.508428653,1.655351829,1.5360529,1.589763487
ADAMTS9-AS2,0,0,0,0,0.176322773,0
ADAMTSL1,0.014355293,0,0,0,0,0
ADAMTSL2,0.263034406,0.084064265,0.275007047,0.321928095,0.516015147,0.298658316
ADAMTSL3,1.207892852,0.941106311,0.963474124,0.748461233,0.545968369,0.565597176
ADAMTSL4,0.275007047,0.275007047,0.298658316,0.495695163,0.50589093,0.286881148
ADAMTSL5,1.516015147,1.389566812,1.516015147,1.839959587,1.765534746,1.286881148
ADAP1,4.733896605,4.857980995,4.799605422,4.411426246,4.453517579,4.411426246
ADAP2,1.084064265,0.879705766,1.056583528,0.941106311,0.790772038,1.13093087
ADAR,8.029452886,7.864309976,7.856736756,7.387931152,7.219749355,7.201731867
ADARB1,4.075532631,3.971773447,3.883620816,3.204766751,3.351910961,3.279471296
ADARB2,0.042644337,0.111031312,0.028569152,0.042644337,0.042644337,0.028569152
ADARB2-AS1,0,0,0,0,0,0
ADAT1,4.894332742,4.657640005,4.628190335,4.64731451,4.343407822,4.510329019
ADAT2,1.042644337,0.956056652,0.992768431,0.773996325,1.063502942,0.59454855
ADAT3,2.910732662,2.298658316,3.142413438,2.778208576,1.959770155,2.513490746
ADC,1.007195501,1.250961574,1.195347598,1.389566812,1.367371066,1.214124805
ADCK1,3.666756592,3.832890014,3.879705766,3.385431037,3.690417096,3.524815928
ADCK2,4.956985925,4.809928866,4.964398632,5.046141782,4.762348816,4.837438715
ADCK3,4.198494154,4.40599236,4.221103725,4.189824559,4.19061486,4.209453366
ADCK4,4.906409617,4.983677695,5.051372102,5.091276694,5.110196178,5.174326515
ADCK5,4.337711092,4.539779192,4.627606838,3.63691458,3.933572638,3.808385051
ADCY1,2.046141782,1.867896464,1.922197848,1.887525271,1.773996325,1.757023247
ADCY10,0.097610797,0.124328135,0.097610797,0.111031312,0.097610797,0
ADCY10P1,0.298658316,0.137503524,0.367371066,0.201633861,0.214124805,0.286881148
ADCY2,0.028569152,0.014355293,0.028569152,0.028569152,0,0
ADCY3,4.781884235,4.87036472,4.911212202,3.850999395,3.806324057,3.862947248
ADCY4,0.111031312,0,0.070389328,0.150559677,0,0.028569152
ADCY5,5.073820233,5.123914459,5.005399988,5.100136671,5.118525849,5.034303768
ADCY6,4.516645558,4.714795011,4.556429415,5.221490455,5.242983516,5.160678213
ADCY7,0.321928095,0.575312331,0.475084883,0.35614381,0.35614381,0.378511623
ADCY8,0,0,0,0,0,0
ADCY9,3.415488271,3.368768349,3.173127433,2.493134922,2.313245852,2.493134922
ADCYAP1,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0
ADD1,6.374343989,6.306699707,6.28965006,6.274448044,6.143026004,6.076815597
ADD2,0.028569152,0,0.097610797,0.111031312,0.056583528,0.056583528
ADD3,2.13422094,1.650764559,1.790772038,1.485426827,1.339137385,1.459431619
ADD3-AS1,0,0,0,0,0,0
ADGB,0,0,0,0,0,0
ADH1A,0,0,0,0,0,0.084064265
ADH1B,0,0,0,0,0,0
ADH1C,0,0,0,0,0,0
ADH4,0.150559677,0.150559677,0.137503524,0.176322773,0.097610797,0.056583528
ADH5,6.11727946,5.949067966,6.007195501,6.281883675,6.154818109,6.223615617
ADH6,0.028569152,0.150559677,0.526068812,0,0,0
ADH7,0.070389328,0,0,0,0,0
ADHFE1,1.22650853,1.232660757,1.339137385,1.310340121,1.042644337,1.049630768
ADI1,7.386293635,7.237448996,7.307701737,7.568564198,7.388017285,7.500324049
ADIG,0,0,0,0,0,0.298658316
ADIPOQ,0.111031312,0,0.028569152,0.137503524,0.097610797,0.214124805
ADIPOQ-AS1,0.042644337,0,0.070389328,0.056583528,0.163498732,0
ADIPOR1,7.445014846,7.355879621,7.367982544,7.274354856,7.161887682,7.225352061
ADIPOR2,7.979225105,7.766926382,7.860466259,7.012792122,6.781753122,6.871843649
ADIRF,3.910732662,4.140778656,3.881664619,5.268658955,5.068240861,5.427606173
ADK,6.416333089,6.120808102,6.254178286,6.437627248,6.265474403,6.321386983
ADM,4.854993017,4.765534746,4.719731057,2.46727948,2.488000771,2.440952198
ADM2,2.488000771,2.625270489,2.523561956,2.673556424,2.757023247,2.967168608
ADM5,2.23572706,2.257010618,2.269033146,2.584962501,2.618238656,2.776103988
ADNP,6.840589118,6.484299281,6.560714954,6.936755705,6.699190692,6.669735463
ADNP2,4.231893162,4.084064265,4.059182199,4.142413438,3.904002316,4.012568674
ADO,4.244887059,3.746312766,3.968090752,4.286881148,4.060047384,4.136683578
ADORA1,2.166715445,2.35614381,2.307428525,1.3950628,1.286881148,1.448900951
ADORA2A,0.632268215,0.389566812,0.40053793,0.22650853,0.97819563,0
ADORA2A-AS1,0.097610797,0.378511623,0.137503524,0.150559677,0.263034406,0.097610797
ADORA2B,1.555816155,1.117695043,1.321928095,0.731183242,1.077242999,0.669026766
ADORA3,0.042644337,0,0,0,0,0
ADPGK,5.323730338,5.216842843,5.236875245,5.054414388,4.908812908,5.034303768
ADPGK-AS1,0.124328135,0.042644337,0,0.028569152,0.042644337,0
ADPRH,1.565597176,1.570462931,1.389566812,0.831877241,1.084064265,1.163498732
ADPRHL1,4.428276414,4.486070744,4.283921772,4.842978832,4.870857864,4.851499202
