"","WS8V_1","WS8V_2","MCF7V_1","MCF7V_2","TAMRV_1","TAMRV_2"
"DNM2",7.6373791141333,7.843044811126,7.39662192845021,7.52683709274627,7.5639853966022,7.79066222525996
"DNM3",1.59325224670728,1.64908793161932,1.42900117081124,1.36220412346798,0.406261127504389,0.315088437626102
"DNMBP",5.0747178845197,5.22231466986579,5.08144775266711,4.9642876847435,4.42337288581841,4.32974153281651
"DNMT1",7.67225825729278,7.82579319229276,7.39375881791093,7.26790316557479,7.81310137025138,7.68687586522869
"DNMT3A",6.54043187128238,6.61260999506414,6.47805037019272,6.63860941706557,5.09555296578069,4.92486980389147
"DNMT3B",4.84992747061722,4.98789051189001,4.57723470886507,4.85146841282888,5.74384418606299,5.73335835554282
"DNMT3L",0,0.151445171255283,0,0,0,0.0972594425371069
"DNPEP",6.41184943406393,6.41527470118647,7.04115785784712,6.63114995678912,6.29942902665848,6.35438044970237
"DNPH1",5.06019227068874,5.23487336811822,5.92107130078312,5.65634490278142,5.52996706706536,5.77224319681229
"DNTT",2.29280796244506,0,0,0.857053706653653,0.0541482923380234,0
"DNTTIP1",4.15446902808012,4.28705372507441,4.49909501644586,4.20822661352089,4.32125661780852,4.41867219213705
"DNTTIP2",5.56162889922369,5.47915217866314,5.3788791476728,5.18099861268791,5.70321306455556,5.53101873551204
"DOC2A",3.38365666703922,3.43087477181585,4.11910426010475,4.28714317304651,4.23727979847316,4.40922845238353
"DOC2B",0,0,0.0612923439281745,0,0,0
"DOCK1",6.11335073557523,6.06505773553346,6.1530582069942,6.39715866643279,6.06512894684932,6.08736329810967
"DOCK10",1.94741211134787,2.02905327557329,3.80487009638402,3.08091099556538,1.45472455318542,1.42030882042482
"DOCK11",3.27081635242781,2.71610421359482,0.429963942037948,1.25051782636861,4.04682884417154,4.03364864443799
"DOCK2",0,0.0522681867367762,0,0,0,0
"DOCK3",1.59325224670728,1.65069214165331,0.563060525102073,1.47764503656879,0.939530209912459,0.982840078239766
"DOCK4",2.47334434565631,2.63651638686912,1.84352675041626,1.69205831057519,0.304758265705171,0.566834855463226
"DOCK5",6.52688018463203,6.61673990367621,6.00008092363213,6.09876899747378,5.9398170055944,6.03021772224175
"DOCK6",6.74436856898868,6.95652977952966,6.08656378730398,6.54504180547592,6.820691282478,6.9022053211253
"DOCK7",5.81895434706795,5.76323434757547,5.69553622738028,5.87436440861432,5.37837781301274,5.18073717742419
"DOCK8",4.43942485084359,4.43172557568448,4.71448628395742,4.70355820778072,4.17721676951419,4.8309135751795
"DOCK9",5.03669745841427,5.05944752758127,4.838046543671,5.01238210535928,5.54101714199173,5.51443856796409
"DOHH",3.5536987706874,3.7600446393645,4.0092767131659,3.62270929967357,4.20170791679864,4.39926294207611
"DOK1",1.25375726194861,1.44997864901961,2.32762899450577,1.82280287535772,2.42319109077599,2.37109818531248
"DOK2",0,0,0,0,0,0.0972594425371069
"DOK3",3.0038760099616,3.03055550829421,3.38339293488029,2.70603331109933,2.2866395983176,1.92206644491852
"DOK4",4.03604296926713,3.77446103266207,4.53586971444193,4.45859915614172,3.68811345839713,3.77164069112637
"DOK5",0,0,0.0612923439281745,0,0,0
"DOK6",0.0632663136187197,0,1.68410086195471,1.63666952716699,0,0
"DOK7",4.30948228090204,4.76827553892185,3.85165845284101,3.98164717909676,3.8835941194726,3.4631369347158
"DOLK",4.9135404763966,5.10232329133275,5.24704656874226,5.00516231218342,4.81137630109269,4.88208360573832
"DOLPP1",5.24624794155508,5.34771303074467,5.27185299096351,5.200020640407,4.96236873931635,4.9406435034076
"DONSON",4.08966411796366,4.11117100011028,3.5652713159132,3.2474074880739,4.85958286760539,4.77400082499034
"DOPEY1",4.4331102506666,4.44234677589566,4.72588643583533,4.89157942362635,3.60826651269961,3.53824409510304
"DOPEY2",6.59840119341968,6.8306316278174,6.56244920809807,6.52950600270364,6.64100583746317,6.70901191659346
"DOT1L",6.16475901132297,6.39260614099386,5.98335755813875,6.2011515669659,6.32436644988472,6.48634623267448
"DPAGT1",6.49869713747225,6.81301329381843,5.72789057343861,6.10466665413913,6.25354917294048,6.27143517406165
"DPCD",3.63069443468341,3.48524009388838,3.72670114191455,3.65506701831445,3.77139947886857,4.21687450731099
"DPCR1",0.291772185053181,0.331426440488536,0.0612923439281745,0,0.106337384600989,0.0972592779434546
"DPEP1",0.161719003577672,0,0,0,0.106337553747695,0
"DPEP2",0.0632663136187197,0,0.0612923439281745,0,0,0
"DPEP3",0,0,0,0,0,0
"DPF1",1.18428633788362,1.27339335849206,1.40761867753276,1.1638129160236,1.17324235358537,1.40076452674488
"DPF2",6.55255583936727,6.79254181291862,5.71278519782459,6.02788643423087,5.9226949706553,6.08001922768866
"DPF3",0.989192348857909,1.41154694050935,2.46061531689733,2.55872729283382,1.6339086023252,1.64212279605987
"DPH1",4.94049427386053,5.21146042187821,5.58299261720058,5.60301146245095,5.47426976518962,5.5400818387905
"DPH2",5.01029093204727,5.21676384896124,5.48447488378567,5.28731380510111,4.32762700530424,4.57264572982784
"DPH3",4.62108988662666,4.72181683650063,4.46420528322753,4.66111517964091,4.44578801287476,4.22698875887508
"DPH5",3.09798485577579,3.12726367880338,3.40343580208597,3.01640293253662,3.07825008342052,3.1984679891704
"DPH6",2.52117111605188,2.5382386708512,2.65568190454389,2.5966764470498,2.16155245998487,2.208131680155
"DPH7",4.38179700780299,4.46679483473835,4.48493335027671,4.79913282732397,4.62469136301359,5.02768810769833
"DPM1",6.11194131250597,6.02563015146572,6.20691021748238,6.1026531824251,5.49428744586925,5.39710631042355
"DPM2",3.49792019574801,3.85837995499173,3.88341861461052,3.46474387846867,3.9712897814728,3.9522020446091
"DPM3",3.98125256892822,4.27598566559573,4.37181077625301,4.06522047306543,3.5775322120129,3.86781726379307
"DPP10",0,0,0,0,0,0
"DPP3",7.26207360761667,7.53145397567024,7.11558130050125,7.09043987814,6.67722306499424,6.86131178026037
"DPP4",1.54301766777475,1.65788049115785,0.475556236603563,1.12775637563415,0.256395243793411,0.163447479778198
"DPP6",0,0,0.0612923445282604,0,0,0.0494491605942155
"DPP7",6.34535439434347,6.46972841791871,6.63300669189488,6.74317579163704,6.14372236923189,6.56374035213711
"DPP8",5.96133612895693,5.60657263761938,6.55954203184582,6.33250026668891,6.60397968487132,6.3876910279426
"DPP9",6.01389889375758,6.22192134825909,5.79378724792746,5.84678787355354,5.63618936823714,5.77317810827361
"DPPA2",0,0,0,0,0,0
"DPPA3",0,0,0.0612923439281745,0,0.0541482905842476,0
"DPPA4",0,0,0,0,0,0
"DPPA5",0,0.0522681867367762,0,0,0,0
"DPRX",0.12387438163368,0.0522681867367762,0,0.314291169452599,0,0
"DPT",0,0,0,0.112544720615528,0,0.0494491605942155
"DPY19L1",4.2289825431914,3.96418336344449,5.10004658920492,5.08735889347491,4.48531033497142,4.70141485976662
"DPY19L2",0.16209938230957,0.0522681867367762,0.263302337732631,0.254258985796603,0.205372601421101,0.143536094737301
"DPY19L3",5.86317300649512,5.85938016496692,5.49133602547107,5.80345639593413,4.96419998184685,4.65080447155128
"DPY19L4",6.55832115535401,6.3885514406086,6.73360417767886,6.63244678958291,6.72928025863802,6.56945823680505
"DPY30",5.48405689819552,5.38149079241628,5.71824239158738,5.46932197202689,5.48793226621045,5.36015048471195
"DPYD",1.93515900490001,1.89923136700527,1.11889074627242,1.39103662340838,0,0
"DPYS",0,0,0,0,0,0
"DPYSL2",4.31464546333656,4.2621820851563,4.39679462676142,4.07913812478581,4.68333464347084,4.90267583778415
"DPYSL3",0.657459737364815,0.331426609695798,0.193075692591616,0.123472073853524,0.363690121933078,0.742668901636958
"DPYSL4",2.19732732338384,2.24549497091169,2.14924821873437,1.95614600904571,2.65206948820781,3.03499578603243
"DPYSL5",2.30594613009253,2.51662399676098,1.86686937804218,1.59852534642537,2.98498936017321,2.82826864581785
"DQX1",0.77263256590842,0.515505719733309,0.283636821355527,0.533499158901809,1.26128811440064,1.71253370162838
"DR1",5.79197677530755,5.75631169287848,5.14633764787352,5.3862689014393,5.9215512692851,5.75553268207498
"DRAM1",6.63500459284731,6.64684104098,5.76342771520744,6.06587480424923,6.64578009876869,6.44631680015649
"DRAM2",3.28501791198652,3.85956351123088,1.116763961605,2.47670525512385,3.23817234757347,3.77066938951255
"DRAP1",6.01099617346246,6.10809665184471,5.79867644027809,5.60949594623963,5.70559156077112,5.95117227193094
"DRAXIN",0.182038607504378,0.0522681867367762,0.333881686537617,0.112544720615528,0.106337553747695,0.188374194492051
"DRC1",0.0632663136187197,0,0.0612923439281745,0,0.0541482905842476,0
"DRC3",0.719369430468222,0.538552638058503,0.672072335140433,0.990983754264792,0.860428945464799,0.925994710142925
"DRC7",0.12387432228105,0.0522681867367762,0.0612923439281745,0.0573695346363082,0,0
"DRD1",2.94100554279849,2.14767354240773,5.20182999366557,4.56292955998696,3.67146514048441,3.07506205572009
"DRD2",0.0632663136187197,0,0.645425035966736,0.177720248318576,0.0541482929226151,0
"DRD3",0,0,0,0,0,0
"DRD4",0,0,0.230940795505008,0.266437344527931,0.0541482905842476,0.188374194492051
"DRD5",0,0,0,0,0,0
"DRG1",5.34192665194168,5.22977063426722,5.38262708696178,5.19409206340148,5.91804297111424,5.99872861596995
"DRG2",5.02114169810135,5.2739218371936,5.15161670662616,5.19220170376182,4.87825570381384,4.94667855045792
"DRGX",0.123874262928419,0,0.0612923439281745,0,0,0
"DRICH1",0.220726174151206,0.168131216415811,0.120086308300322,0.360608523273814,0.106337553747695,0.188374194492051
"DROSHA",6.14316751160444,6.1954819333098,6.39364607472866,6.3159249961722,5.87162848504305,5.91709366194969
"DRP2",0.6624533590231,0.373119864685977,0.230940795505008,0.532303194541778,0.910469604718779,0.639616354707561
"DSC1",0.488985409650263,0.453057608114474,0.0612923317464293,0.216941360577777,1.44417367594039,1.43448087333936
"DSC2",5.13399810168176,4.49951343221064,1.147438161299,3.5446178537547,6.23480974642899,6.68103419554551
"DSC3",0,0.0522681867367762,0,0.0573695498221451,0.0541482921785892,0.0494491776081748
"DSCAM",5.72551038972319,6.03077338129704,6.73947891847159,6.29728000500254,5.67315347481396,5.7743708340431
"DSCAML1",1.02223153695165,0.914910157901795,0.723340171914453,0.857052340880736,1.02335582520132,1.05724994850614
"DSCC1",4.63386619741817,4.6502988018852,4.07023179371754,3.53967772794231,4.79569412124461,4.54501834870123
"DSCR3",4.97108356295041,4.95989896328593,4.96621270415382,4.97444174418869,5.29915684693002,5.36489029238194
"DSCR4",0,0,0,0,0,0
"DSCR8",0.886769840388112,0,1.86559076901929,2.28626821979449,0.0541482905842476,0.143536003652825
"DSE",3.38834050120459,3.26656775552184,3.15438398028243,3.2432568573271,2.41319148783959,2.04094259841711
"DSEL",1.21885390891903,1.37924473469098,0.520045063693968,1.02474703935077,0.426658819687388,0.534529759147764
"DSG1",0.12387438163368,0.0522681867367762,0,0.112544720615528,0.0541482905842476,0.0972594425371069
"DSG2",6.76392052531433,6.58885409563123,5.58764104734107,5.98618490542342,5.90169369873115,6.04965540358491
"DSG3",0.0632663136187197,0,0,0.0573695346363082,0,0
"DSG4",0,0,0,0,0,0
"DSN1",4.67046699725292,4.67643034567364,3.99726294650209,3.74413385202009,5.49066863897712,5.39066212440548
"DSP",9.81982306895893,9.65883428280109,9.39681554723335,9.53811885906567,9.72049235828354,9.8619172676781
"DSPP",0,0.0522681642530571,0.0612923510091888,0,0,0
"DST",7.51746039877737,7.55947998386555,7.50110518599682,7.7250639835416,7.86149978068439,7.58506767573117
"DSTN",9.28608461179628,9.24049576635131,8.64157111267109,8.72718940654567,8.42461651512171,8.34247648462454
"DSTYK",5.95342638976304,5.89066961622717,6.34961923322149,6.30987213590518,5.74384652337391,5.60796747611822
"DTD1",5.57895177315079,5.6675955665662,5.62169955325024,5.26210294508888,5.07522486515795,5.04004672750402
"DTD2",4.80633623889141,4.65404980924171,5.16181379586755,5.17495230462352,4.99591691968151,4.66611775966129
"DTHD1",0,0,0,0,0,0
"DTL",4.18146233529487,4.02358512225124,3.71733419344302,3.03068226143232,5.1029862423182,4.81766523245769
"DTNA",7.01057884896574,7.06867347773151,6.04354905927482,6.95639688547303,3.92288915667678,4.42415953551977
"DTNB",4.2412860595651,4.19226278107092,4.35759145038796,4.23778318470231,4.04454019879802,4.09714957357823
"DTNBP1",4.62229619537004,4.64375411834535,4.41249661788044,4.36402327586339,4.19698689266575,4.25002514940727
"DTWD1",5.01926341435647,4.36919624095504,4.59876752033474,4.86901109204606,6.27618859646554,6.05633509882921
"DTWD2",4.18699077915632,3.98470977194247,4.78454734961794,4.41714363955383,4.24897940187747,3.88834513343082
"DTX1",0,0,0,0,0.258402787087512,0
"DTX2",4.49231102855059,4.67261744513977,3.90032860437937,4.33734819052727,3.9637389083168,4.14878945756147
"DTX3",4.80204597649487,4.76915928090829,5.18299540212489,5.48581756239588,5.13246169345148,5.27404497489126
"DTX3L",7.32114706621016,7.44608460007155,4.85979081715269,6.0817732097902,5.25311377836608,5.45455103919993
"DTX4",3.27081635242781,3.24603364625221,2.43135609690112,3.04762022439367,4.07329216090496,4.58148080463126
"DTYMK",5.07349450536303,5.31907549978545,5.33276457679209,4.82176927160948,5.10068116140337,5.19273296477949
"DUOX1",0.182038607504378,0.151445171255283,0.0722585371435294,0,0.0541482905842476,0.11579444021175
"DUOX2",0,0,0.120086481137018,0.314291169452599,0.0541482905842476,0
"DUOXA1",0.237948402874521,0.244240568685547,0.283329191414029,0.314291169452599,0.156704605091657,0
"DUOXA2",0,0,0,0,0,0.0494491605942155
"DUPD1",0,0,0,0,0,0
"DUS1L",6.13868095853961,6.41300925643154,6.88271976957902,6.75291882418774,5.94287119865163,6.16121133109704
"DUS2",3.81122017249118,3.72615383804504,4.14608876100939,3.92204575061326,3.85048976808013,3.95867229777199
"DUS3L",3.72122246333253,4.16204274412238,4.79474603915569,4.39386087354433,3.9207662560115,4.32278593585176
"DUS4L",4.03233409166435,3.85103383054468,3.88263435685292,3.90574502815199,3.90197679144045,3.95929326399628
"DUSP1",8.25808724051727,8.38005055869601,5.38828611708251,7.72119588755735,5.96930075623736,6.08343437699616
"DUSP10",2.99878067469197,3.13497789133952,2.33233568220178,2.85743967543491,2.17588607037915,3.00785850106501
"DUSP11",5.05001786625073,5.00622669068236,4.52183117682166,4.68102503161903,4.53259182596482,4.38616428938743
"DUSP12",4.32006742207906,4.26356310861711,4.07776597362482,3.94022842722395,4.34909393408233,4.28203479667363
"DUSP13",0.291772185053181,0.244240649572241,1.50288353854421,0.53230100929858,0.0541482905842476,0.0494491605942155
"DUSP14",4.08015828908171,4.22566346381015,4.05519577738372,3.8828536833177,4.10570306111998,4.25793526021324
"DUSP15",0.343659881931078,0.561440817898259,0.120086481137018,0.337360123317571,0.544932411685565,0.671552606461843
"DUSP16",6.83760424651195,7.13913364787286,6.08763142452099,6.53924400944732,6.55304712098749,6.51875902984791
"DUSP18",2.82975456638431,2.85639419127536,2.0345748231135,2.33679612884592,3.41056134567933,3.49846527128202
"DUSP19",1.93515900490001,1.54521687659183,1.1563143163001,1.47764587716863,2.30209916919677,2.56478012194088
"DUSP2",3.44539511459283,3.17279991675237,4.40091904772369,4.90351186362316,2.41599253073038,2.4022748300631
"DUSP21",0,0,0,0,0,0
"DUSP22",4.80667565380134,4.99291635864231,4.58500554931063,5.01243434533284,4.77757544018614,4.91413801771239
"DUSP23",3.76043086988613,3.75563799787715,4.00927406916824,3.66484835361555,4.05016475922743,4.28657234961014
"DUSP26",0,0,0,0,0,0
"DUSP27",0,0.0522681867367762,0.0612923439281745,0,0,0
"DUSP28",2.96133790753138,2.99613323584301,3.40839613186069,3.33492560102171,1.9851035750358,1.78619677700901
"DUSP3",6.85333284358506,7.00567972089586,6.59410198996431,6.65177907706548,5.71577093950988,6.04432978764409
"DUSP4",6.76689573137781,7.19303099099082,3.69320826980382,5.40524674005497,6.75198302194606,7.50731202147674
"DUSP5",3.34906317696633,2.89132724922856,3.87489542785961,3.31102179705111,0.654151145935559,0.393775865274971
"DUSP6",3.33252906255937,3.10535515490841,1.31855535627892,2.60014476367003,0.890683441269976,0.573545261223163
"DUSP7",2.82714816220409,2.787229232806,2.8140617467305,2.70422598692279,2.89245332396426,3.02031360669121
"DUSP8",4.87328072671469,5.07184047815918,4.7950418353522,5.02279362750266,4.75397996447836,5.22314587022664
"DUSP9",0.923393001889043,0.528797343166092,1.11889132287229,0.790940291593043,1.65157989868879,1.88165184323579
"DUT",5.0971495053111,4.91625499639836,6.01665718107581,5.27300775910957,5.78063191449409,5.70475434175117
"DUXA",0,0,0,0,0,0
"DVL1",5.61649260477364,5.70987107027911,6.35800932941604,6.36607231134306,6.04635082622761,6.43879444028426
"DVL2",5.56462443263408,5.730048748833,5.80265690885015,5.75786575553092,6.27680272184274,6.42101762509914
"DVL3",7.24377442820248,7.3149444886542,7.04275078123773,7.25482981557253,7.70494046219557,7.75558685586564
"DXO",3.28491134663275,3.69941060420507,3.81728710411348,3.76678870425578,3.53985096156758,3.38239595044736
"DYDC1",0,0,0,0,0,0
"DYDC2",0.0632663323741672,0,0,0,0,0
"DYM",5.28170671100542,4.89500716524704,5.07784516861671,5.27042932253243,6.80184142877104,6.78800617195184
"DYNAP",0.0632663136187197,0.0522681867367762,0.120086725931357,0,0,0
"DYNC1H1",9.20423904173485,9.39165821282132,9.61443245030515,9.69769027408633,8.87751148677605,8.92365115430921
"DYNC1I1",0.598755299383167,0.373119946879584,0.475707531445204,0.241291075927944,0.205372457852874,0.143535775941611
"DYNC1I2",6.82102043734245,6.86674122633718,6.28548083030886,6.44244676671326,6.76896668596642,6.66951451057469
"DYNC1LI1",5.64437149213997,5.5787980227405,6.08852377622783,5.82098725435038,5.39447364485507,5.31383632827886
"DYNC1LI2",6.97685133674101,6.80065629686697,7.13820367006027,7.22588050553305,6.60361805445528,6.48190242842391
"DYNC2H1",4.79415488979916,4.7902118498338,4.63689780769432,4.78605620840606,4.34446408547133,4.39442566551391
"DYNC2LI1",3.40945988576727,3.00357306080106,3.36708670511436,3.52415844569028,3.91704049819672,3.75221696044193
"DYNLL1",6.92449469815312,6.84055045065002,6.8965536432538,6.89752377700766,7.50597207647322,7.52275216472893
"DYNLL2",8.98502105361595,9.09099002882331,8.80111674210284,9.00792049979477,8.64420541448407,8.57474180864972
"DYNLRB1",5.90557907938895,5.76127686090469,5.90034882137435,5.97772269071656,6.2527048868547,6.43983430082435
"DYNLRB2",1.11472857815257,1.22469718966437,1.10828770153514,1.0760403662831,1.22866428383372,1.30048054470322
"DYNLT1",5.49541877562956,5.38304043275084,5.31468215386686,5.24163453569922,5.7458992480639,5.83467318129266
"DYNLT3",4.69874873944145,4.66391044006853,4.66376628808234,4.55548307412305,4.02665805552742,3.92854631161655
"DYRK1A",6.35552391645587,6.18719867702815,6.11164126049301,6.19770673531079,6.39369007699604,6.21138829748842
"DYRK1B",4.66042811808407,4.66810397673169,5.5034294522355,5.58555639188417,5.17584581139024,5.4347462721182
"DYRK2",5.92781834103758,5.93733653609847,6.19923813331938,6.22924971889937,5.44990337539257,5.66459862447171
"DYRK3",2.04893501420099,1.79464179733602,1.62442905266038,1.53935237309075,0.995951587452218,1.17332574331159
"DYRK4",0.186315792429752,0.786464292030344,0.159223221224477,0.532301818648299,1.1225444774498,1.08861444987092
"DYSF",0.305821255876208,0.100298172977602,0.476735555860306,0.318235941308957,0.101287552473595,0
"DYTN",0,0,0,0,0,0
"DYX1C1",1.48386815234932,1.28513447775387,0.433953664827976,0.727106239008805,2.50224257427642,2.87720923604714
"DZANK1",2.56831117002627,2.39033451172171,2.46299414613016,2.73091813227138,2.65905504593869,2.89741421780235
"DZIP1",0,0,0,0,0,0
"DZIP1L",0.182038607504378,0.288492052675722,0.715744078217369,0.165687256947313,0.61865499557316,0.836260322258464
"DZIP3",5.32357540462911,5.17041708510282,5.80143889660802,5.38297905092575,5.15741165056205,4.91246864255499
"E2F1",4.78102976011997,5.02922801890265,5.00919499475353,4.40338241538513,6.16577761693184,6.32345166511665
"E2F2",4.19918210751595,4.08698434856655,4.15387660392608,3.49849207589981,4.54407382012682,4.51602509167588
"E2F3",5.61372796436236,5.65008704073393,5.57192565732327,5.39136934450894,5.65026370956931,5.61208699450466
"E2F4",6.27867034044908,6.56862450714336,5.90907342530037,6.04731163229259,5.88303287257866,6.14514491895694
"E2F5",3.75641967216955,3.71822926584648,4.35752782983811,4.35902365429294,3.14997773009733,3.12924217224952
"E2F6",5.39040911458066,5.33069673422265,5.42988554138326,5.33380338672966,4.68775406773885,4.4375881334249
"E2F7",4.38591897448342,4.16249733894653,4.34230843656843,3.52567512860397,5.35942790587857,5.19164593901387
"E2F8",4.10882667542778,4.05553053737118,4.49158631236374,3.6834972207531,4.72704989172372,4.68843950567641
"E4F1",4.90081057149438,5.17518335644529,5.43193315766604,5.26117470848283,5.04499904332719,5.23844665663255
"EAF1",6.72424837022741,6.70645537231502,6.99322941348826,6.90979498512968,6.42676152327345,6.27351298227004
"EAF2",1.14429075219874,1.0236293689748,0.382722610882854,0.685717624532986,0.910469898268497,0.877251317426917
"EAPP",5.55939474149949,5.32488764647047,5.6200751365329,5.48587754657175,5.52945954144542,5.3525626699476
"EARS2",5.455448963555,5.56229261905283,5.85307030618561,5.76986228699539,5.50907127614716,5.48653812383996
"EBAG9",5.58302382986614,5.48044007406367,5.22545235189639,5.14900516079303,5.22240595370592,5.09280864928789
"EBF1",0.182038607504378,0,0,0.0665401309426869,0.268695284209157,0.63319386892606
"EBF2",0.117153685581501,0,0,0,0.156704605091657,0.188374415234934
"EBF3",0.343659881931078,0.102708742131006,0.684908352868838,0.532301413973496,0.252451892220535,0.274074756175238
"EBF4",1.86558356329818,1.92140987983675,1.25919185934112,1.41597006540973,0.900094150335184,0.920429619008767
"EBI3",0,0.0522681867367762,0,0,0,0
"EBLN1",0,0,0,0,0,0
"EBLN2",1.81163642708334,1.56334033162474,1.25628614675931,2.04391870884608,1.42375202184406,0.957158697037588
"EBNA1BP2",5.98779376265912,5.93858658195521,6.01434568999819,5.86773463542792,5.4598367802842,5.5442917603832
"EBP",3.91113718669799,4.31775122112713,4.36471539490585,3.76999994215535,4.24590225967012,4.05390803089043
"EBPL",4.50478757548051,4.74156710795297,5.39027792217106,4.95824496052103,3.73196129976155,3.58194541342523
"ECD",5.47083724835628,5.34556793591523,5.31468270543274,5.24008784976581,5.48884862803135,5.40091005573414
"ECE1",6.26624468402582,6.10803499975875,6.80487578530866,7.00322195833982,7.16280813687948,7.45565742983532
"ECE2",3.48870161215986,3.57127264285892,4.25175991456665,3.9249739535188,3.95785906595959,4.08144073224546
"ECEL1",0,0,0.0612923439281745,0,0.0541482905842476,0
"ECH1",6.43258140797575,6.32722756452721,7.5840922802389,7.40771534965978,7.62992308822201,7.80313471703256
"ECHDC1",5.96952663859986,5.86899442551196,5.42056940207781,5.52727631281342,4.46438328592805,4.19119366184921
"ECHDC2",3.01247718024565,2.99244737689204,3.06883705582448,3.38394898625439,3.31759072729217,3.42278070796617
"ECHDC3",2.02446705191793,2.248922562281,2.83315108055716,2.47793437597276,2.30551914318664,2.32194347381022
"ECHS1",7.24520853535474,7.15768046169064,8.54178442810955,8.09575617434491,7.54770395882872,7.58167535202626
"ECI1",5.30127387066909,5.51561397459898,5.85810967413275,5.7270495089825,5.35852112054253,5.58823539454927
"ECI2",4.50380097398131,4.35698927667351,4.26857900614619,4.19387897395958,4.64539820084559,4.46856621354293
"ECM1",0.862975551972282,0.504315163110873,0.965033822692471,1.10795175304451,0.808221659973688,0.812711003936364
"ECM2",0.12387438163368,0,0.0612923439281745,0.112544883015821,0,0
"ECSCR",0,0,0,0.112544720615528,0,0
"ECSIT",5.18639981252175,5.39816441971606,4.94308342651659,5.16967090182797,5.25920396892329,5.40502542937211
"ECT2",6.91980093028159,6.71888602152798,6.48432739770528,6.0792538398613,8.13059259655464,7.79274916791125
"ECT2L",0.237948520781277,0.151445230199865,0.124034669151033,0.294706218494245,0.205372518151531,0.109667658380864
"EDA",1.28363478721075,1.61638235141557,2.00658688810504,2.33818856302161,1.78565221379862,1.76808301971944
"EDA2R",3.78410139535564,3.75169036855213,3.26852369003676,3.72804664536713,2.58741963885482,2.77781540236224
"EDAR",0.0632663136187197,0.0522681867367762,0,0.0573695346363082,0.106337553747695,0.0972594425371069
"EDARADD",2.25933657007292,1.85649443741228,0,0.790182408356781,4.59919508095356,4.85399433171289
"EDC3",6.09590756525003,6.22607853064825,6.58374378987756,6.56487704316459,6.33251717576947,6.38231305865706
"EDC4",6.36039051324668,6.69972077526651,6.42735994375282,6.46794643360981,6.46062311272789,6.39944440585417
"EDDM3A",0,0,0,0,0,0
"EDDM3B",0,0,0,0,0,0
"EDEM1",6.10599153643809,5.96455097050154,6.48737903812111,6.14679580031529,5.92029731808546,5.79250154287791
"EDEM2",4.21163434647515,4.45652348700275,4.1950799482637,4.41714473557911,4.60693345985103,4.75743288290305
"EDEM3",6.47186606202158,6.39562798756727,6.13096453054512,6.39852369240791,6.58398681944993,6.44993312670694
"EDF1",7.68745117240303,7.84803337861425,7.69120315069966,7.62722862808231,6.98718039068562,7.16993196138393
"EDIL3",2.57917441050254,1.59891785362886,0.132363686714033,0.847031673606327,2.96839385204098,4.76588020141514
"EDN1",4.84318410685626,4.43207478623888,1.90079929486606,3.6035801080402,6.90023660214956,6.92864967219306
"EDN2",1.28363478721075,1.02362963078415,0.510065469557812,0.721651101898878,1.61602032602136,1.85408709217863
"EDN3",0,0,0,0,0,0
"EDNRA",1.57660550502893,1.40468862372335,1.09731529398907,1.16283510560088,0,0
"EDNRB",0.182038607504378,0.102708742131006,0,0,0,0
"EDRF1",4.48215140704394,4.52471489090218,4.47023019519877,4.48857841568416,4.55356554925461,4.61230306747931
"EEA1",6.52750720757144,6.36468306633471,6.52439785349987,6.64430654503605,6.46533704812658,6.16509698659336
"EED",5.87951792993761,5.86748378923395,4.54770738627593,5.06523702594277,5.52228450460871,5.57005819160669
"EEF1A1",13.1132575353711,13.0742026448433,13.8712576947344,13.8185454626603,12.7212480290971,12.7548117003052
"EEF1A2",10.0722291687488,10.1787866187937,11.0625548336286,10.9492503660834,9.37211359432934,9.70372621868598
"EEF1AKMT1",2.84658219566143,2.87690483617963,3.14285917506876,3.17518097686246,3.54169615952602,3.39689681420121
"EEF1B2",8.38012522548695,8.36114445294393,8.99309901979045,8.82425778727098,8.30480834246698,8.28400301706957
"EEF1D",9.41930402054974,9.67567708101311,9.39879839732388,9.53110826117763,8.34004511651155,8.47180259588782
"EEF1E1",4.24271180751607,3.97458972888107,4.77543139170388,4.06522033321892,4.03341252973355,3.90186767404722
"EEF1E1-BLOC1S5",4.02272396917215e-09,0,0,0,0,0
"EEF1G",10.9612806778635,11.1055468312002,11.1657907769488,11.2579922464103,10.8940594895669,11.1338542168674
"EEF2",11.7438793106352,11.8828598291743,12.1646969216262,12.3874579896457,11.5289019206446,11.8544434412204
"EEF2K",5.73660404597694,5.69091920480808,6.13539832097752,5.89261930315617,6.19103861086336,6.1864042041538
"EEF2KMT",3.66155731309908,3.65452142387751,3.69650580340038,3.5995986353388,3.61290392181031,3.67094557372163
"EEFSEC",4.33274145279158,4.59680963605497,4.62149972990662,4.49882702436425,4.50968236584881,4.69176995463772
"EEPD1",1.18267038127509,1.09427476109231,1.56218144312552,1.94229527479501,1.13243087780933,1.99956697195626
"EFCAB1",0,0,0,0,0,0
"EFCAB10",1.52924602961394,1.01999716986529,1.28226760726568,0.769520172873135,0.607827236543581,0.23629618385019
"EFCAB11",3.52998800149123,3.27697665687714,3.71731577283086,3.39870040893546,4.51368881514191,4.32717078960432
"EFCAB12",0.466632523126794,0.147282860718831,0.185935212780733,0.232625584501974,0.167553384511107,0.225301970393372
