,hugo,MCF7_WT_veh_1-quant.sf,MCF7_WT_veh_2-quant.sf,MCF7_WT_veh_3-quant.sf,MCF7_WT_E2_1-quant.sf,MCF7_WT_E2_2-quant.sf,MCF7_WT_E2_3-quant.sf,MCF7_S_veh_1-quant.sf,MCF7_S_veh_2-quant.sf,MCF7_S_veh_3-quant.sf,MCF7_S_E2_1-quant.sf,MCF7_S_E2_2-quant.sf
ENSG00000277157,HIST1H4D,0.397792012,2.188255318,1.074806823,1.955420685,1.119661618,1.766183813,1.749010726,1.986804096,1.662077862,1.204916958,1.903200275
ENSG00000277161,PIGW,3.919447828,3.991533637,4.096095677,4.281014199,4.518331813,4.394765865,4.076541993,3.98211195,4.017780303,4.243940931,4.407252806
ENSG00000277168,0,0.594378473,0.537391498,0.547386651,1.588228909,0.880915868,1.406476806,1.251840259,0.850024071,0.873655733,0.962792567,0
ENSG00000277170,0,1.137811703,0,0.484105125,0.287838685,0.566185831,0.745870645,0.628307006,0.367969269,0.069257536,0.256834345,0.796331117
ENSG00000277182,0,0.788550412,0.772813843,0.635872309,1.065448233,1.013212111,0.934779163,0.975136365,0.903884352,0.839508977,0.986073751,0.898373223
ENSG00000277196,0,0.968433639,0.876580203,0.652531467,0.947423038,0.711113368,0.767096255,3.121141424,3.068574513,2.882087383,3.038827707,2.905137137
ENSG00000277198,RN7SL270P,0,0,0,0,0.130074221,0,0,0,0,1.179536528,0
ENSG00000277200,0,1.04712653,0.843415495,1.026502639,0.766683353,0.978707439,0.785705379,0.610368403,0.55918146,0.544496267,0.530203616,0.519916242
ENSG00000277201,0,0.952415578,0.560100578,0.509223564,1.228067524,0.527719953,0.870422328,0.53917966,0,0,0.556582445,0
ENSG00000277203,F8A1,5.702120034,5.710599828,5.676055796,5.691807715,5.683794689,5.624478193,5.359032646,5.323550215,5.335861945,5.286788759,5.285080351
ENSG00000277209,RPPH1,2.501054375,2.454273298,3.16513211,2.547824891,2.849040479,2.836627065,2.756218442,2.78953521,3.373266783,2.459712261,3.264881676
ENSG00000277218,0,0.263665447,0.691527018,0.614476167,0,0.454582318,0.42374596,0.452242229,0,0.662668546,0,1.04958198
ENSG00000277224,HIST1H2BF,1.756916534,1.855248233,1.929139555,2.111428667,1.80220149,2.052701066,1.092633687,1.781590526,1.449698705,1.593320303,1.666379397
ENSG00000277232,GTSE1-AS1,0.488838885,0.999611863,0.512390745,0.578622855,0.703418802,0.584489219,1.499306075,1.342212235,0.961074148,1.427454923,1.268721826
ENSG00000277235,0,0.375690062,0.382246694,0,1.233986199,0,0,0.352994624,0.354164383,0.659830506,0.384877599,1.382694917
ENSG00000277249,MIR6784,2.253278329,2.362380112,1.187451054,2.133609554,1.412629797,0.841062545,1.110717358,0,0.836543855,2.169248379,1.183842182
ENSG00000277258,PCGF2,5.917408796,5.932336376,5.972552168,5.757757266,5.756022937,5.746388447,5.51061639,5.389042501,5.470022622,5.39922863,5.434887389
ENSG00000277268,0,1.50415591,1.586314153,1.726434966,1.25184147,1.20671717,1.766718755,0.77176137,0.657348236,0.348820484,0.488180775,0.615082894
ENSG00000277283,0,2.057900773,2.08511188,2.237839016,2.230362894,2.278124548,2.257490431,1.805556616,1.866753713,1.95061025,1.926564996,2.287105812
ENSG00000277288,C10orf142,0.877432202,0.805698582,0.859589549,1.358064809,0.713697574,0.724725351,0.412986983,0.589483548,0.272547602,0.988129858,0.662159004
ENSG00000277290,0,1.278472504,1.303809967,1.397792012,1.617594703,1.940444924,1.044967586,0.662887257,1.236406896,0.48406593,0.886092002,1.473584323
ENSG00000277299,0,1.085791742,1.193651908,1.338407299,1.43412378,0.67878406,1.119402661,0.251788159,1.472924413,1.762748505,1.544257861,2.01804658
ENSG00000277300,0,1.304207285,0,0.489546018,0.513613028,0.531096449,1.591765574,1.177720106,0.900497044,0.933839248,0.566297883,1.05625056
ENSG00000277342,0,0.828239986,1.082688966,0.638827318,0.901641961,0.658807407,0.856920374,0.908257238,0.794911548,0.804682225,0.958226499,0.585471201
ENSG00000277363,SRCIN1,2.087523569,2.411731024,2.261961754,2.401258714,2.420821107,2.352475777,2.239579207,1.975556454,2.296050899,2.101140841,2.349504841
ENSG00000277368,0,0.606359786,0.625578169,0.643392606,0.820789208,0.57728718,0.968828781,0.989641138,1.166496936,1.516232039,0.727348054,0.195167408
ENSG00000277371,0,0.866827288,0.946468868,0.408168371,0.026890123,0,1.621482245,1.115579312,0.776734845,1.170444278,0,0.810126355
ENSG00000277379,MIR6724-3,1.344271759,1.147521622,1.432815131,1.449276109,1.261446568,1.391888673,0.570628079,0.44667336,0.633597675,0.592601987,0.350892095
ENSG00000277383,0,1.074786276,1.347285801,1.289256091,0.974579971,1.130647573,0.871136318,1.443373255,1.33560902,1.044296188,0.897859974,1.110202861
ENSG00000277385,0,1.440165542,1.12316292,2.233449419,1.372645702,2.11807395,2.495109269,1.208429859,1.353492678,0.438338634,1.602091005,0.974985176
ENSG00000277396,0,1.445800849,1.378494977,0.559203001,0.937185423,1.148771447,2.044303183,2.123960797,1.669988242,1.400614434,1.625770786,1.434166491
ENSG00000277437,MIR3687-1,2.50772615,2.678610561,3.024413657,2.80438197,2.560088836,2.907704046,1.933621734,1.829500511,1.471119812,0.878084176,0.932383247
ENSG00000277443,MARCKS,5.974235604,6.058262372,6.031434898,5.828265988,5.80672876,5.813329717,6.094282526,6.049711351,6.006511225,5.943225122,5.899810296
ENSG00000277449,CEBPB-AS1,1.562112958,1.461350438,1.346917188,1.405006635,1.286780629,1.318073841,1.74420416,1.503496305,1.665829334,1.707723556,1.69693749
ENSG00000277459,0,0.760191134,1.049519251,1.458591988,1.198758152,1.01380525,1.464103624,1.036130523,1.291143803,1.347569284,1.063516748,1.083165703
ENSG00000277462,ZNF670,2.175594858,2.263343951,2.231364819,2.348983037,2.222186307,2.238780746,2.234047533,2.208479803,2.040187564,2.288771967,2.33524313
ENSG00000277473,0,1.520638479,0.78001607,0.246783838,0.46997139,0,0.437129709,0,0,0,0.523809827,0
ENSG00000277474,MIR6894,1.056743048,0.808530857,0.720359026,0,0.770116929,1.569515396,0.752917253,0,0,0,0.840765337
ENSG00000277476,0,2.444831361,2.399854674,2.298367988,2.346744191,2.346168331,2.366699889,2.164638269,2.164200587,2.295564349,2.357276107,2.358700074
ENSG00000277483,RN7SL321P,1.790271594,1.477962212,1.781569545,0.964262582,1.388536734,1.120597456,1.708328518,1.206130564,1.243023135,1.487892758,2.060472864
ENSG00000277496,0,0.830838613,0.937070895,1.016603288,0.693757685,0.883575463,0.877426233,1.077660021,0.820575202,0.92316744,0.791404017,0.877958577
ENSG00000277534,0,3.593509148,3.558390099,3.664869631,3.15753369,3.346788152,3.218015453,2.838653317,2.804156841,2.768415138,2.845765015,2.841317016
ENSG00000277559,0,1.907967406,1.738365771,1.939162624,1.8105048,2.075029397,1.717328764,1.768264796,1.656386534,1.626864289,1.868520838,1.843433184
ENSG00000277573,0,0,0,0.536515483,0,1.517139607,0.918836529,0.567715796,0.566445972,0,1.330265816,0.62975201
ENSG00000277578,0,0.538479561,2.820873332,2.79139318,0.348666409,2.639401201,3.050769838,3.130632748,1.956138452,1.930733553,2.884972953,2.980665137
ENSG00000277591,RN7SL575P,0.434302092,0.440537663,0.383773402,0,0,1.120597456,0,0.407944393,0,0,0.462452343
ENSG00000277597,0,0.427100873,0.866346216,0.514880723,0.200385076,0,0.716911901,0.697807618,0.54287809,1.305205938,0.845343917,0.80776871
ENSG00000277602,0,0.701939341,1.174419203,0,1.071028094,1.444232391,0.591196842,0,0.652162469,1.144751225,0,1.214473
ENSG00000277605,0,0.864037533,0.394058598,0.988353124,1.128194402,0.741088115,0.599331125,0.983401897,1.297385133,0.872223587,1.254340068,1.017950405
ENSG00000277617,0,2.604114034,1.189501992,2.534893303,2.335374632,2.062398064,2.102443139,2.370136375,1.925209517,1.975780574,2.332089196,1.868888223
ENSG00000277628,0,0.552597418,1.354164383,1.637002717,2.094134706,2.734655433,2.363614052,1.565333957,0.627913087,0.650018208,1.754288927,1.814107396
ENSG00000277631,PGM5P3-AS1,1.006435913,0.489965201,0.588690413,0.13868867,0.427066536,0.510574111,0,0.632058777,0.258392288,0.304961887,0.517225293
ENSG00000277635,0,1.036988546,0.612311919,0.489647743,0,1.06587557,0,0,0,0,0,0.648107371
ENSG00000277644,0,10.02898347,10.43918677,10.15580488,10.24250724,10.10994815,10.16458015,10.26251772,10.40773513,10.632868,9.543644739,9.397965495
ENSG00000277653,0,1.661922859,1.584375685,1.007769594,1.367371066,1.931236755,1.996898481,1.759854636,0.855190015,1.543575069,1.263395035,1.484468147
ENSG00000277654,0,1.532855531,0.964130216,0.90773596,1.004199338,1.09040206,0.828450665,0.827075947,0.57576153,0.872606183,0.828372426,0.776421557
ENSG00000277658,0,10.02898347,10.43921795,10.15580488,10.24250724,10.10994815,10.16459272,10.26251772,10.40773513,10.632868,9.543644739,9.397965495
ENSG00000277662,0,0.411354652,0.598978744,1.040043743,0.208990381,0.693061809,0.195221593,0.957507542,1.276002283,1.211728689,0.881353731,1.038562605
ENSG00000277669,0,2.325821,1.731409188,1.757202505,2.606849631,2.076090434,2.210438741,0.822055441,0.801174387,0.47437997,0.778095007,0.890084757
ENSG00000277671,0,2.142053945,1.927301053,1.821244886,1.696870741,1.975633854,2.182886127,0.723285068,0.986989718,0.987583547,1.094817085,0.63611647
ENSG00000277677,0,1.763190585,0.773719571,1.217150047,0.572973076,1.710833979,0.846328026,1.420379994,1.410569052,1.55120099,1.717587597,1.427026833
ENSG00000277678,0,1.020143016,0.762410052,0.313328289,0.656718764,0.868909552,0.67793845,0.780956752,0.919500267,0.940547158,0.535480684,0.565852549
ENSG00000277681,MIR6739,0,0,1.006937085,0,0.60675016,0,0,0,1.063813537,0,1.144196507
ENSG00000277688,0,1.13886033,0.870987238,0,1.043281504,0.952557223,0.69693215,0.827784887,0.355771817,0.529431179,0.771928669,0
ENSG00000277693,0,0.853161317,1.908310663,0.743052163,1.477940977,1.388255676,1.622173674,0.779011719,1.403463523,1.342906843,0.169764693,1.198347677
ENSG00000277701,0,0.844448325,1.124809174,0.640700047,1.122283089,0.954251411,1.047453932,1.169916025,1.087618983,1.27477751,1.335176802,1.316393123
ENSG00000277702,0,4.410578549,4.341366707,4.418264173,4.712832359,4.25821739,3.534260856,3.900760564,4.87277952,4.475117317,3.593365724,3.718361626
ENSG00000277718,0,1.172084221,1.158395199,1.0137338,0,0,0.978189771,0,0,0,0,0
ENSG00000277720,0,0,0,0,0,0,0,1.117874537,1.125703995,1.188375603,0,0
ENSG00000277721,0,2.553586598,1.469844309,2.58855994,1.444285407,2.75937105,2.824484784,1.954348949,1.755169602,2.408399379,1.888788051,2.09258295
ENSG00000277723,MIR6827,0,0,0,0,0,0,0,0,0,1.254678692,0.808488847
ENSG00000277728,0,1.054855421,1.184185064,1.05245763,0.803370885,0.683859913,1.058364989,0.955925019,0.699886505,1.524740721,0.899728622,0.430811935
ENSG00000277739,RNA5-8S5,4.192730735,4.159863266,4.3218776,4.023095636,3.885857409,4.302779645,4.13251104,3.907755953,4.036529708,3.65145358,3.944642962
ENSG00000277744,0,0.931962115,0.556593235,0.746117527,0.645068006,0.881756229,0.178126928,1.103806456,0.955149105,0.80165451,0.43561046,0.999113913
ENSG00000277754,0,0.938031298,1.183461106,0,0,0,0.784999733,0,0,0,0,0
ENSG00000277756,0,0,0,0,0,0,1.62821367,0,0,0,0,0
ENSG00000277758,0,0.884414276,1.157098053,0.953510355,0.745007515,1.070007307,1.002096877,0.475051669,0.744107693,0.646798593,0.578865309,0.699563181
ENSG00000277764,0,0,0,1.042406203,0,0,1.592928191,1.102187793,0,0,0,0
ENSG00000277765,0,5.834521615,6.371966523,6.189057553,5.950720351,5.525545865,5.92290665,5.730186156,6.14248696,6.203600544,5.212829996,4.723345582
ENSG00000277771,0,0.373418809,1.021046143,1.399931214,0,1.752204803,1.405328023,1.484200015,0,1.84595164,1.072963272,1.080998686
ENSG00000277778,PGM5P2,1.076305969,0.992497266,1.266084883,1.303435921,1.323450777,1.34038566,1.478371312,1.169360637,1.028703515,0.933988769,1.153630257
ENSG00000277782,0,2.534203573,2.461507605,2.755270033,2.843222109,2.733308781,2.759539365,2.645567941,3.165241472,2.5829991,3.033377187,2.861036271
ENSG00000277791,PSMB3,7.22723972,7.300519917,7.260825938,7.359587038,7.318821199,7.329315799,7.240628177,7.15702509,7.199572894,7.209400823,7.111967539
ENSG00000277794,0,2.421013193,2.936402378,2.283604759,2.642419705,3.146179458,2.518031493,3.060614663,2.816523935,3.324764529,3.454698381,2.77636723
ENSG00000277801,0,1.557537529,1.634969575,0.839024354,0.351119452,1.768692487,0.753028541,1.636125753,0.922350104,0.786096978,0.988125494,1.32614038
ENSG00000277812,0,0.233178806,0,0,0,0,0,1.071556751,1.024383514,0,0,0
ENSG00000277819,MIR7107,0,1.065082829,0.571752522,0,0.5733881,0.566627165,0,0,0,0.065849657,0
ENSG00000277827,0,0.436692756,0,0.460536038,0,0,1.809381515,0.620682118,0,1.205110954,1.059569866,0
ENSG00000277846,SNORD30,2.255778671,0.667642385,0,1.841027109,2.143514237,1.694282938,1.494625535,1.776091351,1.991194382,1.116577685,1.536008126
ENSG00000277861,0,1.477910419,0.534905253,0.855567986,0.891081611,1.170444278,0.845767022,0.897726019,0.886662515,0.935971861,1.438857043,0.990189575
ENSG00000277875,0,0.559183418,0,0.034616768,1.21732379,0.909660218,0.886075609,0,0,0.952607168,0,0.589034766
ENSG00000277877,0,1.627237947,0.938936881,0.922548012,1.061831485,1.288073834,1.312063344,0.245423861,0.875501718,0.831933975,1.213210394,0.54940303
ENSG00000277879,0,0.958906505,0.988470198,0.761035866,0.932183659,0.89803727,1.341695472,1.005895773,0.771910926,0.779427832,0.66157632,0.602728613
ENSG00000277892,MIR6746,0.64975156,0.767307323,0.596954219,2.032756785,0,1.344998884,1.619628988,0,0.630826662,0,0.710688534
ENSG00000277900,0,2.253577873,1.402700351,1.92970769,2.441310835,1.521558356,2.442662226,0.903621402,1.338926382,2.654325547,1.238010285,1.835794751
ENSG00000277901,0,4.398268272,4.384443592,4.130486135,4.656799522,4.432077491,4.489806224,3.532690989,3.742200282,3.922121715,3.56397567,3.650569277
ENSG00000277903,0,0.10507996,0.945994168,0.575578575,0.826552962,0.694972879,0.521188465,0.633087062,1.002169624,0.684328632,0.111226597,0.667692336
ENSG00000277916,0,1.119648339,0.572883849,0,0.540858514,0.532339903,0.890409336,0.759841856,0.942538527,0.948988753,0.787330486,0.837494423
ENSG00000277922,0,0,0,0,0,1.389368565,0.89041634,1.424793126,0,0.555097573,0,0
ENSG00000277928,0,2.50772615,2.678610561,3.024413657,2.80438197,2.560088836,2.907704046,1.933621734,1.829500511,1.471119812,0.878084176,0.932383247
ENSG00000277937,0,1.033898682,0.060922976,0.831780788,0.664498314,0,0.456356189,1.390287979,0.449558205,1.453564988,0,0
ENSG00000277946,RN7SL478P,1.810599396,1.487738439,1.472846451,0.969745445,1.204729196,1.48878234,1.339661906,1.498429597,0.58293457,1.47990311,1.717469154
ENSG00000277948,0,0.50996333,0.526638764,0,0,0.517400679,1.165834779,0,0,0,0,0.559863758
ENSG00000277950,0,0.66997192,0.697629721,0.570747556,0.496070624,1.062052616,1.268937363,0.602704862,0.620213842,0,0,0.760689347
ENSG00000277957,SENP3-EIF4A1,0.948736888,0.798705854,0.826010255,0.852253784,0.582046273,0.768455367,0.695520852,0.489831651,0.344761473,1.070141988,0.809906647
ENSG00000277958,0,1.151625058,0,0,1.345140858,0.872247231,0,0,0.903893604,0,0,0.598000197
ENSG00000277959,0,2.020637317,1.428158474,1.871642603,1.591531023,1.828485355,1.116604299,1.488155062,1.025099687,1.054466486,0.888393746,0.676058843
ENSG00000277965,0,0,0,0,0,1.148621785,0.796048645,0.378211955,0.465745704,1.299813182,0.919089854,0
ENSG00000277966,0,0,0,0,0.69347313,0,0.974040255,0.942381631,0,1.656706867,1.903902085,0
ENSG00000277972,CISD3,3.917744035,4.004474426,3.788340132,4.219704445,4.025850046,4.276069303,4.186012393,4.125738705,4.034714021,4.01267057,4.177031179
ENSG00000277978,0,0.502310232,1.098924803,0.838164371,1.293441116,0.990377667,0.68493002,1.050557419,0.740521779,0.493102122,0.279247817,0.789970411
ENSG00000277998,0,0,1.081469164,0,0,1.007260098,0,0,1.046798355,1.518051642,0,0
ENSG00000278000,0,0.60831817,1.070561067,0.851894128,0.50490509,0.994095245,0.902541342,0.594042084,0.597745685,1.038443205,1.105986428,1.066640324
ENSG00000278007,0,1.873384066,1.693854902,1.874132013,0,1.732308279,1.392130547,1.213764087,1.757834001,1.126781277,1.288636147,2.1737255
ENSG00000278022,0,0.721701631,0.747205198,0.521754319,0,1.035039676,0.886975382,0.20543005,0.944619351,1.376073629,1.320034036,1.263767589
ENSG00000278023,RDM1,1.356375299,1.370715859,1.330346024,1.395101198,1.136353681,0.922872446,1.331018096,1.727730638,1.222770126,1.3967513,1.43923365
ENSG00000278047,0,5.834521615,6.371966523,6.189057553,5.950720351,5.525545865,5.92290665,5.730186156,6.14248696,6.203600544,5.212829996,4.723345582
ENSG00000278048,0,0.10507996,0.945994168,0.575578575,0.826552962,0.694972879,0.521188465,0.633087062,1.002169624,0.684328632,0.111226597,0.667692336
ENSG00000278053,DDX52,3.271204832,3.593939984,3.330773067,3.361740572,3.529903134,3.39648299,3.089954683,3.170745114,3.233505254,3.254390413,3.199692915
ENSG00000278075,0,1.692520935,1.599222563,1.06397226,1.373258429,0.940165999,1.142655228,1.516620347,0.95110209,0.977425743,1.339120278,1.054667912
ENSG00000278080,SPDYE15P,1.359234402,1.266870477,1.417925407,1.393103134,1.422270683,1.898653381,1.885375224,1.894553932,1.985125135,2.031434016,1.912109472
ENSG00000278097,0,0,1.541663512,1.112580042,0.699562293,1.181821333,0.563257724,0,0,1.569413317,0,0
ENSG00000278109,0,0.868540592,0,0,0,1.064765611,1.038787331,0.480221685,0,0.889278834,0.642769027,0
ENSG00000278112,0,1.078425387,0.897663296,1.390623667,1.426758542,0.924175915,1.434988439,0.732533181,0.17936964,0.630623537,0.192909968,0.68323382
ENSG00000278126,0,0.820838213,0.712723427,0.995183466,0.867620547,0.838333826,1.058739024,0.996916553,0.784708333,0.48717555,0.879818668,0.698725222
ENSG00000278129,ZNF8,1.444052121,1.40990682,1.568148878,1.450311249,1.494953161,1.466199011,1.448721264,1.503190972,1.37571786,1.493985426,1.442423369
ENSG00000278133,0,3.987062504,4.195417684,4.120702783,3.935342819,4.263211726,4.092340232,4.397350509,4.076075037,4.40046552,4.189585012,4.159717172
ENSG00000278156,TSC22D1-AS1,1.311245477,1.60245403,1.423490665,1.188247088,1.355235641,1.312986318,0.980773625,1.17694721,1.047345388,0.867963024,1.249393154
ENSG00000278163,0,2.845773042,2.936636055,3.030171845,2.762842033,2.71476864,2.920070304,2.087771715,1.935418258,2.233492369,1.824637526,1.064199961
ENSG00000278175,GLIDR,1.297352848,1.361497759,1.49328969,1.32154371,1.337049955,1.37422267,1.291785062,1.38536753,1.361974364,1.446879763,1.372168708
ENSG00000278177,0,1.436737523,1.524705623,0.77764064,1.543629506,1.758767937,1.337939394,1.627518126,1.54124719,1.636733652,1.524896145,1.462371719
ENSG00000278189,RNA5-8S5,4.192730735,4.159863266,4.3218776,4.023095636,3.885857409,4.302779645,4.13251104,3.907755953,4.036529708,3.65145358,3.944642962
ENSG00000278202,0,1.353741076,1.435569925,1.567881259,1.550009168,1.284674029,1.069970198,1.632784701,1.205079666,1.797096008,1.773873986,1.982316433
ENSG00000278219,0,1.322851124,2.517152208,2.289695795,1.56833375,1.400253734,1.469339003,1.719836175,1.687544493,1.723759498,2.048040837,1.341484843
ENSG00000278226,0,2.243093228,2.247966997,1.522467602,0.638899587,1.174163499,0.733995492,0.248902749,0.615287278,1.662169033,1.409651616,1.366252264
ENSG00000278231,0,2.060005867,2.300103219,2.581240359,2.499481102,2.730779057,2.337468482,1.183035453,1.317645597,1.677945664,2.00269892,2.070107631
ENSG00000278233,RNA5-8S5,4.192730735,4.159863266,4.3218776,4.023095636,3.885857409,4.302779645,4.13251104,3.907755953,4.036529708,3.65145358,3.944642962
ENSG00000278238,0,1.162442087,1.116318174,1.280095189,0.88175388,0.933330154,1.06214244,1.653243496,1.928912239,2.066840058,1.455381146,1.687772899
ENSG00000278249,SCARNA2,0,0.920356572,0,0,0.868667013,0.820261487,0,0,1.09301247,1.143112559,0
ENSG00000278259,MYO19,4.56331777,4.626697572,4.688587423,5.00399726,4.973473318,4.857557333,4.912396844,4.91706661,4.737828028,5.14513194,5.148326711
ENSG00000278275,0,0,0,0,0.392528453,2.379263293,2.159755109,0.641095579,2.113860493,2.310340121,0,0.923683174
ENSG00000278291,0,2.298227202,2.218294505,2.264719571,2.386573696,2.536423476,2.514480837,1.805791843,1.642562956,1.849222676,2.084377268,1.863022603
ENSG00000278309,#N/A,0.821406544,0.730909451,0.797445514,1.030011126,0.872735794,0.747466461,0.860618019,0.901173134,0.784077602,1.109246878,1.224083505
ENSG00000278311,GGNBP2,5.021654191,5.042853898,4.947417053,4.971119411,5.005909791,4.959061197,4.760909448,4.678645037,4.827596558,4.695394402,4.710059647
ENSG00000278318,ZNF229,1.040329968,0.954380889,1.012393466,0.955421429,1.525909505,1.009279085,1.245996959,0.7898848,0.654828058,0.670886552,0.592505356
ENSG00000278341,0,3.177922575,2.863748192,3.190134409,3.068789454,3.157354212,2.833485193,2.960183619,2.942728431,2.955318384,3.060114846,2.953788575
ENSG00000278348,0,1.522889378,1.249415,0.911698484,0.752571347,1.163292618,1.107989097,1.106448829,1.412244987,0,0.726686504,0.274264047
ENSG00000278354,0,1.084445304,1.305095011,1.422394487,1.551634135,1.063578872,1.249615238,0.918351121,0.791081392,0.351861222,0.574613084,0.531096449
ENSG00000278356,0,1.282825263,1.109387307,1.273414435,0.67216552,0.921667875,0.876024554,1.231278791,1.135744988,0.952634749,0.720891316,0.605244934
ENSG00000278374,0,0.427685546,1.48448877,1.38118922,0.742194245,0.731711554,0.392023908,0.422939102,1.013369353,1.610265393,0.779289141,0.824415129
ENSG00000278375,0,0,0,0,1.354926022,0,0.802777209,0,0,1.349104799,0,0
ENSG00000278383,0,1.665347288,1.644303933,1.638565081,0.9568462,1.604887355,1.382108325,1.89301266,2.082542508,2.06119209,2.274583715,1.985463998
ENSG00000278390,0,1.002230125,0.955769572,0.992786555,1.154742621,1.266194052,1.070859158,1.274715498,0.992893846,1.349443412,1.332330421,1.319683825
ENSG00000278396,0,1.684504586,1.843505546,2.002266856,1.566113724,1.897271409,1.301722253,0.948434891,1.37612921,1.734581736,1.510465749,1.494390008
ENSG00000278416,PMS2P2,1.098358916,1.169809581,1.137490408,0.776076187,1.184464389,0.959564677,1.23207128,1.373102487,1.079941254,1.213359725,1.406389727
ENSG00000278420,MIR6819,0.722397823,0.744418604,0.676410046,0.704926839,0,1.126041145,0,0,0,0,0.790269092
ENSG00000278436,0,5.834521615,6.371966523,6.189057553,5.950720351,5.525545865,5.92290665,5.730186156,6.14248696,6.203600544,5.212829996,4.723345582
ENSG00000278453,0,0,0.546203529,1.31684085,0,0.94626523,0.640443241,0,1.479147764,1.345044317,1.443182267,0.701053953
ENSG00000278467,0,0.481846566,1.36868455,0.702173461,0.531414899,1.021728446,0.704505491,0.818447302,0.897657101,1.142073556,0.704240758,0.736207403
ENSG00000278469,0,2.076798498,1.32088898,0.564324509,1.004012321,1.248880896,0,0.827436152,0.87738147,0.952078556,0.691809278,1.1382378
ENSG00000278507,0,0.77967156,0,0.948736888,0.513727217,1.135685895,0.432022955,0.589844966,0,0.515367302,1.229120278,1.549639602
ENSG00000278535,DHRS11,3.53628038,3.628712481,3.547275096,3.627799301,3.501459527,3.641010121,3.556508507,3.479043058,3.485024362,3.626883325,3.528086672
ENSG00000278540,ACACA,4.702877809,4.730016001,4.835406388,4.818602219,5.059823244,4.95662121,4.653324552,4.654388617,4.681229456,4.841841052,4.756585463
ENSG00000278549,MIR6736,0,0.76911328,0,0,0.712951403,1.510177082,0.73289434,1.217652604,0.739232018,0.762472136,1.33686035
ENSG00000278558,TMEM191B,2.454286987,2.536483903,2.397397472,2.409974848,2.588644605,2.411245599,2.471207754,2.575031752,2.532483789,2.493592515,1.862475117
ENSG00000278590,RN7SL113P,0.882825355,0.777553116,0.412268837,0.971188527,0,0,0.722988797,0,0.42409976,1.254974922,0.812098939
ENSG00000278591,0,0.10507996,0.945994168,0.575578575,0.826552962,0.694972879,0.521188465,0.633087062,1.002169624,0.684328632,0.111226597,0.667692336
ENSG00000278592,0,1.681422278,2.744686399,1.375956902,1.60782977,1.97501747,1.425561353,2.759520191,2.977637118,2.010393159,2.518399172,3.167287269
ENSG00000278597,0,10.02905251,10.43922834,10.15595663,10.24250724,10.10994815,10.16459272,10.26251772,10.40773513,10.632868,9.543644739,9.397965495
ENSG00000278598,MIR6775,0.65495698,0.675367023,0,0,1.40471787,0,0,0,0.65055687,0,0
ENSG00000278600,0,2.724532407,2.699091833,2.615065469,2.564646439,2.65148343,2.669072133,2.163669398,1.823781963,2.218071268,2.058222969,2.024351597
ENSG00000278603,0,3.998953667,4.113442138,4.526507064,3.965627311,3.570596508,4.464334997,3.301867087,3.214354872,4.308280775,3.37426747,4.534491209
ENSG00000278615,C11orf98,7.101857751,7.216643241,7.131486606,7.274571882,7.287898427,7.242146714,7.131100389,7.112887473,7.109528453,7.318376681,7.301185033
ENSG00000278616,BEND3P3,1.023489572,1.277115894,1.465389434,1.122228744,1.173645559,0.979678573,1.322418528,1.28555018,1.182902013,1.056035478,0.935612873
ENSG00000278619,MRM1,2.384594169,2.337454495,2.26170471,2.605900346,2.725357259,2.593831801,1.870707966,1.90833257,1.855802374,2.095556528,2.209740316
ENSG00000278621,0,2.564917097,2.575873807,2.719632501,2.274720865,2.318961752,2.006743243,1.192143654,1.611450975,2.22533355,2.010185455,1.834302657
ENSG00000278636,0,2.391102299,1.481045724,1.849474912,2.188764876,2.408589594,0,2.331897219,2.698791886,2.80693648,2.655807465,2.708052563
ENSG00000278662,GOLGA6L10,1.633993299,1.478128973,1.488333504,1.55706742,1.471321707,1.629666693,1.212744879,1.566614794,1.312063926,1.379573833,1.283552608
ENSG00000278668,0,0,0.634824639,0.628703616,1.086783766,0.481378515,0.559491813,0.77640808,0.474347779,0.331657069,0.189571571,0.49019837
ENSG00000278677,HIST1H2AM,2.96269893,2.940723044,2.531680886,2.798900739,3.063663425,2.781647175,2.782274354,2.827993763,2.612085876,2.57592462,2.164377607
ENSG00000278679,#N/A,0.898076753,0.723195057,0,0,1.088365516,0.914077675,0.564242551,0.488807015,0.680463893,0.813676544,0.735467588
ENSG00000278700,0,0.428290352,0.441516413,0,0.703646481,0,0,0.400859221,0.720612939,1.006477564,0.443959856,0.483315857
ENSG00000278702,0,0,0,0.393932337,0,0.898571351,0,0,0.376504882,0.445051805,0.804367513,1.074724633
ENSG00000278709,NKILA,6.759155834,6.760367338,6.780703794,6.374428451,6.391155929,6.41591919,5.854472027,5.766579261,5.789828766,5.547742855,5.569214606
ENSG00000278713,0,4.440081802,4.791126414,4.753834485,4.619577344,4.646859638,4.66026693,4.523662314,4.833365772,4.880269209,4.869328567,4.834433125
ENSG00000278724,0,1.668373322,0,0.828724996,1.150351706,0.839877376,0.636568478,0.7141268,1.413404527,1.222810742,0.521717138,0.955644607
ENSG00000278730,0,5.418797129,5.384906325,5.368450586,5.359261113,5.395912807,5.38603146,5.289882407,5.271167922,5.264645267,5.244536996,5.298057067
ENSG00000278732,0,0.894298591,1.131826512,1.190140731,0,0,1.245027061,0.734256556,0.708702849,0.781368107,0.499746409,0.670847586
ENSG00000278735,0,0,0,0,0,0,0,0,0,0,1.141112302,0
